trialJobId,activation,intermediate,optimizer,dropout,test_frac,learning_rate,layer_1,preweight,epochs,batch_size,layer_2,train_frac,regularization,reward
Q9uMC,elu,"[0.9758928571428571,0.9851749576495503]",adam,0.09667620799978369,0.15,0.00033502784798242457,189,35,200,10,160,0.7,0.09373779324617496,0.9851749576495503
cE8K5,elu,"[0.9785714285714286,0.9857949796031857]",adam,0.1441046403131153,0.15,0.0005098010572382078,101,48,200,10,173,0.7,0.05303163237634205,0.9857949796031857
v8gwg,elu,"[0.9741071428571427,0.9803275270155065]",adam,0.06085571742199629,0.15,0.00016353137375198405,133,39,200,10,157,0.7,0.065692386207522,0.9803275270155065
HRDEU,relu,"[0.957142857142857,0.9533485551657266]",adam,0.0378166675905329,0.15,1.062779014129547e-05,93,38,200,10,146,0.7,0.05812431091856343,0.9533485551657266
mZiCV,elu,"[0.981547619047619,0.9691431312140695]",adam,0.07838366702596174,0.15,0.00010486310238313953,159,46,200,10,180,0.7,0.046959366595794694,0.9691431312140695
H9CCP,elu,"[0.9741071428571428,0.9637126475209978]",adam,0.13201460643230098,0.15,1.4850970459061984e-05,169,29,200,10,166,0.7,0.04004863993919383,0.9637126475209978
wri1S,tanh,"[0.9761904761904763,0.9740913545872495]",adam,0.11956614862364477,0.15,6.964076164786239e-05,197,41,200,10,141,0.7,0.05509748640309137,0.9740913545872495
p13S4,elu,"[0.9800595238095238,0.9848890325360914]",adam,0.10082709227339721,0.15,0.0004213912359040645,200,66,200,10,162,0.7,0.04509243838776886,0.9848890325360914
QbTDP,relu,"[0.944047619047619,0.9471651882728993]",SGD,0.15581562079664454,0.15,0.000618554100078864,193,44,200,10,152,0.7,0.04814419010049476,0.9471651882728993
zRUVc,elu,"[0.9788690476190476,0.9970144045840641]",adam,0.050140006761509995,0.15,0.0001217738720043143,182,58,200,10,197,0.7,0.04253793744911622,0.9970144045840641
f7Cen,elu,"[0.9788690476190476,0.9743982902426838]",adam,0.0077683436611928475,0.15,3.26273896928322e-05,153,62,200,10,199,0.7,0.03866316475925824,0.9743982902426838
vHimY,elu,"[0.9616071428571429,0.9602669981270788]",adam,0.026731882003081305,0.15,6.3990972922160215e-06,166,60,200,10,191,0.7,0.042428644202791674,0.9602669981270788
yOLdr,elu,"[0.9779761904761906,0.9655837918799737]",adam,0.0167235724210886,0.15,2.0579769327815473e-05,172,64,200,10,200,0.7,0.045729031516843606,0.9655837918799737
q9HU8,elu,"[0.974404761904762,0.9739025167493081]",adam,0.0375152738218066,0.15,2.7440280236257907e-05,177,67,200,10,188,0.7,0.05173714476982685,0.9739025167493081
Ruy6x,relu,"[0.9779761904761906,0.9734527245360894]",adam,0.021811347073473875,0.15,4.405089773847694e-05,162,66,200,10,196,0.7,0.03752637268740011,0.9734527245360894
yfwup,elu,"[0.9800595238095239,0.9830160189180608]",adam,0.030601022707495512,0.15,5.3326085368935334e-05,149,58,200,10,195,0.7,0.041700330882720314,0.9830160189180608
Prj1H,tanh,"[0.9767857142857143,0.9839384151858649]",adam,0.04805842187300157,0.15,4.012352849826127e-05,145,61,200,10,183,0.7,0.04903427053387204,0.9839384151858649
IaYZk,elu,"[0.9782738095238097,0.9802186323070782]",adam,0.00022413613525947007,0.15,1.769303120224694e-05,159,64,200,10,200,0.7,0.03503818114043544,0.9802186323070782
eDJ0T,elu,"[0.9761904761904763,0.9789257703081233]",adam,0.016439680933586248,0.15,8.01203721866659e-05,183,63,200,10,195,0.7,0.05359178253053301,0.9789257703081233
xEzie,relu,"[0.855952380952381,0.9002851405328972]",SGD,0.05432802813364116,0.15,0.00010522670339575095,165,62,200,10,178,0.7,0.04369399790466214,0.9002851405328972
R0zVF,elu,"[0.9779761904761906,0.98667984506153]",adam,0.03612399732121984,0.15,5.8959287080795004e-05,175,69,200,10,189,0.7,0.046751139851146165,0.98667984506153
JMJo6,elu,"[0.9749999999999999,0.9670403726708076]",adam,0.0010720998248099148,0.15,2.7059258408492693e-05,170,59,200,10,176,0.7,0.039098377271504364,0.9670403726708076
Lp2iE,elu,"[0.9770833333333332,0.9717487076600252]",adam,0.014272244435146152,0.15,0.00014690524811471027,136,60,200,10,171,0.7,0.05731743690589979,0.9717487076600252
fR5io,elu,"[0.9732142857142858,0.9851354962664359]",adam,0.05102837104822309,0.15,0.00011345503796622384,180,68,200,10,191,0.7,0.09065497333207573,0.9851354962664359
CFfsj,relu,"[0.9764880952380952,0.9769015395094117]",adam,0.04310516943212294,0.15,3.623512973564592e-05,168,64,200,10,184,0.7,0.04056974234746085,0.9769015395094117
ah7U8,elu,"[0.9648809523809524,0.9377338208160053]",adam,0.0630308694329442,0.15,8.608521277695462e-06,154,65,200,10,187,0.7,0.05000830528329685,0.9377338208160053
nwCGk,tanh,"[0.9758928571428573,0.9858850662008557]",adam,0.04635991928645825,0.15,7.372493646545927e-05,174,66,200,10,175,0.7,0.03313440242686566,0.9858850662008557
FnSSy,elu,"[0.981547619047619,0.980826096407253]",adam,0.026396638924098957,0.15,0.00014284861805526522,141,67,200,10,200,0.7,0.03685822881330662,0.980826096407253
kKXPi,elu,"[0.9255952380952379,0.9262892108409385]",SGD,0.06989346401122021,0.15,0.00020344136348910693,161,57,200,10,192,0.7,0.044351880179015826,0.9262892108409385
Wdw8v,relu,"[0.46785714285714286,0.7452633517341886]",adam,0.057400324245371954,0.15,0.31107322319161895,126,70,200,10,148,0.7,0.052149036528804635,0.7452633517341886
x4mPl,elu,"[0.9770833333333332,0.9897074871891375]",adam,0.006101886545791864,0.15,9.457401463290309e-05,182,63,200,10,164,0.7,0.0620321388143865,0.9897074871891375
ipkGn,elu,"[0.9791666666666667,0.9898999901627998]",adam,0.03227926222727952,0.15,5.0269270866525386e-05,187,63,200,10,158,0.7,0.04293618144624738,0.9898999901627998
XsytX,elu,"[0.5272321428571429,0.8567117954183976]",adam,0.04139614583672809,0.15,0.06978419823879091,177,61,200,10,169,0.7,0.047889353356078884,0.8567117954183976
bnN99,elu,"[0.9770833333333334,0.9773459381325514]",adam,0.05789899300389256,0.15,0.0002890909051467813,80,58,200,10,181,0.7,0.059540838628250804,0.9773459381325514
XWfoe,elu,"[0.9735119047619047,0.9870174558217496]",adam,0.07585195497805491,0.15,0.00027276620946024556,192,56,200,10,154,0.7,0.04560566205748186,0.9870174558217496
m8Sc3,elu,"[0.9827380952380953,0.9808284320317128]",adam,0.08423189824901922,0.15,0.0002000407904538927,190,55,200,10,173,0.7,0.04136109650492808,0.9808284320317128
pX5R1,elu,"[0.9788690476190476,0.9801487806712265]",adam,0.09240342509002897,0.15,0.00040075508450802973,195,59,200,10,143,0.7,0.039354289465756954,0.9801487806712265
cjv5t,elu,"[0.9791666666666667,0.9922710855531383]",adam,0.06885064622294602,0.15,0.00014233066732348575,187,69,200,10,168,0.7,0.048040925954760415,0.9922710855531383
CmTVW,elu,"[0.9818452380952382,0.9900025799793601]",adam,0.11124480181274936,0.15,0.0005317980854152747,187,51,200,10,177,0.7,0.045122423031024164,0.9900025799793601
zm91u,elu,"[0.9797619047619047,0.9914166621866208]",adam,0.08598005134039549,0.15,0.00019603426794752462,183,54,200,10,160,0.7,0.04260574349316927,0.9914166621866208
TTFBG,elu,"[0.9788690476190476,0.9866960742346897]",adam,0.10197904289467613,0.15,0.0003745306169224527,193,52,200,10,136,0.7,0.05033524169478042,0.9866960742346897
OAXBZ,elu,"[0.9788690476190476,0.9816399428931397]",adam,0.07259346722812551,0.15,0.00076508244057448,181,50,200,10,132,0.7,0.03582767498301528,0.9816399428931397
FYlYB,elu,"[0.9761904761904763,0.9899204749413855]",adam,0.08016741424489576,0.15,0.0001232555278274788,197,65,200,5,182,0.7,0.03809418046729254,0.9899204749413855
z6fZV,elu,"[0.9776785714285715,0.9916468711886669]",adam,0.11426923896211523,0.15,0.0003537016168994684,200,56,200,50,151,0.7,0.04062766922706951,0.9916468711886669
EyeMC,elu,"[0.9788690476190475,0.9911693646785853]",adam,0.09666138776812584,0.15,0.0002406721558856739,184,53,200,10,186,0.7,0.053976197153976266,0.9911693646785853
KOAkM,elu,"[0.9779761904761906,0.9734407875368974]",adam,0.12429376784362624,0.15,0.0011587035430029894,173,60,200,50,164,0.7,0.04708710530318092,0.9734407875368974
qL1B0,elu,"[0.9788690476190476,0.9755479902734894]",adam,0.06298436214411501,0.15,0.00016819431131568589,179,68,200,70,146,0.7,0.04360920521856974,0.9755479902734894
Ft0V8,elu,"[0.9770833333333332,0.9835365700123381]",adam,0.13787489966201602,0.15,8.428736536200439e-05,192,48,200,5,172,0.7,0.05003990949490556,0.9835365700123381
D2IEz,elu,"[0.9782738095238095,0.9890583466241362]",adam,0.10893646470789749,0.15,0.000892580380842302,187,45,200,100,155,0.7,0.04631411210798643,0.9890583466241362
MOHyr,elu,"[0.9776785714285715,0.9880794719141575]",adam,0.09118692464230663,0.15,0.00027793924092604306,197,57,200,50,198,0.7,0.05227987241541508,0.9880794719141575
Juoww,elu,"[0.9776785714285715,0.974118355933238]",adam,0.3229607375028074,0.15,0.0005346822572966602,178,55,200,10,159,0.7,0.0331323727850483,0.974118355933238
bZkbj,elu,"[0.9779761904761906,0.9915429477511086]",adam,0.07982565634549826,0.15,0.00044408847419914906,200,61,200,5,138,0.7,0.03713239146023826,0.9915429477511086
lYaL6,elu,"[0.98125,0.983876123876124]",adam,0.04805884697721709,0.15,0.0007998180278748196,189,49,200,50,194,0.7,0.0418337274621795,0.983876123876124
XsMx8,elu,"[0.981547619047619,0.9753365045468808]",adam,0.1270581479168156,0.15,0.0006032415694116714,171,43,200,100,165,0.7,0.04878975785368864,0.9753365045468808
sT57q,elu,"[0.9791666666666666,0.9929722854650755]",adam,0.11678199875125823,0.15,0.00012066225036303387,184,47,200,5,191,0.7,0.05514082334070804,0.9929722854650755
vLQUE,elu,"[0.9770833333333334,0.9815899542444164]",adam,0.025045190878590466,0.15,0.0002319839091465623,175,67,200,10,150,0.7,0.04473357377572515,0.9815899542444164
wMR8L,elu,"[0.9770833333333334,0.979998298071288]",adam,0.06998064383251698,0.15,6.215709980464492e-05,165,63,200,50,24,0.7,0.034784427411507376,0.979998298071288
LFscV,elu,"[0.9797619047619047,0.9908184347173444]",adam,0.05868109677478518,0.15,0.0011696994142368887,98,45,200,50,133,0.7,0.03980649124460431,0.9908184347173444
yp06D,elu,"[0.9758928571428571,0.9867285332869409]",adam,0.09692094739771692,0.15,0.0007284691830997211,191,42,200,70,176,0.7,0.04359861817304947,0.9867285332869409
b9oc3,elu,"[0.9755952380952382,0.9825410973465895]",adam,0.13431263805581556,0.15,0.0004451094713460641,195,59,200,5,180,0.7,0.03022344934152945,0.9825410973465895
UtNEW,elu,"[0.9782738095238097,0.9912134122621248]",adam,0.10540987342278235,0.15,0.0001747219081229007,181,54,200,10,186,0.7,0.052558383314043826,0.9912134122621248
QmfYB,elu,"[0.9708333333333332,0.9850390129007709]",adam,0.088607715694033,0.15,0.0013215624014749428,168,40,200,50,125,0.7,0.048079772211724346,0.9850390129007709
faUbX,elu,"[0.975297619047619,0.9710883889674833]",adam,0.04061021273404967,0.15,0.00032779534312204307,177,52,200,100,170,0.7,0.03925087712437244,0.9710883889674833
UkrXz,elu,"[0.9764880952380952,0.9818742655699177]",adam,0.051652817053815796,0.15,8.45297027805562e-05,106,65,200,5,141,0.7,0.04614499549753903,0.9818742655699177
oVDTx,elu,"[0.9785714285714286,0.9835023058427147]",adam,0.08137462763431128,0.15,0.00010745104298423665,185,49,200,10,14,0.7,0.051307625391481135,0.9835023058427147
MzqPo,elu,"[0.9770833333333332,0.9855138282016538]",adam,0.01915316609559138,0.15,0.0029082385087528264,189,47,200,50,197,0.7,0.04090656510369173,0.9855138282016538
JrXSG,elu,"[0.9773809523809524,0.9844034932813706]",adam,0.11992676661702058,0.15,0.0010543037853927234,173,43,200,100,10,0.7,0.05734732254641555,0.9844034932813706
Jeaya,elu,"[0.976190476190476,0.9804151154132539]",adam,0.14425595638618555,0.15,0.0018730396845657638,195,51,200,5,162,0.7,0.036474743858744184,0.9804151154132539
egMLB,elu,"[0.9788690476190476,0.9951335606706451]",adam,0.06878914616583444,0.15,0.00032800305481480596,181,58,200,10,28,0.7,0.049618319227582613,0.9951335606706451
OeOtp,elu,"[0.9806547619047619,0.9834066700843017]",adam,0.0319195587578502,0.15,0.0006368991035423956,199,38,200,50,156,0.7,0.03182625753931101,0.9834066700843017
db2OC,elu,"[0.9776785714285714,0.9866719008824271]",adam,0.12605621075867193,0.15,0.0002291436452299281,171,46,200,50,168,0.7,0.05434862401302118,0.9866719008824271
R3knG,elu,"[0.9761904761904763,0.9942512077294687]",adam,0.10812285164570094,0.15,0.0008967436875970745,86,62,200,70,183,0.7,0.034778940969899516,0.9942512077294687
bYMur,relu,"[0.9663690476190476,0.9731830738920522]",adam,0.10145567534588078,0.15,0.0015413360299729817,164,41,200,5,144,0.7,0.03776009774135861,0.9731830738920522
mV2UF,elu,"[0.975297619047619,0.990490561990562]",adam,0.06276804505604174,0.15,0.0004936061588488863,192,44,200,10,174,0.7,0.04360400592109477,0.990490561990562
EFoMa,elu,"[0.9735119047619047,0.9716856848080277]",adam,0.011006831651332292,0.15,0.00015381982403073725,185,39,200,100,19,0.7,0.005896612625070556,0.9716856848080277
plJte,tanh,"[0.974702380952381,0.9819489358748529]",adam,0.07663138636755697,0.15,0.0027159614882134205,178,45,200,50,178,0.7,0.028137279197330077,0.9819489358748529
swxjd,elu,"[0.976190476190476,0.9878252092428295]",adam,0.11597703959645642,0.15,6.424377737796262e-05,188,50,200,5,32,0.7,0.04212107822247835,0.9878252092428295
Iqy4s,elu,"[0.9773809523809524,0.9950284303144716]",adam,0.08866507692855097,0.15,0.002143032453736655,159,42,200,10,189,0.7,0.044548501161003375,0.9950284303144716
XsADe,relu,"[0.9741071428571428,0.9874800064953518]",adam,0.13310221133425804,0.15,0.0006956295329324482,167,53,200,50,129,0.7,0.04651500378618069,0.9874800064953518
BXDkv,elu,"[0.9803571428571429,0.9936397191629887]",adam,0.16243421825148288,0.15,0.004605746412766392,156,70,200,100,152,0.7,0.05639630616379103,0.9936397191629887
QQPoy,elu,"[0.8928571428571429,0.8184927745362529]",SGD,0.050233375351395354,0.15,4.162176377471871e-05,197,48,200,5,159,0.7,0.05118680393958572,0.8184927745362529
qHkik,elu,"[0.9770833333333334,0.9864856142098593]",adam,0.1498506035711365,0.15,0.0003122316753454634,177,40,200,10,41,0.7,0.04834516531595379,0.9864856142098593
RiSPZ,elu,"[0.9761904761904763,0.9888105491000226]",adam,0.09386605376294588,0.15,0.0011193015030874518,95,35,200,50,165,0.7,0.040822579873228744,0.9888105491000226
Q304f,relu,"[0.9767857142857143,0.9789546647487823]",adam,0.14175420547283446,0.15,0.00011393129740932578,200,37,200,50,194,0.7,0.032937478107387605,0.9789546647487823
t8PSX,elu,"[0.9761904761904763,0.9777652304894868]",adam,0.038534396506294394,0.15,0.000190632875668192,75,47,200,70,172,0.7,0.03844695275434774,0.9777652304894868
X0bak,elu,"[0.975297619047619,0.9896256604381188]",adam,0.07381547759083287,0.15,0.0036278966201956256,191,43,200,5,200,0.7,0.05395117767172681,0.9896256604381188
T06nJ,tanh,"[0.9779761904761906,0.9855182606449213]",adam,0.00036996362803141253,0.15,0.0004036835879865975,173,56,200,10,37,0.7,0.00835898125825981,0.9855182606449213
NFvmL,elu,"[0.9779761904761906,0.9901659201297326]",adam,0.01825674526727626,0.15,0.00565955737366593,181,60,200,100,140,0.7,0.03479004137844987,0.9901659201297326
Rd4kL,elu,"[0.9767857142857144,0.9847841533668571]",adam,0.08291573303794011,0.15,0.0002564033072902579,194,66,200,50,150,0.7,0.029215867891670813,0.9847841533668571
pBPwU,relu,"[0.9681547619047619,0.9802150923309245]",adam,0.057211775458823534,0.15,0.0016094632232815356,161,44,200,5,185,0.7,0.049776631892028265,0.9802150923309245
QR9Hu,elu,"[0.9785714285714284,0.9842552164890994]",adam,0.10286309740192898,0.15,0.0005427821648421335,169,41,200,10,135,0.7,0.0423239185943162,0.9842552164890994
NJvtm,elu,"[0.9401785714285715,0.9273095660427542]",SGD,0.11155981674827212,0.15,0.000895517443866699,185,50,200,50,122,0.7,0.045049315937265834,0.9273095660427542
PRyNX,elu,"[0.974702380952381,0.9842348174653075]",adam,0.027170313318009606,0.15,0.0013848024820377904,175,38,200,100,180,0.7,0.03927327887238308,0.9842348174653075
p3jmW,elu,"[0.975297619047619,0.9889541889823941]",adam,0.12646885564040483,0.15,0.008546828030340573,200,52,200,5,163,0.7,0.03644154405646358,0.9889541889823941
TaQ94,relu,"[0.9696428571428571,0.9828096991270641]",adam,0.06698855476676314,0.15,0.002258547902715324,189,57,200,10,146,0.7,0.06073833389071419,0.9828096991270641
CW7gC,elu,"[0.9702380952380952,0.9698675529778601]",adam,0.09631025094126949,0.15,8.985550776011908e-05,151,47,200,50,156,0.7,0.04749507189488915,0.9698675529778601
lMdAk,elu,"[0.9770833333333332,0.9728930306020089]",adam,0.04686535607975477,0.15,0.0006812850504466914,103,49,200,50,51,0.7,0.004620864459228577,0.9728930306020089
Xh2Tq,tanh,"[0.9761904761904763,0.9854355565460693]",adam,0.15180496172319516,0.15,0.00013490001283959557,183,45,200,70,168,0.7,0.05222360069412022,0.9854355565460693
pPWJq,elu,"[0.9800595238095238,0.9914771748662812]",adam,0.11918397213579562,0.15,5.215613126897343e-05,193,36,200,5,45,0.7,0.05839795330880633,0.9914771748662812
lTsNw,elu,"[0.44732142857142854,0.39837163352643223]",SGD,0.13508926892330042,0.15,1.2301079595270751e-05,167,55,200,10,128,0.7,0.031976880010335676,0.39837163352643223
BbCzG,relu,"[0.9764880952380952,0.995196345895247]",adam,0.03702691308543998,0.15,0.006931717161047576,89,39,200,100,190,0.7,0.05587561925777024,0.995196345895247
vEDsN,elu,"[0.975,0.9801233854260655]",adam,0.17201230966908576,0.15,0.00033947237531255085,164,46,200,50,176,0.7,0.06834963907474985,0.9801233854260655
NG4t4,elu,"[0.9711309523809524,0.9917969952752561]",adam,0.08629878174346664,0.15,0.0030959882059640523,179,48,200,5,26,0.7,0.011834215281358182,0.9917969952752561
VFiw3,elu,"[0.9791666666666667,0.9813857744198302]",adam,0.05686026364672449,0.15,0.0009626564610201838,200,41,200,10,148,0.7,0.07758730119282074,0.9813857744198302
Oo7ne,elu,"[0.9744047619047619,0.9940449322638614]",adam,0.10085708409593408,0.15,0.00045714556723666216,66,43,200,50,154,0.7,0.08536289587065894,0.9940449322638614
jSwCK,relu,"[0.9738095238095237,0.9841964656740625]",adam,0.11070936559719728,0.15,0.00020456999055388538,171,64,200,100,181,0.7,0.0432841128088329,0.9841964656740625
TzZ4i,elu,"[0.9764880952380952,0.9870229814045605]",adam,0.15691004757958438,0.15,0.003960500967792266,155,40,200,5,171,0.7,0.024037487279262106,0.9870229814045605
jjO4C,elu,"[0.9770833333333334,0.9871196464149987]",adam,0.07615723034956697,0.15,0.0013589554886526522,186,61,200,10,34,0.7,0.04593517318472751,0.9871196464149987
XQtvg,tanh,"[0.980952380952381,0.9829460162699348]",adam,0.3099189236877767,0.15,0.00016354909769179237,196,37,200,50,160,0.7,0.04031846491821531,0.9829460162699348
R2usA,elu,"[0.9788690476190476,0.9882099763953309]",adam,0.009708459869452079,0.15,0.001864240483244343,176,35,200,50,193,0.7,0.04926697622217554,0.9882099763953309
waZmO,elu,"[0.9636904761904761,0.9766438166482979]",SGD,0.12932428554205383,0.15,0.0005760647540635774,81,58,200,5,16,0.7,0.0021164813309372324,0.9766438166482979
TV20V,relu,"[0.9648809523809524,0.9566655100076152]",adam,0.14364305719477638,0.15,7.297158042302228e-05,98,68,200,70,166,0.7,0.03579163250760174,0.9566655100076152
LRJdv,elu,"[0.9770833333333332,0.9812775441064072]",adam,0.06623838865011415,0.15,3.24361983879781e-05,182,51,200,10,137,0.7,0.01577012388948036,0.9812775441064072
v8OTe,elu,"[0.9729166666666668,0.9735618410298826]",adam,0.09227454721012783,0.15,0.0002505169236901516,190,54,200,100,132,0.7,0.03775511858955986,0.9735618410298826
DMr9a,elu,"[0.9678571428571429,0.9815374193155524]",adam,0.0001238698516490347,0.15,0.005345030236277683,158,42,200,50,117,0.7,0.05330973114636446,0.9815374193155524
rZYvD,elu,"[0.9779761904761906,0.9802521202521204]",adam,0.04224377438685541,0.15,0.0008095096850632899,147,70,200,5,200,0.7,0.04230579756568617,0.9802521202521204
PkN7v,relu,"[0.974702380952381,0.9907117478996081]",adam,0.12220987839842372,0.15,0.0025927218832249637,173,45,200,10,187,0.7,0.050831367321617346,0.9907117478996081
zkwUZ,elu,"[0.9776785714285714,0.9902192007455165]",adam,0.08125376730182134,0.15,0.0011328572366781596,162,34,200,50,175,0.7,0.00995872532748524,0.9902192007455165
hyZRk,elu,"[0.9758928571428573,0.9763864990209384]",adam,0.022965434392466202,0.15,0.00038552950558246523,197,46,200,100,144,0.7,0.0477001953218619,0.9763864990209384
Wyh0K,tanh,"[0.6738095238095239,0.9251044475183828]",adam,0.1658077228223404,0.15,0.013518423070471885,187,62,200,5,55,0.7,0.026601943740287414,0.9251044475183828
YlyXt,elu,"[0.8985119047619048,0.9313385391771982]",SGD,0.10656680056761676,0.15,0.0001311285904375387,107,49,200,10,152,0.7,0.03427871212850349,0.9313385391771982
rMR0U,elu,"[0.9705357142857143,0.9791159786798731]",adam,0.03292413413772101,0.15,0.0019987801114565618,179,65,200,50,43,0.7,0.03068238059687132,0.9791159786798731
Rt3Tc,relu,"[0.9758928571428571,0.989013749758367]",adam,0.05057439853821045,0.15,0.01785815249575346,113,44,200,50,123,0.7,0.04459340396881267,0.989013749758367
E8VXH,elu,"[0.9761904761904763,0.9885140910619394]",adam,0.11410685672007785,0.15,0.0002921280972151262,93,38,200,5,161,0.7,0.09722459515900131,0.9885140910619394
WtCgc,elu,"[0.974702380952381,0.9927058448797579]",adam,0.071420441420068,0.15,0.00048809857104815035,193,53,200,70,157,0.7,0.007219991036554737,0.9927058448797579
gqtPJ,elu,"[0.9741071428571427,0.9880610617452724]",adam,0.197849852254813,0.15,0.0007122698343952198,170,36,200,10,196,0.7,0.04063502528954681,0.9880610617452724
hapco,elu,"[0.9782738095238095,0.9872888063414191]",adam,0.13469821999043693,0.15,0.0033478961620978832,183,43,200,100,140,0.7,0.04595958130236587,0.9872888063414191
cvUhg,relu,"[0.9657738095238095,0.992211370242857]",adam,0.17963847327956523,0.15,0.009463522296204532,72,40,200,50,183,0.7,0.05662146868238059,0.992211370242857
T9G8m,elu,"[0.9785714285714284,0.9886303123145229]",adam,0.0929304998205722,0.15,9.439406931355448e-05,165,41,200,5,171,0.7,0.012959989539400744,0.9886303123145229
vhU93,elu,"[0.974702380952381,0.9784894757431438]",adam,0.06385368380405806,0.15,2.0596808631977995e-05,200,31,200,10,29,0.7,0.06401669205979116,0.9784894757431438
C1Rqw,tanh,"[0.9363095238095237,0.9149807091592563]",SGD,0.05414151408133373,0.15,0.00141321352441942,175,59,200,50,49,0.7,0.03735185389779155,0.9149807091592563
Huo32,elu,"[0.9797619047619047,0.983077040748654]",adam,0.10279421969101155,0.15,0.00425037711927753,188,39,200,100,39,0.7,0.07339684236787977,0.983077040748654
fQ6TH,elu,"[0.9690476190476189,0.9841531636578076]",adam,0.08558308843659343,0.15,0.007086837826150158,86,48,200,5,112,0.7,0.05151449515922119,0.9841531636578076
Te3ye,relu,"[0.9767857142857143,0.9862578998791557]",adam,0.14820051856994326,0.15,0.0009452562539462101,60,51,200,50,164,0.7,0.053923955681383556,0.9862578998791557
kqsFs,elu,"[0.8538690476190476,0.8969769627218476]",adam,0.01483001712121427,0.15,1.080955463977545e-06,200,42,200,10,23,0.7,0.048527400697389506,0.8969769627218476
bxSya,elu,"[0.9806547619047619,0.9771619285262464]",adam,0.12589356653314548,0.15,0.00019453822382491,192,44,200,50,179,0.7,0.043940002187005674,0.9771619285262464
KQkRM,elu,"[0.974702380952381,0.9803760985887091]",adam,0.11662944276454551,0.15,0.00034972333004297366,179,50,200,5,126,0.7,0.059025820550269344,0.9803760985887091
uAdmG,elu,"[0.9857142857142858,0.9989006650003731]",adam,0.13844810599349736,0.15,0.0027444318478590107,169,47,200,10,21,0.7,0.03885345547208281,0.9989006650003731
k32dT,elu,"[0.9782738095238095,0.9699978976866849]",adam,0.15800365376995373,0.15,0.005522420321353196,150,56,200,10,130,0.7,0.03906258649231605,0.9699978976866849
bl04v,relu,"[0.9690476190476189,0.9898273247186996]",adam,0.24874120384204534,0.15,0.0087761072078102,156,52,200,10,190,0.7,0.03329536705206624,0.9898273247186996
RbrfT,elu,"[0.9764880952380952,0.9897666040100251]",adam,0.1951263701024895,0.15,0.015878861647890603,160,67,200,10,134,0.7,0.036080876761399996,0.9897666040100251
p2SdF,elu,"[0.9767857142857143,0.977762268129476]",SGD,0.16939986045550898,0.15,0.01074441081082181,154,53,200,10,120,0.7,0.04329554389796079,0.977762268129476
aOJSb,tanh,"[0.9764880952380952,0.9924138198757764]",adam,0.17661579097009406,0.15,0.003057681674922482,146,46,200,10,169,0.7,0.04148768004699008,0.9924138198757764
YEsT0,elu,"[0.975,0.9965973767664404]",adam,0.2073947999082385,0.15,0.006315178068803842,140,55,200,10,149,0.7,0.039888078305351696,0.9965973767664404
zULYd,elu,"[0.855952380952381,0.9725257530704671]",adam,0.21089900318905536,0.15,0.042165142538848635,138,60,200,10,138,0.7,0.031012666220022515,0.9725257530704671
c8DdO,elu,"[0.9630952380952381,0.9841487689933126]",adam,0.23459092212467367,0.15,0.01320549234086139,139,56,200,10,143,0.7,0.03405706041932852,0.9841487689933126
baPid,relu,"[0.9705357142857143,0.9924786075670422]",adam,0.21333433384382827,0.15,0.006586219609520112,143,58,200,10,133,0.7,0.04003643108740649,0.9924786075670422
M07Wg,elu,"[0.9666666666666666,0.9873038471080087]",adam,0.17535340144264158,0.15,0.02100217999875313,140,63,200,10,123,0.7,0.03793361907190942,0.9873038471080087
RY0z5,elu,"[0.9714285714285715,0.9867756791711899]",adam,0.23602662514198558,0.15,0.011247552683996277,129,56,200,10,147,0.7,0.047121363949143985,0.9867756791711899
BMIgK,elu,"[0.9345238095238095,0.9778597767378223]",adam,0.24752627652766002,0.15,0.026779361967642308,135,60,200,10,128,0.7,0.03149970193712167,0.9778597767378223
m7I2f,elu,"[0.5245535714285714,0.8155487260834287]",adam,0.22703428989019198,0.15,0.13480416193893388,133,62,200,10,150,0.7,0.03583657888558783,0.8155487260834287
UatkA,relu,"[0.975297619047619,0.9898135639542431]",adam,0.2539308102856629,0.15,0.004748581103986104,146,55,200,10,141,0.7,0.03842879972873252,0.9898135639542431
hQneQ,elu,"[0.9386904761904763,0.9745164586658172]",SGD,0.21697501827776955,0.15,0.03540334595326109,118,61,200,10,135,0.7,0.04222878162684717,0.9745164586658172
Wwzp9,elu,"[0.9758928571428571,0.9853341032063166]",adam,0.2093304901959696,0.15,0.007738208449656215,131,59,200,10,113,0.7,0.04495080391523202,0.9853341032063166
KifFF,tanh,"[0.9791666666666666,0.9924096706225642]",adam,0.2045832168721329,0.15,0.0023788832916101245,149,64,200,10,115,0.7,0.027648130579604677,0.9924096706225642
fCQrA,elu,"[0.9723214285714284,0.9922265176910219]",adam,0.18253797627760637,0.15,0.004590258125421448,152,57,200,10,117,0.7,0.050001258016139194,0.9922265176910219
lNwDY,elu,"[0.974404761904762,0.9852777639971775]",adam,0.23108098685331588,0.15,0.0063306950088406234,145,57,200,10,146,0.7,0.03965498141875828,0.9852777639971775
APPJu,relu,"[0.9595238095238097,0.9879645805690697]",adam,0.2753389649197433,0.15,0.016976256797535096,151,63,200,10,130,0.7,0.03396362223160911,0.9879645805690697
