trialJobId,activation,intermediate,optimizer,dropout,test_frac,learning_rate,layer_1,preweight,epochs,batch_size,layer_2,train_frac,regularization,reward
IjaNK,elu,"[0.9735119047619047,0.980823670653392]",adam,0.18925290128635794,0.15,0.0031254897316219145,156,60,200,10,138,0.7,0.04679550413280484,0.980823670653392
i2Ca4,elu,"[0.976190476190476,0.9807215929850202]",adam,0.2184432755115625,0.15,0.0018890003474454063,161,54,200,10,154,0.7,0.029587153623842063,0.9807215929850202
jrZiF,elu,"[0.9415178571428571,0.9899473576638416]",adam,0.25482723532710566,0.15,0.02901609217884548,125,55,200,10,105,0.7,0.0366693279493698,0.9899473576638416
ua6Ej,elu,"[0.9672619047619048,0.9962946359296693]",adam,0.1980369622297526,0.15,0.00928865351924612,137,58,200,10,124,0.7,0.042401838304059636,0.9962946359296693
SBzH9,relu,"[0.9625,0.9563599177941672]",SGD,0.1900505461168534,0.15,0.002377425270189551,121,66,200,10,142,0.7,0.05500752241097442,0.9563599177941672
yI0EC,elu,"[0.9764880952380952,0.9870444630777137]",adam,0.20630431396986368,0.15,0.0057232944005811155,159,61,200,10,118,0.7,0.04910884791295954,0.9870444630777137
MfZH0,elu,"[0.975297619047619,0.9890080744414428]",adam,0.2670310578764673,0.15,0.003724262468236554,142,58,200,10,120,0.7,0.03277739922482304,0.9890080744414428
BHX7W,tanh,"[0.9833333333333334,0.990331059960216]",adam,0.24251108528582735,0.15,0.001610493562978928,165,59,200,10,10,0.7,0.028946676107112625,0.990331059960216
iYTdF,elu,"[0.9529761904761905,0.9453630570077939]",adam,0.1880836666260702,0.15,3.649566694536706e-06,153,57,200,10,149,0.7,0.04540434236768466,0.9453630570077939
LZVvP,elu,"[0.9571428571428571,0.9908460251163154]",adam,0.2008875830330651,0.15,0.012352314361108667,128,64,200,10,126,0.7,0.04093746192989291,0.9908460251163154
lF0GB,relu,"[0.9699404761904761,0.9888372514997903]",adam,0.22795019928900498,0.15,0.0078369395751352,150,54,200,10,144,0.7,0.05153602283867629,0.9888372514997903
SNANM,elu,"[0.9744047619047619,0.9913917078617722]",adam,0.1655293398165786,0.15,0.003972128971821576,123,59,200,10,130,0.7,0.04378064096159671,0.9913917078617722
cE1xB,elu,"[0.975,0.9899311346548189]",adam,0.18245533413589496,0.15,0.0025752455649116703,148,61,200,10,112,0.7,0.03845042585772702,0.9899311346548189
XdZB1,elu,"[0.9741071428571428,0.9793713729712934]",adam,0.21332278653415934,0.15,0.00553830516531341,157,65,200,10,133,0.7,0.04732925251614671,0.9793713729712934
nFhVR,elu,"[0.9702380952380952,0.9761760742904653]",SGD,0.23673357180879095,0.15,0.022456038561680967,143,53,200,10,108,0.7,0.03593354622577573,0.9761760742904653
nBaaa,relu,"[0.96875,0.9860562516018636]",adam,0.22449918238854596,0.15,0.015845036317342732,163,55,200,10,139,0.7,0.03476510422906718,0.9860562516018636
nQXsw,elu,"[0.9726190476190476,0.9906276657214146]",adam,0.19400613595167204,0.15,0.0030748834029721227,117,62,200,10,157,0.7,0.05295501148149455,0.9906276657214146
kDVSE,elu,"[0.9806547619047621,0.9933909053150547]",adam,0.2627259382296934,0.15,0.0014793518968217226,168,52,200,10,20,0.7,0.032244604391225215,0.9933909053150547
Of4er,tanh,"[0.9773809523809524,0.9938909766868906]",adam,0.2850260317511208,0.15,0.004814743422470394,157,54,200,10,148,0.7,0.025588364275938438,0.9938909766868906
HjXB4,elu,"[0.9776785714285714,0.9923158162786645]",adam,0.22143009273957856,0.15,0.001919354213551495,136,67,200,10,197,0.7,0.04056093479212529,0.9923158162786645
fApZQ,elu,"[0.9791666666666666,0.9923292851402052]",adam,0.20522938572351576,0.15,0.001099723296711693,161,69,200,10,153,0.7,0.045749653891790185,0.9923292851402052
T7Zxc,relu,"[0.9764880952380952,0.9755801589498458]",adam,0.2408759352144365,0.15,0.0036815607505645423,109,56,200,10,156,0.7,0.06136046745963146,0.9755801589498458
x6ed4,elu,"[0.9744047619047619,0.9849937076279789]",adam,0.17467279455904172,0.15,0.0027348945343466094,168,33,200,10,136,0.7,0.05028301594704892,0.9849937076279789
TUBek,elu,"[0.6392857142857143,0.965993845116971]",adam,0.16058604088182094,0.15,0.052885721366665486,132,50,200,10,102,0.7,0.05709123519846497,0.965993845116971
HaVng,elu,"[0.9720238095238095,0.9748670975567262]",SGD,0.18580503677283314,0.15,0.006372809928915467,154,58,200,10,162,0.7,0.043255807121863825,0.9748670975567262
EPzoS,elu,"[0.9723214285714287,0.9835508268746256]",adam,0.15524140406784298,0.15,0.010803324715676335,141,64,200,10,14,0.7,0.04825165506100221,0.9835508268746256
Ychk4,relu,"[0.9791666666666666,0.9837710025748265]",adam,0.19931995207759262,0.15,0.0021029308745582776,164,62,200,10,123,0.7,0.039279894873656754,0.9837710025748265
BBFcm,elu,"[0.9741071428571428,0.986898794446008]",adam,0.17056013186302948,0.15,0.008311330612192937,145,51,200,10,53,0.7,0.029977979917680204,0.986898794446008
g8T2C,elu,"[0.9770833333333334,0.9815153138821809]",adam,0.1646002379715007,0.15,0.0011184493325906212,171,68,200,10,144,0.7,0.054212946139215054,0.9815153138821809
Et86y,tanh,"[0.98125,0.9766971120666774]",adam,0.15269131650599815,0.15,0.001670185420355607,152,57,200,10,110,0.7,0.03771638478091471,0.9766971120666774
Am2Oz,elu,"[0.975,0.9881549950571689]",adam,0.18321158422601128,0.15,0.019221954932234595,104,53,200,10,125,0.7,0.04150183388347881,0.9881549950571689
lcvAW,elu,"[0.9770833333333332,0.9852827724072485]",adam,0.13845449941443055,0.15,0.004684789021228833,167,37,200,10,59,0.7,0.04604991696478499,0.9852827724072485
EpIvI,relu,"[0.5095238095238095,0.9078978255449117]",adam,0.22031207360219954,0.15,0.08614654030972514,112,36,200,10,105,0.7,0.04998723237688349,0.9078978255449117
QGh8g,elu,"[0.9752976190476191,0.9913947376577992]",adam,0.17638841517697557,0.15,0.002855973106504191,127,34,200,10,129,0.7,0.0437952749171307,0.9913947376577992
Ck47m,elu,"[0.9741071428571427,0.9758383471272151]",SGD,0.14720109058358138,0.15,0.013741554379174526,158,32,200,10,136,0.7,0.05227066295212139,0.9758383471272151
txfTj,elu,"[0.9800595238095239,0.9822514817810111]",adam,0.20094100902336826,0.15,0.0012874210520096444,164,60,200,10,151,0.7,0.03455148604939253,0.9822514817810111
WlCxP,elu,"[0.9714285714285713,0.9797410700651387]",adam,0.18951186998556674,0.15,0.0037508936462278555,171,49,200,10,115,0.7,0.04840782617266717,0.9797410700651387
UopYr,relu,"[0.9815476190476191,0.9886053811513659]",adam,0.1597564480263598,0.15,0.0008669317898550577,150,55,200,10,159,0.7,0.058975384922400224,0.9886053811513659
AW7qy,elu,"[0.9726190476190476,0.9882537600942435]",adam,0.14378045741686551,0.15,0.007682987193213423,159,65,200,10,120,0.7,0.039317659882891855,0.9882537600942435
m8YDy,elu,"[0.9738095238095237,0.9851729600636393]",adam,0.1680855057817101,0.15,0.002185506949444555,140,66,200,10,141,0.7,0.05536720724241539,0.9851729600636393
TalHE,elu,"[0.98125,0.984889235515834]",adam,0.24493289981135785,0.15,0.0006438327772495838,101,38,200,10,186,0.7,0.044511817981351176,0.984889235515834
uvdKD,tanh,"[0.9788690476190475,0.9960885342901206]",adam,0.13935163259801206,0.15,0.009889714813148884,173,52,200,70,166,0.7,0.03597713599721943,0.9960885342901206
thMWC,elu,"[0.9782738095238095,0.9908042261353609]",adam,0.2312180806647569,0.15,0.0016462132905528128,147,40,200,10,200,0.7,0.03218742545508932,0.9908042261353609
vW2M6,relu,"[0.9711309523809524,0.9864199157343576]",adam,0.19196111456364368,0.15,0.005094430885965988,166,47,200,100,32,0.7,0.04217077161784872,0.9864199157343576
NF57I,elu,"[0.9699404761904761,0.9875380315082832]",SGD,0.20702743496680967,0.15,0.026398322018905192,162,35,200,5,66,0.7,0.02828463368540771,0.9875380315082832
Rr0ew,elu,"[0.98125,0.986077920957052]",adam,0.15196941592388696,0.15,0.001316550579163281,170,51,200,10,149,0.7,0.047274877313891205,0.986077920957052
aUbfI,elu,"[0.975297619047619,0.9911736844318618]",adam,0.16350264486140528,0.15,0.002457977624577842,156,42,200,10,174,0.7,0.037393692271880184,0.9911736844318618
QEM0P,elu,"[0.9726190476190476,0.9861354087241319]",adam,0.2930002708983825,0.15,0.0008155097860187636,132,48,200,100,46,0.7,0.05060961059373348,0.9861354087241319
CySY1,relu,"[0.9752976190476191,0.9820067737542825]",adam,0.1778964114567545,0.15,0.006166238319953348,176,54,200,5,70,0.7,0.04565973804617552,0.9820067737542825
Sj97e,elu,"[0.9785714285714286,0.9911670367896696]",adam,0.1300672070901523,0.15,0.0005434727050335752,123,39,200,10,132,0.7,0.05336483456508045,0.9911670367896696
iGrVF,elu,"[0.9681547619047619,0.9847381407945038]",adam,0.14095310550617374,0.15,0.013281148755677966,116,63,200,10,194,0.7,0.0419428493497139,0.9847381407945038
Xm4gl,tanh,"[0.98125,0.991786759777068]",adam,0.17137552784014007,0.15,4.984023712956982e-05,152,50,200,5,179,0.7,0.03366940650997628,0.991786759777068
TpgEH,elu,"[0.9791666666666666,0.9869514454869146]",adam,0.2751601432467727,0.15,0.0011060321358621588,90,59,200,70,10,0.7,0.06546584427713416,0.9869514454869146
EINlr,elu,"[0.9806547619047621,0.9911565181527132]",adam,0.15223026389707786,0.15,0.002961463301063431,137,70,200,100,146,0.7,0.03978106044159233,0.9911565181527132
GPYyt,relu,"[0.9684523809523811,0.9691909824356602]",SGD,0.12988917236828712,0.15,0.003888720050748332,98,45,200,10,101,0.7,0.026041125085813036,0.9691909824356602
R4kGS,elu,"[0.9782738095238097,0.9890652715313395]",adam,0.15854832661636942,0.15,0.0017438559533933513,161,57,200,5,37,0.7,0.05581584142876039,0.9890652715313395
W1L7N,elu,"[0.9580357142857142,0.9790854282765304]",adam,0.19306923098289935,0.15,0.03587780120232927,146,38,200,10,62,0.7,0.0303637869375617,0.9790854282765304
WtD18,elu,"[0.9785714285714284,0.9894870117069999]",adam,0.210804112689399,0.15,0.0004420546959497315,78,62,200,10,153,0.7,0.04868297002071752,0.9894870117069999
Xc1Eu,elu,"[0.9729166666666667,0.9779969505450055]",adam,0.18535733186353368,0.15,0.0006858698510401374,168,43,200,100,162,0.7,0.04436238552060333,0.9779969505450055
XHC4e,relu,"[0.976190476190476,0.988984604002345]",adam,0.12075035356263612,0.15,0.002436823521641329,174,49,200,5,57,0.7,0.03702296802536198,0.988984604002345
efp9o,elu,"[0.9764880952380952,0.9864181203633289]",adam,0.22310168994026913,0.15,0.008509649617802246,165,41,200,10,126,0.7,0.057940400395391625,0.9864181203633289
gQdGp,elu,"[0.9732142857142858,0.9493336840318264]",adam,0.14774979503204333,0.15,2.784260481240831e-05,154,31,200,10,95,0.7,0.06217504102767088,0.9493336840318264
ssDk0,tanh,"[0.980952380952381,0.9939090589174379]",adam,0.13777215173539378,0.15,0.004282045360363271,109,56,200,5,108,0.7,0.051850134407866136,0.9939090589174379
kVagk,elu,"[0.9678571428571429,0.9579704286778001]",adam,0.25161044358259954,0.15,3.669443421986293e-05,178,47,200,70,138,0.7,0.04619850225124977,0.9579704286778001
l9olc,elu,"[0.9729166666666667,0.9625852886238361]",SGD,0.1787931289789231,0.15,0.018452870830286603,173,68,200,100,184,0.7,0.02379851522126061,0.9625852886238361
Dn95F,relu,"[0.9726190476190476,0.9847027104930566]",adam,0.1639493714248509,0.15,0.0013364056951644745,160,44,200,10,169,0.7,0.0434954515142418,0.9847027104930566
Bu9ia,elu,"[0.9803571428571429,0.9855164481251439]",adam,0.12852786381873932,0.15,0.0002747568474200147,82,61,200,5,116,0.7,0.04003466522986352,0.9855164481251439
xOgIh,elu,"[0.9776785714285714,0.973081332824196]",adam,0.20166463381564517,0.15,6.757321924040822e-05,129,36,200,10,22,0.7,0.0328066470144172,0.973081332824196
SaxoI,elu,"[0.9684523809523811,0.9899532524012175]",adam,0.2361223264755261,0.15,0.006712874261755785,169,33,200,10,158,0.7,0.04905174300628901,0.9899532524012175
NVuV2,elu,"[0.9779761904761906,0.9918046130855729]",adam,0.14773052601391354,0.15,0.0009075522941452321,144,52,200,100,142,0.7,0.036014863411025944,0.9918046130855729
PUqMe,relu,"[0.9678571428571427,0.9797207166085885]",adam,0.213346908028062,0.15,0.0019786675866355834,182,41,200,5,192,0.7,0.07004456369719851,0.9797207166085885
jZwbr,elu,"[0.9803571428571429,0.9887221107651685]",adam,0.13594370799615485,0.15,0.000575684208907328,156,46,200,10,52,0.7,0.041470193270640304,0.9887221107651685
j8kXL,elu,"[0.9764880952380951,0.9865231193926846]",adam,0.11451857269774637,0.15,0.00011618483230822378,149,37,200,5,72,0.7,0.03834101375300954,0.9865231193926846
IaSSI,tanh,"[0.9738095238095239,0.9828221245182652]",adam,0.17170236511806738,0.15,0.010694752707461688,69,58,200,10,175,0.7,0.046927459029185055,0.9828221245182652
gqfSW,elu,"[0.7092261904761904,0.7040594858358016]",SGD,0.15625167835320264,0.15,0.0002114307301992201,177,55,200,70,112,0.7,0.027587193290420003,0.7040594858358016
duGqj,elu,"[0.9773809523809524,0.9857837695087663]",adam,0.11840983236515402,0.15,0.003148422136477238,163,50,200,100,42,0.7,0.05167984270146514,0.9857837695087663
XMILZ,relu,"[0.9717261904761904,0.9890250310330402]",adam,0.12396778356991453,0.15,0.005002440612274985,105,34,200,10,187,0.7,0.054675343611388406,0.9890250310330402
rnFVJ,elu,"[0.9797619047619047,0.9953984392800181]",adam,0.14033531050092668,0.15,0.00015830914212351888,172,63,200,5,119,0.7,0.06066381557725746,0.9953984392800181
gB04m,elu,"[0.9761904761904763,0.9953327485893275]",adam,0.22777616734702064,0.15,0.0009952690805055309,92,60,200,10,88,0.7,0.03525694433494893,0.9953327485893275
fIg3f,elu,"[0.9776785714285714,0.9927922921159045]",adam,0.19500063997458872,0.15,0.0003953558562025787,140,39,200,10,165,0.7,0.043150558439939916,0.9927922921159045
I7Y66,elu,"[0.9797619047619047,0.9890399901694995]",adam,0.10802556438784011,0.15,0.0014438368930590262,181,52,200,100,131,0.7,0.031253364930322,0.9890399901694995
oMIsc,relu,"[0.9630952380952381,0.9793287459911502]",adam,0.39569611124987547,0.15,0.0007085954561886605,96,45,200,5,26,0.7,0.04981048479786844,0.9793287459911502
UWVWv,elu,"[0.9708333333333334,0.9880035061695676]",adam,0.1795229859595892,0.15,0.003390412367964488,167,40,200,10,76,0.7,0.045605665093911535,0.9880035061695676
z9M9R,elu,"[0.98125,0.9985215311004785]",adam,0.2615650598967375,0.15,0.002228794028797201,159,43,200,10,172,0.7,0.041678939715470126,0.9985215311004785
JSFbv,tanh,"[0.9642857142857144,0.9578496847230864]",SGD,0.27577708355142205,0.15,0.0004960158885106697,185,43,200,5,198,0.7,0.05775464813421727,0.9578496847230864
yjet1,elu,"[0.9797619047619047,0.9717450916106521]",adam,0.3179043324367036,0.15,0.0010153731018283222,173,37,200,100,182,0.7,0.05073592389410039,0.9717450916106521
J2hws,elu,"[0.9788690476190476,0.9889122300606997]",adam,0.32726088007257415,0.15,0.0007638430113522324,177,35,200,10,191,0.7,0.05352561103726072,0.9889122300606997
JB7D8,relu,"[0.9776785714285714,0.9842919644640933]",adam,0.10035717651216272,0.15,0.0018324584212820385,158,42,200,70,181,0.7,0.06326772463652039,0.9842919644640933
mqv9z,elu,"[0.9785714285714284,0.991430304297281]",adam,0.31155186401512946,0.15,0.0003363562565812812,167,38,200,5,197,0.7,0.04795418800027844,0.991430304297281
LrFBX,elu,"[0.9767857142857143,0.9945464443038068]",adam,0.30123528930975735,0.15,0.001234111580414901,27,39,200,10,187,0.7,0.05573711619097516,0.9945464443038068
vk6qz,elu,"[0.9797619047619047,0.9796507451309605]",adam,0.28881594924282694,0.15,1.4411681214601729e-05,52,40,200,10,177,0.7,0.04466335925093356,0.9796507451309605
WR96G,elu,"[0.9735119047619047,0.9895523036800927]",adam,0.2755947491546559,0.15,0.002224089746191903,161,41,200,100,172,0.7,0.0416848508396981,0.9895523036800927
xDpvy,relu,"[0.975297619047619,0.970662572110979]",adam,0.3499559052646837,0.15,0.0006174701693083801,180,44,200,5,192,0.7,0.06762575224799316,0.970662572110979
U3e7L,elu,"[0.975,0.9721952981529048]",adam,0.2661775327637139,0.15,0.00023644713036755007,153,30,200,10,176,0.7,0.05223397668275633,0.9721952981529048
wOPW5,elu,"[0.9654761904761905,0.9719437831161091]",SGD,0.36807481379218826,0.15,0.0016213262964177803,171,36,200,10,189,0.7,0.038429683494430183,0.9719437831161091
n8Bnk,tanh,"[0.975,0.9915337807869637]",adam,0.13203666449583193,0.15,0.0011150248084488628,185,32,200,5,169,0.7,0.05953919190506588,0.9915337807869637
tCS7Z,elu,"[0.9788690476190475,0.9839878169884695]",adam,0.2890115732651764,0.15,0.00043168813244488536,166,42,200,70,173,0.7,0.04748341771390188,0.9839878169884695
InAGc,elu,"[0.9764880952380952,0.9832606595861731]",adam,0.36063139918384585,0.15,0.0008840202080940527,175,43,200,100,184,0.7,0.043598199601916764,0.9832606595861731
sBLur,relu,"[0.9663690476190476,0.9866192318621986]",adam,0.2964301601306614,0.15,0.0025646181608520524,184,39,200,10,193,0.7,0.03362878680510511,0.9866192318621986
dBoXo,elu,"[0.9857142857142858,0.9959433061601919]",adam,0.2540065952617535,0.15,9.090916002156709e-05,86,35,200,5,183,0.7,0.0412268282978508,0.9959433061601919
OtKMg,elu,"[0.9800595238095238,0.9874678443785996]",adam,0.2562776534560755,0.15,0.0005202376535270825,77,38,200,10,178,0.7,0.04997262948235768,0.9874678443785996
MImb9,elu,"[0.9767857142857143,0.9855071422472541]",adam,0.30075703221957495,0.15,0.00032537731574196357,164,33,200,10,198,0.7,0.04621426923997958,0.9855071422472541
f7Dq3,elu,"[0.9806547619047619,0.9906125861499836]",adam,0.3362097180267757,0.15,0.0007954983514510287,159,45,200,100,187,0.7,0.02966790342370103,0.9906125861499836
FINfs,relu,"[0.9741071428571428,0.9850579017423314]",adam,0.2839397631863707,0.15,0.00014838818821065664,178,41,200,5,167,0.7,0.0373254126066545,0.9850579017423314
yuozq,elu,"[0.9613095238095237,0.9614192079981553]",SGD,0.339733924733834,0.15,0.0014011702121396429,170,36,200,10,161,0.7,0.05291637319846678,0.9614192079981553
ILot1,elu,"[0.9741071428571428,0.9890100865318256]",adam,0.3189877648246211,0.15,0.0020217251373888315,149,46,200,10,200,0.7,0.08762741710094563,0.9890100865318256
aw3m9,tanh,"[0.9791666666666666,0.9931861753230681]",adam,0.2680946554452873,0.15,5.878444348758677e-05,181,40,200,5,18,0.7,0.05589235215706402,0.9931861753230681
WTadk,elu,"[0.9758928571428571,0.9767361823158254]",adam,0.11014976337172945,0.15,0.00018489940391260454,189,44,200,70,177,0.7,0.04866217014615942,0.9767361823158254
mgsuo,elu,"[0.9773809523809524,0.9908147896155493]",adam,0.11826203936109836,0.15,0.00026058343461925144,154,37,200,100,49,0.7,0.04416770428350063,0.9908147896155493
PqsN1,relu,"[0.9741071428571427,0.9865246576459391]",adam,0.33274931206962916,0.15,0.0006225697740369838,162,34,200,10,173,0.7,0.040085026269117544,0.9865246576459391
Hs9Ok,elu,"[0.9776785714285715,0.9913101988604595]",adam,0.3436824040312991,0.15,0.0037008820313070116,170,29,200,5,82,0.7,0.042372935066963616,0.9913101988604595
DLGE2,elu,"[0.9770833333333334,0.9898547325455389]",adam,0.28046312060808687,0.15,0.001691874667831157,174,42,200,10,180,0.7,0.0367422330159647,0.9898547325455389
fHofl,elu,"[0.976190476190476,0.9850261223956878]",adam,0.095982836750041,0.15,0.0012155629947688783,187,31,200,10,34,0.7,0.07930280657717151,0.9850261223956878
DQjIx,elu,"[0.975297619047619,0.970464135021097]",adam,0.302485633150991,0.15,0.00040563646946005646,156,47,200,100,195,0.7,0.03484098923423458,0.970464135021097
Vi4w9,relu,"[0.9764880952380952,0.9891326755837804]",adam,0.30623453896516284,0.15,0.0030340354164466476,182,43,200,5,91,0.7,0.046022604471312456,0.9891326755837804
zFwLo,elu,"[0.9702380952380952,0.9775283329002098]",SGD,0.33001667895694253,0.15,0.0021971972349550347,167,38,200,10,98,0.7,0.057560394733418625,0.9775283329002098
is7Em,elu,"[0.9806547619047619,0.986484573267661]",adam,0.2629455669184024,0.15,0.004286907207586812,153,48,200,10,159,0.7,0.039615527427866476,0.986484573267661
Wm6RG,elu,"[0.96875,0.991525489845128]",adam,0.2733226413327272,0.15,0.008381673163246289,143,46,200,10,149,0.7,0.04076236701672795,0.991525489845128
avbFe,elu,"[0.9758928571428571,0.9845215311004785]",adam,0.24816652363719885,0.15,0.00564017407661447,159,45,200,10,164,0.7,0.03832914217515554,0.9845215311004785
JWrUk,elu,"[0.9702380952380952,0.9696999552171967]",adam,0.2578964810795767,0.15,0.00585496997945577,146,41,200,10,154,0.7,0.04306192446966758,0.9696999552171967
e0yQC,elu,"[0.9738095238095237,0.9909986480548258]",adam,0.37808470560020696,0.15,0.0038154160342096094,150,44,200,10,168,0.7,0.04463168125772673,0.9909986480548258
eRoSo,elu,"[0.9747023809523808,0.9933959095599961]",adam,0.23072318533235586,0.15,0.002742653818157939,162,47,200,10,162,0.7,0.03949535558885396,0.9933959095599961
nBSCD,elu,"[0.974702380952381,0.9883208779926443]",adam,0.28020262197873036,0.15,0.006382149289103641,149,43,200,10,155,0.7,0.04784858622381865,0.9883208779926443
hOkEY,elu,"[0.9800595238095238,0.9835096274717419]",adam,0.24989085472693884,0.15,0.004350185868734439,156,49,200,10,151,0.7,0.041390722489334265,0.9835096274717419
A7fE7,elu,"[0.9723214285714284,0.9856079681056995]",adam,0.2684764679851881,0.15,0.011131553039284987,143,48,200,10,146,0.7,0.03571615271236792,0.9856079681056995
iGwPR,elu,"[0.9785714285714286,0.9896310531216225]",adam,0.22151790041984426,0.15,0.0031778904867755323,161,40,200,10,156,0.7,0.04257004775591716,0.9896310531216225
ljbYj,elu,"[0.9696428571428571,0.978493367806869]",adam,0.24004577574255528,0.15,0.007586634424201999,167,42,200,10,172,0.7,0.038034928727865125,0.978493367806869
tPTy9,elu,"[0.9803571428571427,0.9902490272885011]",adam,0.25577732850205337,0.15,0.002020512027912938,157,44,200,10,164,0.7,0.045292699642926273,0.9902490272885011
ly18I,elu,"[0.9797619047619047,0.9961753914566982]",adam,0.24447801718122875,0.15,0.0050421805118663525,137,45,200,10,138,0.7,0.032947924851141265,0.9961753914566982
j1k4i,elu,"[0.9767857142857143,0.9886073488944751]",adam,0.2814540110747717,0.15,0.0025528589162069903,152,47,200,10,160,0.7,0.039916085719179546,0.9886073488944751
QhzLA,elu,"[0.9821428571428573,0.9898194029198233]",adam,0.26259407502492305,0.15,0.004114199273395032,146,39,200,10,170,0.7,0.04686727253579418,0.9898194029198233
rt2Uc,elu,"[0.975,0.9948894716003972]",adam,0.2364893960040656,0.15,0.001785022078524373,163,41,200,10,143,0.7,0.04279078690171934,0.9948894716003972
cZMd0,elu,"[0.9776785714285714,0.9848946644854573]",adam,0.15138497234529966,0.15,0.006654898069617902,170,51,200,10,148,0.7,0.035169995892997796,0.9848946644854573
z0o83,elu,"[0.9779761904761906,0.9814040635670398]",adam,0.1331653781068496,0.15,0.00319064350619557,135,48,200,10,166,0.7,0.050040496008920465,0.9814040635670398
m8rTw,elu,"[0.9714285714285715,0.9968293609752292]",adam,0.2947544908600859,0.15,0.0013466344409810416,166,49,200,10,135,0.7,0.037668185935718204,0.9968293609752292
zOUhp,elu,"[0.975595238095238,0.9879345474856309]",adam,0.3129841538320087,0.15,0.001089893152164939,177,45,200,10,127,0.7,0.031784181075852375,0.9879345474856309
DEGlz,elu,"[0.9785714285714284,0.9912514234019504]",adam,0.29876913487040885,0.15,0.0013202324425618315,172,47,200,10,124,0.7,0.03438451376532145,0.9912514234019504
pDk8u,elu,"[0.9800595238095239,0.9903952359028952]",adam,0.30736002105271937,0.15,0.0008933453708113086,166,46,200,10,106,0.7,0.036793903552140184,0.9903952359028952
UajCU,elu,"[0.9857142857142858,0.9967055928916395]",adam,0.294122080767004,0.15,0.001727419226353381,175,43,200,10,136,0.7,0.043935081171179745,0.9967055928916395
L0OU8,elu,"[0.9738095238095237,0.9883746111989147]",adam,0.2994894375121091,0.15,0.0016089600276995954,178,49,200,10,134,0.7,0.04475900214413605,0.9883746111989147
Oj7qy,elu,"[0.9767857142857143,0.9848661809915008]",adam,0.2877517117070746,0.15,0.0025097351059778605,175,46,200,10,129,0.7,0.048790527437847814,0.9848661809915008
F4cFS,elu,"[0.9806547619047619,0.9842909663865547]",adam,0.31928267931198134,0.15,0.0015701937520003208,189,44,200,10,138,0.7,0.0467589108808766,0.9842909663865547
dgjap,elu,"[0.9800595238095238,0.9897093477423141]",adam,0.2942143115624316,0.15,0.0022882071870330093,182,48,200,10,134,0.7,0.05074211700588338,0.9897093477423141
r6cr7,elu,"[0.9839285714285715,0.9924341407927143]",adam,0.3254193164620885,0.15,0.0013373082458555867,184,43,200,10,120,0.7,0.03795714822656265,0.9924341407927143
tMx1g,elu,"[0.9764880952380952,0.989362125381952]",adam,0.3540560258999361,0.15,0.0020431115857423303,175,46,200,10,120,0.7,0.0443477332252121,0.989362125381952
l95Kr,elu,"[0.975,0.9903778269964283]",adam,0.31744381185280834,0.15,0.0010707972536357154,179,45,200,10,123,0.7,0.05178086089138637,0.9903778269964283
v6uJY,elu,"[0.9690476190476192,0.9911497132333029]",adam,0.3319306546658792,0.15,0.0018117799332810966,186,50,200,10,130,0.7,0.047415785486548664,0.9911497132333029
DzHL7,elu,"[0.9797619047619047,0.9946884444332005]",adam,0.30514637092552926,0.15,0.00096345497073742,192,49,200,10,141,0.7,0.04093144745841086,0.9946884444332005
bPDli,elu,"[0.9723214285714284,0.9884270319052927]",adam,0.29701967663403317,0.15,0.0028094195388867985,173,42,200,10,111,0.7,0.029993222121740232,0.9884270319052927
XXHyh,elu,"[0.9764880952380952,0.9853864734299517]",adam,0.3397272389849234,0.15,0.001360495808107629,180,47,200,10,135,0.7,0.036949096510150936,0.9853864734299517
STGzV,elu,"[0.9711309523809524,0.9786840823285836]",adam,0.28681892530196995,0.15,0.002364777412660208,185,44,200,10,129,0.7,0.04237780608095288,0.9786840823285836
Wrk0d,elu,"[0.9767857142857143,0.9943037051507784]",adam,0.3123466344844963,0.15,0.000689484092860207,193,45,200,5,117,0.7,0.04531278742882946,0.9943037051507784
dpJUm,elu,"[0.9732142857142858,0.9741966873706005]",adam,0.30686464535339214,0.15,0.0035145172404409163,169,43,200,10,133,0.7,0.03856789543688229,0.9741966873706005
WoJLq,elu,"[0.9764880952380952,0.9894500119867768]",adam,0.3188780333007618,0.15,0.0015282823668831501,176,49,200,70,125,0.7,0.04928042519827753,0.9894500119867768
EPjPS,elu,"[0.9744047619047619,0.9898579531270126]",adam,0.2860942261935112,0.15,0.0008942317750753955,190,46,200,100,139,0.7,0.03249872340644519,0.9898579531270126
TQcdN,elu,"[0.9791666666666667,0.9911723943602742]",adam,0.2919545903911328,0.15,0.002153371963385093,182,48,200,10,116,0.7,0.04046145066823333,0.9911723943602742
Nb3df,elu,"[0.975,0.9912530335632672]",adam,0.2700832129987413,0.15,0.0032733539862279406,172,42,200,5,132,0.7,0.028385052350502947,0.9912530335632672
tFfVF,elu,"[0.9827380952380953,0.9846807096281278]",adam,0.3214025486896857,0.15,0.0011483701767465624,195,44,200,10,122,0.7,0.05337385892443038,0.9846807096281278
UeKPO,elu,"[0.9735119047619047,0.9898376655594149]",adam,0.2766479820570387,0.15,0.004668072386364031,187,47,200,10,114,0.7,0.034357190181799134,0.9898376655594149
