trialJobId,optimizer,intermediate,learning_rate,epochs,regularization,layer_1,preweight,train_frac,activation,reward,batch_size,dropout,layer_2,test_frac
FhKXZ,adam,"[0.5,0.518021370670597]",0.004237972282573036,200,0.05916768105603283,165,51,0.7,relu,0.518021370670597,5,0.18214998003362534,57,0.15
VYx2x,adam,"[0.5,0.5860610334378142]",0.0026957983115719246,200,0.06105112254559684,157,49,0.7,relu,0.5860610334378142,5,0.19740539138521868,82,0.15
uZgV2,adam,"[0.5844611528822055,0.7606690131628122]",0.001152866765471175,200,0.005788941896383373,167,54,0.7,relu,0.7606690131628122,5,0.15332778741753586,78,0.15
s1qEI,SGD,"[0.568922305764411,0.5565857850574263]",0.00016595772826579326,200,0.0002005463332880068,173,48,0.7,relu,0.5565857850574263,5,0.1531644345867975,51,0.15
Qsbca,adam,"[0.524812030075188,0.7270153633775924]",0.000504675412957663,200,0.004599617076545563,149,54,0.7,relu,0.7270153633775924,5,0.12821062319903057,63,0.15
ZRk8j,adam,"[0.5849624060150376,0.7002151248430406]",0.00034581010574761975,200,0.00697596967877389,168,52,0.7,relu,0.7002151248430406,5,0.13651137727869656,32,0.15
FHDHD,adam,"[0.5428571428571429,0.6794311986260785]",6.581752278691193e-05,200,5.236878406098683e-05,178,53,0.7,relu,0.6794311986260785,5,0.16571013051067174,35,0.15
gWKrH,adam,"[0.5528822055137845,0.692234118006177]",0.0002141145519053051,200,0.00188593612469172,145,56,0.7,relu,0.692234118006177,5,0.11764143797895392,54,0.15
bCTvN,adam,"[0.568922305764411,0.694113795561164]",0.001169317280765863,200,0.00538814325733087,158,56,0.7,relu,0.694113795561164,5,0.15446888931200617,38,0.15
Tnvlc,adam,"[0.5263157894736843,0.6881626216551175]",0.00013720719325615956,200,0.008761493822081683,165,50,0.7,relu,0.6881626216551175,5,0.1381571086036257,47,0.15
qbBK0,SGD,"[0.5894736842105263,0.526468667176801]",3.622811696551597e-06,200,0.003053350241293044,142,46,0.7,relu,0.526468667176801,5,0.1725282359075539,71,0.15
XRBcH,adam,"[0.5393483709273182,0.7253105854718758]",0.0006635502323298677,200,0.004357707096479545,161,59,0.7,relu,0.7253105854718758,5,0.14406295808301514,44,0.15
nN1qH,adam,"[0.5,0.591108518345134]",0.0015050722670583473,200,0.07806054195371626,170,54,0.7,relu,0.591108518345134,5,0.10838960676862465,56,0.15
bgfdr,adam,"[0.5177944862155389,0.70124484224072]",0.0003724991640200104,200,0.008263212703913302,175,51,0.7,relu,0.70124484224072,5,0.18078771587644069,77,0.15
wC82r,adam,"[0.5553884711779449,0.6665942476770522]",0.001799274427252812,200,0.01026852436653761,152,61,0.7,relu,0.6665942476770522,5,0.2106927706317826,69,0.15
ulqxO,adam,"[0.5152882205513784,0.7077596336614069]",0.0008428863208935675,200,0.012781833368082965,137,45,0.7,relu,0.7077596336614069,5,0.12183802270534717,64,0.15
D3f8g,adam,"[0.5413533834586466,0.7598962026521359]",0.00024042901675020274,200,0.006068144283423931,186,52,0.7,relu,0.7598962026521359,5,0.1643319441034108,78,0.15
kY9E8,adam,"[0.524812030075188,0.692136339269176]",8.93482525892445e-05,200,0.000313876885395554,188,58,0.7,relu,0.692136339269176,5,0.1599382990023746,80,0.15
jEjDd,SGD,"[0.43057644110275695,0.4721168210874094]",1.4174609024549938e-05,200,0.0024029389017656503,182,55,0.7,relu,0.4721168210874094,5,0.203737490538099,78,0.15
OLIxj,adam,"[0.6629072681704261,0.615311141862864]",1.0022999498481535e-05,200,7.113269183577162e-05,179,52,0.7,relu,0.615311141862864,5,0.13281938509820335,73,0.15
IGM05,adam,"[0.5719298245614036,0.6740274060231579]",4.900819746544857e-05,200,0.005918545596350846,193,48,0.7,relu,0.6740274060231579,5,0.1486478185121066,61,0.15
MqpjL,adam,"[0.681704260651629,0.630257793480206]",0.00011646731936641783,200,0.08567547453664066,173,62,0.7,relu,0.630257793480206,5,0.16640032580709685,88,0.15
IWuGg,adam,"[0.6571428571428573,0.6475326229540252]",7.302636868274329e-06,200,0.005370029462256261,161,53,0.7,relu,0.6475326229540252,5,0.18282479449140154,66,0.15
uJRe6,adam,"[0.669423558897243,0.5974994722626021]",2.3108872307779482e-05,200,0.09184744149176192,184,49,0.7,relu,0.5974994722626021,5,0.19265668068021666,52,0.15
lAdC6,adam,"[0.631077694235589,0.6130872369337589]",5.286050684651479e-06,200,0.007286391315171739,196,47,0.7,relu,0.6130872369337589,5,0.21816824483140437,22,0.15
HJiic,SGD,"[0.6661654135338346,0.5541451897161942]",0.00018568409165830804,200,0.00974740671842282,166,59,0.7,relu,0.5541451897161942,5,0.17431820769667658,69,0.15
MyEUj,adam,"[0.5684210526315789,0.6994190847664769]",0.0002324458143357653,200,5.261074310147686e-05,176,54,0.7,relu,0.6994190847664769,5,0.23178854159244835,43,0.15
mGKt9,adam,"[0.5664160401002507,0.7021545058169923]",0.0006369776202030512,200,0.0145748559156991,146,57,0.7,relu,0.7021545058169923,5,0.15412263324964093,74,0.15
zR1KH,adam,"[0.5739348370927317,0.7584394515228493]",0.00047422721413376386,200,0.002993428806720337,156,48,0.7,relu,0.7584394515228493,5,0.19884410688524026,92,0.15
sCkKT,adam,"[0.5649122807017545,0.7251835485053922]",0.0002775643287192029,200,0.003603464652384366,168,52,0.7,relu,0.7251835485053922,5,0.20222348712900312,93,0.15
xV2nG,adam,"[0.5182957393483709,0.6950692323625216]",7.498206240907927e-05,200,0.0022632245519048234,187,50,0.7,relu,0.6950692323625216,5,0.19414135689534842,86,0.15
YoL2O,adam,"[0.555889724310777,0.6749538143599302]",0.0004332571692171302,200,0.007619346539419087,156,44,0.7,relu,0.6749538143599302,5,0.21044251062403163,80,0.15
J7ICl,adam,"[0.5328320802005012,0.6889188398966625]",0.0003213574440284463,200,0.01167617799693519,184,46,0.7,relu,0.6889188398966625,5,0.1896308610439013,84,0.15
zlYiG,adam,"[0.5328320802005013,0.7662209491326474]",0.00014935901349500796,200,0.003789036507277152,191,51,0.7,relu,0.7662209491326474,5,0.16376827840635674,89,0.15
SKSTq,adam,"[0.543859649122807,0.6557212034611416]",3.755095669719758e-05,200,2.15019115011616e-05,192,57,0.7,relu,0.6557212034611416,5,0.14387470181583548,91,0.15
nNmzd,adam,"[0.506265664160401,0.6986631048882339]",0.00012582974489101944,200,0.0060405434319576855,177,55,0.7,relu,0.6986631048882339,5,0.16246358847035725,76,0.15
NxtyJ,adam,"[0.5403508771929825,0.6311681547619048]",3.078151050026325e-05,200,0.009838708442652756,197,60,0.7,relu,0.6311681547619048,5,0.17792479863067348,60,0.15
gAy4E,adam,"[0.512280701754386,0.6737224264705881]",4.812868234940791e-05,200,0.003733338937207172,188,49,0.7,relu,0.6737224264705881,5,0.16887510802047423,97,0.15
Z6bJ7,adam,"[0.5260651629072682,0.6773574933492792]",6.681152388173855e-05,200,0.01229763201170551,181,53,0.7,relu,0.6773574933492792,5,0.13728417782225044,72,0.15
TzG6m,adam,"[0.5213032581453634,0.6240446911117028]",9.939895790740125e-05,200,0.0076497239222157965,193,51,0.7,relu,0.6240446911117028,5,0.15648682685809107,82,0.15
JEaen,adam,"[0.5538847117794485,0.6712143480595562]",0.00014578841583229,200,0.014815485741318678,199,56,0.7,relu,0.6712143480595562,5,0.12926968100763986,67,0.15
fDG7l,adam,"[0.5428571428571428,0.7066569773767917]",0.00023570360496340178,200,0.010116609150319774,180,48,0.7,relu,0.7066569773767917,5,0.18499495462447166,89,0.15
NNKJr,adam,"[0.5498746867167921,0.6820659036527943]",0.00017455455759462683,200,0.005922050241851545,186,51,0.7,relu,0.6820659036527943,5,0.14934932235541984,77,0.15
tY1QA,adam,"[0.5112781954887218,0.6454709383753501]",7.251807446839683e-05,200,0.002017561215683126,173,54,0.7,relu,0.6454709383753501,5,0.1706035861960567,95,0.15
upab0,adam,"[0.6035087719298246,0.6991557496511058]",0.0005142234077582537,200,0.004160446135118475,163,58,0.7,relu,0.6991557496511058,5,0.16079406388761008,84,0.15
hCpsn,adam,"[0.500250626566416,0.6721360626124433]",9.11766363495191e-05,200,0.016172768953250292,195,52,0.7,relu,0.6721360626124433,5,0.19852977495969848,91,0.15
UuTAv,adam,"[0.5348370927318297,0.6770897923558954]",0.000259080128575075,200,0.012993833670469173,160,50,0.7,relu,0.6770897923558954,5,0.14103074016934855,70,0.15
gu4UY,adam,"[0.5609022556390978,0.6942040411460487]",5.622969464445452e-05,200,0.008854775130887525,188,47,0.7,relu,0.6942040411460487,5,0.1171862460342658,57,0.15
Mzynk,adam,"[0.5634085213032582,0.7014434718725546]",0.0003781821226639914,200,0.007059045809582866,168,56,0.7,relu,0.7014434718725546,5,0.17694281789018235,62,0.15
rAzOa,adam,"[0.6230576441102758,0.6286525791661361]",2.1019902782754064e-05,200,0.0023325885837870127,172,49,0.7,relu,0.6286525791661361,5,0.18907533062697862,87,0.15
c3A9F,adam,"[0.493734335839599,0.6781902472527472]",0.00016309679362517274,200,0.011047485904316742,181,55,0.7,relu,0.6781902472527472,5,0.12333639517203465,49,0.15
mRyUR,adam,"[0.5433583959899749,0.6662886740752638]",3.052737835643167e-05,200,0.00035488036207413035,190,53,0.7,relu,0.6662886740752638,5,0.14654410349279534,79,0.15
xXqTE,adam,"[0.5283208020050125,0.6523526363986891]",0.00011669774044738243,200,7.624125138476837e-05,155,62,0.7,relu,0.6523526363986891,5,0.22296842689375973,100,0.15
OYqlt,adam,"[0.5914786967418546,0.63650937573404]",1.1619797643035933e-05,200,0.01672304796190568,176,46,0.7,relu,0.63650937573404,5,0.15574791165719923,95,0.15
EMfXl,adam,"[0.5799498746867168,0.6172037865697324]",4.15412397178053e-05,200,0.013993203634887872,200,59,0.7,relu,0.6172037865697324,5,0.13259339143689425,74,0.15
k9ISq,adam,"[0.5784461152882207,0.6560704708682785]",1.6920524979521776e-05,200,0.008701657323371172,185,48,0.7,relu,0.6560704708682785,5,0.16727472677209027,63,0.15
OkFcs,adam,"[0.5709273182957395,0.6781023081044938]",0.0005992921040427046,200,0.004313153842198346,170,44,0.7,relu,0.6781023081044938,5,0.2051699386766196,82,0.15
Z9eAj,adam,"[0.5413533834586467,0.7450043399569017]",0.0010690824484100487,200,0.0056516625571852806,178,50,0.7,relu,0.7450043399569017,5,0.1827591767075862,106,0.15
H3zQa,adam,"[0.5548872180451128,0.7428551274950956]",0.0004734513394289965,200,0.011277126238427639,191,53,0.7,relu,0.7428551274950956,5,0.1839312629251252,104,0.15
VDZF3,adam,"[0.5533834586466165,0.6957188865758515]",0.00022175496726473581,200,6.551364063363263e-05,179,43,0.7,relu,0.6957188865758515,5,0.19874959349702653,107,0.15
wj1GG,adam,"[0.581453634085213,0.7041341696135933]",0.0003158382012430112,200,0.007033690498640536,195,51,0.7,relu,0.7041341696135933,5,0.21795336601976523,97,0.15
ufSxW,adam,"[0.5664160401002507,0.694471176398421]",0.0010362367362295641,200,0.00287704029598366,197,60,0.7,relu,0.694471176398421,5,0.23075167677832514,93,0.15
RCcVF,SGD,"[0.6736842105263159,0.5679869815398659]",0.0007646374872210029,200,0.013219356823927117,188,58,0.7,relu,0.5679869815398659,5,0.20976881679725204,107,0.15
V79Pd,adam,"[0.5132832080200501,0.6969759475049954]",0.0001365153836072586,200,0.016122083896711,175,55,0.7,relu,0.6969759475049954,5,0.17912029057584306,99,0.15
T6pl9,adam,"[0.58796992481203,0.6091465466078468]",6.013949104587119e-05,200,0.010002911886822893,200,47,0.7,relu,0.6091465466078468,5,0.23890870956075883,89,0.15
cQlNd,adam,"[0.5614035087719299,0.625969333441246]",9.05901834984018e-05,200,0.01786515897486625,183,42,0.7,relu,0.625969333441246,5,0.10389269353272466,85,0.15
GqNTn,adam,"[0.5914786967418546,0.6807807036444807]",0.00044562450904359405,200,3.250971393127782e-05,166,57,0.7,relu,0.6807807036444807,5,0.16200550076238654,111,0.15
trXTX,adam,"[0.5042606516290726,0.7009216820852802]",0.00019660683771877683,200,0.00505040150928228,182,52,0.7,relu,0.7009216820852802,5,0.19464300278610386,92,0.15
Dxc6N,adam,"[0.5909774436090227,0.743641116097016]",0.00032365979752627637,200,0.007748946609203489,191,45,0.7,relu,0.743641116097016,5,0.14891958617436651,67,0.15
A1sSj,adam,"[0.5889724310776943,0.7053411676633317]",0.0005856481034471689,200,0.002531776876375534,170,54,0.7,relu,0.7053411676633317,5,0.18900224864188955,101,0.15
y9g9B,SGD,"[0.6370927318295739,0.6486249024863616]",0.0010222130474941717,200,0.014918747037591053,186,49,0.7,relu,0.6486249024863616,5,0.13759430325913227,76,0.15
ETNdH,adam,"[0.5152882205513785,0.670980762585937]",0.0002560908921513027,200,0.005535465225404943,164,47,0.7,relu,0.670980762585937,5,0.15510658720820333,87,0.15
PqSRP,adam,"[0.5488721804511278,0.7065613664728054]",0.00014955300417719323,200,0.011178999827894123,196,62,0.7,relu,0.7065613664728054,5,0.11225435698134,104,0.15
cGJLs,adam,"[0.5518796992481203,0.7163397207233891]",0.0007268173676263102,200,0.013453541492559057,178,51,0.7,relu,0.7163397207233891,5,0.1731690864060145,97,0.15
S3bu4,adam,"[0.5243107769423558,0.7025213422708827]",0.0003633510926744574,200,0.01939673275195253,173,48,0.7,relu,0.7025213422708827,5,0.12479770210414125,71,0.15
aYKb6,adam,"[0.5072681704260652,0.678751878032524]",0.00011403294522291514,200,0.008551126473759154,192,55,0.7,relu,0.678751878032524,5,0.2245448316212077,109,0.15
usF3P,adam,"[0.6899749373433585,0.6465456534405367]",7.296595894860157e-05,200,0.07423897063537022,158,45,0.7,relu,0.6465456534405367,5,0.2011261603116948,53,0.15
fpIlC,adam,"[0.5954887218045113,0.7049887994165277]",0.001233390059584643,200,0.0014164163748709062,200,50,0.7,relu,0.7049887994165277,5,0.24483753627977062,91,0.15
n0bUh,SGD,"[0.4556390977443609,0.4913949155690558]",0.00018286485360466734,200,0.0057830425601103535,181,56,0.7,relu,0.4913949155690558,5,0.1802758468434641,59,0.15
OlZuK,adam,"[0.5398496240601505,0.7200329256825244]",2.7757756837894163e-05,200,0.0041090144056601845,177,52,0.7,relu,0.7200329256825244,5,0.21130416886382247,79,0.15
aXhpo,adam,"[0.530827067669173,0.6937397580489686]",4.140995387354411e-05,200,0.012308915784288976,185,63,0.7,relu,0.6937397580489686,5,0.16614087480288572,115,0.15
PMRPs,adam,"[0.5759398496240602,0.7250199934577073]",0.0008608674911751544,200,0.009793160375614797,168,49,0.7,relu,0.7250199934577073,5,0.14244893885434262,96,0.15
JaPqR,adam,"[0.5268170426065163,0.6926871791699234]",0.00038584676737588285,200,0.017614045268463784,162,61,0.7,relu,0.6926871791699234,5,0.09679400133029686,83,0.15
SwMP5,adam,"[0.5483709273182958,0.7053893376284268]",0.00024680951796863073,200,0.0002331079391294285,189,43,0.7,relu,0.7053893376284268,5,0.12955653139517762,105,0.15
j4Awq,adam,"[0.5634085213032581,0.7181036202359732]",0.0016065881317817825,200,0.0027556474647389153,173,59,0.7,relu,0.7181036202359732,5,0.18464392602579882,87,0.15
g7DtU,adam,"[0.5368421052631579,0.6191903520986182]",0.0005835793785953569,200,0.02076271301093066,195,53,0.7,relu,0.6191903520986182,100,0.2055545230455762,66,0.15
gzgfK,SGD,"[0.5964912280701755,0.5034455853448642]",0.0004770234016918996,200,0.015330965276782092,165,46,0.7,relu,0.5034455853448642,5,0.21669240313600577,101,0.15
BbGMA,adam,"[0.5959899749373434,0.6701849157923675]",9.578853778930443e-05,200,0.007371859486329725,200,66,0.7,relu,0.6701849157923675,70,0.1587304799963596,94,0.15
xwsvD,adam,"[0.5338345864661653,0.7632047219018102]",0.0013121137039100146,200,0.003767349584081289,155,57,0.7,relu,0.7632047219018102,5,0.1923577923717411,74,0.15
ERc3M,adam,"[0.5709273182957394,0.7119669082207782]",0.0007968954597781431,200,0.002101344906462202,151,64,0.7,relu,0.7119669082207782,5,0.23451891390665638,46,0.15
LcD9H,adam,"[0.5132832080200501,0.728343983426704]",0.00029112211149856884,200,0.008928352709237763,154,63,0.7,relu,0.728343983426704,30,0.2585031440648209,57,0.15
PrvlM,adam,"[0.6110275689223058,0.6412157259997976]",5.341438698183439e-05,200,0.012192276719176111,148,57,0.7,relu,0.6412157259997976,5,0.19412967926958136,71,0.15
VoNqP,adam,"[0.5839598997493735,0.7077354154381051]",0.0013754145006003415,200,0.0033090370912341608,159,60,0.7,relu,0.7077354154381051,5,0.22595020783638564,63,0.15
cgHOh,adam,"[0.5343358395989976,0.6939911448450349]",0.0001501356977955009,200,0.006964903862083783,155,54,0.7,relu,0.6939911448450349,5,0.14664066665729988,39,0.15
ciQuz,SGD,"[0.5293233082706768,0.44526323958341196]",0.00021714143931384665,200,0.00043670798970693765,151,65,0.7,relu,0.44526323958341196,100,0.1354327104951806,50,0.15
xiWOz,adam,"[0.5754385964912281,0.7019281293832054]",0.0005339307560484046,200,0.013752656322897194,162,58,0.7,relu,0.7019281293832054,5,0.1733251209885377,75,0.15
lfGVI,adam,"[0.5072681704260652,0.6293148216700117]",0.002031002950812911,200,0.07061330534521937,142,56,0.7,relu,0.6293148216700117,70,0.1191576062645828,68,0.15
kXqAh,adam,"[0.599498746867168,0.6966492041052125]",7.857837906316392e-05,200,0.009648214854952732,172,60,0.7,relu,0.6966492041052125,30,0.2512961095460475,77,0.15
lweNW,adam,"[0.6283208020050125,0.5624831188075099]",0.000416004108640641,200,0.06786056233755663,169,62,0.7,relu,0.5624831188075099,5,0.20211069634660847,29,0.15
J2FYq,adam,"[0.5323308270676692,0.6364748289345064]",0.00011112359561976996,200,0.01711540667188405,159,57,0.7,relu,0.6364748289345064,5,0.16289867305207803,59,0.15
W7LkX,adam,"[0.543859649122807,0.7260727577165863]",0.0007451801611449258,200,1.3384796998057794e-05,153,54,0.7,relu,0.7260727577165863,5,0.15292518056047755,64,0.15
z0h8m,adam,"[0.5659147869674185,0.6888916954607913]",0.0010780937823977703,200,0.003949182080684924,182,52,0.7,relu,0.6888916954607913,5,0.19054467463146207,80,0.15
YtLwo,SGD,"[0.5867167919799499,0.5981236071835869]",0.00018870479328466364,200,0.01101886118375184,165,58,0.7,relu,0.5981236071835869,5,0.21990273774555458,73,0.15
lQ5jV,adam,"[0.5588972431077694,0.7388534330537474]",0.0014773872361908279,200,0.01956239571522648,157,67,0.7,relu,0.7388534330537474,100,0.24062814056079712,54,0.15
zaKyt,adam,"[0.537844611528822,0.6977701016303958]",0.00031375917195295246,200,0.015397417762307354,148,61,0.7,relu,0.6977701016303958,5,0.21097467525681218,44,0.15
f1v6n,adam,"[0.5177944862155388,0.6838970286130911]",0.0006262800081200986,200,2.076594540534934e-05,176,42,0.7,relu,0.6838970286130911,70,0.1744433983218223,83,0.15
gmEij,adam,"[0.5383458646616541,0.689170028082083]",0.0020610208403111217,200,0.004806152380587684,136,48,0.7,relu,0.689170028082083,30,0.1131683780263919,69,0.15
QRNFF,adam,"[0.5097744360902257,0.703046649744942]",0.00014707465669790758,200,0.008257882163771497,186,55,0.7,relu,0.703046649744942,5,0.1434138139208515,88,0.15
Vd9W7,adam,"[0.5503759398496242,0.6731877298827763]",3.165212233723958e-05,200,0.0016499935491440594,168,59,0.7,tanh,0.6731877298827763,5,0.23295632470835811,75,0.15
gVT5S,adam,"[0.5639097744360901,0.6532555506176829]",1.712249309910489e-05,200,0.006057725102952332,144,44,0.7,relu,0.6532555506176829,5,0.1967408495078912,84,0.15
S0PsS,SGD,"[0.6210526315789473,0.5367889055389056]",0.0009763319019115679,200,0.01295613960928505,174,51,0.7,relu,0.5367889055389056,5,0.10698327420707265,90,0.15
ZsVlx,adam,"[0.6774436090225564,0.5848268586298493]",5.913028582596111e-05,200,0.0949653743141042,133,53,0.7,relu,0.5848268586298493,5,0.16927966778264472,15,0.15
tEVDa,adam,"[0.506265664160401,0.6924946058772757]",0.0029286585295045502,200,0.021572124339205658,193,47,0.7,relu,0.6924946058772757,100,0.18589249272627462,50,0.15
HPlSe,adam,"[0.5082706766917293,0.6440557813037495]",0.00046500332427712617,200,0.010745151725817898,139,56,0.7,relu,0.6440557813037495,5,0.22628586551743674,54,0.15
FzugN,adam,"[0.7010025062656642,0.6143091082829301]",0.0002492887255433524,200,0.0797499651096715,162,50,0.7,relu,0.6143091082829301,70,0.1322487603645253,34,0.15
CeDGc,adam,"[0.6551378446115288,0.602438128283426]",3.970875785965004e-05,200,0.0038666600749909337,180,63,0.7,tanh,0.602438128283426,30,0.2648995013325452,79,0.15
KeaP8,adam,"[0.5699248120300752,0.705550022893773]",0.001244592680860719,200,0.018421721364714306,170,54,0.7,relu,0.705550022893773,5,0.09052095742754501,60,0.15
ACJbb,adam,"[0.5213032581453635,0.6748491058911549]",8.126621488365756e-05,200,0.007397079257880581,24,64,0.7,relu,0.6748491058911549,5,0.15431663804918483,72,0.15
zhbjr,SGD,"[0.7047619047619047,0.581088207426711]",0.00037872686026940245,200,0.0016630087597772772,185,49,0.7,relu,0.581088207426711,5,0.2157855312336897,65,0.15
nasmy,adam,"[0.5984962406015037,0.6252730875402115]",7.963919909384698e-06,200,0.00012664483680265492,189,57,0.7,relu,0.6252730875402115,5,0.16388590716644116,99,0.15
P6VMY,adam,"[0.5167919799498748,0.6760249923345306]",0.0001235810491795278,200,0.01560986520948544,152,46,0.7,relu,0.6760249923345306,5,0.20380424624524782,86,0.15
zbC72,adam,"[0.5413533834586467,0.6484594682734548]",0.0007564076647439692,200,0.009545346657675457,198,52,0.7,relu,0.6484594682734548,100,0.12436158637159411,94,0.15
Juvd0,adam,"[0.4832080200501253,0.6359733558495169]",0.00018188886775729425,200,0.013637976478176193,16,41,0.7,tanh,0.6359733558495169,5,0.24549763933054441,69,0.15
wMM0b,adam,"[0.5348370927318296,0.7012604275465175]",0.001622704983450626,200,0.022860537569820486,158,45,0.7,relu,0.7012604275465175,70,0.1945022761684012,77,0.15
Kr0hB,adam,"[0.536842105263158,0.6788182315768523]",0.0005115858343638491,200,0.0068257724264781374,147,55,0.7,relu,0.6788182315768523,30,0.1783974918146929,91,0.15
C4uz0,adam,"[0.71203007518797,0.5543748377367959]",2.4713403926994238e-05,200,0.07641258115905439,165,51,0.7,relu,0.5543748377367959,5,0.1411444644444999,112,0.15
zMJzJ,SGD,"[0.7308270676691729,0.6069429046202257]",0.0021445456450014115,200,0.0029765280019316276,178,61,0.7,relu,0.6069429046202257,5,0.09989568572256438,81,0.15
OyzYB,adam,"[0.6065162907268171,0.660828810690943]",0.0002702296099254781,200,6.638129635870918e-05,190,60,0.7,relu,0.660828810690943,5,0.15010195632440063,47,0.15
iAqK1,adam,"[0.5288220551378446,0.6933311757504588]",0.0006038794155232797,200,0.017355819857295653,141,48,0.7,relu,0.6933311757504588,5,0.20830952227656058,40,0.15
jfZY8,adam,"[0.5348370927318296,0.6956333309997453]",0.0031830569040355063,200,0.004731309849097123,194,53,0.7,tanh,0.6956333309997453,5,0.1841211285879472,62,0.15
Fzbba,adam,"[0.599498746867168,0.6530674171833435]",0.0003309503195328595,200,0.011443925746095006,131,55,0.7,relu,0.6530674171833435,100,0.1696355832601783,99,0.15
UrZb5,adam,"[0.5619047619047619,0.6501070819334578]",4.6184071735951466e-05,200,0.02059904104082635,182,59,0.7,relu,0.6501070819334578,5,0.15874971173695832,85,0.15
AOMRG,adam,"[0.5463659147869675,0.6875027621821272]",0.0009414119154110513,200,0.00862035017672428,174,65,0.7,relu,0.6875027621821272,70,0.22181362382538455,57,0.15
jtSAG,adam,"[0.5669172932330827,0.6483199235088454]",0.00010239853875976653,200,0.014822684352035684,154,58,0.7,relu,0.6483199235088454,5,0.19042117936510997,26,0.15
UQXMK,SGD,"[0.6072681704260653,0.5028782982217813]",0.00021822664926700382,200,0.002201326959861355,170,49,0.7,relu,0.5028782982217813,30,0.17826297320542994,103,0.15
tbh8F,adam,"[0.5363408521303258,0.6584100723622782]",0.0004170456533781373,200,0.012669280520225347,161,43,0.7,relu,0.6584100723622782,5,0.13340841704659934,74,0.15
v7Z6s,adam,"[0.5182957393483709,0.6825241078177009]",0.000152509574029009,200,0.005323099166274979,200,47,0.7,tanh,0.6825241078177009,5,0.25826968635005115,95,0.15
JIWT6,adam,"[0.5629072681704261,0.7185045282783975]",0.0012737771206780576,200,0.01854360049815829,145,53,0.7,relu,0.7185045282783975,5,0.08211052108642686,67,0.15
hgkTO,adam,"[0.5944862155388472,0.6702367505918844]",0.0026459678158451275,200,2.5484217739797643e-05,149,44,0.7,relu,0.6702367505918844,5,0.20061980694244852,89,0.15
VfHtK,adam,"[0.5463659147869675,0.6941407668272588]",0.0006782469911060639,200,0.009550477102835412,166,68,0.7,relu,0.6941407668272588,100,0.11931766511238312,80,0.15
L6Ipr,adam,"[0.6398496240601503,0.6162451402030864]",9.793744531756123e-06,200,0.0067680990586819765,158,66,0.7,relu,0.6162451402030864,5,0.23722770188492942,72,0.15
ZQobr,adam,"[0.5879699248120301,0.688184092041]",0.0017093034414560357,200,0.004074890020876104,183,40,0.7,relu,0.688184092041,30,0.1624082856377177,92,0.15
UK3A4,SGD,"[0.5654135338345865,0.5576399773598049]",0.0037107978053303697,200,0.09709082736729885,177,51,0.7,relu,0.5576399773598049,70,0.22900347832133522,120,0.15
ClR3Y,adam,"[0.5408521303258145,0.6959990352327075]",0.00012628273364645803,200,0.01124156081065257,137,56,0.7,tanh,0.6959990352327075,5,0.2157480078062967,109,0.15
Hs8yz,adam,"[0.6295739348370928,0.6285008751790061]",1.3456895338316292e-05,200,0.016191119382961902,172,46,0.7,relu,0.6285008751790061,5,0.147697652733526,102,0.15
oKRZU,adam,"[0.4977443609022556,0.7149496997178448]",8.174116521687348e-05,200,0.0024945479716386087,186,48,0.7,relu,0.7149496997178448,5,0.17400230880945677,64,0.15
Uylis,adam,"[0.5583959899749373,0.6745228455754771]",0.001017538970836073,200,0.022253172737763807,196,42,0.7,relu,0.6745228455754771,5,0.24719172520060995,77,0.15
dIaOT,adam,"[0.5308270676691729,0.6446600771049258]",5.7003524290771994e-05,200,0.008022112793259569,163,50,0.7,relu,0.6446600771049258,5,0.11107236900571368,84,0.15
trn6B,adam,"[0.5493734335839598,0.7105257643916467]",0.00029884884881396665,200,5.127275455700433e-05,192,52,0.7,relu,0.7105257643916467,100,0.12645722354646477,113,0.15
RDppD,adam,"[0.649624060150376,0.6016529608703413]",2.021722144162371e-05,200,0.024513062218041268,180,57,0.7,relu,0.6016529608703413,5,0.1877005932260467,97,0.15
VFZTZ,SGD,"[0.49423558897243114,0.45107683836969487]",0.0005334302077641217,200,0.012947227781830089,167,54,0.7,relu,0.45107683836969487,70,0.15380233663262485,53,0.15
ZIZWk,adam,"[0.5393483709273182,0.7223306232554279]",0.00021642841707557574,200,0.010075480109660247,155,62,0.7,tanh,0.7223306232554279,5,0.13830336964915652,107,0.15
JnPoy,adam,"[0.5373433583959901,0.7324324377685462]",0.0023622970416186688,200,0.00455739040500398,134,70,0.7,relu,0.7324324377685462,30,0.1942169560013387,87,0.15
Wy9vY,adam,"[0.5954887218045112,0.6773536706349207]",0.000807166185387024,200,0.006548524431104652,142,45,0.7,relu,0.6773536706349207,5,0.2059359356829756,43,0.15
BqLqC,adam,"[0.523809523809524,0.7353148245255693]",0.0003793002692671304,200,0.01942689350504141,150,58,0.7,relu,0.7353148245255693,5,0.1688150672083098,68,0.15
fd8hQ,adam,"[0.5679197994987468,0.7041698913111288]",0.0012690841891346005,200,0.014989254053288128,190,61,0.7,relu,0.7041698913111288,5,0.21204375227801525,56,0.15
yJXIw,adam,"[0.5588972431077694,0.7858353179328412]",0.0017853031124930201,200,0.0016989617735806675,176,50,0.7,relu,0.7858353179328412,5,0.17995201944912845,118,0.15
FmtGh,adam,"[0.5719298245614035,0.7367697961812645]",0.003815403357471462,200,0.002059508030954653,187,50,0.7,tanh,0.7367697961812645,100,0.1035043301403149,120,0.15
