intermediate,reward,epochs,dropout,layer_1,layer_2,regularization,activation,train_frac,test_frac,learning_rate,batch_size,preweight,optimizer,trialJobId
"[0.487218045112782,0.6629160570836315]",0.6629160570836315,200,0.00010520390171801092,134,100,0.05791347245901014,elu,0.7,0.15,0.04022662637278073,70,20,adam,Ym207
"[0.5,0.567496700002313]",0.567496700002313,200,0.1321176922280422,117,70,0.035541965223714625,relu,0.7,0.15,0.018083293980034568,5,67,adam,rgYuW
"[0.6030075187969925,0.5349080278712254]",0.5349080278712254,200,0.09321604681167076,80,28,0.01971308554828461,elu,0.7,0.15,0.0004737114300725021,10,39,SGD,I73TV
"[0.506766917293233,0.6973794669382906]",0.6973794669382906,200,0.1585831692730919,89,75,0.02785508140207003,tanh,0.7,0.15,0.006358946332170179,30,29,adam,BtEEp
"[0.7041448890162125,0.5047619047619047]",0.7041448890162125,200,0.010159133475320463,83,56,0.006495597126447891,elu,0.7,0.15,0.010070238616876637,5,33,adam,CzrGa
"[0.593734335839599,0.6368234228576721]",0.6368234228576721,200,0.12014998904229102,100,66,0.033324250175132644,elu,0.7,0.15,0.22293765037234567,70,36,adam,bTvOY
"[0.5042606516290726,0.75179174900392]",0.75179174900392,200,0.22934402810763338,50,94,5.1463925273356054e-05,tanh,0.7,0.15,0.00069191207468311,5,53,adam,yJLQ5
"[0.5824561403508772,0.731989656486321]",0.731989656486321,200,0.05035153926748242,76,83,0.022066223113782042,elu,0.7,0.15,0.08062799908837352,50,23,adam,svju0
"[0.4987468671679197,0.6957263001465461]",0.6957263001465461,200,0.01910832811104316,103,111,0.01722835007877837,tanh,0.7,0.15,0.003287187093329511,70,43,adam,zHO71
"[0.5142857142857143,0.6350352328431372]",0.6350352328431372,200,0.07917554800235954,56,106,0.0031610148058355166,elu,0.7,0.15,0.0002614936677863461,5,40,adam,A4LiU
"[0.5355889724310778,0.6702825621886161]",0.6702825621886161,200,0.20777491025504402,93,52,0.038304704171937626,relu,0.7,0.15,0.014382439194430646,5,70,SGD,xiaDi
"[0.5659147869674185,0.6666692055830525]",0.6666692055830525,200,0.03340928475804197,62,43,0.011181590552711175,elu,0.7,0.15,0.11832422718203206,70,55,adam,DK8Fk
"[0.5,0.5458026931530001]",0.5458026931530001,200,0.06764964664584637,131,79,0.014112757064905838,tanh,0.7,0.15,0.03402299670798231,5,60,adam,Anm1l
"[0.5082706766917294,0.692751828301328]",0.692751828301328,200,0.2580746123062966,141,86,0.030648298462831108,elu,0.7,0.15,0.019675655583192817,10,48,adam,cVpK6
"[0.4962406015037595,0.7076455827776454]",0.7076455827776454,200,0.10411467612097697,121,72,0.025692609079933877,elu,0.7,0.15,0.00705012544348654,70,65,adam,CII1m
"[0.4731829573934837,0.6602830967178566]",0.6602830967178566,200,0.19138616482391052,86,90,0.01996658561707757,tanh,0.7,0.15,0.05657893710775296,30,44,adam,W1iTM
"[0.4932330827067669,0.7881153342865259]",0.7881153342865259,200,0.11351039916673283,108,15,0.005055902583145949,elu,0.7,0.15,7.396783063236224e-05,5,41,adam,RxPkS
"[0.6025062656641604,0.5946752185722775]",0.5946752185722775,200,0.14376993149857448,126,14,0.0034709805265354934,elu,0.7,0.15,8.088903423628443e-05,50,42,adam,ZrrQY
"[0.5243107769423558,0.48357923166803446]",0.48357923166803446,200,0.17892623830600976,136,13,0.006192960323955908,tanh,0.7,0.15,4.366015736858339e-05,5,45,SGD,a6HCl
"[0.5137844611528823,0.6844693302509472]",0.6844693302509472,200,0.15407916338272484,117,18,0.0016483200487731973,elu,0.7,0.15,3.4511885973984974e-05,70,47,adam,Buoeo
"[0.47318295739348376,0.7275304233634499]",0.7275304233634499,200,0.16514862261000557,112,25,0.01587747267310621,relu,0.7,0.15,9.849130026740606e-05,5,41,adam,GmohX
"[0.4987468671679198,0.7007779375007687]",0.7007779375007687,200,0.13617866265976755,130,32,0.011914318662375389,tanh,0.7,0.15,6.073355464395005e-05,5,44,adam,DoUqy
"[0.6471177944862155,0.6403306799341841]",0.6403306799341841,200,0.12997738291582564,120,27,0.051546210286481584,elu,0.7,0.15,2.375203700365139e-05,70,49,adam,NmRzG
"[0.5192982456140351,0.7048164236900959]",0.7048164236900959,200,0.12349870042381429,107,17,0.009350757869501467,elu,0.7,0.15,0.0001581065512404378,5,46,adam,jk8I0
"[0.5784461152882205,0.61529860443273]",0.61529860443273,200,0.11422027176233998,153,39,0.02256171529162146,tanh,0.7,0.15,1.3676368254555634e-05,10,41,adam,sGkss
"[0.5398496240601502,0.6676462710604273]",0.6676462710604273,200,0.18609451834360521,115,35,0.02734476785047993,elu,0.7,0.15,1.0470105255568919e-05,5,42,adam,ku2Gm
"[0.6511278195488722,0.5404317664565826]",0.5404317664565826,200,0.20012476007582572,126,23,0.018102625270805122,elu,0.7,0.15,5.187808642323555e-05,70,51,SGD,IZvnc
"[0.5619047619047619,0.7062503765285145]",0.7062503765285145,200,0.14940750335922776,109,12,0.00011968606462873718,tanh,0.7,0.15,1.7834048387726333e-05,30,49,adam,J4LHw
"[0.5192982456140351,0.6539014931258788]",0.6539014931258788,200,0.17300459893034983,105,33,0.004860567886293706,elu,0.7,0.15,0.00012190030229642756,50,40,adam,cZQRt
"[0.6055137844611529,0.6979988161231006]",0.6979988161231006,200,0.16237697513151253,122,16,0.09082448076573116,relu,0.7,0.15,0.0002164179009508841,5,43,adam,ybd1Q
"[0.5493734335839598,0.6815268145915946]",0.6815268145915946,200,0.15484137429773617,138,38,0.013320009884307111,tanh,0.7,0.15,7.272345428233846e-05,70,47,adam,jZgFp
"[0.5228070175438597,0.7080894248725131]",0.7080894248725131,200,0.10937874298955455,98,22,0.07127851307965741,elu,0.7,0.15,4.018612043363946e-05,5,54,adam,xZydw
"[0.5032581453634085,0.7321160668214656]",0.7321160668214656,200,0.1353328147253826,112,20,0.024716573441967298,elu,0.7,0.15,0.00037975361623749276,5,50,adam,iC5Cn
"[0.5032581453634085,0.6197279848816171]",0.6197279848816171,200,0.17984987062459623,164,27,0.021117656550109214,tanh,0.7,0.15,0.00014629469836043748,70,57,adam,budx1
"[0.41152882205513786,0.4626705308475903]",0.4626705308475903,200,0.09341718421034056,145,48,0.03258669051167457,elu,0.7,0.15,7.4228797979015005e-06,5,45,SGD,IRd7K
"[0.4786967418546365,0.6178525644200702]",0.6178525644200702,200,0.20556927058248115,134,11,0.0441003036027409,elu,0.7,0.15,8.392157563773675e-05,5,38,adam,Gahlu
"[0.5107769423558898,0.7081379901196907]",0.7081379901196907,200,0.2167938463949349,116,41,0.007333378253026409,tanh,0.7,0.15,2.3878291825944016e-05,10,59,adam,isHOF
"[0.4736842105263158,0.5626145188553278]",0.5626145188553278,200,0.12280862779925596,143,52,0.01554117516874337,elu,0.7,0.15,1.506738924278167e-06,70,52,adam,BqJRt
"[0.5909774436090226,0.6457045339238425]",0.6457045339238425,200,0.14130786928656858,95,46,0.010486189185612994,relu,0.7,0.15,3.3204269214444834e-05,30,46,adam,G3pgW
"[0.5568922305764411,0.640881200494391]",0.640881200494391,200,0.17160304551630928,102,59,0.018223158611033546,tanh,0.7,0.15,0.00020485871975850563,50,48,adam,f8DpI
"[0.49423558897243114,0.6624586409056495]",0.6624586409056495,200,0.10270295035851953,155,35,0.041809754319308355,elu,0.7,0.15,0.00029142689219990105,5,36,adam,yBuUO
"[0.5909774436090226,0.502650293255132]",0.502650293255132,200,0.23625218826294903,110,31,0.02889802586416828,elu,0.7,0.15,4.973789226463281e-06,70,68,adam,cjqYl
"[0.5097744360902255,0.4861672639809128]",0.4861672639809128,200,0.1904527466956479,130,29,0.01255488495981271,tanh,0.7,0.15,6.071382782891016e-05,5,62,SGD,bXaX2
"[0.4536340852130326,0.7017830412571419]",0.7017830412571419,200,0.11711897395632298,122,23,0.035294696883592304,elu,0.7,0.15,0.00018906868964083877,5,39,adam,Gtgm1
"[0.5578947368421053,0.5449026306179987]",0.5449026306179987,200,0.16211798461719035,149,42,0.06337354529214556,elu,0.7,0.15,2.362515043136166e-06,70,45,adam,h6Kvu
"[0.5604010025062658,0.6997196298391152]",0.6997196298391152,200,0.13020162501721877,91,15,0.023827440901624468,tanh,0.7,0.15,0.0006002220075052784,5,58,adam,ch8uz
"[0.5433583959899749,0.6653651234635954]",0.6653651234635954,200,0.15474933847438907,103,65,0.005335678135814546,elu,0.7,0.15,2.770463830095743e-05,10,64,adam,OcpbL
"[0.530827067669173,0.7278961887785417]",0.7278961887785417,200,0.14890253415175098,107,11,0.0027130863344349693,relu,0.7,0.15,0.00013077881152507694,5,54,adam,kFP01
"[0.530827067669173,0.690427807486631]",0.690427807486631,200,0.08578011158959195,119,55,0.009286971030261545,tanh,0.7,0.15,0.00030371784593954775,70,40,adam,gSBnV
"[0.5087719298245614,0.6613322161709257]",0.6613322161709257,200,0.09868535325524182,98,49,0.01638045274033789,elu,0.7,0.15,0.0007868292109398388,50,43,adam,pKZcX
"[0.5278195488721805,0.4170309588072746]",0.4170309588072746,200,0.2236910590267942,126,62,0.026688774386429578,elu,0.7,0.15,4.890299088888676e-05,30,61,SGD,Af3iF
"[0.5323308270676691,0.6837808759867583]",0.6837808759867583,200,0.1830812093037775,114,38,0.019808281025020084,tanh,0.7,0.15,9.602691559459403e-06,5,55,adam,DtIOc
"[0.5087719298245614,0.5903545076783168]",0.5903545076783168,200,0.19564982652727392,81,20,0.038797443987474894,elu,0.7,0.15,1.747978579999101e-05,70,35,adam,AHH9L
"[0.5438596491228072,0.6931606920771008]",0.6931606920771008,200,0.10857667290516036,90,56,6.486709440508762e-05,elu,0.7,0.15,0.00010751670986773773,5,50,adam,Jmelk
"[0.5228070175438597,0.7144563520414915]",0.7144563520414915,200,0.14308114146680695,43,44,0.030112863955954708,tanh,0.7,0.15,8.412781449637135e-05,5,41,adam,tBlRa
"[0.47969924812030074,0.6374615119485294]",0.6374615119485294,200,0.1257454089795335,100,25,0.021646986642832586,elu,0.7,0.15,0.0004476577276123177,70,53,adam,xysDq
"[0.49072681704260657,0.714368613842298]",0.714368613842298,200,0.20346780409684842,197,31,0.014767580851717982,relu,0.7,0.15,0.00033926144168022423,5,47,adam,kqcX5
"[0.5363408521303258,0.6785955556311594]",0.6785955556311594,200,0.16674046760595473,106,51,0.0071225701279162895,tanh,0.7,0.15,0.0010726786995224982,10,52,adam,lCpTH
"[0.5844611528822055,0.5844737996530821]",0.5844737996530821,200,0.2139890669431607,111,69,0.011972022321217695,elu,0.7,0.15,0.00023833409776063833,5,37,SGD,fL1lT
"[0.6020050125313283,0.5361248473748473]",0.5361248473748473,200,0.17683093918435636,94,75,0.03237247548252821,elu,0.7,0.15,1.5131427657691779e-05,70,63,adam,uQRxh
"[0.5233082706766917,0.7123039124503968]",0.7123039124503968,200,0.07485613282196091,69,60,0.025306306237907184,tanh,0.7,0.15,0.0005479899230580301,30,43,adam,x9q2i
"[0.5077694235588973,0.713585458195381]",0.713585458195381,200,0.08967788244698707,133,10,0.017157043878420986,elu,0.7,0.15,6.114521168025928e-05,5,66,adam,AUpdX
"[0.5473684210526317,0.6821314651779306]",0.6821314651779306,200,0.11500446630693663,140,16,0.01376684285661623,elu,0.7,0.15,0.0001980286636494253,50,48,adam,Oqh99
"[0.5634085213032582,0.6870868340589048]",0.6870868340589048,200,0.2708215135860377,116,27,0.004458858361618568,tanh,0.7,0.15,3.886413977323148e-05,70,42,adam,yL3py
"[0.574436090225564,0.7322459574475703]",0.7322459574475703,200,0.14461266851385046,74,33,0.0018948761181792478,elu,0.7,0.15,0.001640692786740362,5,51,adam,lKdXn
"[0.5,0.6401347309757237]",0.6401347309757237,200,0.13339921359040013,87,37,0.03656530824474805,relu,0.7,0.15,0.0009175527529097397,5,69,adam,qTyzB
"[0.5383458646616541,0.6826097550457134]",0.6826097550457134,200,0.16694343531386008,122,65,0.009154258640935126,tanh,0.7,0.15,0.0001032328913683096,70,39,adam,ExJp6
"[0.5032581453634085,0.4662782073659642]",0.4662782073659642,200,0.188583059245494,128,41,0.02359075764078351,elu,0.7,0.15,3.916650557369426e-06,5,57,SGD,H2Mdn
"[0.5553884711779449,0.6357458381079705]",0.6357458381079705,200,0.15759240763043594,78,48,0.02145185210740139,elu,0.7,0.15,0.0013759625314518978,5,44,adam,fu5lz
"[0.37593984962406013,0.5280375209670668]",0.5280375209670668,200,0.24722566603934687,83,78,0.018875921450507385,tanh,0.7,0.15,0.3850673736929578,10,59,adam,FzBaG
"[0.6120300751879699,0.6405669031935691]",0.6405669031935691,200,0.10479852874864116,99,53,0.08390074445023865,elu,0.7,0.15,0.0024499892360931013,70,61,adam,fnsKm
"[0.48471177944862154,0.7540417829781656]",0.7540417829781656,200,0.09505582727176744,104,72,0.027965083897748506,elu,0.7,0.15,0.00037414362652066,30,45,adam,rmjVq
"[0.5213032581453634,0.7144824536596015]",0.7144824536596015,200,0.20095646568790532,159,22,0.011459850813470566,tanh,0.7,0.15,0.0006779047026135847,5,38,adam,ESMf6
"[0.5944862155388472,0.5871634903873398]",0.5871634903873398,200,0.12038987961740952,64,81,0.034247813809749485,elu,0.7,0.15,2.9282348727004005e-05,50,56,adam,J7S5u
"[0.5177944862155389,0.7615023128241386]",0.7615023128241386,200,0.13827507280026963,95,44,0.006452097692538898,relu,0.7,0.15,0.005182033479848106,70,48,adam,trxiB
"[0.4325814536340852,0.47234689499186205]",0.47234689499186205,200,0.2306874516664155,118,68,0.09573572431796601,tanh,0.7,0.15,5.891834475923556e-06,5,50,SGD,TvlkC
"[0.562406015037594,0.7440653535443621]",0.7440653535443621,200,0.14867570960487747,108,60,0.014644763581017687,elu,0.7,0.15,0.00025664774341925317,5,40,adam,xNnZO
"[0.47819548872180456,0.701105773487556]",0.701105773487556,200,0.08012511258443827,38,56,0.017557710936325435,elu,0.7,0.15,0.004120469990868141,70,53,adam,au9zj
"[0.4947368421052632,0.689277708479225]",0.689277708479225,200,0.17814191874588403,112,30,0.04064502249050427,tanh,0.7,0.15,0.00016570103905462193,5,46,adam,kLe7h
"[0.4967418546365915,0.7441766534048334]",0.7441766534048334,200,0.20951752869638363,89,18,0.030149393908151363,elu,0.7,0.15,0.0001376915717571009,10,37,adam,Sw6VL
"[0.5408521303258146,0.6767291589298146]",0.6767291589298146,200,0.22195345928279503,138,36,0.009127552014355392,elu,0.7,0.15,2.0099094855777176e-05,5,42,adam,QNnU3
"[0.5634085213032582,0.6390109779860136]",0.6390109779860136,200,0.11197892181712031,49,64,0.00014488563961958384,tanh,0.7,0.15,7.139103925032752e-05,70,49,adam,Yv11Q
"[0.4972431077694236,0.7288343927314516]",0.7288343927314516,200,0.17088416755421088,130,10,0.060216866539328034,elu,0.7,0.15,0.000526242230180675,30,35,adam,xfFrD
"[0.5228070175438597,0.6946731944465917]",0.6946731944465917,200,0.12633287441109653,125,85,0.003018103029576136,relu,0.7,0.15,0.02472888261224768,5,67,SGD,T1aMg
"[0.4609022556390977,0.6762633731487366]",0.6762633731487366,200,0.07029907896430576,100,46,0.01983710097970777,tanh,0.7,0.15,0.07688668332444876,50,55,adam,uyUMN
"[0.6010025062656641,0.5727792331507502]",0.5727792331507502,200,0.08564438772874049,59,76,0.08149407983534829,elu,0.7,0.15,4.403200162005478e-05,70,51,adam,ZLklt
"[0.5,0.7092156270391294]",0.7092156270391294,200,0.09888473077321677,94,94,0.046540255804921604,elu,0.7,0.15,0.0019835683114580306,5,64,adam,jy4lX
"[0.5102756892230577,0.7130837197395827]",0.7130837197395827,200,0.15907152945278072,104,24,0.022808573651886283,tanh,0.7,0.15,0.0009015822942880789,5,46,adam,maetp
"[0.5040100250626566,0.6783690767973856]",0.6783690767973856,200,0.0555754683751814,114,71,0.010961467469521678,elu,0.7,0.15,0.008987227382011092,70,33,adam,DHqn4
"[0.543859649122807,0.69444114090366]",0.69444114090366,200,0.010001143050247921,82,98,0.007709679885220292,elu,0.7,0.15,0.015185984683552459,5,32,adam,hz96a
"[0.5228070175438596,0.7037530637254903]",0.7037530637254903,200,0.044616061251572435,77,102,0.0047312293221342255,elu,0.7,0.15,0.011536514617158057,5,28,adam,TWc0H
"[0.49924812030075183,0.7235679916771426]",0.7235679916771426,200,0.027687107982628845,88,89,0.014028369410815526,elu,0.7,0.15,0.023167754459826204,5,35,adam,Z39XJ
"[0.5709273182957393,0.6705857187521025]",0.6705857187521025,200,0.06589321056902121,85,95,0.008046297701677417,elu,0.7,0.15,0.04118595274461512,5,31,adam,azllh
"[0.5012531328320802,0.7469091120510472]",0.7469091120510472,200,0.02253660960804451,97,105,0.012391382939087007,elu,0.7,0.15,0.007270946246534961,5,25,adam,S8wfA
"[0.48696741854636594,0.6810859316122474]",0.6810859316122474,200,0.01709162891463269,91,91,0.016000666621211572,elu,0.7,0.15,0.013393253249701384,5,36,adam,UCXN6
"[0.5383458646616541,0.7143953520596386]",0.7143953520596386,200,0.04333158129139305,107,109,0.009831736334056639,elu,0.7,0.15,0.03165062029227717,5,33,adam,EG2bE
"[0.5082706766917293,0.6877643770058631]",0.6877643770058631,200,0.03540747789874098,71,99,0.00569311617985712,elu,0.7,0.15,0.005683468613889624,5,38,adam,UTvQV
"[0.5208020050125313,0.7141330182545353]",0.7141330182545353,200,0.054142130366416075,74,115,0.0015309577740696967,elu,0.7,0.15,0.010958788578880954,5,34,adam,k4Wau
"[0.49974937343358394,0.6708859546422735]",0.6708859546422735,200,0.05922412591394139,102,82,0.017506241819544407,elu,0.7,0.15,0.018969108971004067,5,32,adam,yKn8L
"[0.45664160401002507,0.704389342976774]",0.704389342976774,200,0.028795409940948098,92,103,0.012237548541945935,elu,0.7,0.15,0.0032514050443322004,5,44,adam,JJZbS
"[0.44210526315789467,0.6474031691061297]",0.6474031691061297,200,0.03726465395684164,79,88,0.007965190126918334,elu,0.7,0.15,0.048280372580344975,5,41,adam,jJEgt
"[0.47969924812030074,0.703642948898367]",0.703642948898367,200,6.631709714198519e-05,66,94,0.014119227740922325,elu,0.7,0.15,0.008820495692406245,5,39,adam,KjmQg
"[0.5243107769423558,0.7239326102174399]",0.7239326102174399,200,0.007105161697150406,85,107,0.01952799979616238,elu,0.7,0.15,0.004070516319263616,5,29,adam,sCXmM
"[0.5654135338345865,0.661989658625688]",0.661989658625688,200,0.016005679713190377,96,113,0.010293194939320058,elu,0.7,0.15,0.027990988690506126,5,14,adam,LumN0
"[0.4947368421052632,0.6114516430237796]",0.6114516430237796,200,0.04904084516035565,109,86,0.015928929566615128,elu,0.7,0.15,0.10045112092124726,5,36,adam,nTXQg
"[0.5664160401002507,0.7236611912393163]",0.7236611912393163,200,0.07602913742837425,118,97,0.0044160855544163845,elu,0.7,0.15,0.015375877799173033,5,27,adam,NIMWu
"[0.4892230576441102,0.6737930061532035]",0.6737930061532035,200,0.006375088397327755,100,124,0.002783866024556908,elu,0.7,0.15,0.007572126863730845,5,40,adam,fHpW9
"[0.47819548872180456,0.7283607857548098]",0.7283607857548098,200,0.07078416151706543,111,82,0.0069085717868301606,elu,0.7,0.15,0.005050805082010951,5,37,adam,Ny0cH
"[0.5,0.6456880372579547]",0.6456880372579547,200,0.06324842618437868,106,100,0.02086695685457226,elu,0.7,0.15,0.03469238874777846,5,23,adam,fagax
"[0.506766917293233,0.6817884913289325]",0.6817884913289325,200,0.04763094796556562,87,79,0.010911718016983438,elu,0.7,0.15,0.021525257220288422,5,34,adam,mrBSY
"[0.4521303258145363,0.6202665976894208]",0.6202665976894208,200,0.022142828998994755,68,90,0.01843063458902514,elu,0.7,0.15,0.0663416395738893,5,43,adam,aBfIi
"[0.5293233082706768,0.7144004014355845]",0.7144004014355845,200,0.028366364643818656,121,120,0.01497392515668385,elu,0.7,0.15,0.0025590273595294836,5,44,adam,VQcEV
"[0.5165413533834586,0.6462605302258428]",0.6462605302258428,200,0.08219318009922966,102,75,0.013345957598659829,elu,0.7,0.15,0.05220485388009836,5,30,adam,T6OUo
"[0.5,0.7004731441554137]",0.7004731441554137,200,0.03795177818138125,114,84,0.02435085724299082,elu,0.7,0.15,0.011457028245844372,5,47,adam,hEAsl
"[0.4882205513784461,0.7750676937441643]",0.7750676937441643,200,0.09109831781647544,54,107,0.006488681755299504,elu,0.7,0.15,0.017145351057284677,5,39,adam,SZtZh
"[0.4461152882205514,0.5558705441250646]",0.5558705441250646,200,0.10322949653566306,55,118,9.727783857757868e-05,elu,0.7,0.15,0.17772626535066652,5,40,adam,gsDUT
"[0.4852130325814536,0.7056845824454184]",0.7056845824454184,200,0.11529173807947643,43,113,0.005742195805196154,elu,0.7,0.15,0.01734044610895814,10,42,adam,PGb3s
"[0.45614035087719296,0.6826445969750923]",0.6826445969750923,200,0.09251848337063058,28,110,0.0031466469106541167,elu,0.7,0.15,0.042274091200201536,70,38,adam,C8Lvh
"[0.46967418546365913,0.7640476049142599]",0.7640476049142599,200,0.1247328328710772,47,103,0.02182736412208035,elu,0.7,0.15,0.09755335505723467,30,41,adam,jGk3q
"[0.5140350877192982,0.6836799673917966]",0.6836799673917966,200,0.13414039085431018,47,125,0.009468019482919306,elu,0.7,0.15,0.06181034797213176,5,37,adam,YJTXi
"[0.4894736842105264,0.7221259022999261]",0.7221259022999261,200,0.11049914143465822,41,20,0.0003682267311039926,elu,0.7,0.15,0.028203314862621166,50,45,adam,CBO2c
"[0.5614035087719299,0.7139070011515832]",0.7139070011515832,200,0.08312909197561179,36,105,0.016349351831432317,elu,0.7,0.15,0.0034707566284884967,5,39,adam,YUe0x
"[0.5102756892230575,0.6237556120779806]",0.6237556120779806,200,0.10080198599406849,32,138,0.011910304137999846,elu,0.7,0.15,0.02136312555501764,70,42,adam,riH4s
"[0.46265664160401004,0.7095463772553556]",0.7095463772553556,200,0.0901447048954186,54,14,0.006433161354858304,tanh,0.7,0.15,0.007477946290259983,5,44,adam,vSNp3
"[0.5583959899749373,0.7281078085342305]",0.7281078085342305,200,0.1460822350998329,51,122,0.02659172940525603,elu,0.7,0.15,0.01400264787445487,70,39,adam,Q83Kb
"[0.4977443609022556,0.7255485527544352]",0.7255485527544352,200,0.12096140911944682,38,29,0.002117448513008784,relu,0.7,0.15,0.005458334474240509,5,41,adam,boBF4
"[0.5779448621553884,0.682067291451038]",0.682067291451038,200,0.13646828040120396,55,39,0.018640903451398967,tanh,0.7,0.15,0.0012483901268145981,5,43,adam,ZJp5M
"[0.5167919799498748,0.7257158038040391]",0.7257158038040391,200,0.10978694111395865,61,116,0.008211891998734146,elu,0.7,0.15,0.038616022354359174,10,49,SGD,OPYey
"[0.4852130325814537,0.7144762074870433]",0.7144762074870433,200,0.15288371650566718,52,92,0.004317266273848194,elu,0.7,0.15,0.010074891993918486,70,47,adam,ff3Wk
"[0.5944862155388472,0.6443618600369794]",0.6443618600369794,200,0.12990632893881943,58,108,0.013384359526012787,tanh,0.7,0.15,0.07438853283138241,5,37,adam,zL8rq
"[0.4897243107769424,0.6749442831909047]",0.6749442831909047,200,0.09642263234724571,64,134,0.023250381032112438,elu,0.7,0.15,0.13311472482644132,30,45,adam,DN2BH
"[0.4992481203007519,0.7334052908211852]",0.7334052908211852,200,0.11923595416788407,71,86,0.01680960689515952,elu,0.7,0.15,0.0019007861029719912,5,38,adam,MlFqp
"[0.5674185463659148,0.686944780973344]",0.686944780973344,200,0.07438023249245052,42,128,0.02129696682460024,tanh,0.7,0.15,0.006157517862286544,50,35,adam,YtrF3
"[0.5448621553884712,0.7845935569740717]",0.7845935569740717,200,0.16054456724711424,47,95,0.02508740042995098,elu,0.7,0.15,0.029108697213366914,70,41,adam,R3Q5H
"[0.4947368421052632,0.7156916292122053]",0.7156916292122053,200,0.1449199737049316,23,112,0.032779737515238175,elu,0.7,0.15,0.09037943421478789,70,40,adam,fN9cQ
"[0.5508771929824562,0.611206848255521]",0.611206848255521,200,0.13862314289907937,27,117,0.030731321057776713,relu,0.7,0.15,0.23779758678297144,70,41,adam,ph8qk
"[0.49523809523809526,0.7126046974494996]",0.7126046974494996,200,0.1586048779205522,32,102,0.028895687889864075,elu,0.7,0.15,0.05567146177538005,70,36,adam,a95Tt
"[0.4967418546365915,0.635190909972249]",0.635190909972249,200,0.10789944469255715,47,98,0.027274643971200992,tanh,0.7,0.15,0.16409293740645728,70,34,SGD,TKmga
"[0.48571428571428577,0.7446097579656863]",0.7446097579656863,200,0.1301666491530362,43,131,0.02597808992790887,elu,0.7,0.15,0.028105133899357468,70,42,adam,c0PNS
"[0.4969924812030075,0.6698153550238828]",0.6698153550238828,200,0.16751968257842398,50,32,0.039261913809697485,elu,0.7,0.15,0.30954904827659985,70,38,adam,I9yfc
"[0.4731829573934837,0.6132162936050285]",0.6132162936050285,200,0.1002063951720637,15,108,0.025124406454468545,tanh,0.7,0.15,0.1488912854013117,70,40,adam,TP7GK
"[0.5804511278195488,0.7029240448360372]",0.7029240448360372,200,0.09046733329655389,29,124,0.036549763502172976,elu,0.7,0.15,0.04737187847039598,70,39,adam,dOjW3
"[0.5448621553884712,0.7229432697505453]",0.7229432697505453,200,0.1515269544804213,35,93,0.029060442639521712,elu,0.7,0.15,0.032987130226403295,70,37,adam,GopKW
"[0.40551378446115294,0.7184399200614884]",0.7184399200614884,200,0.11918740771321888,58,26,0.03133287796702147,tanh,0.7,0.15,0.1264059738018918,70,43,adam,K1kLv
"[0.5192982456140351,0.6563403774273217]",0.6563403774273217,200,0.18460310826800416,44,120,0.0347311407200533,elu,0.7,0.15,0.08677464313798616,70,36,adam,Yc5fI
"[0.5132832080200501,0.5357640745047187]",0.5357640745047187,200,0.0817456693246911,38,79,0.023307330298764306,relu,0.7,0.15,0.49206751134539484,70,35,adam,EGs7E
"[0.5182957393483709,0.6370540885466872]",0.6370540885466872,200,0.14075186392478473,22,100,0.021541537740150597,elu,0.7,0.15,0.02294786566747607,70,44,SGD,m7Gsc
"[0.6210526315789474,0.6093006466575821]",0.6093006466575821,200,0.1761775857272752,60,115,0.05054332937201188,tanh,0.7,0.15,0.11516674149275188,70,42,adam,Tz61v
"[0.5075187969924813,0.730298306540717]",0.730298306540717,200,0.1630963226097404,53,10,0.025322444239969058,elu,0.7,0.15,0.0665365690781836,70,39,adam,NBFjC
"[0.48120300751879697,0.7266621591165202]",0.7266621591165202,200,0.1270112531343894,10,96,0.019226207100740026,elu,0.7,0.15,0.03902659717973391,70,33,adam,HvCbF
"[0.5904761904761904,0.6270739182160978]",0.6270739182160978,200,0.11193250063316255,35,105,0.0559466567543061,tanh,0.7,0.15,0.2059002561550071,70,46,adam,a3oZO
"[0.512280701754386,0.7485288039811067]",0.7485288039811067,200,0.19334446925312343,46,145,0.028104443158315718,elu,0.7,0.15,0.01832332710175486,70,41,adam,W9RUZ
"[0.5794486215538848,0.6233223914281121]",0.6233223914281121,200,0.06348839263017264,40,42,0.031280035226137745,elu,0.7,0.15,0.00011078070165478039,70,34,adam,KbgvU
"[0.487468671679198,0.6160492074109601]",0.6160492074109601,200,0.09990707525204429,58,50,0.04174415224173307,tanh,0.7,0.15,0.05240469930898876,70,32,adam,RJuDv
"[0.5047619047619049,0.6883505485527543]",0.6883505485527543,200,0.08833297291915998,18,15,0.03791481277926975,elu,0.7,0.15,0.015980027410487044,70,38,adam,C4zT8
"[0.5974937343358395,0.6395673280309191]",0.6395673280309191,200,0.11709949615486692,50,72,0.03315461426418494,relu,0.7,0.15,0.03085670989443616,70,43,SGD,RLxfu
"[0.4987468671679198,0.6769068640445381]",0.6769068640445381,200,0.0701956825565777,27,35,0.02027541989006854,elu,0.7,0.15,0.024710487631365293,70,45,adam,XS7Uj
"[0.5408521303258146,0.7322762336522645]",0.7322762336522645,200,0.15482460337432008,55,89,2.0098626063683178e-05,tanh,0.7,0.15,5.8124298564425706e-05,70,36,adam,iUIlj
