intermediate,reward,epochs,dropout,layer_1,layer_2,regularization,activation,train_frac,test_frac,learning_rate,batch_size,preweight,optimizer,trialJobId
"[0.5278195488721804,0.7153223522263771]",0.7153223522263771,200,0.036782723917614266,34,195,0.02603896591798802,tanh,0.7,0.15,0.009008957497825947,100,41,adam,OhsF5
"[0.5228070175438596,0.6750026508148045]",0.6750026508148045,200,0.018556575055544727,119,195,0.019105872677352934,tanh,0.7,0.15,0.010427883800580257,100,38,adam,fUhiI
"[0.5593984962406016,0.6817211033262053]",0.6817211033262053,200,0.02974078082135445,103,199,0.029369284770345144,tanh,0.7,0.15,6.726289556317586e-05,100,40,adam,ezOqA
"[0.4681704260651629,0.7193088490456913]",0.7193088490456913,200,0.0009892903416064552,52,191,0.020718892117988007,tanh,0.7,0.15,0.00016208933791257772,100,39,adam,LItAI
"[0.5614035087719298,0.6883176462333859]",0.6883176462333859,200,0.05382842013740492,46,193,0.02430588845157704,tanh,0.7,0.15,4.576103104672708e-05,100,42,adam,TLszK
"[0.5112781954887219,0.6853828197945845]",0.6853828197945845,200,0.04094761605678016,87,189,0.02704739672415654,tanh,0.7,0.15,0.013800088183945704,100,37,adam,XYSqV
"[0.44561403508771935,0.4179166131030314]",0.4179166131030314,200,0.062442443296665484,61,192,0.01768814107058117,tanh,0.7,0.15,1.304881906662025e-05,100,42,SGD,KpxgX
"[0.4696741854636592,0.7151020456259427]",0.7151020456259427,200,0.07110519937987107,108,188,0.02202340956221669,tanh,0.7,0.15,0.0007014531108743717,100,38,adam,K9Ig0
"[0.555889724310777,0.7316085756761159]",0.7316085756761159,200,0.049377912814121266,57,197,0.031498489628062516,tanh,0.7,0.15,0.017275741629835247,100,36,adam,Z0E1c
"[0.5739348370927319,0.6878081834960705]",0.6878081834960705,200,0.03524395369591096,27,199,0.016141238277276145,tanh,0.7,0.15,0.008322011061441016,100,40,adam,PN2Qo
"[0.54937343358396,0.6781341962072186]",0.6781341962072186,200,0.017423494870132672,74,194,0.019908062713635086,tanh,0.7,0.15,0.00022786341346018495,100,42,adam,K0skA
"[0.5112781954887218,0.6586105539950514]",0.6586105539950514,200,0.06639453468030938,36,199,0.02283696306697922,tanh,0.7,0.15,0.025281430313613237,100,44,adam,BlAbG
"[0.5448621553884712,0.6695309945876338]",0.6695309945876338,200,0.023640463902185105,98,183,0.02497358835929902,tanh,0.7,0.15,0.00030817975803795424,100,43,adam,WerAz
"[0.53734335839599,0.6864838643790849]",0.6864838643790849,200,0.05356520869955633,50,189,0.028272851022948957,tanh,0.7,0.15,0.011379319073051881,100,41,adam,GzXyB
"[0.493734335839599,0.6275149686914393]",0.6275149686914393,200,0.04392307263750874,94,185,0.0173217861611747,tanh,0.7,0.15,0.032314183488218406,100,35,adam,m6u0n
"[0.5298245614035088,0.7196966911764706]",0.7196966911764706,200,0.07579095858420809,79,190,0.01584568592941565,tanh,0.7,0.15,0.016315704407847097,100,39,adam,J2Wqm
"[0.5283208020050125,0.706378205128205]",0.706378205128205,200,0.07118228522973338,64,200,0.01994325506818624,tanh,0.7,0.15,0.022938417545974234,100,37,adam,k2MwX
"[0.4992481203007519,0.7226541892060468]",0.7226541892060468,200,0.06159841680720792,70,200,0.033362565922582584,tanh,0.7,0.15,0.043926242304697084,100,40,adam,dFqnk
"[0.5869674185463658,0.5998956954019679]",0.5998956954019679,200,0.07976111299365354,44,196,0.021306279043014853,tanh,0.7,0.15,0.011876817012674687,100,29,SGD,ewAq8
"[0.5263157894736843,0.7422642250749462]",0.7422642250749462,200,0.0600689932752042,85,188,0.015073524300580808,tanh,0.7,0.15,0.02833954608534962,100,36,adam,lGsI6
"[0.5619047619047619,0.679023626597455]",0.679023626597455,200,0.0274494542246171,58,194,0.017977918133293726,tanh,0.7,0.15,0.007923759370786527,100,43,adam,EqbQh
"[0.5012531328320803,0.7018781422825541]",0.7018781422825541,200,0.0826948666791762,54,183,0.025721113340160577,tanh,0.7,0.15,0.005570274658540204,100,38,adam,aLhqa
"[0.49223057644110274,0.6350748424369748]",0.6350748424369748,200,0.010047586915045918,112,180,0.030221768292935172,tanh,0.7,0.15,0.00048230660028107756,100,44,adam,krcMt
"[0.5543859649122808,0.7186461251167133]",0.7186461251167133,200,0.035313156971352205,48,190,0.018794593687321455,tanh,0.7,0.15,0.018869423722086547,100,32,adam,Qhria
"[0.44661654135338347,0.6455882352941176]",0.6455882352941176,200,0.04811107237453224,92,183,0.014324617801682225,tanh,0.7,0.15,0.056556757026356506,100,34,adam,vnCwC
"[0.5739348370927319,0.6156025212886351]",0.6156025212886351,200,0.09502129414875746,82,195,0.022133590202889037,tanh,0.7,0.15,8.078769391221196e-06,100,68,adam,OePhD
"[0.5538847117794486,0.6546165967558706]",0.6546165967558706,200,0.06516693319275432,101,187,0.01687661777735307,tanh,0.7,0.15,0.00010368087511534617,100,30,adam,LSlA0
"[0.5453634085213033,0.7205564357604227]",0.7205564357604227,200,0.08717368103399542,40,179,0.023795478251328737,tanh,0.7,0.15,0.09909264418433031,100,41,adam,iNp7x
"[0.4882205513784461,0.7166087472680427]",0.7166087472680427,200,0.07555532873252713,67,191,0.028201536903728806,tanh,0.7,0.15,0.0008376252359902165,100,39,adam,Az2vb
"[0.5453634085213033,0.6367080269607843]",0.6367080269607843,200,0.05623541628142134,62,187,0.014558479619137522,tanh,0.7,0.15,2.8234944011301683e-05,100,37,adam,HcO2x
"[0.5644110275689223,0.6578980407920447]",0.6578980407920447,200,0.10341788148618769,73,192,0.07734585712857334,tanh,0.7,0.15,0.03448923420919215,100,35,SGD,OK3Gm
"[0.5859649122807017,0.5507031015711932]",0.5507031015711932,200,0.06878919272286305,105,183,0.03617050471471658,tanh,0.7,0.15,3.4962096406774026e-06,100,32,adam,joa3T
"[0.5142857142857143,0.7215042147932046]",0.7215042147932046,200,0.09199358829998674,33,194,0.019546117786925575,tanh,0.7,0.15,0.009585076248102443,100,45,adam,eTBy3
"[0.5388471177944862,0.7281327781491249]",0.7281327781491249,200,0.0470246199396916,52,199,0.01345849303819506,tanh,0.7,0.15,0.013983297603997644,100,28,adam,jdS2g
"[0.5373433583959899,0.6897828430250306]",0.6897828430250306,200,0.08392376699811438,78,200,0.01203988336822174,tanh,0.7,0.15,0.024004386054141916,100,33,adam,mh1v8
"[0.5067669172932331,0.6450236060394277]",0.6450236060394277,200,0.024514775466446294,57,180,0.026775814626787714,tanh,0.7,0.15,0.13425293232968896,100,43,adam,HVBAG
"[0.5243107769423558,0.6961331513005063]",0.6961331513005063,200,0.10419094779390396,142,185,0.07472773777643196,tanh,0.7,0.15,0.00018740456933840193,100,13,adam,VGGIX
"[0.5869674185463659,0.671105116385512]",0.671105116385512,200,0.03842438552835249,65,177,0.016788820472675357,tanh,0.7,0.15,5.8353961860961554e-05,100,26,adam,RW27H
"[0.4807017543859649,0.6972919773509945]",0.6972919773509945,200,0.11047478958610558,42,200,0.02388657768993738,tanh,0.7,0.15,0.0011270037393728667,100,40,adam,EfMTu
"[0.4862155388471178,0.6578918734811567]",0.6578918734811567,200,0.07602912949186036,86,180,0.012153285615695994,tanh,0.7,0.15,0.0703506419011141,100,38,adam,VuVOb
"[0.4837092731829574,0.7007223942208463]",0.7007223942208463,200,0.05885646125825017,117,200,0.06707040207599722,tanh,0.7,0.15,0.0005312434752675192,100,16,adam,VY6bp
"[0.49824561403508766,0.7357385066881003]",0.7357385066881003,200,0.09509998945985457,61,177,0.018932785148167097,tanh,0.7,0.15,0.006306087369442517,100,41,adam,zPum1
"[0.48471177944862165,0.7010441253963278]",0.7010441253963278,200,0.06729189232496782,49,200,0.01613619895034271,tanh,0.7,0.15,0.00034321753179934863,100,19,adam,tWfZt
"[0.5774436090225563,0.6251817262872852]",0.6251817262872852,200,0.05413051262239111,69,195,0.02117216027781624,tanh,0.7,0.15,0.015220875228132029,100,29,SGD,StL6M
"[0.5358395989974938,0.668326497388442]",0.668326497388442,200,0.08437407645597328,75,187,0.014156939276202908,tanh,0.7,0.15,0.05184301226399061,100,31,adam,anGmr
"[0.4681704260651629,0.7556300980691913]",0.7556300980691913,200,0.09913557926411638,109,190,0.012352936353253683,tanh,0.7,0.15,0.01956905100826456,100,36,adam,CPGJ1
"[0.5288220551378446,0.7013656135531136]",0.7013656135531136,200,0.006018989050477985,137,186,0.02267468782532294,tanh,0.7,0.15,0.009444084669685235,100,34,adam,cvS05
"[0.5483709273182957,0.6937421375524481]",0.6937421375524481,200,0.04237714697598792,90,174,0.03202415253012014,tanh,0.7,0.15,0.04311142261530964,100,22,adam,cm6cw
"[0.49223057644110274,0.7082594391923436]",0.7082594391923436,200,0.1116047873450164,96,200,0.01836841953024796,tanh,0.7,0.15,0.025058140581979495,100,42,adam,Rn0oa
"[0.4969924812030076,0.680972376006728]",0.680972376006728,200,0.07644209798077999,81,193,0.05915802887154178,tanh,0.7,0.15,0.005187202234265557,100,39,adam,jxhrP
"[0.4295739348370928,0.5942753152429919]",0.5942753152429919,200,0.08904380377008526,55,182,0.015362131984791508,tanh,0.7,0.15,0.28805064045361867,100,43,adam,zbOSR
"[0.5423558897243108,0.6734704399219202]",0.6734704399219202,200,0.06585253223998166,122,10,0.010756017491842492,tanh,0.7,0.15,0.01239534246783994,100,27,adam,QRJLo
"[0.6220551378446115,0.6711959562389593]",0.6711959562389593,200,0.015988642759304256,59,178,0.034319739415101067,tanh,0.7,0.15,4.123046615856572e-05,30,33,adam,hZCYf
"[0.6546365914786968,0.5966102692871875]",0.5966102692871875,200,0.10765694310115119,72,194,0.019855656043632555,tanh,0.7,0.15,1.807138737577399e-05,100,35,adam,ZM90Q
"[0.5619047619047619,0.6749245930359475]",0.6749245930359475,200,0.029596400693861102,45,183,0.025394349579643972,tanh,0.7,0.15,0.036872281056679154,70,37,SGD,opbOF
"[0.5363408521303258,0.711994737288855]",0.711994737288855,200,0.0497856699991924,38,17,0.01711138380430513,tanh,0.7,0.15,0.008446826478267819,100,40,adam,k4wJy
"[0.5097744360902255,0.6682054514312197]",0.6682054514312197,200,0.09780212966814902,65,200,0.02967894640153773,tanh,0.7,0.15,0.029971223711733514,70,30,adam,BTB26
"[0.5483709273182957,0.6671399034013298]",0.6671399034013298,200,0.08546466029888604,29,25,0.00945361630216804,tanh,0.7,0.15,0.0018506362726843813,50,65,adam,t2VRG
"[0.5007518796992482,0.7184899115228838]",0.7184899115228838,200,0.06994005855825917,101,100,0.013129713589797502,tanh,0.7,0.15,0.0001376346324791341,100,45,adam,aTfnZ
"[0.49523809523809526,0.665320959355402]",0.665320959355402,200,0.036281571489617054,52,187,0.02732585647293791,tanh,0.7,0.15,0.00740283490443567,100,44,adam,YaRQQ
"[0.5278195488721804,0.7158101365546219]",0.7158101365546219,200,0.05978177461715998,48,91,0.02104836159272483,tanh,0.7,0.15,0.004369129087249232,70,21,adam,hotOg
"[0.555889724310777,0.7062743654694119]",0.7062743654694119,200,0.10299581954673065,77,196,0.014893813921846981,tanh,0.7,0.15,0.018900251891946995,100,17,adam,OrmxA
"[0.41654135338345866,0.6670671759945158]",0.6670671759945158,200,0.11348244667448865,62,72,0.011292607391361936,tanh,0.7,0.15,0.08983054644129819,30,39,adam,qVV4P
"[0.5483709273182957,0.611753174126221]",0.611753174126221,200,0.07843211467424513,70,180,0.023220114927311367,tanh,0.7,0.15,0.16196626347754173,70,27,adam,Altn6
"[0.4917293233082707,0.6948675646484744]",0.6948675646484744,200,0.09235206763919628,114,36,0.01823472320915623,tanh,0.7,0.15,8.086818620553568e-05,100,31,adam,Y62Tv
"[0.5350877192982456,0.6965371747920035]",0.6965371747920035,200,0.022854339649734007,25,191,0.045315991182320874,tanh,0.7,0.15,0.014204131302043869,50,42,adam,E5DZl
"[0.5258145363408522,0.6361036818573583]",0.6361036818573583,200,0.0028988386111378772,88,173,0.013561731857775419,tanh,0.7,0.15,0.061777645849356154,100,38,SGD,zOWSk
"[0.5002506265664161,0.6871667104341737]",0.6871667104341737,200,0.05450750352343668,58,79,0.009129614872289332,tanh,0.7,0.15,0.01087761789281417,70,28,adam,ZzG4a
"[0.5137844611528821,0.7130401790975579]",0.7130401790975579,200,0.07931115307821171,83,86,0.024945634750234615,tanh,0.7,0.15,0.02838633210529882,100,41,adam,s6bGa
"[0.512280701754386,0.6766539244357721]",0.6766539244357721,200,0.044664943716502696,42,97,0.03812754831022174,tanh,0.7,0.15,0.0013759039846724184,100,36,adam,t8ffV
"[0.47218045112781953,0.6272416190093631]",0.6272416190093631,200,0.06770305352987348,93,50,0.015347575878379042,tanh,0.7,0.15,0.042542714987514524,70,33,adam,ds6Do
"[0.5037593984962406,0.7344740114601697]",0.7344740114601697,200,0.1075949679134334,66,186,0.016481819680311482,tanh,0.7,0.15,0.0007059051237861941,100,37,adam,mtjQF
"[0.4761904761904763,0.7130369038641098]",0.7130369038641098,200,0.09114501367908893,55,177,0.02129714978709913,tanh,0.7,0.15,0.020540252006291795,30,24,adam,zIC6f
"[0.4867167919799499,0.746538689278253]",0.746538689278253,200,0.07351275997072354,72,67,0.0119016371122245,tanh,0.7,0.15,0.006275224979652747,70,46,adam,b9DjB
"[0.5002506265664162,0.6942452662576502]",0.6942452662576502,200,0.11504557990517064,105,30,0.009003888185303456,tanh,0.7,0.15,0.0026759357935443404,100,32,adam,JRNeA
"[0.506766917293233,0.7666666666666666]",0.7666666666666666,200,0.03288224555606162,80,75,0.01914724892182525,tanh,0.7,0.15,0.015446356343008344,50,43,adam,CuATP
"[0.5017543859649123,0.6999373504462513]",0.6999373504462513,200,0.08450926005789423,49,81,0.007475045318970011,tanh,0.7,0.15,0.00027141556918136334,100,35,adam,t3LOB
"[0.49423558897243114,0.7022786058970271]",0.7022786058970271,200,0.10015997263967757,36,61,0.010869508574349079,tanh,0.7,0.15,0.010994656251209073,70,29,adam,bWdhX
"[0.5353383458646616,0.5965401032629651]",0.5965401032629651,200,0.0604960110988125,98,21,0.01332037016053444,tanh,0.7,0.15,0.07650618404583634,100,45,SGD,ez4Pv
"[0.5303258145363409,0.7256937017231134]",0.7256937017231134,200,0.11604042749486344,75,192,0.0174439979154079,tanh,0.7,0.15,0.004744316513829784,100,34,adam,Pt5su
"[0.4546365914786968,0.7045071231617647]",0.7045071231617647,200,0.09189203835370612,62,196,0.030419760754712255,tanh,0.7,0.15,0.033781053525507705,70,39,adam,Fq0DO
"[0.4947368421052632,0.7059428235225236]",0.7059428235225236,200,0.05014416885537662,67,175,0.02747239199512511,tanh,0.7,0.15,0.00099178900415101,100,69,adam,UEyEA
"[0.5654135338345865,0.6768045586699094]",0.6768045586699094,200,0.011303820466848455,86,92,0.022680011042756798,tanh,0.7,0.15,0.050302200151220215,70,15,adam,ORR9g
"[0.4481203007518797,0.7551928658565104]",0.7551928658565104,200,0.10074952963394498,110,184,0.015026675140535174,tanh,0.7,0.15,0.023194753587439186,30,41,adam,g1zB6
"[0.5383458646616541,0.7323981410746117]",0.7323981410746117,200,0.07054378514582242,51,13,0.009986640772732036,tanh,0.7,0.15,0.008032725788721337,100,30,adam,fbRU8
"[0.48771929824561405,0.7497867842151524]",0.7497867842151524,200,0.08103205857387885,46,40,0.020755491899333806,tanh,0.7,0.15,0.0005645310555507961,50,44,adam,fky3d
"[0.5398496240601505,0.539163888910886]",0.539163888910886,200,0.03923830725254514,32,200,0.012525233024446148,tanh,0.7,0.15,6.443463743000581e-06,100,38,adam,AHe69
"[0.493734335839599,0.7098298869607482]",0.7098298869607482,200,0.10825773622622444,58,84,0.025055550099734147,tanh,0.7,0.15,0.00020108821899860092,70,40,adam,w63EP
"[0.5423558897243108,0.5742638006851178]",0.5742638006851178,200,0.0611959390783831,55,189,0.007288886563958234,tanh,0.7,0.15,0.12644155726872813,100,42,adam,xMzId
"[0.524812030075188,0.6798958333333334]",0.6798958333333334,200,0.09939372597432422,41,180,0.01835542040958866,tanh,0.7,0.15,0.0004307479249359629,100,36,adam,XJLyd
"[0.48320802005012525,0.5357449357188441]",0.5357449357188441,200,0.11846713954618095,90,99,0.005983649386844821,tanh,0.7,0.15,0.0031643541624809765,70,23,SGD,UmK3J
"[0.5644110275689224,0.707371843842432]",0.707371843842432,200,0.08874003701365077,70,33,0.03305172034858845,tanh,0.7,0.15,0.012830235595565407,100,26,adam,DWagZ
"[0.5303258145363409,0.7172882768572424]",0.7172882768572424,200,0.01792688363058565,77,70,0.015583253543913315,tanh,0.7,0.15,0.016410868372862646,30,28,adam,zhCKF
"[0.5152882205513785,0.6997707839918978]",0.6997707839918978,200,0.07295620624999577,198,46,0.04803446963280994,tanh,0.7,0.15,0.005880473826354589,70,31,adam,FyAQK
"[0.5127819548872181,0.7236585425959241]",0.7236585425959241,200,0.054929403049493675,125,171,0.011686435463552941,tanh,0.7,0.15,0.029193759032000433,100,37,adam,LZqGQ
"[0.5644110275689224,0.7304576958988724]",0.7304576958988724,200,0.0825632597667751,63,94,0.008396600582251171,tanh,0.7,0.15,0.0016766883296344922,50,33,adam,ylpAs
"[0.46466165413533833,0.6264194180397264]",0.6264194180397264,200,0.042602619375403564,120,89,0.020007740647782213,tanh,0.7,0.15,0.19710594857320815,100,43,adam,Wsn1t
"[0.4791979949874687,0.6753231282737924]",0.6753231282737924,200,0.09514123420234905,53,103,0.04098279452021161,tanh,0.7,0.15,0.010401754332741615,70,35,adam,a5PWZ
"[0.5709273182957394,0.6972821281852821]",0.6972821281852821,200,0.10607887585071152,45,53,0.01422949635386693,tanh,0.7,0.15,0.002324643460216991,100,46,adam,cn2MJ
"[0.5799498746867168,0.6268812035263963]",0.6268812035263963,200,0.001107014541077849,83,76,0.023408177500651755,tanh,0.7,0.15,0.00011250466296415477,100,25,adam,rqUfa
"[0.5177944862155389,0.7766293760347246]",0.7766293760347246,200,0.028168443966916035,101,58,0.01685437743839424,tanh,0.7,0.15,0.040051945605500495,70,40,adam,Yy9aJ
"[0.37243107769423556,0.7165496138999776]",0.7165496138999776,200,0.0216366236538353,106,55,0.025259195887260957,tanh,0.7,0.15,0.10973324932342265,70,41,adam,bxNwN
"[0.49674185463659154,0.6394116478640807]",0.6394116478640807,200,0.028422848521433217,109,61,0.02777942059498093,tanh,0.7,0.15,0.3707345542869385,70,43,SGD,fDnd2
"[0.5578947368421052,0.6192003847604536]",0.6192003847604536,200,0.001130154999207808,118,64,0.029302156619083586,tanh,0.7,0.15,0.09796069548814816,70,40,adam,UUGUT
"[0.6050125313283208,0.6092571345757626]",0.6092571345757626,200,0.016309780345434722,113,57,0.02257898286338262,tanh,0.7,0.15,0.2163150129450086,70,45,adam,DAD4n
"[0.40852130325814534,0.6650628963462577]",0.6650628963462577,200,0.007784973362508288,113,59,0.02601159500254026,tanh,0.7,0.15,0.07159544767432993,70,44,adam,yP6Oe
"[0.5147869674185463,0.6029356810800472]",0.6029356810800472,200,0.03430765463187542,104,66,0.02074473708427622,tanh,0.7,0.15,0.057250189140328374,70,40,adam,pb9Kl
"[0.45012531328320804,0.7383531711804957]",0.7383531711804957,200,0.02635599686161392,104,63,0.022238118006729493,elu,0.7,0.15,0.0972775841666933,70,42,adam,ZsUzm
"[0.4987468671679198,0.6111341097115941]",0.6111341097115941,200,0.02511746937006503,115,69,0.02436349288329257,tanh,0.7,0.15,0.13198343397165574,70,41,adam,mdL2x
"[0.5002506265664161,0.6317785956400758]",0.6317785956400758,200,4.470294024074353e-05,100,73,0.018211072180134555,elu,0.7,0.15,0.2587842597671265,70,43,adam,Bj3iu
"[0.42255639097744363,0.645109189122904]",0.645109189122904,200,0.018814959323501208,110,49,0.029347978453192723,tanh,0.7,0.15,0.17453745057513792,70,39,adam,EALnA
"[0.5368421052631579,0.6776537816543622]",0.6776537816543622,200,0.01627851912834329,117,60,0.031829127945266544,elu,0.7,0.15,0.03895334398259691,70,47,adam,qSTzd
"[0.6345864661654136,0.7447749732905983]",0.7447749732905983,200,0.008029959339202732,108,52,0.01724432852269053,elu,0.7,0.15,0.08821689443493462,70,44,adam,degx8
"[0.4862155388471178,0.7162840105438154]",0.7162840105438154,200,0.014409439194098789,100,66,0.02032622523264837,tanh,0.7,0.15,0.0626093459007734,70,41,adam,EHsGY
"[0.5784461152882205,0.586141504755091]",0.586141504755091,200,0.04042977050000579,124,57,0.027268816709013658,elu,0.7,0.15,0.04072241541099715,70,45,SGD,ysFSV
"[0.4832080200501253,0.7179777454900285]",0.7179777454900285,200,0.0339259568030842,131,62,0.035237288919601276,tanh,0.7,0.15,0.0003439786248986682,70,38,adam,lkQOf
"[0.587468671679198,0.6490991209991954]",0.6490991209991954,200,0.029983004066076013,120,55,0.02398202273886603,elu,0.7,0.15,0.1539587692180914,70,41,adam,tfrdF
"[0.4671679197994988,0.6955225728111758]",0.6955225728111758,200,0.008419849629153833,107,70,0.022368184803306893,tanh,0.7,0.15,0.05097531105449224,70,42,adam,uqUKW
"[0.49724310776942354,0.7380118731842871]",0.7380118731842871,200,0.0016259997118429348,97,69,0.01910070698581659,elu,0.7,0.15,0.07375579483197639,70,40,adam,bAJEA
"[0.5333333333333333,0.696796726811665]",0.696796726811665,200,0.02921613037892335,107,65,0.016443254283575487,tanh,0.7,0.15,0.04998219574093085,70,46,adam,PfeVh
"[0.5784461152882205,0.6183465437719682]",0.6183465437719682,200,0.009977786633944496,103,49,0.025945538769577843,elu,0.7,0.15,0.00016763579452243023,70,42,adam,y0UO4
"[0.49072681704260657,0.7213762918960688]",0.7213762918960688,200,0.02143795767789589,114,59,0.021289350953501346,tanh,0.7,0.15,0.03568625259253003,70,39,adam,k57bF
"[0.5649122807017544,0.6038605643776421]",0.6038605643776421,200,0.04895848647458839,100,55,0.019229685887749634,elu,0.7,0.15,3.41104472947447e-05,70,43,adam,h6YBX
"[0.4731829573934837,0.68376057404711]",0.68376057404711,200,0.04048709806127759,112,46,0.016299103819901576,tanh,0.7,0.15,0.07736222212847282,70,38,adam,sPO6f
"[0.4962406015037595,0.6891352319705788]",0.6891352319705788,200,0.03297780030458778,126,51,0.031064898605612748,elu,0.7,0.15,0.0014167172339529428,70,44,adam,ebEBA
"[0.5488721804511278,0.6706250775912019]",0.6706250775912019,200,0.02669711436487799,117,74,0.01808795873077825,tanh,0.7,0.15,7.396360902970893e-05,70,47,adam,s4jPf
"[0.4676691729323309,0.7158639368058934]",0.7158639368058934,200,0.0008248780883840581,111,63,0.028328732959697435,elu,0.7,0.15,0.0008796843945773593,70,45,adam,jSEIr
"[0.6556390977443609,0.5929192015898945]",0.5929192015898945,200,0.045868142662558314,95,68,0.05078902725538627,tanh,0.7,0.15,0.02791327226601543,70,43,SGD,C3fuC
"[0.5593984962406016,0.6793004873729158]",0.6793004873729158,200,0.041374131666871955,103,43,0.01477930217525839,elu,0.7,0.15,2.4125625297523938e-05,70,40,adam,vWyXX
"[0.5518796992481203,0.6163422361854856]",0.6163422361854856,200,0.01386666230206519,189,72,0.023333425338916657,tanh,0.7,0.15,0.13235525958051422,70,42,adam,bxBDs
"[0.5032581453634085,0.7360059174758327]",0.7360059174758327,200,0.023428391709358398,98,79,0.020342887775615694,elu,0.7,0.15,0.0006593273503911365,70,38,adam,z3k3R
"[0.5032581453634085,0.7462368697478992]",0.7462368697478992,200,0.048953877271931734,105,60,0.013751427166975734,tanh,0.7,0.15,0.04865967410964832,70,39,adam,QWfOH
"[0.6511278195488723,0.5497836806824179]",0.5497836806824179,200,0.03591501587448746,95,65,0.02585715282019653,elu,0.7,0.15,5.298329758659643e-05,70,44,adam,zCFO3
"[0.5278195488721804,0.6794972921788928]",0.6794972921788928,200,0.05223944927254508,100,53,0.016645663990076272,tanh,0.7,0.15,0.020965948171469545,70,46,adam,voWZ1
"[0.4957393483709273,0.6422886212514696]",0.6422886212514696,200,0.019770878128665237,128,63,0.02119039787665006,elu,0.7,0.15,0.000248464633245009,70,41,adam,OerTy
"[0.5253132832080201,0.7163250466853408]",0.7163250466853408,200,0.0356375855621808,111,72,0.018285575154511187,tanh,0.7,0.15,0.004038337794958926,70,40,adam,GEZzC
"[0.47468671679198,0.621088058671288]",0.621088058671288,200,0.045066412226517485,109,46,0.014218090679444696,elu,0.7,0.15,0.45618877159141963,70,43,adam,mnIJW
"[0.44461152882205524,0.6518176702805152]",0.6518176702805152,200,0.0130487284447471,106,77,0.024208481060408453,tanh,0.7,0.15,0.06158936721993936,70,37,adam,BenPh
"[0.5223057644110276,0.6922357234406631]",0.6922357234406631,200,0.05792748081087433,119,57,0.012803633391128768,elu,0.7,0.15,0.017738478392866266,70,39,SGD,GogRK
"[0.48020050125313285,0.6890880907287158]",0.6890880907287158,200,0.029282699324101803,101,67,0.016499473088479502,tanh,0.7,0.15,0.001113453150437175,70,45,adam,D4rvs
"[0.5132832080200501,0.7461344537815127]",0.7461344537815127,200,0.05604196447335673,122,70,0.011049253761028789,elu,0.7,0.15,0.03718953255891814,70,42,adam,YCGlr
"[0.4989974937343359,0.6977326737496983]",0.6977326737496983,200,0.005800286700222382,93,78,0.03360684394139201,tanh,0.7,0.15,0.029744132892892076,70,39,adam,jN2Dw
"[0.5017543859649123,0.6709570494864613]",0.6709570494864613,200,0.06346395112200204,114,50,0.02188466509545213,elu,0.7,0.15,0.0018751254658613285,70,41,adam,mCLaW
"[0.5087719298245614,0.6794117647058824]",0.6794117647058824,200,0.045468106614163846,97,41,0.05541413408501851,tanh,0.7,0.15,0.007161692636365428,30,11,adam,GK0N0
"[0.5984962406015037,0.7077222917447706]",0.7077222917447706,200,0.035347901786820964,34,75,0.028451534367597654,elu,0.7,0.15,0.1132040733176463,70,47,adam,J2M1J
"[0.5142857142857143,0.6668420888027742]",0.6668420888027742,200,0.06537006706196251,116,83,0.019290266691156875,tanh,0.7,0.15,0.00013773609302265925,70,66,adam,f9485
"[0.5333333333333333,0.7445448624219971]",0.7445448624219971,200,0.05071687805384051,123,56,0.015448054611395133,elu,0.7,0.15,0.014881156858206197,50,48,adam,RYdaj
"[0.5102756892230575,0.7049830160583522]",0.7049830160583522,200,0.02562881672264373,94,67,0.008509927969931975,tanh,0.7,0.15,0.003068959263071526,70,38,adam,GYDve
"[0.4987468671679197,0.7324905084834521]",0.7324905084834521,200,0.012246655430408898,24,61,0.026488089508448522,elu,0.7,0.15,0.043272515726384506,70,46,adam,tD9cq
"[0.49724310776942354,0.7211391952614379]",0.7211391952614379,200,0.0005160745148643092,106,81,0.00957692430589598,tanh,0.7,0.15,0.023002008770573228,30,13,adam,Mjpgy
"[0.49072681704260657,0.6344277552871278]",0.6344277552871278,200,0.04205426638857279,101,72,0.013423090971060453,elu,0.7,0.15,0.08323613809434471,70,44,SGD,OBH3c
"[0.5318295739348371,0.6967964572192514]",0.6967964572192514,200,0.05725545311373555,30,43,0.03128797689354484,tanh,0.7,0.15,0.009771542560386766,70,37,adam,izFX6
"[0.5428571428571429,0.6701102917550286]",0.6701102917550286,200,0.06729808499937939,97,50,0.01786458010456937,elu,0.7,0.15,0.005337887745718187,50,40,adam,n7zLg
"[0.5769423558897243,0.6722684096411845]",0.6722684096411845,200,0.03716118923702341,38,57,0.024418026203924113,tanh,0.7,0.15,0.011747247830839115,70,42,adam,MNk9V
"[0.505764411027569,0.6884732664995823]",0.6884732664995823,200,1.1158136338462049e-05,130,74,0.011406354749470153,elu,0.7,0.15,0.00041287158088419587,70,45,adam,iHBOB
"[0.54937343358396,0.7340798823733766]",0.7340798823733766,200,0.01928498939447388,109,52,0.02235501137478886,tanh,0.7,0.15,0.01864448058526411,30,37,adam,azcIY
"[0.4987468671679198,0.6693115209523878]",0.6693115209523878,200,0.07585085818463302,89,59,0.01294991301038629,tanh,0.7,0.15,0.030010414262011773,100,36,adam,w98RP
"[0.5553884711779449,0.7054601299524226]",0.7054601299524226,200,0.08000572951602666,87,65,0.012259441306114996,tanh,0.7,0.15,0.020784429874834205,100,35,adam,SDqVu
