test_frac,reward,layer_1,train_frac,batch_size,preweight,intermediate,activation,trialJobId,learning_rate,optimizer,epochs,layer_2,regularization,dropout
0.15,0.6643460931928139,151,0.7,50,23,"[0.6481203007518797,0.6643460931928139]",relu,tg5QI,0.004345387447268418,SGD,200,116,0.01664853739752721,0.3612264242085919
0.15,0.6422084633186527,142,0.7,50,19,"[0.5458646616541353,0.6422084633186527]",relu,MaJDv,0.010072928322546042,adam,200,109,0.0015845660656334077,0.31334870515293206
0.15,0.70924727127631,135,0.7,10,21,"[0.537844611528822,0.70924727127631]",relu,X7QdA,0.0031095378597132822,adam,200,120,0.004185082627007993,0.34110210378760497
0.15,0.7008137164307764,170,0.7,5,13,"[0.568922305764411,0.7008137164307764]",relu,fawYd,0.015206873030134977,adam,200,143,0.012500184109453739,0.3918193592375062
0.15,0.7193948412698413,160,0.7,50,31,"[0.544360902255639,0.7193948412698413]",relu,haFSx,0.005920066010698744,adam,200,127,0.008366572090583209,0.38055823467349925
0.15,0.6675887194512102,127,0.7,50,27,"[0.536842105263158,0.6675887194512102]",relu,Gb4Yb,0.03216779740233119,adam,200,133,0.014961121324974328,0.27237642901593895
0.15,0.7234396928179894,184,0.7,70,18,"[0.5182957393483709,0.7234396928179894]",tanh,bXz6S,0.018678687755672076,adam,200,146,0.006266895799206528,0.3687485112428724
0.15,0.6835543523835866,155,0.7,50,25,"[0.5338345864661654,0.6835543523835866]",relu,WihDA,0.0015579618270584747,adam,200,99,0.01112505214834145,0.3997585931706828
0.15,0.7136585699600344,146,0.7,10,29,"[0.5403508771929825,0.7136585699600344]",relu,XpDRg,0.008019389000813965,adam,200,138,0.0015956687654038668,0.3214077195511192
0.15,0.7604745724047194,200,0.7,5,34,"[0.555889724310777,0.7604745724047194]",relu,Tg6Al,0.012306842642718372,adam,200,122,0.0037780138205461633,0.288175075749592
0.15,0.6714493267660083,195,0.7,5,34,"[0.5433583959899749,0.6714493267660083]",relu,AD9iR,0.0008162083367122237,adam,200,155,0.00010194261612180965,0.2780244772274373
0.15,0.6410537904576274,199,0.7,5,35,"[0.6195488721804512,0.6410537904576274]",relu,xdebl,0.0037842842582528503,SGD,200,141,0.0036865474041258913,0.2862593858143403
0.15,0.7454887371615312,198,0.7,5,37,"[0.530827067669173,0.7454887371615312]",relu,srGaM,0.0018902950876851649,adam,200,134,0.00027571791822505673,0.2627581982953615
0.15,0.6688930422647529,194,0.7,5,36,"[0.5523809523809525,0.6688930422647529]",relu,cFWY0,0.0026581499270851515,adam,200,129,0.002867094975287049,0.2897823388059436
0.15,0.6721597805788984,161,0.7,5,39,"[0.5609022556390977,0.6721597805788984]",relu,wXavx,0.0052557202813740276,adam,200,149,0.004365624959972461,0.25154994048751156
0.15,0.723500995802732,189,0.7,5,33,"[0.4832080200501253,0.723500995802732]",tanh,lUucs,0.008826936209242566,adam,200,136,4.4712262693878086e-05,0.24702040595278157
0.15,0.7494436299317299,192,0.7,5,34,"[0.5383458646616541,0.7494436299317299]",relu,WAtmA,0.004575246458602096,adam,200,124,5.6906740354947284e-05,0.2926324490071074
0.15,0.6933268030559052,194,0.7,5,39,"[0.5338345864661654,0.6933268030559052]",relu,jEFyk,0.006473813131658151,adam,200,130,0.008340122142176231,0.2733104646231317
0.15,0.7561126033795473,189,0.7,5,38,"[0.5203007518796993,0.7561126033795473]",relu,v6IAh,0.003296687304401487,adam,200,119,0.0019207994537190226,0.28269168518925225
0.15,0.7061039210724775,169,0.7,5,35,"[0.5192982456140351,0.7061039210724775]",relu,ppUEl,0.011100397385780201,adam,200,146,0.0054298953054565235,0.30588159655283725
0.15,0.6372913748832867,183,0.7,5,40,"[0.5127819548872181,0.6372913748832867]",relu,F8NfB,0.0012862219517798372,adam,200,140,0.00781617598469481,0.24209902715628007
0.15,0.6252873131243566,193,0.7,5,34,"[0.6491228070175439,0.6252873131243566]",relu,r037C,0.00661497981780334,SGD,200,124,0.002221500744630401,0.30521491584093424
0.15,0.6947060404872906,196,0.7,5,35,"[0.4987468671679198,0.6947060404872906]",relu,ei3Q9,0.002125995027636606,adam,200,152,0.009677345905562289,0.26642801301716873
0.15,0.6068690321180555,198,0.7,5,33,"[0.5,0.6068690321180555]",relu,Qc0PJ,0.011924775406806233,adam,200,134,0.058547290460101195,0.2549860458034907
0.15,0.6396371622612128,187,0.7,5,37,"[0.5,0.6396371622612128]",relu,mniIc,0.0083363953350463,adam,200,131,0.07539165884748486,0.2989757335315132
0.15,0.6944974031279177,180,0.7,5,42,"[0.5403508771929826,0.6944974031279177]",tanh,YYU5x,0.004211184535697018,adam,200,121,0.004893232831719702,0.25796932386591215
0.15,0.6861931818181819,179,0.7,5,32,"[0.574937343358396,0.6861931818181819]",relu,BNB9e,0.0028863071746665415,adam,200,139,0.012825576369601707,0.30921788830569563
0.15,0.712390289449113,188,0.7,5,33,"[0.5233082706766917,0.712390289449113]",relu,MpCJI,0.016290561880118435,adam,200,127,0.0014478987802825196,0.28972324979053576
0.15,0.5833458678418355,174,0.7,5,36,"[0.5989974937343359,0.5833458678418355]",relu,QjUzW,0.00028742230340258145,adam,200,159,0.04359221876981,0.2363872166425003
0.15,0.6809483944109249,183,0.7,5,30,"[0.599498746867168,0.6809483944109249]",relu,emryY,0.005313944347634439,adam,200,114,0.03018376408269853,0.2983646078800592
0.15,0.6826415161899032,178,0.7,5,33,"[0.5709273182957394,0.6826415161899032]",relu,bcfQj,0.009712540828605908,adam,200,126,0.0068183548224115716,0.27871697298538994
0.15,0.6669422574495979,198,0.7,5,36,"[0.5543859649122808,0.6669422574495979]",relu,OYU3F,0.012760918369782229,adam,200,142,0.011262250543793574,0.3145502713171118
0.15,0.5752872870286235,191,0.7,5,31,"[0.6305764411027569,0.5752872870286235]",relu,Q2UgK,0.0023070608970267212,SGD,200,119,0.003642869106849171,0.31679132604874716
0.15,0.6904533501013013,173,0.7,5,38,"[0.5644110275689223,0.6904533501013013]",tanh,TSMa2,0.007240409362721656,adam,200,131,0.014750121197595976,0.32767302207157867
0.15,0.6612232855630034,198,0.7,5,13,"[0.5293233082706766,0.6612232855630034]",relu,v1mR4,0.0016682345023802047,adam,200,136,0.024405536632829197,0.27134419593898274
0.15,0.6933755813485339,177,0.7,5,32,"[0.5674185463659148,0.6933755813485339]",relu,Qo84E,0.003424647977701546,adam,200,145,0.03582039495154478,0.2968785082233157
0.15,0.6638349644851192,165,0.7,5,32,"[0.5203007518796993,0.6638349644851192]",relu,ygva5,0.00109835066364564,adam,200,123,0.00015592056346707588,0.32519911589672457
0.15,0.7284632675350544,188,0.7,5,37,"[0.5609022556390978,0.7284632675350544]",relu,dZlLy,0.014846783962183262,adam,200,114,0.009181408630500893,0.3087925488953859
0.15,0.7350309549906276,185,0.7,5,40,"[0.5348370927318296,0.7350309549906276]",relu,fHzal,0.004327159669736303,adam,200,128,0.006754774495335932,0.3169112308192871
0.15,0.6727076902670642,199,0.7,5,35,"[0.5924812030075188,0.6727076902670642]",relu,v0DlR,0.005611580663365615,adam,200,149,0.017463420197547624,0.3344328905153057
0.15,0.7397729618163054,172,0.7,5,34,"[0.5639097744360904,0.7397729618163054]",relu,LtLnj,0.02263598249679171,adam,200,154,0.003461213985780316,0.33181653672094413
0.15,0.7216621195301546,181,0.7,5,31,"[0.5964912280701754,0.7216621195301546]",relu,wUX4f,0.010112697400091821,adam,200,117,0.011883457504872795,0.28293296125387446
0.15,0.772888027005674,168,0.7,5,15,"[0.5268170426065162,0.772888027005674]",relu,tGYet,0.014026032972916193,adam,200,122,0.00179645032016948,0.30447096289188064
0.15,0.6843307844912516,169,0.7,5,14,"[0.5508771929824562,0.6843307844912516]",tanh,ZbQQH,0.018739068029547286,SGD,200,138,0.0015663516305439394,0.3211382408632676
0.15,0.6893542277614859,166,0.7,5,15,"[0.523809523809524,0.6893542277614859]",relu,Lckco,0.0075252107774160205,adam,200,111,0.005188574578186181,0.33960480375688
0.15,0.700028247466328,175,0.7,5,13,"[0.48471177944862165,0.700028247466328]",relu,XuCR6,0.024944348618306307,adam,200,134,7.361389100451056e-05,0.3293585921582215
0.15,0.7573180057279322,162,0.7,5,16,"[0.6027568922305764,0.7573180057279322]",relu,VM9lw,0.01615246636590017,adam,200,118,0.0070295779585846044,0.3460109742596211
0.15,0.6313261359643945,171,0.7,5,11,"[0.5,0.6313261359643945]",relu,cUhZZ,0.000822838417851463,adam,200,165,0.0665767442320544,0.3391656558973621
0.15,0.6901307189542484,164,0.7,5,14,"[0.5894736842105264,0.6901307189542484]",relu,HrFo4,0.009450358177167998,adam,200,127,0.0018112469961130168,0.3222787820870504
0.15,0.6616929271708684,169,0.7,10,12,"[0.5203007518796993,0.6616929271708684]",relu,vri6y,0.002666367218764748,adam,200,107,0.00983203571054146,0.3083060949363655
0.15,0.7155368814192344,177,0.7,5,15,"[0.5283208020050125,0.7155368814192344]",relu,PkTJX,0.005380600010970761,adam,200,115,0.0003249478829408848,0.349024603688812
0.15,0.679511878730145,172,0.7,70,16,"[0.5172932330827068,0.679511878730145]",tanh,b3gvY,0.006775481612530345,adam,200,142,0.0037170604262259763,0.32951291086979023
0.15,0.7258528695569136,159,0.7,5,17,"[0.5162907268170426,0.7258528695569136]",relu,rTP67,0.012981556386583652,adam,200,172,0.00566111636054926,0.3045189772648038
0.15,0.7275284769865645,167,0.7,10,12,"[0.5869674185463659,0.7275284769865645]",relu,dwOEo,0.02200700150348869,adam,200,122,0.008571850667474321,0.3366004372181203
0.15,0.6041007903270109,166,0.7,5,15,"[0.6320802005012531,0.6041007903270109]",relu,dZYm9,0.003591375365768672,SGD,200,132,0.0014510302313097284,0.3532835248306228
0.15,0.7179447682413047,158,0.7,10,13,"[0.5328320802005013,0.7179447682413047]",relu,o8Ckl,0.004724668115164415,adam,200,111,1.548779962467204e-05,0.3154397498049408
0.15,0.6416727716727717,174,0.7,5,18,"[0.5869674185463658,0.6416727716727717]",relu,hOVGr,0.014575152555022305,adam,200,11,0.013777906856000482,0.3458975856397852
0.15,0.6283045897171284,181,0.7,70,10,"[0.6290726817042607,0.6283045897171284]",relu,uRuAZ,8.539177236545357e-06,adam,200,161,0.00017005276888630572,0.32445025105764125
0.15,0.6866625718591444,163,0.7,5,17,"[0.5338345864661653,0.6866625718591444]",relu,tiL3F,0.0017157889377524204,adam,200,105,0.02244736199491083,0.35528263883415345
0.15,0.7026098564425771,154,0.7,10,15,"[0.46115288220551376,0.7026098564425771]",relu,BHSfn,0.03796480447550783,adam,200,125,0.00010280176134242727,0.33349066097463526
0.15,0.6595242206731178,176,0.7,5,11,"[0.5353383458646616,0.6595242206731178]",tanh,OgREl,0.008255603323774612,adam,200,147,0.01577925998242066,0.3432773030879184
0.15,0.6873817681118922,169,0.7,5,13,"[0.5989974937343358,0.6873817681118922]",relu,eQSLD,0.01875221690649129,adam,200,130,0.02017111179592796,0.2998595343108422
0.15,0.7086584863365049,157,0.7,10,14,"[0.524812030075188,0.7086584863365049]",relu,jJXxh,0.0022376465322466467,adam,200,136,0.005635161607149773,0.31710543144296105
0.15,0.6578345121039619,164,0.7,70,17,"[0.6205513784461154,0.6578345121039619]",relu,e6CcY,0.0005459489591900756,adam,200,118,0.03185343524061505,0.3558070280362058
0.15,0.7009309322965477,160,0.7,10,18,"[0.5548872180451128,0.7009309322965477]",relu,pAH26,0.010189463484252216,adam,200,114,0.002915686996218126,0.33860495210153824
0.15,0.6140527089709172,181,0.7,5,16,"[0.6280701754385964,0.6140527089709172]",relu,ALUcV,0.0037202402055111334,SGD,200,152,0.010562022514825686,0.3626235365222649
0.15,0.7015034884692513,151,0.7,5,12,"[0.5283208020050125,0.7015034884692513]",relu,XNepp,0.006199465585354463,adam,200,143,0.02848261512403287,0.34730964600652986
0.15,0.6354858529950442,156,0.7,10,19,"[0.606015037593985,0.6354858529950442]",relu,HwVBJ,8.097951776467023e-05,adam,200,122,0.00857102212374889,0.3340181992968779
0.15,0.7513690168680917,168,0.7,5,10,"[0.5403508771929824,0.7513690168680917]",relu,EoKLi,0.0012536526111902337,adam,200,110,0.006950395143227591,0.3258424774391613
0.15,0.6798535637425853,176,0.7,70,19,"[0.5132832080200501,0.6798535637425853]",relu,BVi6U,0.028373018576073144,adam,200,133,0.00011296132464376756,0.31337434676574044
0.15,0.6028409284606527,172,0.7,10,16,"[0.5,0.6028409284606527]",relu,gkEJj,0.014235754107727757,adam,200,101,0.0841488824070134,0.36047856243600596
0.15,0.719306360532086,153,0.7,5,14,"[0.569423558897243,0.719306360532086]",tanh,KkGQr,0.010043498500567863,adam,200,127,0.012679840671465867,0.2962769219244473
0.15,0.6874294783007775,160,0.7,5,11,"[0.5052631578947369,0.6874294783007775]",relu,Ba0Ky,0.004490055086962366,adam,200,138,6.150443750570916e-05,0.34883335308398183
0.15,0.7147855522100878,162,0.7,10,15,"[0.5513784461152882,0.7147855522100878]",relu,HmR7y,0.03727153209348032,adam,200,118,0.004174570763822572,0.30501338719855225
0.15,0.7243906756317524,179,0.7,5,17,"[0.5368421052631579,0.7243906756317524]",relu,uZ81a,0.02252303026598413,adam,200,107,0.0020589557318810466,0.325639790629203
0.15,0.7053196428221403,167,0.7,70,20,"[0.543859649122807,0.7053196428221403]",relu,bbNPE,0.007433520679151342,adam,200,157,0.018478807845041287,0.3665751581724827
0.15,0.6540803535490443,156,0.7,10,12,"[0.5228070175438597,0.6540803535490443]",relu,fjy2z,0.003506165188651552,adam,200,121,0.025797802870246106,0.34003682927264767
0.15,0.6577834475208526,150,0.7,5,18,"[0.5839598997493735,0.6577834475208526]",relu,DDUaD,0.01747737346102347,SGD,200,130,0.011045544406691941,0.3544521752934179
0.15,0.7046177637721756,184,0.7,5,14,"[0.5634085213032582,0.7046177637721756]",tanh,pbikJ,0.0028293044378961516,adam,200,102,0.007414796729347014,0.319620062770561
0.15,0.7043280352258681,164,0.7,10,15,"[0.5293233082706768,0.7043280352258681]",relu,DMnZp,0.006119356452868792,adam,200,124,0.004766982234314962,0.3320603815144779
0.15,0.684598520691615,171,0.7,5,20,"[0.5959899749373434,0.684598520691615]",relu,bfPIn,0.012515335698285944,adam,200,113,0.014470541455136668,0.37182612235614676
0.15,0.6435454793422093,153,0.7,10,17,"[0.5523809523809524,0.6435454793422093]",relu,HEnEx,0.025049678401455173,adam,200,94,0.00968444093360486,0.3426346179206948
0.15,0.6767026367978206,148,0.7,70,13,"[0.5979949874686717,0.6767026367978206]",relu,CSGu2,0.00016485910784464072,adam,200,150,0.002909172150736012,0.35784557171712517
0.15,0.6559202846991093,159,0.7,5,10,"[0.5523809523809524,0.6559202846991093]",relu,EBd4H,0.0020559253943345924,adam,200,145,0.017099263420328397,0.3654924638293761
0.15,0.6356638531414729,174,0.7,5,21,"[0.5468671679197995,0.6356638531414729]",relu,YG8Gq,0.008223140902221563,adam,200,116,0.038241312702372306,0.33078514829069816
0.15,0.6879967214158391,163,0.7,10,16,"[0.6140350877192983,0.6879967214158391]",relu,CnOO2,0.004766984261306414,adam,200,137,0.0054198709959374786,0.30835936172338857
0.15,0.6423199589586568,152,0.7,5,18,"[0.6293233082706766,0.6423199589586568]",relu,eNJs7,0.04786727600434202,adam,200,141,0.012511492512482587,0.35465828947006117
0.15,0.6826953672093838,178,0.7,70,19,"[0.5533834586466165,0.6826953672093838]",tanh,c3XNM,0.012090950603773208,adam,200,109,0.008019523688174528,0.34919181848512315
0.15,0.6495141044028175,167,0.7,10,13,"[0.6328320802005013,0.6495141044028175]",relu,FdTC6,0.001394978589760554,SGD,200,104,0.033798001682317856,0.31327868049054935
0.15,0.744293877535435,147,0.7,5,21,"[0.6012531328320803,0.744293877535435]",relu,DkcWv,0.03353515696845947,adam,200,175,0.002672920978857717,0.343097333355484
0.15,0.7274741245471796,156,0.7,100,16,"[0.5654135338345865,0.7274741245471796]",relu,Hqhdf,0.0027961364484823887,adam,200,127,0.0202064822477884,0.3709188085304148
0.15,0.712023554143657,185,0.7,50,14,"[0.555889724310777,0.712023554143657]",relu,elvot,0.00039712587705537084,adam,200,134,0.006457489953267838,0.2936175761598107
0.15,0.6867159762478193,172,0.7,5,19,"[0.5929824561403509,0.6867159762478193]",relu,EBlDQ,0.01743418887108963,adam,200,119,0.01507866207038363,0.36138950629632177
0.15,0.6674841962078086,143,0.7,10,10,"[0.5523809523809524,0.6674841962078086]",relu,h6pdS,0.0009636343913534581,adam,200,113,0.010288030394175243,0.31964045368691923
0.15,0.6679623307656396,159,0.7,50,11,"[0.6165413533834586,0.6679623307656396]",relu,deK11,0.009726193310300987,adam,200,98,0.004235787967183353,0.3753444279112286
0.15,0.6846924250788374,151,0.7,5,17,"[0.5112781954887218,0.6846924250788374]",relu,mvXcu,0.005891202041035651,adam,200,125,0.00014495789237858794,0.33435370947725
0.15,0.707680710188934,165,0.7,50,12,"[0.49624060150375937,0.707680710188934]",tanh,JrqxO,0.007520178912085938,adam,200,140,0.0017302264557864542,0.3487346463806181
0.15,0.6789434748258277,148,0.7,70,22,"[0.5488721804511278,0.6789434748258277]",relu,gfCCj,0.026119467401263183,adam,200,131,6.724487235311091e-05,0.38212639474856924
0.15,0.66855895536701,155,0.7,50,20,"[0.5614035087719299,0.66855895536701]",relu,Bd6WK,0.0006705775648534052,adam,200,168,0.009032873325697296,0.32696073024915506
0.15,0.6601842554067721,169,0.7,10,15,"[0.6496240601503759,0.6601842554067721]",relu,NbIjn,0.05298737277240033,adam,200,154,0.013041829207797404,0.36432492786027826
0.15,0.6434141742585029,161,0.7,5,18,"[0.593984962406015,0.6434141742585029]",relu,LbipZ,0.014221945854453372,SGD,200,122,0.0070104829245856955,0.3368685874376088
0.15,0.6737187673652457,182,0.7,50,13,"[0.5438596491228069,0.6737187673652457]",relu,urpS9,0.003873169274395484,adam,200,108,0.0001015984733718344,0.3547822680965299
0.15,0.6312232790365356,144,0.7,100,16,"[0.5035087719298246,0.6312232790365356]",relu,dOgY5,0.07135948655063772,adam,200,116,0.07133689576286127,0.37371272655712484
0.15,0.6253043180374837,179,0.7,50,20,"[0.5573934837092732,0.6253043180374837]",relu,sTGDy,0.020066504211276346,adam,200,129,0.005262317689797882,0.3438136475595158
0.15,0.70200778360318,174,0.7,5,14,"[0.5403508771929826,0.70200778360318]",relu,KfXDb,0.005052646721954268,adam,200,102,0.016604014906944155,0.3200756179870713
0.15,0.6580176623390758,157,0.7,10,18,"[0.6125313283208019,0.6580176623390758]",tanh,if2gS,4.902885586480942e-05,adam,200,92,0.011434460698312363,0.30194265142186666
0.15,0.705681394573335,187,0.7,5,30,"[0.5684210526315789,0.705681394573335]",relu,VCp0H,0.01126567048697664,adam,200,122,0.003614056767039502,0.2854078008697152
0.15,0.7076276541461801,188,0.7,5,29,"[0.5553884711779448,0.7076276541461801]",relu,pv5W2,0.010505333338124312,adam,200,119,0.0027588748476494057,0.27139506684722164
0.15,0.6843419302055297,150,0.7,5,12,"[0.524310776942356,0.6843419302055297]",relu,w1XdW,0.013388768879567251,adam,200,122,0.0037641684059990265,0.2668985032427613
0.15,0.6868924333126194,196,0.7,5,32,"[0.5674185463659149,0.6868924333126194]",relu,zU2VO,0.007553731618555748,adam,200,125,0.004719191821203998,0.2858200900785617
0.15,0.6836738625068796,146,0.7,5,28,"[0.5095238095238097,0.6836738625068796]",relu,DkqVZ,0.013369255711986248,adam,200,113,1.4658385195937072e-05,0.26406894808821596
0.15,0.7360304660831944,199,0.7,5,41,"[0.5157894736842106,0.7360304660831944]",relu,iOsqG,0.017488158260046297,adam,200,116,0.0020725831659366496,0.29245926256241656
0.15,0.6905961736921489,192,0.7,5,34,"[0.5764411027568922,0.6905961736921489]",relu,ijSPM,0.009091036373310732,adam,200,119,0.006107186002802971,0.27813128844276674
0.15,0.6966756986885664,192,0.7,5,31,"[0.5137844611528822,0.6966756986885664]",relu,D6WQ4,0.011153127893674808,adam,200,126,0.008697225729303872,0.28206068999871026
0.15,0.6775509161998132,164,0.7,5,43,"[0.5874686716791981,0.6775509161998132]",relu,g5Cv8,0.0206392789395012,adam,200,112,0.0023392672637014625,0.299615105849099
0.15,0.6642038779074383,153,0.7,5,16,"[0.5092731829573935,0.6642038779074383]",relu,DgdjB,0.015276323719551335,adam,200,130,3.8780334870145046e-05,0.2921219498850483
0.15,0.7213174870150489,185,0.7,5,22,"[0.5523809523809524,0.7213174870150489]",relu,ztsDF,0.007800864191051387,adam,200,122,0.006894588506144247,0.2530743496882226
0.15,0.6897232169382905,159,0.7,5,15,"[0.531829573934837,0.6897232169382905]",relu,UKc9A,0.005954771561367887,adam,200,117,0.002020672372898425,0.2893230085088164
0.15,0.6821022059850333,140,0.7,5,11,"[0.5614035087719299,0.6821022059850333]",relu,pu2xO,0.027091714365854235,adam,200,134,0.004884472086602041,0.26138914372101424
0.15,0.709935424491667,155,0.7,5,37,"[0.5614035087719299,0.709935424491667]",relu,Ute9j,0.009660166609593445,adam,200,109,0.007345034918762803,0.30974738794437034
0.15,0.7223393732492998,168,0.7,5,17,"[0.5754385964912281,0.7223393732492998]",relu,KgClf,0.012595158086345159,adam,200,126,0.0031403492562420794,0.30316142805333984
0.15,0.6851956813542328,149,0.7,5,24,"[0.5343358395989976,0.6851956813542328]",relu,MKGTJ,0.00660324145194643,adam,200,120,0.009617209954004342,0.3125829432377696
0.15,0.64124956232493,190,0.7,5,23,"[0.5639097744360902,0.64124956232493]",relu,d81ke,0.01907687008418453,adam,200,129,0.004587337080352893,0.24508071153439057
0.15,0.7072425613602085,143,0.7,5,29,"[0.5288220551378446,0.7072425613602085]",relu,aG2rn,0.009009804309859893,adam,200,113,6.10853627674734e-05,0.2777372869119025
0.15,0.6795207311346765,177,0.7,5,14,"[0.5619047619047619,0.6795207311346765]",relu,UeicD,0.004907713390633895,adam,200,106,2.1128287109124417e-05,0.3258660491859926
0.15,0.7275474037785413,162,0.7,5,19,"[0.49448621553884714,0.7275474037785413]",relu,dLr1e,0.03466565522204767,adam,200,133,0.007702047158418723,0.2959015382296766
0.15,0.7246568627450981,153,0.7,5,21,"[0.5463659147869675,0.7246568627450981]",relu,eytqL,0.01585373163792394,adam,200,124,0.005944892734254734,0.30457382112369813
0.15,0.6845397713741367,182,0.7,5,39,"[0.5268170426065163,0.6845397713741367]",relu,mRiwJ,0.006672291732816595,adam,200,111,0.003700614682038409,0.31250030887035757
0.15,0.7372695005033743,140,0.7,5,33,"[0.5218045112781956,0.7372695005033743]",relu,kOehQ,0.012316204547494044,adam,200,116,0.001909358469663026,0.3231074975379652
0.15,0.7446181063518524,147,0.7,5,17,"[0.537844611528822,0.7446181063518524]",relu,W3pC8,0.024797720316876024,adam,200,121,4.552792006204658e-05,0.27454557285741593
0.15,0.6579121477743269,172,0.7,5,12,"[0.5759398496240602,0.6579121477743269]",relu,UleY1,0.017965857296764358,adam,200,136,0.009139713121201336,0.3360825922553665
0.15,0.6890657828177685,166,0.7,5,26,"[0.5659147869674186,0.6890657828177685]",relu,YSyVe,0.0106113618658586,adam,200,128,4.5562326307237166e-05,0.3168313360291799
0.15,0.7110664883362252,159,0.7,5,30,"[0.5568922305764412,0.7110664883362252]",relu,OpmvT,0.004134908970564227,adam,200,106,0.005717802160943954,0.28483719302000604
0.15,0.7032164048682985,138,0.7,5,28,"[0.5388471177944864,0.7032164048682985]",relu,sXjUx,0.005766893431209729,adam,200,115,0.011267533383337077,0.3296132136943216
0.15,0.6999427305114077,150,0.7,5,35,"[0.5473684210526316,0.6999427305114077]",relu,QEIAi,0.008548938117428797,adam,200,131,0.008123178389929354,0.3429637492834683
0.15,0.6601147390621075,194,0.7,5,13,"[0.53734335839599,0.6601147390621075]",relu,jxoaX,0.023920377653632002,adam,200,124,0.0035877863739446417,0.29072338966180106
0.15,0.7345150145430491,156,0.7,5,19,"[0.544360902255639,0.7345150145430491]",relu,Rmsx0,0.014043859975035315,adam,200,119,0.0019413269002033467,0.30250528612758865
0.15,0.6810456011540273,145,0.7,5,15,"[0.5365914786967418,0.6810456011540273]",relu,deNTc,0.03403017781461814,adam,200,110,0.010241739723088809,0.32068487445160826
0.15,0.7405594133554567,163,0.7,5,41,"[0.5333333333333334,0.7405594133554567]",relu,ru6cs,0.0034880999771352904,adam,200,104,0.006200199513003616,0.23191128058169747
0.15,0.7099388096443328,142,0.7,5,31,"[0.506265664160401,0.7099388096443328]",relu,C1wj1,0.008326149146068537,adam,200,139,0.004566791761475591,0.3476951580394377
0.15,0.6803963144736545,170,0.7,5,36,"[0.6190476190476192,0.6803963144736545]",relu,SLgEK,0.020597781326795725,adam,200,127,0.012047822829233024,0.33732290823374306
0.15,0.7125636867432533,199,0.7,5,21,"[0.5273182957393483,0.7125636867432533]",relu,x0soa,0.006538148558587308,adam,200,116,2.4644178640844986e-05,0.354245858794304
0.15,0.7142320355942647,200,0.7,5,10,"[0.54937343358396,0.7142320355942647]",relu,ep5Xt,0.004949194181399886,adam,200,122,0.008771605695784848,0.2675103341898761
0.15,0.6870941751527296,175,0.7,5,22,"[0.5724310776942356,0.6870941751527296]",relu,S3Vfp,0.011230924554172789,adam,200,132,0.007190049367413222,0.32786672193178207
0.15,0.7134129634886333,180,0.7,5,16,"[0.6285714285714287,0.7134129634886333]",relu,DCHQd,0.04179937524057274,adam,200,109,0.0035990887388254855,0.30895531708873214
0.15,0.7226676632191339,153,0.7,5,24,"[0.6385964912280702,0.7226676632191339]",relu,OCQVK,0.02859946022302166,adam,200,135,0.013491776579401977,0.3460735366002383
0.15,0.696558659778474,159,0.7,5,20,"[0.5684210526315789,0.696558659778474]",relu,aJOgE,0.016112642574357815,adam,200,114,0.001840451764523807,0.3620008476687837
0.15,0.6589531890002963,166,0.7,5,14,"[0.537844611528822,0.6589531890002963]",relu,fzbJf,0.007777437984131324,adam,200,125,0.010537333880301645,0.33179931828358983
0.15,0.7157644429229182,135,0.7,5,26,"[0.5583959899749373,0.7157644429229182]",relu,ILBhi,0.0031599662305398252,adam,200,119,3.6283139094237665e-05,0.31684938456272793
0.15,0.7128187455819035,146,0.7,5,18,"[0.5508771929824562,0.7128187455819035]",relu,OSKvJ,0.004532956873854799,adam,200,137,0.005188817021902931,0.35172743911233545
0.15,0.7618620557357664,162,0.7,50,28,"[0.5669172932330826,0.7618620557357664]",relu,ZrNth,0.0124760815395369,adam,200,129,0.0019642247425731966,0.3587141733140958
0.15,0.7350807005494506,161,0.7,50,25,"[0.543859649122807,0.7350807005494506]",relu,ta4QC,0.017960323139865054,adam,200,145,0.001589070845355734,0.36804363312190574
0.15,0.7373833055489403,173,0.7,50,27,"[0.5172932330827067,0.7373833055489403]",relu,nPOqR,0.010349056049774768,adam,200,141,0.00010039811127663848,0.36018399407568774
0.15,0.6018014728638007,165,0.7,50,24,"[0.5428571428571429,0.6018014728638007]",relu,nNNFI,0.023857439433472856,adam,200,149,0.007258603471211791,0.3777590137126367
0.15,0.6436320899817416,156,0.7,50,22,"[0.5243107769423558,0.6436320899817416]",relu,TE6BD,0.005782065444974358,adam,200,142,0.002257324432188334,0.36350639937858004
0.15,0.5861722214598402,171,0.7,50,23,"[0.5,0.5861722214598402]",relu,HJdPf,0.013881884015627325,adam,200,130,0.05549923583197391,0.37224025202239286
0.15,0.6783193277310924,167,0.7,50,25,"[0.5443609022556392,0.6783193277310924]",relu,W5G6d,0.0026744745179833156,adam,200,146,0.00567289927478404,0.38440793163146314
0.15,0.7502698888972348,163,0.7,50,26,"[0.5694235588972432,0.7502698888972348]",relu,gAyvK,0.03536553333311719,adam,200,134,0.008804141217411283,0.3669098179713444
0.15,0.7126248832866481,170,0.7,50,23,"[0.4897243107769424,0.7126248832866481]",relu,fF3LT,0.003900015934466955,adam,200,138,0.0018556309778048098,0.35581300843388997
