batch_size,epochs,regularization,reward,layer_2,activation,intermediate,layer_1,test_frac,trialJobId,train_frac,dropout,learning_rate,optimizer,preweight
10,200,0.023552736119036362,0.9948946634279723,97,relu,"[0.9744047619047619,0.9948946634279723]",90,0.15,AH5FT,0.7,0.347289528357918,0.020759851726111243,adam,34
10,200,0.043969957676490715,0.9921740453379504,87,relu,"[0.9776785714285715,0.9921740453379504]",108,0.15,cyUOE,0.7,0.3613635340939194,0.005906128779017079,adam,37
50,200,0.04767542863336256,0.991592946948024,81,elu,"[0.976190476190476,0.991592946948024]",54,0.15,zQrJh,0.7,0.3788606444420249,0.007910024125250686,adam,22
30,200,0.021250590702771494,0.9858685388685389,38,relu,"[0.9845238095238095,0.9858685388685389]",113,0.15,uHlfu,0.7,0.39849711149111117,0.0014081997505388385,adam,27
10,200,0.039452711982073126,0.9884923523415905,64,relu,"[0.98125,0.9884923523415905]",68,0.15,LJqoa,0.7,0.3150013410962831,0.003030981334107525,adam,30
100,200,0.0310130774497929,0.9957501444696778,73,elu,"[0.9845238095238095,0.9957501444696778]",75,0.15,r5IYk,0.7,0.34051314687647516,0.015384905145291141,adam,25
30,200,0.05671450269712157,0.9966786698143425,67,relu,"[0.9782738095238095,0.9966786698143425]",96,0.15,BaAH8,0.7,0.300738731540601,0.03053268881957209,adam,42
70,200,0.025114141569621693,0.9960716866580068,55,relu,"[0.9755952380952382,0.9960716866580068]",122,0.15,CIIwz,0.7,0.3298693708529788,0.046339865366563794,adam,20
50,200,0.02734396866291184,0.9519147772227582,115,tanh,"[0.9505952380952379,0.9519147772227582]",103,0.15,Tnk9j,0.7,0.09325305743529344,0.004883355776164254,SGD,24
10,200,0.04099776708798586,0.9878449573186415,93,elu,"[0.9761904761904763,0.9878449573186415]",87,0.15,fYCh0,0.7,0.31992348953155314,0.009459050123074053,adam,32
30,200,0.03345570800148726,0.9920495423329623,77,relu,"[0.9791666666666667,0.9920495423329623]",80,0.15,KbF7U,0.7,0.37403663061755865,0.02470687883641294,adam,49
10,200,0.015557102515074877,0.9884843861960567,120,relu,"[0.9839285714285715,0.9884843861960567]",106,0.15,iTaWU,0.7,0.36330243612314256,0.0036855281105782783,adam,26
50,200,0.029388249869267788,0.9846102079969358,69,elu,"[0.9818452380952382,0.9846102079969358]",116,0.15,prsuW,0.7,0.0664412473352647,0.012313484137362708,adam,22
30,200,0.03664842450291793,0.9917862982609755,63,relu,"[0.9830357142857142,0.9917862982609755]",98,0.15,laLxa,0.7,0.38326659679237485,0.01766714848519821,adam,45
100,200,0.022492969374057637,0.9856805618621116,110,relu,"[0.9833333333333334,0.9856805618621116]",72,0.15,NDGDr,0.7,0.08429191164149161,0.007708654703924557,adam,18
10,200,0.013114825209832594,0.9818876865981119,104,elu,"[0.9839285714285715,0.9818876865981119]",93,0.15,hjWnq,0.7,0.3350284490215766,0.0010463810405888186,adam,41
30,200,0.03476675846605672,0.9918853695324283,100,relu,"[0.9845238095238095,0.9918853695324283]",83,0.15,YH6ZZ,0.7,0.12134696837763702,0.12017892335994687,SGD,15
70,200,0.04603268192012197,0.9951998335069424,86,relu,"[0.9758928571428571,0.9951998335069424]",126,0.15,ZVIac,0.7,0.34882112796976356,0.06881192085157131,adam,38
50,200,0.019770000943548104,0.9821933990672719,74,tanh,"[0.9848214285714286,0.9821933990672719]",110,0.15,SdCm8,0.7,0.09838161276491901,0.0017737856457822802,adam,29
30,200,0.04268129090804411,0.991164637208324,89,elu,"[0.981547619047619,0.991164637208324]",61,0.15,FB9Tx,0.7,0.3908887065855307,0.0027228366714540683,adam,23
10,200,0.03127622207443273,0.9902201094518104,45,relu,"[0.9818452380952382,0.9902201094518104]",90,0.15,MpoE3,0.7,0.10890084743757973,0.005056931793334296,adam,33
50,200,0.02832652345730947,0.9837574974984035,97,relu,"[0.9738095238095239,0.9837574974984035]",78,0.15,r4H2w,0.7,0.1306116977288878,0.036201845895056976,adam,28
30,200,0.04892298460459696,0.9910670124837209,80,elu,"[0.9782738095238095,0.9910670124837209]",65,0.15,jpiQQ,0.7,0.35746539861291265,0.006141033382272581,adam,21
10,200,0.024382756774734133,0.9894987561738778,58,relu,"[0.9791666666666666,0.9894987561738778]",102,0.15,vWKfA,0.7,0.3992373092503093,0.011930133148333666,adam,19
30,200,0.038277522913226655,0.9902459369619205,125,relu,"[0.9741071428571428,0.9902459369619205]",119,0.15,YwYWL,0.7,0.36834292403481916,0.018626421448523632,adam,47
100,200,0.018625201055424992,0.77239984989211,49,elu,"[0.7770833333333333,0.77239984989211]",75,0.15,MGmVU,0.7,0.2937222073158727,0.000566160945852256,SGD,43
10,200,0.026269015445197014,0.9924875499032803,25,relu,"[0.98125,0.9924875499032803]",132,0.15,E9MDW,0.7,0.3128884785036655,0.0013028625773018828,adam,26
70,200,0.02221705915031058,0.9922760834670946,82,relu,"[0.9866071428571429,0.9922760834670946]",87,0.15,xxI8x,0.7,0.13588146783635435,0.002301672841229242,adam,25
50,200,0.03405651177591775,0.9871143375680582,70,elu,"[0.9806547619047619,0.9871143375680582]",94,0.15,vFL35,0.7,0.05936285131193929,0.003818234052462284,adam,36
30,200,0.01618372745403293,0.991125952719347,62,tanh,"[0.9848214285714286,0.991125952719347]",69,0.15,Y0xfH,0.7,0.14648166360332487,0.025858798250949205,adam,17
10,200,0.03216474308535688,0.9948845682416307,75,relu,"[0.9636904761904763,0.9948845682416307]",82,0.15,BG9TY,0.7,0.07624428710570325,0.05276725132643041,adam,30
50,200,0.040707739979092245,0.9893526897327106,107,relu,"[0.9764880952380952,0.9893526897327106]",56,0.15,pqqGT,0.7,0.10186124046231144,0.09600045974706936,adam,20
30,200,0.02853210052122642,0.9954389592827726,92,elu,"[0.9824404761904763,0.9954389592827726]",100,0.15,mX6lB,0.7,0.11767822745273043,0.010108443268806952,adam,12
10,200,0.03792244839218774,0.9938280143222018,112,relu,"[0.9836309523809523,0.9938280143222018]",106,0.15,jvnzu,0.7,0.3797252006195575,0.007276412203904477,adam,14
100,200,0.05052015658925649,0.45866624905504355,41,relu,"[0.5300595238095238,0.45866624905504355]",114,0.15,A6Tuh,0.7,0.06930866242241057,0.00032332644894447147,SGD,22
30,200,0.025022610438468644,0.9899324659839139,100,elu,"[0.9818452380952379,0.9899324659839139]",90,0.15,UIYYE,0.7,0.09282511166362452,0.013494589613729468,adam,31
10,200,0.035861506544617304,0.9636730268928411,53,relu,"[0.9672619047619048,0.9636730268928411]",98,0.15,RptML,0.7,0.32405031183887617,1.3635261274404061e-05,adam,27
50,200,0.030457435903357987,0.996551381837423,117,relu,"[0.9880952380952381,0.996551381837423]",79,0.15,E9rHJ,0.7,0.1260557984325213,0.005069724978489541,adam,39
70,200,0.01727440290529914,0.9859148277235622,86,tanh,"[0.9776785714285714,0.9859148277235622]",84,0.15,eGvwj,0.7,0.33690580643756873,0.030680798236621155,adam,24
30,200,0.02077528426723209,0.9880051945967064,35,elu,"[0.980952380952381,0.9880051945967064]",124,0.15,Qtzr2,0.7,0.35241357094530135,0.003222687381771127,adam,32
10,200,0.04569229121309139,0.994196484390858,78,relu,"[0.9809523809523808,0.994196484390858]",110,0.15,qqFJE,0.7,0.342383968229663,0.0008064364925179149,adam,16
50,200,0.004198256320239756,0.9953454805407865,68,relu,"[0.9782738095238097,0.9953454805407865]",51,0.15,ZU1pB,0.7,0.36777581174778784,0.0019080844779226233,adam,35
30,200,0.03258925748517093,0.991301548518536,58,elu,"[0.980357142857143,0.991301548518536]",63,0.15,XgJJF,0.7,0.11198094282308375,0.017787938173600658,adam,18
10,200,0.013653884093425677,0.9763591104689324,128,relu,"[0.9842261904761905,0.9763591104689324]",72,0.15,Dq4J0,0.7,0.08486119589871821,0.039428767367109464,SGD,20
100,200,0.026643952125193788,0.9876140647245064,89,relu,"[0.9854166666666666,0.9876140647245064]",94,0.15,P8m6O,0.7,0.1468903716729852,0.009526130659716234,adam,34
30,200,0.023034682352076338,0.9950507246376812,96,elu,"[0.9854166666666668,0.9950507246376812]",129,0.15,fDtzD,0.7,0.02955124803639414,0.008091177847227066,adam,37
10,200,0.04007193875623784,0.9893429795356774,83,relu,"[0.9738095238095237,0.9893429795356774]",104,0.15,Y5XJH,0.7,0.29778858557501686,0.005761680278062084,adam,44
50,200,0.04250413079118745,0.9850655560938655,66,relu,"[0.9779761904761906,0.9850655560938655]",119,0.15,K89N9,0.7,0.3932390768216935,0.021612444807586305,adam,23
70,200,0.010385682723381612,0.9944576592149772,104,elu,"[0.9755952380952382,0.9944576592149772]",67,0.15,USsrE,0.7,0.3101770086100508,0.060813660864144664,adam,28
30,200,0.029541947134947073,0.9885257280222955,71,tanh,"[0.975595238095238,0.9885257280222955]",142,0.15,PpOih,0.7,0.15751103018781834,0.004138408334563688,adam,21
10,200,0.0359806551914154,0.9682130086908884,132,relu,"[0.730952380952381,0.9682130086908884]",80,0.15,fd9Lb,0.7,0.13700098184853945,0.17531806243440384,adam,11
50,200,0.05259931449639023,0.9946108580360763,140,relu,"[0.9788690476190475,0.9946108580360763]",75,0.15,NdHQe,0.7,0.04556088294821753,0.0024551992689959344,adam,48
30,200,0.027679292536412537,0.9349424127871055,150,elu,"[0.9413690476190476,0.9349424127871055]",59,0.15,bwneN,0.7,0.38408146610386124,0.001336293419467743,SGD,42
10,200,0.033673583036515325,0.9870286477229179,74,relu,"[0.9660714285714287,0.9870286477229179]",88,0.15,NHxIg,0.7,0.10384533763666007,0.01332824850141528,adam,46
100,200,0.020357111306442313,0.9801172846648223,94,relu,"[0.9848214285714286,0.9801172846648223]",97,0.15,ZrLSJ,0.7,0.34538028609061544,0.00318796333226125,adam,15
30,200,0.02335950074401209,0.9929122346212825,61,elu,"[0.9836309523809523,0.9929122346212825]",115,0.15,AxAiW,0.7,0.3744091810671607,0.006919084114185989,adam,25
10,200,0.04418901492431271,0.9916648938056236,79,relu,"[0.9821428571428571,0.9916648938056236]",86,0.15,HmDSs,0.7,0.07878960893190233,0.00022118792085576607,adam,40
50,200,0.01884949741572667,0.9838893356385616,51,relu,"[0.9827380952380953,0.9838893356385616]",108,0.15,utbgK,0.7,0.32792055038431955,0.0009425573488233292,adam,17
30,200,0.007899938055140863,0.9744180022341661,65,elu,"[0.9842261904761905,0.9744180022341661]",92,0.15,oM4fP,0.7,0.3999363091898698,4.8977512248145345e-05,adam,29
70,200,0.03764532954211485,0.9948726048390372,91,tanh,"[0.9785714285714286,0.9948726048390372]",103,0.15,lFvI3,0.7,0.12094305878570907,0.04474870063217604,adam,27
10,200,0.08847166611795616,0.960767355328891,84,relu,"[0.8886904761904763,0.960767355328891]",69,0.15,l1y4Y,0.7,0.28550689085134323,0.07955626003219515,adam,19
50,200,0.015051587662117047,0.9822453061638354,121,relu,"[0.9714285714285715,0.9822453061638354]",112,0.15,sIZHJ,0.7,0.3590434158958463,0.02411602381390261,SGD,24
30,200,0.03137595203575487,0.9824261762676085,46,elu,"[0.9851190476190477,0.9824261762676085]",75,0.15,UFxFv,0.7,0.0874243168418058,0.0017796007678204493,adam,12
10,200,0.02730520278410768,0.9918185932223238,101,relu,"[0.980952380952381,0.9918185932223238]",47,0.15,wAGb5,0.7,0.13287701064709875,0.010590133235896342,adam,38
100,200,0.024506614780091845,0.9975475751172347,114,relu,"[0.9791666666666667,0.9975475751172347]",55,0.15,QIAlc,0.7,0.31855034478758365,0.004530221689744317,adam,21
30,200,0.035152111542537945,0.9808588367596591,87,elu,"[0.9803571428571429,0.9808588367596591]",83,0.15,VnofN,0.7,0.11212422998670944,0.000442256161809353,adam,33
10,200,0.02163841934056038,0.9885758178135958,108,relu,"[0.9779761904761906,0.9885758178135958]",97,0.15,TwnuR,0.7,0.15029833690076777,0.016163636046429248,adam,22
50,200,0.03981562872535149,0.9971406310695674,30,relu,"[0.9800595238095238,0.9971406310695674]",122,0.15,gPYdf,0.7,0.05855007327904565,0.030185379471579073,adam,35
30,200,0.0476518709686993,0.9808653801266708,55,elu,"[0.9732142857142858,0.9808653801266708]",100,0.15,pzM09,0.7,0.351695901443008,0.008129956554158773,adam,30
70,200,0.05532351764028376,0.9842112916159227,75,tanh,"[0.9791666666666667,0.9842112916159227]",78,0.15,rG1tB,0.7,0.12463149340701986,0.0006996912311386597,adam,15
10,200,0.029842101933937992,0.9766736460210776,71,relu,"[0.9729166666666667,0.9766736460210776]",91,0.15,Gv4ZQ,0.7,0.36447380356148995,0.012355383447597014,SGD,31
50,200,0.032810665184318695,0.9913138371290545,97,relu,"[0.9839285714285715,0.9913138371290545]",64,0.15,okT5i,0.7,0.16811441309365066,0.0024562752648725366,adam,13
30,200,0.01170413832215022,0.9935868347338935,80,elu,"[0.9851190476190477,0.9935868347338935]",87,0.15,SakvE,0.7,0.01803495030149771,0.006150382965690019,adam,23
10,200,0.024899229086749276,0.9948833194172397,146,relu,"[0.9851190476190477,0.9948833194172397]",135,0.15,kmBHT,0.7,0.09489916459136097,0.016890254100677064,adam,50
30,200,0.042288973593235954,0.9925995660555325,65,relu,"[0.9833333333333334,0.9925995660555325]",72,0.15,OvX8t,0.7,0.38535927465709363,0.003722664143390668,adam,25
100,200,0.01765570395061342,0.9872797220895049,40,elu,"[0.9830357142857142,0.9872797220895049]",107,0.15,w4ONw,0.7,0.33271293263547125,0.021207263529324068,adam,19
10,200,0.03842748680526625,0.9930453566041801,61,relu,"[0.9794642857142858,0.9930453566041801]",83,0.15,BfEqy,0.7,0.0724195059385657,0.005245578411001504,adam,26
50,200,0.08384384149786259,0.9816977225672879,92,relu,"[0.9770833333333334,0.9816977225672879]",102,0.15,frQkV,0.7,0.16082094896206928,0.0014147293379115139,adam,14
5,200,0.030378800833333885,0.9827933708879104,135,elu,"[0.94375,0.9827933708879104]",94,0.15,ajmOQ,0.7,0.10411568811530361,0.11355770516446154,adam,18
30,200,0.0286614583867984,0.9851486801270453,106,tanh,"[0.9684523809523811,0.9851486801270453]",116,0.15,wXsVq,0.7,0.3073688354600839,0.01037611528035766,SGD,16
70,200,0.026298208294886216,0.9921002064637785,82,relu,"[0.9720238095238095,0.9921002064637785]",112,0.15,W0AbS,0.7,0.37307959154624676,0.03481023854968529,adam,41
10,200,0.03589782724672147,0.9828385624037799,111,relu,"[0.9800595238095239,0.9828385624037799]",60,0.15,V2WRs,0.7,0.2778572832610427,0.002008614797747171,adam,20
5,200,0.015972605159093455,0.9884657594786905,89,elu,"[0.9770833333333332,0.9884657594786905]",125,0.15,CWgqM,0.7,0.05034708595608971,0.05602400167197142,adam,28
30,200,0.01982927028694006,0.9902098103647639,56,relu,"[0.9869047619047618,0.9902098103647639]",70,0.15,tqneW,0.7,0.1416297006570408,0.003137766325117891,adam,32
50,200,0.03263527174112492,0.983030319540617,74,relu,"[0.9833333333333334,0.983030319540617]",66,0.15,s2rWH,0.7,0.3002232242607051,0.008188926530403585,adam,17
10,200,0.03422881005043097,0.97348466007303,154,elu,"[0.9785714285714284,0.97348466007303]",80,0.15,xPt3Q,0.7,0.343170715304192,0.0011318334758838385,adam,27
5,200,0.022891632058513144,0.9952503983506146,125,relu,"[0.9785714285714284,0.9952503983506146]",90,0.15,TKUoV,0.7,0.17866603085460195,0.01329350727448263,adam,23
100,200,0.044973170666643955,0.9798544050725851,48,relu,"[0.9705357142857143,0.9798544050725851]",105,0.15,cGq2O,0.7,0.11541068393746626,0.08222215554530511,adam,36
30,200,0.01335500168925497,0.986212448512091,69,elu,"[0.9845238095238095,0.986212448512091]",129,0.15,nUcji,0.7,0.03631688151886574,0.0005365277409259856,adam,43
10,200,0.026045866622699202,0.978675787223102,77,tanh,"[0.9815476190476191,0.978675787223102]",51,0.15,pvd5a,0.7,0.32090526774675565,0.02291757138969396,SGD,46
5,200,0.021261148424050812,0.9808005521048999,102,relu,"[0.9788690476190476,0.9808005521048999]",95,0.15,szPE3,0.7,0.06535297478491357,0.005885023919877269,adam,21
50,200,0.04116099726353607,0.9947949645976075,85,relu,"[0.9833333333333334,0.9947949645976075]",75,0.15,BfyhJ,0.7,0.09004172145152897,0.00450814410370416,adam,24
70,200,0.027963217548026897,0.9863183667301888,20,elu,"[0.9821428571428571,0.9863183667301888]",119,0.15,VOrPg,0.7,0.15608282109768967,0.002715218844035397,adam,44
30,200,0.0368734014887009,0.9941986728036778,44,relu,"[0.9788690476190475,0.9941986728036778]",88,0.15,ntPND,0.7,0.3599658474478638,0.016637740662806943,adam,10
10,200,0.048912784122799896,0.9781270604760828,118,relu,"[0.9782738095238095,0.9781270604760828]",98,0.15,awmOK,0.7,0.3916420805758561,0.000140217682308072,adam,26
5,200,0.0015804994509527048,0.9915358732292372,98,elu,"[0.9863095238095237,0.9915358732292372]",84,0.15,Q4eQ0,0.7,0.07900671277356872,0.007793039483032218,adam,34
30,200,0.031457070497115824,0.974651023809826,60,relu,"[0.9785714285714286,0.974651023809826]",110,0.15,OXlwe,0.7,0.12658306170393888,0.03331722938452937,adam,49
50,200,0.024463316654532722,0.9897882844709469,52,relu,"[0.9833333333333332,0.9897882844709469]",78,0.15,SjvUD,0.7,0.14246885284864255,0.04452103376576775,SGD,39
10,200,0.03906906835978081,0.9916498845424904,68,elu,"[0.9848214285714286,0.9916498845424904]",103,0.15,R0FrJ,0.7,0.3365889804438925,0.001620814014903432,adam,18
5,200,0.016290298409105997,0.9887238295405265,78,tanh,"[0.9785714285714284,0.9887238295405265]",57,0.15,cyr0j,0.7,0.1854742168450023,0.010757628715679497,adam,22
30,200,0.02969090136529429,0.9938042509903322,95,relu,"[0.9348214285714287,0.9938042509903322]",147,0.15,C4Ivd,0.7,0.09996732376276554,0.13996101004681205,adam,13
10,200,0.01835043041067676,0.8570577431761551,129,relu,"[0.8422619047619048,0.8570577431761551]",100,0.15,eZ4qr,0.7,0.3991719395232819,1.231970499957661e-06,adam,38
100,200,0.008701804426315074,0.9970454339827878,64,elu,"[0.9851190476190477,0.9970454339827878]",63,0.15,qGb3K,0.7,0.2894417827880056,0.003947275089082797,adam,30
5,200,0.022702751225357618,0.9905525826682497,72,relu,"[0.98125,0.9905525826682497]",73,0.15,gr33S,0.7,0.1341716158620208,0.000277704190234683,adam,16
50,200,0.05074002689762234,0.9869826473490801,82,relu,"[0.9788690476190476,0.9869826473490801]",94,0.15,ASLDV,0.7,0.35234423457706265,0.0009516678485491551,adam,29
70,200,0.033996798305803926,0.9822873362437792,143,elu,"[0.9761904761904763,0.9822873362437792]",86,0.15,TaANz,0.7,0.11020463548991248,0.02631069469292852,adam,19
30,200,0.01994195248054922,0.9914434789034331,93,relu,"[0.9875,0.9914434789034331]",108,0.15,wsSpc,0.7,0.12597934548583747,0.002146311193112146,adam,25
10,200,0.04605154502028767,0.9854264677932371,114,relu,"[0.974404761904762,0.9854264677932371]",117,0.15,NyTKl,0.7,0.380080648823786,0.015141981580528938,SGD,21
5,200,0.005893859590544906,0.9941493537562645,88,elu,"[0.9866071428571429,0.9941493537562645]",132,0.15,etRkR,0.7,0.17051429908081678,0.009169312328892646,adam,14
30,200,0.026593119284925533,0.9945415331862952,58,tanh,"[0.987202380952381,0.9945415331862952]",90,0.15,zM7Pk,0.7,0.33111323778186275,0.006860682823519218,adam,31
50,200,0.014159037492876482,0.9932712042794976,37,relu,"[0.9773809523809524,0.9932712042794976]",83,0.15,JA8O7,0.7,0.36677394840415056,0.06701763383522663,adam,41
10,200,0.037244463650635364,0.9899006548285237,102,relu,"[0.9782738095238095,0.9899006548285237]",70,0.15,oukwY,0.7,0.008141768598998456,0.0032941925720452866,adam,48
5,200,0.03268202986146898,0.992577399380805,162,elu,"[0.9720238095238095,0.992577399380805]",123,0.15,befRn,0.7,0.15254718273658202,0.01851424705797409,adam,33
100,200,0.04231115120941033,0.9868883002961951,150,relu,"[0.9806547619047619,0.9868883002961951]",153,0.15,CWlEB,0.7,0.11694108681535569,0.0053265141353344035,adam,20
30,200,0.02902418764004506,0.9928246025760423,85,relu,"[0.9738095238095237,0.9928246025760423]",138,0.15,YutAB,0.7,0.3149895255772114,0.04542610595318298,adam,23
10,200,0.011329710113038221,0.992774322169059,77,elu,"[0.9875,0.992774322169059]",187,0.15,BluhE,0.7,0.08918094222269762,0.01147728948012644,SGD,27
5,200,0.03516223993577332,0.9907077503963002,121,relu,"[0.9672619047619048,0.9907077503963002]",79,0.15,B24y2,0.7,0.05399881499632425,0.029269104347909147,adam,22
50,200,0.04389054153292634,0.984996539438187,107,relu,"[0.976190476190476,0.984996539438187]",113,0.15,XcpG6,0.7,0.3482777863138661,0.002690061803958444,adam,15
70,200,0.0236956904707795,0.9937359538503703,138,elu,"[0.9877976190476192,0.9937359538503703]",98,0.15,KAEm7,0.7,0.3885786579036342,0.001171331557429222,adam,35
30,200,0.031099178109490217,0.9783421686286043,169,tanh,"[0.9818452380952379,0.9783421686286043]",54,0.15,ciWYE,0.7,0.10346006335502185,0.00433927711732116,adam,17
10,200,0.04027798285969951,0.9974582048581272,72,relu,"[0.9830357142857142,0.9974582048581272]",67,0.15,fYGvo,0.7,0.1617803338302144,0.0007753795327252623,adam,24
5,200,0.021665124731661874,0.9905120525515262,67,relu,"[0.9806547619047619,0.9905120525515262]",104,0.15,HqzIv,0.7,0.305648234993141,8.8866119026821e-05,adam,11
30,200,0.017071662171325518,0.9918214728138445,157,elu,"[0.98125,0.9918214728138445]",92,0.15,bhEek,0.7,0.37360029416209134,0.02261603935816881,adam,28
50,200,0.025100845900364443,0.9902660356424657,53,relu,"[0.9848214285714286,0.9902660356424657]",45,0.15,Eh8Ay,0.7,0.14455893819585952,0.012962976191700138,adam,37
10,200,0.018684541599473407,0.9904371724766463,98,relu,"[0.9818452380952382,0.9904371724766463]",75,0.15,OK0jv,0.7,0.07968892348103565,0.006592278565382651,adam,45
5,200,0.02822346549906079,0.9804874051069703,91,elu,"[0.9696428571428571,0.9804874051069703]",59,0.15,Ouhn2,0.7,0.06753239614730236,0.0017888201033644587,SGD,18
30,200,0.03726862106498865,0.9950810877679732,82,relu,"[0.9842261904761905,0.9950810877679732]",82,0.15,VGj6f,0.7,0.32390874956152305,0.0003981311643740561,adam,26
100,200,0.03170416369905306,0.9905871962425333,57,relu,"[0.961309523809524,0.9905871962425333]",108,0.15,QIOCo,0.7,0.13372369727253786,0.09778334994720515,adam,42
10,200,0.05382747406628137,0.9813893245691656,132,elu,"[0.8157738095238095,0.9813893245691656]",86,0.15,vc0X2,0.7,0.34030323046821,0.2714813480335177,adam,40
5,200,0.02619545286424201,0.9806694672729156,62,tanh,"[0.9607142857142857,0.9806694672729156]",96,0.15,GkHtS,0.7,0.3800926786881955,0.03606505356263195,adam,20
50,200,0.034507025910867815,0.9878670428987352,110,relu,"[0.9821428571428571,0.9878670428987352]",128,0.15,CZf2v,0.7,0.28013767337670353,0.008352661050217165,adam,16
70,200,0.03899139291354355,0.9904672002721471,80,relu,"[0.9788690476190476,0.9904672002721471]",120,0.15,cs5Rh,0.7,0.3997400008746478,0.0036552116220319197,adam,29
30,200,0.04673158620572408,0.9597423196677495,87,elu,"[0.9717261904761905,0.9597423196677495]",142,0.15,RAsOl,0.7,0.17367214934896036,3.2892552301089936e-05,adam,25
10,200,0.012497930860250686,0.9956409367393348,104,relu,"[0.9806547619047619,0.9956409367393348]",100,0.15,b8kCk,0.7,0.360867563724937,0.01540410135248331,adam,22
5,200,0.021248257756569442,0.9935987756535702,75,relu,"[0.980952380952381,0.9935987756535702]",80,0.15,tiLjm,0.7,0.09911349309831029,0.0055460920080850325,SGD,51
30,200,0.015339553623411297,0.9817890853794744,116,elu,"[0.9869047619047621,0.9817890853794744]",62,0.15,dPJHd,0.7,0.027069990423563006,0.0020966834933583076,adam,19
50,200,0.02984799739735196,0.9866803592868791,27,relu,"[0.9782738095238095,0.9866803592868791]",115,0.15,z4Aqm,0.7,0.29379183977370904,0.0540717611666717,adam,12
10,200,0.023667095339852402,0.9819364207472093,124,relu,"[0.9845238095238097,0.9819364207472093]",72,0.15,tlhRn,0.7,0.10917993511447659,0.0005991096449324826,adam,32
5,200,0.027670075692434435,0.995355201618624,183,elu,"[0.9761904761904763,0.995355201618624]",105,0.15,uYWMa,0.7,0.22738446486644287,0.009300533386334558,adam,62
5,200,0.024133548841586045,0.9977074355138449,196,elu,"[0.9776785714285715,0.9977074355138449]",41,0.15,DQrBI,0.7,0.24519641034976047,0.014338149814665824,adam,63
5,200,0.02499570134983193,0.9933781549080173,198,elu,"[0.9767857142857143,0.9933781549080173]",28,0.15,Y6vab,0.7,0.2187263199253054,0.01999570958071901,adam,63
5,200,0.01963066920798553,0.9980532212885155,70,elu,"[0.9863095238095237,0.9980532212885155]",40,0.15,GQORw,0.7,0.20630087789750032,0.011419085630331819,adam,21
5,200,0.020424346540062064,0.9968055772201453,65,elu,"[0.9827380952380953,0.9968055772201453]",32,0.15,YlMw1,0.7,0.18436179334450287,0.010150766003271805,adam,21
5,200,0.018078425182823703,0.9959679675453185,69,elu,"[0.9869047619047618,0.9959679675453185]",36,0.15,cNjXj,0.7,0.1977072010649193,0.006925214406571315,adam,23
5,200,0.014271844995828066,0.9935934794575297,72,elu,"[0.9723214285714284,0.9935934794575297]",36,0.15,mjfAP,0.7,0.194997392832381,0.02823057176434024,adam,19
5,200,0.009520644087241084,0.9930209760135551,49,elu,"[0.9830357142857145,0.9930209760135551]",23,0.15,pZ0Ha,0.7,0.20322302267161252,0.011913143062998165,adam,17
5,200,0.01913233869283805,0.9440485738032052,63,elu,"[0.943452380952381,0.9440485738032052]",39,0.15,Ao9zY,0.7,0.2401034952041981,2.433127603748982e-06,adam,21
5,200,0.02242010062237847,0.9954329928638673,56,elu,"[0.9776785714285714,0.9954329928638673]",45,0.15,wDYQ6,0.7,0.21305541884702034,0.019645693224168648,adam,24
5,200,0.026305379105561556,0.9829808997761784,79,elu,"[0.9755952380952382,0.9829808997761784]",49,0.15,DVDff,0.7,0.18139470509072697,0.004931823917653703,adam,18
5,200,0.01601194311291311,0.9951507177033492,68,elu,"[0.9791666666666667,0.9951507177033492]",25,0.15,LhU5X,0.7,0.2061676596699575,0.009468160368302028,adam,20
5,200,0.02171680895597844,0.9894704969915296,60,elu,"[0.9848214285714286,0.9894704969915296]",33,0.15,TQAzr,0.7,0.1860795947462298,0.006854829111773232,adam,22
5,200,0.027855148077471307,0.9945823112899935,75,elu,"[0.9830357142857142,0.9945823112899935]",49,0.15,eytgv,0.7,0.25808046543064,0.014785422780590049,adam,16
5,200,0.012106875223657953,0.9919518376950496,81,elu,"[0.9729166666666668,0.9919518376950496]",29,0.15,XqBoP,0.7,0.19124519541357987,0.02649100897891437,adam,24
5,200,0.017211536098065833,0.9950293138655256,71,elu,"[0.9848214285714285,0.9950293138655256]",92,0.15,Qnll6,0.7,0.20730481887313548,0.004564703967750529,adam,23
5,200,0.019756861303824987,0.9920006712933688,88,elu,"[0.981547619047619,0.9920006712933688]",89,0.15,iIMxF,0.7,0.23219590321641964,0.003115623563940948,adam,18
5,200,0.029689376223519588,0.990457250450931,65,elu,"[0.9836309523809523,0.990457250450931]",38,0.15,j2KC7,0.7,0.16750969543189026,0.011590566133062594,adam,14
5,200,0.03213201389997512,0.9952651593963608,84,elu,"[0.9729166666666668,0.9952651593963608]",53,0.15,hsOO2,0.7,0.19906202423105857,0.01835655360848038,adam,27
5,200,0.02278753336329387,0.9837733663907379,77,elu,"[0.9836309523809526,0.9837733663907379]",17,0.15,ZrXNg,0.7,0.17583747328821686,0.006046181964473551,adam,19
5,200,0.006898592055508636,0.990820444119677,51,elu,"[0.9845238095238095,0.990820444119677]",85,0.15,Url8n,0.7,0.15332916785498663,0.008206757280618331,adam,25
5,200,0.02562650556426167,0.9889657400223317,94,elu,"[0.9729166666666668,0.9889657400223317]",101,0.15,pZPej,0.7,0.21860732625373142,0.023840674641637017,adam,21
