train_frac,dropout,activation,trialJobId,layer_1,learning_rate,optimizer,regularization,reward,test_frac,epochs,preweight,intermediate,batch_size,layer_2
0.7,0.39052336484064076,elu,RN6Kg,121,0.005979469845524635,SGD,0.027364346138576,0.9845656886833357,0.15,200,50,"[0.976190476190476,0.9845656886833357]",5,158
0.7,0.18651901088339157,tanh,N1Kgp,129,0.003673588112696132,adam,0.036393552599398325,0.9815864875864877,0.15,200,45,"[0.975595238095238,0.9815864875864877]",10,164
0.7,0.25211031608388224,elu,DaG1Z,116,0.024777339110436464,adam,0.040830388515182475,0.975673718884263,0.15,200,55,"[0.7803571428571429,0.975673718884263]",5,177
0.7,0.20875224642068294,elu,s58XX,133,0.07299119850182959,adam,0.010135628430014853,0.9882831203883835,0.15,200,61,"[0.9735119047619047,0.9882831203883835]",100,171
0.7,0.2929777349323364,elu,XAhck,182,0.0024072563152468095,adam,0.04536560226367277,0.9753911635691821,0.15,200,49,"[0.9767857142857143,0.9753911635691821]",5,185
0.7,0.28112415542281644,relu,WTKVt,160,0.036254974707922834,adam,0.014893655981426505,0.9861249397431748,0.15,200,69,"[0.9660714285714287,0.9861249397431748]",70,148
0.7,0.19883807818394084,elu,TMjgk,139,0.0011802899488191818,adam,0.047824877441465664,0.989012104434674,0.15,200,52,"[0.9738095238095237,0.989012104434674]",5,174
0.7,0.3805261545629959,elu,DDfRl,148,0.008702174993860909,SGD,0.02352999001309247,0.9798837333976653,0.15,200,44,"[0.9764880952380952,0.9798837333976653]",10,46
0.7,0.34560208685649385,elu,xrCLi,108,0.01619157329493216,adam,0.07097141047459038,0.9611776999200934,0.15,200,57,"[0.7869047619047619,0.9611776999200934]",5,193
0.7,0.33260620530959584,tanh,yjV37,151,0.003029198102077826,adam,0.06358474608734832,0.9786914255335308,0.15,200,40,"[0.9755952380952382,0.9786914255335308]",30,196
0.7,0.31267233189896326,elu,ex8By,136,8.172542686389178e-05,adam,0.020281414953473922,0.9972731628536582,0.15,200,67,"[0.96875,0.9972731628536582]",5,183
0.7,0.35517856212861537,elu,ewrIU,123,1.4738054349956925e-05,adam,0.0007205003814231281,0.969669436182594,0.15,200,46,"[0.9821428571428571,0.969669436182594]",10,38
0.7,0.31668792980060967,elu,DMmdz,101,6.95606902888562e-06,adam,0.0051347337982363475,0.9675031169227184,0.15,200,47,"[0.9708333333333334,0.9675031169227184]",5,167
0.7,0.17961408743347523,relu,JAk4n,95,9.631964909767626e-06,adam,0.08144216925519307,0.9600571091761024,0.15,200,43,"[0.9616071428571427,0.9600571091761024]",5,181
0.7,0.22837044489843528,elu,K6nIB,114,2.143527252322025e-06,SGD,0.06809213167536048,0.4703801143336027,0.15,200,70,"[0.4955357142857144,0.4703801143336027]",100,161
0.7,0.16823964913285785,elu,X8pBG,83,5.3054390148220294e-05,adam,0.01844349808039302,0.9791032789217906,0.15,200,39,"[0.9735119047619047,0.9791032789217906]",5,156
0.7,0.1406541320740211,elu,u1cTm,129,8.000651935907614e-05,adam,0.05820231715251952,0.9648567608861727,0.15,200,64,"[0.9598214285714285,0.9648567608861727]",70,137
0.7,0.2456468080747285,tanh,AxoeK,119,2.5936358476579706e-05,adam,0.02057527533966344,0.9704958248236799,0.15,200,54,"[0.9592261904761905,0.9704958248236799]",10,150
0.7,0.21713066822648358,elu,ufaZr,107,1.0602770853393149e-06,adam,0.07320030116345884,0.8690900346050878,0.15,200,60,"[0.8544642857142858,0.8690900346050878]",5,189
0.7,0.3087513859854041,elu,A8Dsc,137,5.2382095385081424e-06,adam,0.004126151552180303,0.9775820298827446,0.15,200,51,"[0.9717261904761905,0.9775820298827446]",5,176
0.7,0.1275983606702248,elu,ipMWS,79,1.1741459034988523e-05,adam,0.009580036195165375,0.9631932772302487,0.15,200,36,"[0.9508928571428571,0.9631932772302487]",30,196
0.7,0.324921741338101,relu,AkjqF,89,0.00012864345264589888,SGD,0.06109634801669253,0.5290943404720494,0.15,200,55,"[0.5502976190476191,0.5290943404720494]",10,171
0.7,0.19061629184822873,elu,jq71f,187,3.6818143574507635e-05,adam,0.03845938202208689,0.9741997455588848,0.15,200,68,"[0.9797619047619047,0.9741997455588848]",5,161
0.7,0.26126225740802345,elu,Gfdti,126,6.990992556129176e-05,adam,0.011752749072680528,0.9752154125406062,0.15,200,58,"[0.9738095238095237,0.9752154125406062]",5,182
0.7,0.27388297065542483,elu,UQWtM,144,0.0002714877549071656,adam,0.06641224040708336,0.9851416750043752,0.15,200,34,"[0.9705357142857143,0.9851416750043752]",100,154
0.7,0.20276930877147092,tanh,DqsgA,112,1.664108514540186e-05,adam,0.04956721597708582,0.9718732430360337,0.15,200,48,"[0.9732142857142858,0.9718732430360337]",5,144
0.7,0.398454559049943,elu,S1tIe,155,3.176199129423169e-06,adam,0.007800204553069515,0.8915056054223971,0.15,200,41,"[0.8520833333333334,0.8915056054223971]",70,165
0.7,0.23147611169404986,elu,PSAqm,167,0.08815110937575292,adam,0.07574080933871684,0.9706875967702402,0.15,200,62,"[0.5313988095238095,0.9706875967702402]",10,200
0.7,0.3805586173617053,elu,WtAUs,99,0.01119562006524102,SGD,0.02941711418340532,0.9683504273504274,0.15,200,43,"[0.9809523809523808,0.9683504273504274]",5,190
0.7,0.28521847092804453,relu,bXNf2,133,0.00010573285771622644,adam,0.0832721758053701,0.9687313937989191,0.15,200,53,"[0.8773809523809524,0.9687313937989191]",5,134
0.7,0.18117378920894267,elu,l1Xwc,121,1.9632748309178383e-05,adam,0.03440687483556513,0.9641649885983743,0.15,200,38,"[0.9568452380952381,0.9641649885983743]",30,177
0.7,0.15336755726674905,elu,wEBKq,163,0.00022103031367159113,adam,0.07971700476506871,0.9820954608175189,0.15,200,51,"[0.98125,0.9820954608175189]",10,168
0.7,0.3595134883626356,elu,vetUF,93,8.731947071353187e-06,adam,0.05685146181208693,0.9697894679056216,0.15,200,60,"[0.9636904761904763,0.9697894679056216]",5,172
0.7,0.21050191808682525,tanh,sp9ZH,109,0.12879032237842117,adam,0.017594624739537545,0.8948241377314918,0.15,200,56,"[0.4925595238095239,0.8948241377314918]",5,187
0.7,0.3410348331967907,elu,ZZd74,159,0.0004071776998283355,adam,0.01391855210921818,0.9777984075769781,0.15,200,49,"[0.9705357142857143,0.9777984075769781]",100,200
0.7,0.24084979018648173,elu,sK0VK,149,0.026155119315094434,SGD,0.044025071511884575,0.9821839826839828,0.15,200,65,"[0.9776785714285714,0.9821839826839828]",5,194
0.7,0.2548590969080095,elu,hWZoo,117,0.06065492937852614,adam,0.02197310618861175,0.9596326373690275,0.15,200,67,"[0.8883928571428571,0.9596326373690275]",70,182
0.7,0.31360565691448883,relu,Z8XRP,126,0.00016301803509391374,adam,0.051336951987955654,0.9698347244394769,0.15,200,63,"[0.9761904761904763,0.9698347244394769]",10,158
0.7,0.22207500985777462,elu,Co57A,104,0.00506622562586709,adam,0.06298294670494184,0.9812726395567232,0.15,200,54,"[0.9833333333333334,0.9812726395567232]",5,179
0.7,0.26627262576618094,elu,ddWsZ,85,0.0005535356507456017,adam,0.07829354505387545,0.9941067573774367,0.15,200,33,"[0.9779761904761906,0.9941067573774367]",30,164
0.7,0.1718671552709107,elu,s5hQI,136,4.4669015221842086e-05,adam,0.025724356534561794,0.9754195077534094,0.15,200,45,"[0.975,0.9754195077534094]",5,16
0.7,0.1962822609274387,tanh,qFb4P,142,0.0016653055876193965,adam,0.06900833086971904,0.9853158527632212,0.15,200,50,"[0.975297619047619,0.9853158527632212]",10,148
0.7,0.3281135256836022,elu,yRbSX,76,0.007618608319280006,SGD,0.03266153153201268,0.9707860017606462,0.15,200,58,"[0.9761904761904763,0.9707860017606462]",5,141
0.7,0.16122586664558256,elu,Wmaze,176,0.04169396676258687,adam,0.0416004323135825,0.9856853869496891,0.15,200,35,"[0.8735119047619048,0.9856853869496891]",5,186
0.7,0.13426807955760134,elu,k7hnd,123,1.5871597707835868e-06,adam,3.601684162114413e-05,0.7320033236479134,0.15,200,52,"[0.7035714285714285,0.7320033236479134]",100,192
0.7,0.2350764367831193,elu,h7zax,131,3.382273626400649e-05,adam,0.08664714728430037,0.9837314871311198,0.15,200,47,"[0.9791666666666666,0.9837314871311198]",5,175
0.7,0.24721253564431223,relu,VwHtd,95,0.0178720029584908,adam,0.05475077549671545,0.9316142864418726,0.15,200,61,"[0.5,0.9316142864418726]",70,128
0.7,0.2971068217198295,elu,PDQ0H,115,0.0009022769701682957,adam,0.07195820034913643,0.9969822241912063,0.15,200,68,"[0.9818452380952382,0.9969822241912063]",10,153
0.7,0.29942093000559344,elu,VdawR,88,9.718435512384245e-05,adam,0.027513878153529694,0.990074388076224,0.15,200,68,"[0.9770833333333334,0.990074388076224]",5,123
0.7,0.3716058280163617,elu,r8dSl,106,0.0003149155657457971,adam,0.059284886421586566,0.9673905628116154,0.15,200,66,"[0.9779761904761906,0.9673905628116154]",50,139
0.7,0.34449249847786445,tanh,CYrpw,101,0.00016083031504097398,SGD,0.016179997220749462,0.837693237077224,0.15,200,69,"[0.8351190476190478,0.837693237077224]",10,132
0.7,0.3503067941092573,elu,XW7ys,115,0.0007470912841452529,adam,0.06511827830376042,0.9951369319621832,0.15,200,70,"[0.9800595238095238,0.9951369319621832]",30,155
0.7,0.30976666763962596,elu,ZXGw3,92,0.0004943174757928191,adam,0.04612532221469186,0.9787709859799643,0.15,200,63,"[0.979761904761905,0.9787709859799643]",5,152
0.7,0.33375211646887315,elu,bhVGe,98,0.0009181316462031281,adam,0.02003244351652221,0.9801677440206852,0.15,200,65,"[0.9720238095238095,0.9801677440206852]",5,79
0.7,0.29468663744000795,relu,wqjFV,84,8.465986064047222e-05,adam,0.08902429270713329,0.9752455221759583,0.15,200,67,"[0.9566964285714284,0.9752455221759583]",10,145
0.7,0.32365323312938216,elu,xxj66,113,0.00022925330322963198,adam,0.03717531657746301,0.9812604904555842,0.15,200,68,"[0.9735119047619047,0.9812604904555842]",5,106
0.7,0.285860975598318,elu,vkRTj,104,0.0020848065581528796,adam,0.0022009980503951976,0.9784310578046513,0.15,200,65,"[0.949702380952381,0.9784310578046513]",100,118
0.7,0.36895477344819066,elu,L4NSN,70,6.30771600292528e-05,SGD,0.01425253177778972,0.6703703505720912,0.15,200,64,"[0.680952380952381,0.6703703505720912]",5,160
0.7,0.35668896979351455,tanh,iM9a8,110,0.00046773041854035734,adam,0.04782822682464373,0.9773095238095237,0.15,200,70,"[0.9735119047619047,0.9773095238095237]",5,149
0.7,0.2758657743071259,elu,bxgZN,119,0.0006415674511913938,adam,0.006050910544189176,0.9863354937490083,0.15,200,62,"[0.9592261904761905,0.9863354937490083]",70,171
0.7,0.3177856408138784,elu,FSLBG,128,0.0003386653923739985,adam,0.011588235494674037,0.9758900689988076,0.15,200,60,"[0.9586309523809525,0.9758900689988076]",50,127
0.7,0.3393006737142632,elu,it7ts,124,2.8902816884173134e-06,adam,0.07261280442205419,0.921572609160909,0.15,200,59,"[0.9101190476190476,0.921572609160909]",10,99
0.7,0.30503827799413286,relu,pHtS0,92,0.00012354280167914983,adam,0.03027163782518845,0.992096790529861,0.15,200,57,"[0.9693452380952381,0.992096790529861]",5,136
0.7,0.3874298434497881,elu,fw85r,78,0.0009006852131511599,adam,0.05297630304039655,0.9882057352962921,0.15,200,66,"[0.9788690476190476,0.9882057352962921]",30,143
0.7,0.3978648364016638,elu,Dqj8y,101,5.057911507114043e-06,SGD,0.09190785974696959,0.4246902952423836,0.15,200,69,"[0.5098214285714285,0.4246902952423836]",5,165
0.7,0.294039975076346,elu,iRoEb,74,0.003550241354519819,adam,0.039205153475859976,0.9798748629886738,0.15,200,61,"[0.980952380952381,0.9798748629886738]",10,156
0.7,0.2873102302536028,tanh,fqm5D,120,0.0015476757660153524,adam,0.03521091201676094,0.9933474735632867,0.15,200,64,"[0.9821428571428571,0.9933474735632867]",5,162
0.7,0.36213233013961066,elu,rxv8C,81,2.3412026445740592e-05,adam,0.07004560125950539,0.9451891357852377,0.15,200,40,"[0.9017857142857142,0.9451891357852377]",100,152
0.7,0.37668932581155123,elu,aiCGg,110,0.0012354428856409618,adam,0.04332389253599808,0.9733548094373866,0.15,200,42,"[0.9809523809523808,0.9733548094373866]",5,168
0.7,0.3283243502730804,elu,MlF2q,134,0.00021577250134395431,adam,0.03161841269137882,0.9866598479069875,0.15,200,67,"[0.9767857142857143,0.9866598479069875]",5,113
0.7,0.31835954237953557,relu,dujiw,114,0.0025274438148884305,adam,0.02239071414853685,0.990480100397028,0.15,200,28,"[0.9681547619047619,0.990480100397028]",70,148
0.7,0.347821610574409,elu,wXsJ6,97,0.0006622036227442742,SGD,0.09563225398778367,0.8064628492489232,0.15,200,31,"[0.7479166666666666,0.8064628492489232]",50,174
0.7,0.27431475467892186,elu,ls0ay,89,0.0003939214082675602,adam,0.06748727526734583,0.9862241249059622,0.15,200,54,"[0.9735119047619047,0.9862241249059622]",10,61
0.7,0.3355348653949648,elu,nV2dA,105,0.003987583613243012,adam,0.007858656047741538,0.9917784139752103,0.15,200,37,"[0.961309523809524,0.9917784139752103]",30,178
0.7,0.30156036277075965,tanh,sXJ6P,117,0.0020052587756522328,adam,0.06223453128272979,0.9817134588389133,0.15,200,33,"[0.9782738095238095,0.9817134588389133]",5,157
0.7,0.3151324886289404,elu,zj5jQ,153,0.006614125433022386,adam,0.01887950027435412,0.9822945205634666,0.15,200,57,"[0.9666666666666666,0.9822945205634666]",5,142
0.7,0.26034953381017584,elu,oTwxc,145,4.6809473038554615e-05,adam,0.07686534689562609,0.983893914644321,0.15,200,38,"[0.9744047619047619,0.983893914644321]",10,168
0.7,0.268169052229759,elu,fvSRj,128,0.0002839676766298235,adam,0.02676874325866744,0.985828788420911,0.15,200,56,"[0.975,0.985828788420911]",5,131
0.7,0.27954162010677974,relu,p0pj8,138,1.2211461699562082e-05,SGD,0.055684195287453817,0.4542111194200363,0.15,200,63,"[0.46904761904761905,0.4542111194200363]",5,182
0.7,0.30900619219769876,elu,flTQC,133,0.0010185123731027608,adam,0.04998986888127011,0.992209087078782,0.15,200,59,"[0.9803571428571429,0.992209087078782]",100,196
0.7,0.35602767259246987,elu,Afinp,123,0.0029616003054954397,adam,0.05783437392201442,0.9881850446338765,0.15,200,48,"[0.9726190476190476,0.9881850446338765]",70,137
0.7,0.36529039457587786,elu,I51Ny,109,0.001598425960157578,adam,0.028684122508927413,0.9907485216308747,0.15,200,36,"[0.9711309523809524,0.9907485216308747]",5,159
0.7,0.25069033717448624,tanh,CTLSB,101,0.005085282398954145,adam,0.025409914239661605,0.9797867455842262,0.15,200,44,"[0.9785714285714284,0.9797867455842262]",50,191
0.7,0.3920733897129183,elu,emfb2,130,0.0101823845872008,adam,0.07501463484185288,0.9702107302415655,0.15,200,69,"[0.8842261904761906,0.9702107302415655]",10,164
0.7,0.3829666025636999,elu,YSp4l,96,0.00013777526201038014,adam,0.04117426196210751,0.9835483595352017,0.15,200,62,"[0.975,0.9835483595352017]",30,171
0.7,0.2957608523558855,elu,cYsjS,142,0.00019099843446189244,SGD,0.010505661525522951,0.934458768710247,0.15,200,32,"[0.9101190476190475,0.934458768710247]",5,185
0.7,0.32627186553831006,relu,XFhPf,72,0.0007429064823959632,adam,0.06476580067967516,0.9813807131893698,0.15,200,46,"[0.8797619047619047,0.9813807131893698]",5,71
0.7,0.09737357494524976,elu,fIvqs,83,0.0005262049836223869,adam,0.01703714752221399,0.9792924492455463,0.15,200,53,"[0.9627976190476192,0.9792924492455463]",10,146
0.7,0.34365621794337564,elu,tv9g4,117,0.0012526790886526376,adam,0.060936012629470473,0.9773991343642374,0.15,200,58,"[0.9741071428571428,0.9773991343642374]",5,153
0.7,0.28262765904125153,elu,n0PRa,147,7.689833105565932e-05,adam,0.04544812235383358,0.9719578552494518,0.15,200,51,"[0.9708333333333334,0.9719578552494518]",100,122
0.7,0.2407673142229375,tanh,Bjx4b,108,2.112596071464421e-05,adam,0.08335349449452276,0.9751226422297694,0.15,200,55,"[0.9663690476190476,0.9751226422297694]",5,179
0.7,0.3320084650744956,elu,DXfmw,112,0.006765439150148105,adam,0.033663133652839544,0.9839126984126985,0.15,200,66,"[0.9738095238095237,0.9839126984126985]",70,176
0.7,0.1456473650430624,elu,w28Y2,158,3.500498003498116e-05,SGD,0.0804947572876347,0.6742041957075775,0.15,200,70,"[0.6869047619047619,0.6742041957075775]",5,109
0.7,0.2676913045740799,elu,u7yoi,137,0.00034243393288376194,adam,0.023561965518878028,0.9906690821256039,0.15,200,41,"[0.9758928571428571,0.9906690821256039]",10,161
0.7,0.22812111338690974,relu,hJIUV,86,0.0023590426237812276,adam,0.013198281475211451,0.9855978514200723,0.15,200,68,"[0.9669642857142857,0.9855978514200723]",50,200
0.7,0.2582207935306275,elu,WGYQE,66,0.004730863954862109,adam,0.05233535218835515,0.9736638655462185,0.15,200,34,"[0.9839285714285715,0.9736638655462185]",5,95
0.7,0.37513098253371785,elu,s6Y0e,120,0.012232997389868577,adam,0.03822089140606429,0.9894144374355633,0.15,200,64,"[0.9791666666666667,0.9894144374355633]",30,187
0.7,0.30357010430935555,elu,QQBRr,127,0.0009705967503332893,adam,0.020528440386592867,0.9860075354857963,0.15,200,61,"[0.968154761904762,0.9860075354857963]",5,172
0.7,0.28806531168738836,tanh,rIUrw,57,0.003696172324968117,adam,0.004237436156530536,0.9831869884501463,0.15,200,39,"[0.975,0.9831869884501463]",10,166
0.7,0.20871373241375105,elu,UbfS6,150,0.00024492380932751844,SGD,0.07208340801953463,0.9307851691280679,0.15,200,56,"[0.9264880952380953,0.9307851691280679]",5,197
0.7,0.12214100230337914,elu,tqWW6,90,0.0017090212211952603,adam,0.04793946077572161,0.9889493972458261,0.15,200,59,"[0.9741071428571428,0.9889493972458261]",5,140
0.7,0.10836666553902236,elu,fp3KG,94,0.008824005936755802,adam,0.015024725619050942,0.9907990927601599,0.15,200,26,"[0.9699404761904763,0.9907990927601599]",100,183
0.7,0.34977360033311655,relu,C1fMX,123,6.059785814617692e-05,adam,0.0308150273637335,0.9868491192143946,0.15,200,49,"[0.974702380952381,0.9868491192143946]",5,191
0.7,0.35150261862719756,elu,LayXt,114,0.00045090728320034036,adam,0.06403924430288842,0.9831985294117647,0.15,200,70,"[0.98125,0.9831985294117647]",30,153
0.7,0.36910349246327223,elu,FT4dl,106,0.0007219337946982212,adam,0.06733051124364108,0.9820631688928863,0.15,200,69,"[0.9806547619047619,0.9820631688928863]",30,150
0.7,0.3993510715430021,elu,tHVpL,116,0.00256709248268632,adam,0.06940698419849134,0.9731319115973849,0.15,200,67,"[0.9794642857142858,0.9731319115973849]",30,168
0.7,0.35964160067539613,elu,deoJP,103,0.0006677827973520171,adam,0.05912633163415704,0.9751741241214924,0.15,200,65,"[0.9779761904761906,0.9751741241214924]",30,155
0.7,0.34112612728157854,elu,wNWS4,132,0.00125770130722815,adam,0.0667155552381497,0.9940691529292941,0.15,200,68,"[0.9839285714285714,0.9940691529292941]",30,157
0.7,0.3850348081588215,elu,HJdQG,125,0.0018112427602025897,adam,0.07385572055641892,0.9778782388921708,0.15,200,67,"[0.9770833333333334,0.9778782388921708]",30,163
0.7,0.3217765404010644,elu,BYezX,98,0.0001026793390964729,adam,0.0659671534890596,0.9742039143027516,0.15,200,63,"[0.9729166666666667,0.9742039143027516]",30,135
0.7,0.33762930661854484,elu,GDsWX,115,0.0008481953473320531,adam,0.07082638126685316,0.9769030158275009,0.15,200,66,"[0.9836309523809523,0.9769030158275009]",30,146
0.7,0.31418765431103,elu,RTLLt,141,0.0006157069914417427,adam,0.06438688382677651,0.9777862475688561,0.15,200,62,"[0.98125,0.9777862475688561]",30,174
0.7,0.3760568389336215,elu,nROVE,120,0.0034231558042624112,adam,0.07862139278111568,0.9820418507176354,0.15,200,69,"[0.980952380952381,0.9820418507176354]",30,180
0.7,0.3538969338931559,elu,vi0AG,111,0.0004666169630021699,adam,0.062237982520108134,0.9691418555644562,0.15,200,70,"[0.9815476190476191,0.9691418555644562]",30,161
0.7,0.3299559729083267,elu,qWqbp,129,0.00016163336372675483,adam,0.060709438220091456,0.9810456359684048,0.15,200,64,"[0.9800595238095238,0.9810456359684048]",30,131
0.7,0.36305615903558774,elu,iGI5o,106,0.00036808639345327116,adam,0.0549771269174027,0.9859249084249084,0.15,200,60,"[0.9806547619047619,0.9859249084249084]",30,170
0.7,0.34823170213287785,elu,kHKtw,101,0.0012936158577740644,adam,0.07455252907582538,0.9819299318354169,0.15,200,68,"[0.9803571428571429,0.9819299318354169]",30,156
0.7,0.39152096526384533,elu,R6J5P,134,0.005613220327297254,adam,0.05842794059591952,0.9803234691005589,0.15,200,65,"[0.9764880952380952,0.9803234691005589]",30,141
0.7,0.2934696982582795,elu,lrDKg,126,0.0002606264186131089,adam,0.05674496441232181,0.9721697543626016,0.15,200,70,"[0.9773809523809524,0.9721697543626016]",30,150
0.7,0.3215269655628451,elu,Cff3z,118,0.0009259778370894234,adam,0.07635181137756193,0.9896104973798956,0.15,200,66,"[0.9830357142857145,0.9896104973798956]",30,188
0.7,0.3136667367000926,elu,LH5a2,138,0.002096667730103285,adam,0.06971358638315392,0.9819458250703039,0.15,200,30,"[0.9782738095238095,0.9819458250703039]",30,178
0.7,0.3061659427802656,elu,H9EqT,110,0.004249314619613102,adam,0.05361838225169846,0.9874843665829423,0.15,200,63,"[0.980952380952381,0.9874843665829423]",30,175
0.7,0.37093411618301425,elu,z12vz,122,0.001501865478837996,adam,0.06308162131587787,0.9942556970327974,0.15,200,61,"[0.9794642857142858,0.9942556970327974]",30,167
0.7,0.33130305544701993,elu,sRlar,92,0.0031611564158798046,adam,0.08617616042565877,0.9927924706872077,0.15,200,70,"[0.9836309523809523,0.9927924706872077]",70,119
0.7,0.3449066211417753,elu,t5ux2,131,0.0007866809450068217,adam,0.08148788027505315,0.9770024804097241,0.15,200,67,"[0.9782738095238095,0.9770024804097241]",50,158
0.7,0.3625584204523813,elu,KS42G,144,0.014248022354396492,adam,0.051594070452727785,0.9919628486321264,0.15,200,29,"[0.976190476190476,0.9919628486321264]",10,183
0.7,0.2988894192921613,elu,qYS7z,98,0.002464939151287566,adam,0.0602708473203149,0.98898817492191,0.15,200,58,"[0.9723214285714287,0.98898817492191]",5,125
0.7,0.37895651496093785,elu,QKKXd,114,0.00019302820467423466,adam,0.06899849350900006,0.9854670501399129,0.15,200,64,"[0.9794642857142858,0.9854670501399129]",5,144
0.7,0.39917261166200485,elu,k8Ftr,78,0.0003391537793029506,adam,0.0717724844191899,0.9845286445993817,0.15,200,60,"[0.9818452380952382,0.9845286445993817]",30,164
0.7,0.33745103074953137,elu,BLft7,106,0.0064772521150137695,adam,0.06640675232066989,0.9653327476346887,0.15,200,52,"[0.8845238095238097,0.9653327476346887]",5,171
0.7,0.2797247948291172,elu,Mxx7x,103,0.0005956674789237003,adam,0.05647446904267159,0.9903719861150201,0.15,200,62,"[0.9735119047619047,0.9903719861150201]",10,138
0.7,0.32291660176743775,elu,huy9r,87,0.00013734571760893647,adam,0.077771552577822,0.9708167144397459,0.15,200,46,"[0.9720238095238095,0.9708167144397459]",100,193
0.7,0.18453811260167594,elu,S0ktS,135,0.0011535061011293294,adam,0.049655146428743246,0.9852426978523189,0.15,200,43,"[0.9708333333333332,0.9852426978523189]",5,160
0.7,0.3572757958810082,tanh,ZjfJn,153,0.008434610276632492,adam,0.09999067356191771,0.9800313762970418,0.15,200,68,"[0.9782738095238095,0.9800313762970418]",70,153
0.7,0.16464807352620364,elu,fIONX,126,0.0018443038830409078,adam,0.06502502558734759,0.9888189725651026,0.15,200,65,"[0.9821428571428571,0.9888189725651026]",5,146
0.7,0.17527539876770987,elu,whBtI,117,0.004556374933336695,adam,0.043030373065734914,0.9925996990625474,0.15,200,50,"[0.9720238095238095,0.9925996990625474]",10,189
0.7,0.3114951292806749,elu,IVKN8,95,0.00010389152350073159,SGD,0.07301718927121374,0.5209716871020474,0.15,200,54,"[0.5654761904761905,0.5209716871020474]",50,129
0.7,0.2894923892515367,relu,bmiRa,112,0.0030319965258910385,adam,0.06810464073213923,0.9732641646205062,0.15,200,36,"[0.7875,0.9732641646205062]",30,134
0.7,0.34767104768149343,elu,bly08,130,0.00029238140880153026,adam,0.05837385317421231,0.9742398156128134,0.15,200,57,"[0.9785714285714286,0.9742398156128134]",5,25
0.7,0.19591116039659184,elu,N0MDY,148,0.0009892023509326146,adam,0.053267552661681025,0.9867145770578265,0.15,200,55,"[0.9818452380952382,0.9867145770578265]",5,175
0.7,0.3909088070509416,elu,YktR8,122,0.0005438834389436949,adam,0.08419123049210046,0.9944415937009221,0.15,200,70,"[0.980952380952381,0.9944415937009221]",5,180
0.7,0.15469066853549462,tanh,vdYts,82,0.0014763693854508392,adam,0.04702858749089997,0.9859515017781607,0.15,200,44,"[0.9797619047619046,0.9859515017781607]",10,166
0.7,0.2748639830175097,elu,mFlLV,107,0.0003873042077001766,adam,0.06304258375177271,0.9790469747811752,0.15,200,66,"[0.9764880952380952,0.9790469747811752]",30,183
0.7,0.3357120000789101,elu,E1b7b,138,0.002791692383186208,SGD,0.07983603927921223,0.9521226963984402,0.15,200,40,"[0.9636904761904763,0.9521226963984402]",5,196
0.7,0.2984396836160163,elu,bzgmp,99,8.203526694350822e-06,adam,0.01745665317562576,0.8930204126711553,0.15,200,63,"[0.9008928571428573,0.8930204126711553]",100,150
0.7,0.21611106214636416,elu,PT0pD,143,0.0007070583500526866,adam,0.007912652803896672,0.9746740145819093,0.15,200,69,"[0.9657738095238095,0.9746740145819093]",5,200
0.7,0.2508599721892465,relu,gxaVE,118,0.005742079624904133,adam,0.02175929059751932,0.991865698501854,0.15,200,32,"[0.9776785714285715,0.991865698501854]",70,173
0.7,0.3851371299890126,elu,aXFKK,114,0.011212560021209296,adam,0.03635175912675701,0.9820122462276302,0.15,200,61,"[0.975297619047619,0.9820122462276302]",10,186
0.7,0.32465358064348326,elu,cRez7,128,0.019951552772737486,adam,0.07522815099839705,0.9877773743643046,0.15,200,25,"[0.9806547619047621,0.9877773743643046]",50,155
0.7,0.3061686572065353,elu,wpRua,135,0.0021558874304361242,adam,0.05148080299226394,0.9860661375661376,0.15,200,35,"[0.9755952380952382,0.9860661375661376]",5,169
0.7,0.3662636071884099,tanh,mAe6x,122,0.004210503961858745,adam,0.054535348910362505,0.9928855287692496,0.15,200,59,"[0.9821428571428571,0.9928855287692496]",30,90
0.7,0.2640869244306338,elu,ZYYPZ,89,0.0002208300262630609,SGD,0.060177855640113936,0.8986546146608066,0.15,200,67,"[0.9169642857142858,0.8986546146608066]",5,51
0.7,0.20301030517987767,elu,xyCaF,140,8.000958720862565e-05,adam,0.044412419091417375,0.9947784441530718,0.15,200,38,"[0.9767857142857143,0.9947784441530718]",5,178
0.7,0.34181500875805504,elu,Sl6fI,156,4.5541091814407954e-05,adam,0.02814954139777333,0.9856326974559029,0.15,200,28,"[0.9856326974559029,0.9770833333333332]",10,142
0.7,0.13183079414801535,elu,xhpv8,101,0.007275081897325016,adam,0.006160376045376191,0.9837330964936722,0.15,200,56,"[0.9639880952380953,0.9837330964936722]",30,162
0.7,0.39996081168475967,relu,mJXwN,109,0.00043358548393316904,adam,0.024216238333198026,0.991393909929379,0.15,200,53,"[0.9651785714285713,0.991393909929379]",100,103
0.7,0.31770751609998965,elu,rfesA,163,0.0010899797570411642,adam,0.0018166538506562448,0.9877804833538286,0.15,200,48,"[0.9696428571428571,0.9877804833538286]",5,147
0.7,0.3526968163864466,elu,Pqzfw,74,0.0001629849088786623,adam,0.06158673334213437,0.9812830376477868,0.15,200,23,"[0.9794642857142858,0.9812830376477868]",5,192
0.7,0.28633723194413735,elu,iZUMH,95,0.0008400787178918383,adam,0.0713106264868924,0.9716085983048227,0.15,200,42,"[0.9723214285714284,0.9716085983048227]",70,188
