,learning_rate,batch_size,dropout,optimizer,activation,regularization,layer_1,layer_2,train_frac,test_frac,epochs,preweight,mean_val_nni,std_val_nni,mean_test_nni,std_test_nni
wLjgz,9.980517413793623e-05,50.0,0.002217892768454144,SGD,relu,0.070012278851741,13.0,175.0,0.7,0.15,200.0,64.0,0.5243331856228975,0.11678408906503521,0.5625,0.1394242798747553
Ifejs,0.0840488479912064,100.0,0.31260586099920595,SGD,relu,0.006790689701760566,133.0,62.0,0.7,0.15,200.0,52.0,0.7004623878536921,0.17824823465012388,0.7,0.16832087244240757
AQPNC,0.005137081364825897,10.0,0.145232212571668,SGD,tanh,0.06841968621757104,42.0,136.0,0.7,0.15,200.0,50.0,0.7116256613756613,0.17975211384329517,0.8226190476190476,0.08787778825695512
NIPrF,2.1758219889686314e-05,5.0,0.1214062257972573,SGD,elu,0.04439376194898791,21.0,60.0,0.7,0.15,200.0,70.0,0.5175272108843538,0.09168534405294997,0.5571428571428572,0.10963374399850281
a78OV,0.15793052346994163,30.0,0.14593407073486736,SGD,elu,0.0648503618306108,82.0,152.0,0.7,0.15,200.0,26.0,0.8701105120376299,0.052372346035997,0.8434523809523811,0.040550526976788355
nX7zM,0.012586363157248382,100.0,0.20056719618111393,SGD,tanh,0.05491680031667359,147.0,74.0,0.7,0.15,200.0,14.0,0.5810814985933264,0.26633485637399706,0.6666666666666666,0.1892258066324242
MrYPA,0.005679230482870107,5.0,0.0075412144643970174,adam,tanh,0.04386922333786474,88.0,92.0,0.7,0.15,200.0,40.0,0.8143053483000953,0.15678633561387195,0.5636904761904762,0.12794296357141974
ciHXM,0.10938114077907848,50.0,0.12253794624108166,SGD,relu,0.02320674618553864,192.0,85.0,0.7,0.15,200.0,60.0,0.7831065759637188,0.1506848788472863,0.781547619047619,0.14490227569342654
PvMOc,0.4548537055847529,100.0,0.27165788665557167,SGD,relu,0.0535068224922243,56.0,126.0,0.7,0.15,200.0,66.0,0.7148514739229025,0.14170000083750764,0.6904761904761905,0.13576127006248723
IkPU4,4.414537494291274e-05,100.0,0.050273785042451904,SGD,relu,0.07725854533886055,114.0,66.0,0.7,0.15,200.0,41.0,0.4702061430632859,0.10257756124179417,0.5113095238095238,0.1640407507719719
gRpKy,0.000108570016291315,30.0,0.20719682575114998,adam,tanh,0.053398723782694585,94.0,138.0,0.7,0.15,200.0,48.0,0.8249285626247435,0.08227699192779614,0.8172619047619047,0.07123236942229803
q9WqY,0.09688582784413986,50.0,0.12277554492066947,SGD,relu,0.038632412147816333,58.0,165.0,0.7,0.15,200.0,37.0,0.5735382414452059,0.14563858070510213,0.575,0.13345020388182166
aOKao,0.023883216958325727,5.0,0.10782088662181383,SGD,tanh,0.008973018661861466,65.0,162.0,0.7,0.15,200.0,49.0,0.875106529815133,0.06048583790047413,0.8636904761904761,0.020351572615808035
YOWv0,4.1063572175247235e-05,100.0,0.20110631459825068,adam,tanh,0.02435099700572071,180.0,115.0,0.7,0.15,200.0,16.0,0.6904036281179138,0.18345830144825231,0.7636904761904761,0.09813488854228322
Lr1xf,5.7706754382448835e-05,10.0,0.14424776000299847,SGD,relu,0.026717528673389324,125.0,145.0,0.7,0.15,200.0,45.0,0.470374716553288,0.08112190571283107,0.4744047619047619,0.11056217148813755
O04OO,7.627048825869583e-06,30.0,0.28794581364290894,adam,elu,0.00765073539515796,174.0,92.0,0.7,0.15,200.0,61.0,0.580006424792139,0.2500122978886068,0.6726190476190476,0.12581931038681285
jear7,0.0006370317256342695,10.0,0.19443779459548619,adam,tanh,0.08679835898512606,31.0,81.0,0.7,0.15,200.0,12.0,0.8352460915294271,0.08498115848723717,0.7860119047619047,0.13299575942040232
zPsPW,1.2385309000291624e-06,10.0,0.343329302052901,adam,tanh,0.06315642099842349,18.0,66.0,0.7,0.15,200.0,50.0,0.33715036310546426,0.15204468826559747,0.4999999999999999,0.08514193831399393
xT1xm,0.014179862013957108,10.0,0.05603907571148801,adam,relu,0.0028523388341151535,34.0,95.0,0.7,0.15,200.0,38.0,0.7559002267573697,0.16054898233958695,0.600297619047619,0.15132428696102632
iLqKu,1.5881413760702794e-06,100.0,0.35224724050488926,SGD,elu,0.005683749031165863,24.0,22.0,0.7,0.15,200.0,24.0,0.4363534322820038,0.1069292683426641,0.4970238095238096,0.17676166262555254
TYEA8,0.3491465620353135,50.0,0.07778051231134016,SGD,relu,0.09711107636573464,106.0,158.0,0.7,0.15,200.0,34.0,0.7466319209768397,0.15123067233083518,0.7431547619047618,0.1605049893792908
GnbzT,0.00018189043498037334,100.0,0.306099175142271,SGD,elu,0.018338132811898545,32.0,187.0,0.7,0.15,200.0,51.0,0.37420250488930284,0.15744607764392454,0.5101190476190476,0.14570694231418335
zQQ4U,0.0024741092418893744,100.0,0.16118159035820134,adam,tanh,0.04945134202763246,104.0,184.0,0.7,0.15,200.0,37.0,0.8686234898574497,0.0787345067194643,0.8455357142857143,0.03304643755607238
NNwFH,0.463683233317084,10.0,0.11440540844157887,adam,relu,0.06984071452173529,24.0,141.0,0.7,0.15,200.0,53.0,0.5,0.0,0.5,0.0
CPZNG,0.09534680426494643,30.0,0.05401089244609092,adam,relu,0.019675777317797995,143.0,119.0,0.7,0.15,200.0,68.0,0.5473526077097506,0.09694803780789127,0.5,0.0
c6ENc,2.605186568579348e-06,50.0,0.3091402812379431,SGD,relu,0.039294919178005455,127.0,186.0,0.7,0.15,200.0,33.0,0.4527899001722181,0.13307661321323863,0.5279761904761905,0.09015646829545954
HO9Sp,0.0022104805393827246,10.0,0.30697453708839884,SGD,elu,0.0002954263065547358,33.0,156.0,0.7,0.15,200.0,65.0,0.6872671646518613,0.20571135995202514,0.756547619047619,0.15463479212079134
jdKF6,0.00010833011328638682,70.0,0.041314030340046416,SGD,tanh,0.09630144333869729,112.0,84.0,0.7,0.15,200.0,24.0,0.3970603287241321,0.18404183860691917,0.42857142857142855,0.1849649105657329
k9VNN,0.2329548350449347,50.0,0.38721196785802375,SGD,tanh,0.09117720108802103,174.0,194.0,0.7,0.15,200.0,65.0,0.8487259340368893,0.08292437801980554,0.8625,0.014689241284825063
g7nO7,0.0010186017349925788,100.0,0.037028579050514224,adam,tanh,0.029726761847393104,99.0,102.0,0.7,0.15,200.0,10.0,0.8480161113866679,0.10136523080910347,0.8294642857142858,0.11243581250254107
NK8qk,0.010050951587167834,70.0,0.1993828935552001,SGD,elu,0.033668293974766415,193.0,77.0,0.7,0.15,200.0,38.0,0.645643660023368,0.22916120776037738,0.7148809523809523,0.18298997686390656
KRiyi,0.001693647114429852,100.0,0.1821890064576357,SGD,elu,0.05031818838670715,146.0,29.0,0.7,0.15,200.0,12.0,0.4912995086923659,0.09026569432963381,0.49821428571428567,0.13513477986868788
ScJuY,1.6064091168387788e-05,5.0,0.273856362725202,adam,tanh,0.014549743258838755,33.0,68.0,0.7,0.15,200.0,33.0,0.7416104937863726,0.15763561048499938,0.7598214285714285,0.13953255752276436
xL4qg,0.0009903065043325443,5.0,0.1866201704813526,adam,relu,0.011620421223800172,69.0,85.0,0.7,0.15,200.0,15.0,0.6707556453355317,0.191124227820897,0.6125,0.1591068199629738
chOdq,0.0001407210627474394,30.0,0.32423047557584067,SGD,relu,0.08430642283198814,108.0,49.0,0.7,0.15,200.0,67.0,-1,-1,-1,-1
cl37u,0.11053974923944418,70.0,0.13540281424107622,SGD,relu,0.0738452952262775,76.0,88.0,0.7,0.15,200.0,68.0,0.6655631141345426,0.14471268985743083,0.6883928571428571,0.16478556850778942
gytjc,0.14369051530641871,5.0,0.153616684001595,SGD,tanh,0.044392010473321655,121.0,173.0,0.7,0.15,200.0,44.0,0.8827701024288841,0.06470089616980663,0.8541666666666667,0.020141576566295998
YUfLt,2.4475761566064486e-05,50.0,0.2886298000449476,adam,elu,0.012133069271831498,152.0,11.0,0.7,0.15,200.0,30.0,0.7372366168306436,0.12672172994559966,0.7970238095238095,0.08470177441806728
GeGZG,0.00015666812819950087,50.0,0.20511806731316848,SGD,relu,0.02385142221967619,111.0,157.0,0.7,0.15,200.0,49.0,0.4894737393569824,0.10863654396769518,0.5333333333333332,0.061005371311042646
pV3Ah,0.07785613852146286,100.0,0.21702960184343123,SGD,relu,0.08722464499041285,66.0,148.0,0.7,0.15,200.0,24.0,0.6675028664564808,0.18170464420067173,0.6720238095238095,0.166165274729942
Cgjiu,0.03487685032498168,50.0,0.127897397188306,SGD,elu,0.026350143511516023,193.0,97.0,0.7,0.15,200.0,37.0,0.813347018486704,0.09286481962830706,0.8464285714285713,0.031810450514017596
SrPE8,0.005545560591812131,10.0,0.050103175644442825,SGD,tanh,0.06849909779794444,133.0,95.0,0.7,0.15,200.0,53.0,0.7789576320226181,0.09553227063073144,0.8321428571428571,0.03846546290810357
c54nX,0.07480651752499698,30.0,0.06805799743007089,adam,relu,0.04652520943731397,192.0,33.0,0.7,0.15,200.0,43.0,0.56026856146499,0.0774635649796319,0.5,0.0
lc2qc,0.07245980944851207,5.0,0.16694844494849959,SGD,elu,0.010449718253402573,126.0,67.0,0.7,0.15,200.0,68.0,0.8688851340721303,0.07867214934209105,0.8464285714285713,0.022398675859793788
M3pcp,0.002496120113693567,100.0,0.055651321373154206,adam,tanh,0.00520421951307567,71.0,172.0,0.7,0.15,200.0,39.0,0.8743321451820527,0.03968005223403349,0.8211309523809524,0.09833551320655405
ATVHt,0.1947008626787311,100.0,0.3199537046430623,SGD,tanh,0.029807167780599733,66.0,43.0,0.7,0.15,200.0,20.0,0.8294221054936332,0.0922828761021599,0.8625,0.02822834690804612
ho8Rh,3.1672440080084287e-06,70.0,0.2051263870555606,adam,relu,0.04799088731715926,42.0,59.0,0.7,0.15,200.0,47.0,-1,-1,-1,-1
AHHv5,0.00040151922891408157,70.0,0.012938939236057358,SGD,elu,0.05402513412856322,11.0,76.0,0.7,0.15,200.0,41.0,0.3990474644403216,0.1528845188947412,0.47202380952380957,0.1835042879502959
yQaVs,7.72741062173426e-06,30.0,0.11146268522292098,SGD,tanh,0.08143809646892891,79.0,181.0,0.7,0.15,200.0,58.0,0.45570705352848223,0.10871751255346054,0.5196428571428572,0.11406383471557789
tTHGn,5.883095565402745e-05,100.0,0.2429056109765349,SGD,tanh,0.04061185340347413,151.0,164.0,0.7,0.15,200.0,60.0,0.4791311612732255,0.15277350160402248,0.4351190476190476,0.14712017277754685
PnoG4,0.0073841912079578055,5.0,0.10073046369227479,SGD,tanh,0.023770590253511328,48.0,91.0,0.7,0.15,200.0,58.0,0.7917679483037947,0.13661894489206963,0.8142857142857143,0.1006568563044189
gFu95,1.7255106394119824e-06,50.0,0.0852137261311548,adam,tanh,0.04485980003245295,133.0,92.0,0.7,0.15,200.0,55.0,0.4268512849584279,0.17329191962556367,0.569047619047619,0.17142857142857143
eBPYe,0.00043442297844813454,70.0,0.08314906828411335,SGD,relu,0.048168587956195434,103.0,137.0,0.7,0.15,200.0,38.0,0.4444227135298563,0.14710588555281795,0.4946428571428571,0.10990003961547509
aHr8t,0.0012575242056955612,100.0,0.055994512299184555,adam,elu,0.025448058398046217,187.0,170.0,0.7,0.15,200.0,16.0,0.8577598972984198,0.08662381562497762,0.8589285714285714,0.021634264101650282
Bo8hK,0.017875451305909187,10.0,0.10518323809677672,adam,relu,0.09791692695627124,36.0,31.0,0.7,0.15,200.0,39.0,0.6036829292280924,0.12617547069783322,0.5,0.0
ltLqq,4.1624594541179324e-06,5.0,0.12926375746032126,adam,tanh,0.03109261208616524,109.0,192.0,0.7,0.15,200.0,27.0,0.6510901297137586,0.21166499081165915,0.7107142857142857,0.12965264076074895
BCzYs,3.4618779618456e-06,50.0,0.1945945197430791,SGD,elu,0.02094571216627248,155.0,186.0,0.7,0.15,200.0,45.0,0.4969678400929888,0.10879713222564519,0.47857142857142854,0.1146880319440604
f9rzP,1.079031400269753e-05,100.0,0.3182340881132543,SGD,tanh,0.07624161828705667,81.0,154.0,0.7,0.15,200.0,32.0,0.36387342815914236,0.10050779926760971,0.4238095238095238,0.14946996300685245
P7DT6,3.0184551943448295e-06,100.0,0.020812004501133255,SGD,tanh,0.06076969322935205,99.0,118.0,0.7,0.15,200.0,33.0,0.35461649899029307,0.11293876831988867,0.45178571428571423,0.11469575499185627
Uwn4r,5.997046403804662e-05,5.0,0.1412525820342266,adam,elu,0.0019835902404841677,109.0,50.0,0.7,0.15,200.0,44.0,0.8279834158763721,0.124122169124173,0.8434523809523808,0.05175833978173421
H2pVn,0.016350672802339806,10.0,0.30662317562198205,adam,elu,0.04075299653690792,11.0,75.0,0.7,0.15,200.0,59.0,0.8706935273128117,0.08865307976783601,0.7244047619047618,0.1610402338426636
I3I7O,0.0003805039007208758,10.0,0.13301022485360078,adam,relu,0.06988797048767774,199.0,32.0,0.7,0.15,200.0,46.0,0.7600892157047834,0.17358732589545686,0.6788690476190476,0.1791975629902166
ylgbz,0.11120823492151186,10.0,0.12562719278984166,adam,tanh,0.09486853919111854,185.0,153.0,0.7,0.15,200.0,50.0,0.7316911470294581,0.0984161225027068,0.5619047619047619,0.1201201684784177
JswVl,0.1276611470772176,70.0,0.12204083708658736,SGD,elu,0.059084677946179255,44.0,185.0,0.7,0.15,200.0,41.0,0.8383491140520347,0.04979600777050972,0.849702380952381,0.0336520161596594
LROb4,1.0516987994405073e-05,100.0,0.3853093683855895,SGD,tanh,0.058459097586351164,74.0,93.0,0.7,0.15,200.0,23.0,0.4397892873050135,0.15657766344922636,0.5303571428571429,0.13209592688734487
b38CC,7.058435295719364e-05,5.0,0.0819634548673502,SGD,elu,0.03221529493034133,114.0,89.0,0.7,0.15,200.0,38.0,0.5548497889751027,0.0788088523073384,0.569047619047619,0.1526457892031459
RgN9b,0.001751752308208704,10.0,0.2983111731305112,adam,elu,0.03398923802810583,39.0,176.0,0.7,0.15,200.0,55.0,0.814731147110822,0.11841548730226971,0.7592261904761904,0.12153976293346509
zjo1N,0.03716595816726992,100.0,0.02183399935459405,SGD,elu,0.061175151819556906,26.0,120.0,0.7,0.15,200.0,68.0,0.7483097835701246,0.08155788173885942,0.8005952380952381,0.06538142492806029
rG8Is,9.890528476365267e-05,50.0,0.0556981747524318,SGD,elu,0.0072780574492053,55.0,174.0,0.7,0.15,200.0,35.0,0.44999294689422886,0.13456656684591753,0.48690476190476184,0.1540689615008785
DHXKm,0.22094919369302232,5.0,0.1632432967579375,adam,relu,0.05241199267984366,16.0,65.0,0.7,0.15,200.0,43.0,0.5,0.0,0.5,0.0
rYQHW,0.0003705964949456363,30.0,0.04997413717717017,SGD,tanh,0.07753733570617968,41.0,62.0,0.7,0.15,200.0,15.0,0.5124566152599389,0.14476132987767268,0.5892857142857142,0.08396866654563029
VsKWk,0.0074071809645188755,100.0,0.33803313964969606,adam,tanh,0.09269154240411223,199.0,127.0,0.7,0.15,200.0,19.0,0.8981833801461792,0.044156404346371005,0.8630952380952381,0.016192226796113627
Gve8j,0.0003869362780016119,70.0,0.3580743600466584,adam,tanh,0.012389672801249718,108.0,138.0,0.7,0.15,200.0,61.0,0.8663548713741657,0.053971625623779294,0.8648809523809524,0.03461093276215864
oPzdZ,9.571460232900329e-06,70.0,0.09220822503076574,adam,relu,0.051488277379654016,61.0,181.0,0.7,0.15,200.0,14.0,0.5711966156686654,0.16263632511550208,0.5809523809523809,0.11502735551601105
kbX7t,0.00022196037636961697,100.0,0.35248142602700194,adam,tanh,0.021243856637877125,143.0,49.0,0.7,0.15,200.0,30.0,0.8181251690764046,0.05606724676246114,0.8446428571428569,0.03536034938161701
Czy8g,0.11759147675315222,10.0,0.20934016878263437,adam,relu,0.08418844054522863,47.0,185.0,0.7,0.15,200.0,51.0,0.5043425754140041,0.04586189990584442,0.5,0.0
OKhtQ,0.06925063980307966,5.0,0.09710237676017824,SGD,tanh,0.07192905686701077,159.0,91.0,0.7,0.15,200.0,63.0,0.8714026044583729,0.07163108311809825,0.813095238095238,0.1101496096585753
okoop,0.0009425651206357113,10.0,0.30615124936055854,SGD,relu,0.013412378862601205,20.0,94.0,0.7,0.15,200.0,55.0,0.5340814093314095,0.05166861980983717,0.5726190476190477,0.12331057889010638
ZH5yL,0.006756345495929886,10.0,0.1054275880396042,SGD,tanh,0.07522218638654724,61.0,136.0,0.7,0.15,200.0,19.0,0.7996610304368994,0.09769562475358852,0.7982142857142855,0.07550144162249374
LX2wh,0.014594924407994463,50.0,0.3792453565566679,SGD,relu,0.09525778300073916,37.0,35.0,0.7,0.15,200.0,63.0,0.6262107675123236,0.17393329592535467,0.6276785714285714,0.15294520948095955
zcQ2v,0.0014954113325726418,30.0,0.09117117619725734,SGD,elu,0.049226806422202535,111.0,54.0,0.7,0.15,200.0,65.0,0.518713838912068,0.16474881365750557,0.5636904761904763,0.2093521009070485
F9x3n,6.1511471573116625e-06,30.0,0.12352221891803819,adam,relu,0.020535928411194074,10.0,157.0,0.7,0.15,200.0,30.0,0.42124470899470906,0.09573186219894672,0.4541666666666667,0.12451863095851286
i3cDe,0.3716666868242118,50.0,0.39711235789279775,SGD,relu,0.03863633776776011,94.0,95.0,0.7,0.15,200.0,28.0,0.7147333360221559,0.16556772784157106,0.7041666666666667,0.1679594841680441
HqcS1,0.45127114054506084,10.0,0.3417916080305079,SGD,relu,0.06218471551858634,148.0,60.0,0.7,0.15,200.0,69.0,0.7148390022675738,0.17465464129420713,0.5005952380952381,0.0017857142857142796
If8Zd,0.10483360884457515,10.0,0.25855989791704387,SGD,relu,0.02461047836543,141.0,94.0,0.7,0.15,200.0,31.0,0.7052381749492891,0.19258570160489724,0.7178571428571429,0.17845631210130444
tIN2a,1.1025218679036512e-05,50.0,0.39835324122642624,SGD,relu,0.09381818000653759,89.0,160.0,0.7,0.15,200.0,34.0,0.453082955404384,0.08156781848042652,0.5291666666666666,0.08486892989057286
FVws4,0.0003200996848770011,100.0,0.028617892642964063,SGD,tanh,0.07687078676026096,92.0,181.0,0.7,0.15,200.0,28.0,0.4574948240165632,0.06209839482770166,0.49107142857142855,0.14943321679325233
Mn7E5,0.30355360680138577,70.0,0.30242017890499523,SGD,relu,0.07696170963454403,139.0,163.0,0.7,0.15,200.0,61.0,0.7651530943580303,0.18543765468490678,0.7002976190476191,0.16481781711980065
zJfBY,0.0620586479031942,30.0,0.15183862295400316,SGD,tanh,0.020692502432650972,135.0,51.0,0.7,0.15,200.0,58.0,0.831853075488598,0.07649380130412396,0.8464285714285713,0.043153735619980614
IroOo,0.03633313644551093,30.0,0.09673902363091798,adam,relu,0.0677373805379617,188.0,36.0,0.7,0.15,200.0,44.0,0.6549489748641493,0.20659019041513946,0.50625,0.02080993584096826
eoEax,2.8376110207956246e-05,5.0,0.3801484331169697,adam,tanh,0.01384636758682787,87.0,106.0,0.7,0.15,200.0,37.0,0.8057615180291273,0.09065270718914488,0.8720238095238095,0.025567537612993508
SuB9v,0.12420944198484973,50.0,0.27070956072803554,SGD,elu,0.07271650432010011,107.0,151.0,0.7,0.15,200.0,19.0,0.7900120807431168,0.07756287577569501,0.819047619047619,0.10655260695959824
Q0GQ1,0.0016964495572098723,5.0,0.08051149084823268,adam,relu,0.053161803071292084,177.0,130.0,0.7,0.15,200.0,64.0,0.7159954648526077,0.18842847148524178,0.6050595238095238,0.14464438809693414
RySUQ,5.365059878992081e-06,10.0,0.01293855206319594,adam,relu,0.08796171873821824,79.0,164.0,0.7,0.15,200.0,17.0,0.6461141345427059,0.13839997704551918,0.6547619047619047,0.13184221484225933
MFAe9,1.9385426434650392e-06,50.0,0.23865939854975277,SGD,elu,0.09349283235057344,117.0,16.0,0.7,0.15,200.0,49.0,0.4299831932380499,0.12105588529499582,0.5011904761904762,0.1468634656782292
UGfzv,0.03134201662270214,30.0,0.17744464624169873,adam,relu,0.03707349121230572,110.0,90.0,0.7,0.15,200.0,11.0,0.6789977185054493,0.14568382499990631,0.5119047619047619,0.03571428571428572
MypRK,0.0017799483899680044,100.0,0.237820934873147,SGD,tanh,0.06342784976994051,184.0,100.0,0.7,0.15,200.0,50.0,0.39213856042982514,0.14433311849321676,0.5595238095238095,0.1648497907634075
Iz1Tg,0.10181841070819594,10.0,0.08517695832944178,adam,tanh,0.07830829218244553,86.0,66.0,0.7,0.15,200.0,20.0,0.7847840971623514,0.09393225367603729,0.5508928571428571,0.13774618499106187
PM8bq,0.006204083678672033,10.0,0.15950215229171608,adam,relu,0.005810352072358105,50.0,172.0,0.7,0.15,200.0,57.0,0.78895670995671,0.14910676798803774,0.68125,0.1628302613744582
KYVO2,0.3271060205501095,100.0,0.3546883879845751,adam,elu,0.09785193903928249,148.0,155.0,0.7,0.15,200.0,27.0,0.6263476001511715,0.14422624551394475,0.5601190476190476,0.10502031171642878
wnbGV,0.004550757565719334,70.0,0.35208052509576193,adam,elu,0.01272265135097772,28.0,83.0,0.7,0.15,200.0,40.0,0.8722482332433437,0.0976982990740746,0.8541666666666666,0.01924194032767216
NIHs8,0.41924256198742865,10.0,0.19259883991675883,adam,tanh,0.09536701231217393,44.0,62.0,0.7,0.15,200.0,56.0,0.7569095100523506,0.07830166382313157,0.49940476190476185,0.1286719734727404
i77ID,0.07102098023241964,70.0,0.3596663618717996,SGD,elu,0.025222000173424453,159.0,145.0,0.7,0.15,200.0,70.0,0.7981626316370931,0.15327449910834415,0.85,0.04420820149435033
Z9pxq,0.0002400737335969924,30.0,0.0825425932630882,adam,elu,0.0758310896763676,169.0,83.0,0.7,0.15,200.0,21.0,0.8247932186750742,0.0816498619698491,0.8309523809523809,0.05929718764482034
Ue5hx,0.002100257736172372,100.0,0.14610078897586595,SGD,relu,0.08407370869632694,140.0,102.0,0.7,0.15,200.0,32.0,0.42010884353741496,0.09802384319369435,0.46428571428571425,0.06707992660467052
ebm82,0.0365105307938715,70.0,0.34500997171509495,SGD,tanh,0.0713839912729479,133.0,190.0,0.7,0.15,200.0,10.0,0.7856701249263196,0.12621747909154765,0.7892857142857143,0.0940852848022821
IDh4k,0.00013856786030166503,10.0,0.013383954856545711,SGD,tanh,0.013320733438499023,96.0,139.0,0.7,0.15,200.0,37.0,0.47504060159417305,0.13241753918241664,0.5154761904761904,0.14146644514527398
qUfc2,0.039611460720723246,30.0,0.09428170161714622,adam,elu,0.02369100441957367,190.0,77.0,0.7,0.15,200.0,11.0,0.8736720026922551,0.10498229937073303,0.7342261904761905,0.1386665240915345
xllxA,6.29260782264518e-06,5.0,0.24780011358534038,SGD,relu,0.02197509345344253,120.0,164.0,0.7,0.15,200.0,20.0,0.45778828287405,0.09096073712830109,0.4797619047619047,0.11722412976277305
WdQJm,2.1553558410303327e-05,100.0,0.35298322714684927,adam,elu,0.08971532522812306,198.0,127.0,0.7,0.15,200.0,37.0,0.5370634920634921,0.21275714955394323,0.625,0.1838890772823774
qgRqR,0.0036121507055555373,30.0,0.2653319110625725,SGD,elu,0.07289496173972981,66.0,51.0,0.7,0.15,200.0,59.0,0.6731756676114413,0.18576495671729118,0.7553571428571428,0.11429346451895678
JrOsR,9.97270716801335e-05,5.0,0.17436033979700272,adam,tanh,0.012589892758618727,94.0,137.0,0.7,0.15,200.0,48.0,0.8389832318064444,0.096367861711595,0.8440476190476189,0.04052867745368856
pwsey,1.2079670195919158e-06,30.0,0.394948468105546,adam,relu,0.04471265412784379,51.0,188.0,0.7,0.15,200.0,28.0,0.3722358276643991,0.11995267250578935,0.4738095238095239,0.1368063828721373
AD7iN,0.07749970787706505,30.0,0.051437420097392605,SGD,elu,0.05366206072879798,159.0,65.0,0.7,0.15,200.0,60.0,0.8188668473453726,0.16500218812742265,0.7940476190476191,0.13688405640526286
jj3en,2.246326270397882e-05,5.0,0.14264346895957442,adam,tanh,0.06932601962645375,33.0,121.0,0.7,0.15,200.0,42.0,0.7162562038700865,0.1630164793029297,0.8166666666666667,0.0632074473926585
svTro,0.4219266331221583,50.0,0.02609626964597238,adam,tanh,0.044780534983582344,20.0,94.0,0.7,0.15,200.0,63.0,0.7151476387656512,0.12559885596044087,0.5803571428571428,0.18087796088715144
TGJWu,1.2135471340324682e-06,70.0,0.19637047955878784,adam,relu,0.09626658280250106,107.0,178.0,0.7,0.15,200.0,23.0,-1,-1,-1,-1
U9Ym6,0.22413159534504298,70.0,0.35609519216528607,SGD,elu,0.012881466259601916,158.0,65.0,0.7,0.15,200.0,42.0,0.8195694420845736,0.13793056791030298,0.831547619047619,0.1153917830932609
ueqnv,0.020023442949452824,50.0,0.36699951784228013,SGD,tanh,0.011406105238653775,78.0,39.0,0.7,0.15,200.0,12.0,0.7187972411186696,0.16989615225092847,0.7880952380952381,0.15271540676975787
NvBWc,4.8552380125654415e-05,70.0,0.24089798484502434,adam,tanh,0.0023903523738625144,96.0,37.0,0.7,0.15,200.0,34.0,0.75542991568094,0.12440030419312484,0.7758928571428572,0.11794166341623198
dwx3j,0.0013999665021230772,10.0,0.06340351977741672,adam,relu,0.091070559694383,68.0,56.0,0.7,0.15,200.0,62.0,0.677615749330035,0.1796490841969689,0.6110119047619047,0.15846111251030814
qR38S,0.0009682636691087329,70.0,0.11411121271027197,SGD,elu,0.02529915458583597,88.0,25.0,0.7,0.15,200.0,33.0,0.4756970262226308,0.1420238805302219,0.5184523809523809,0.1061277975387732
y65O9,0.41574147855305366,50.0,0.10775386217541834,SGD,tanh,0.08226368564381564,49.0,196.0,0.7,0.15,200.0,19.0,0.881100616503154,0.036945745375854384,0.8294642857142855,0.06758049810773664
PsQOy,1.1220254495035843e-06,100.0,0.023611606115897344,SGD,elu,0.017171801698366265,179.0,177.0,0.7,0.15,200.0,68.0,0.350265306122449,0.16482351346627952,0.5077380952380952,0.17749776434988232
GUxZh,0.0014109421742974273,50.0,0.22448912949330918,SGD,relu,0.03620454379696358,179.0,47.0,0.7,0.15,200.0,20.0,0.4381284013605442,0.09130814438351582,0.5000000000000001,0.09896001162200192
y1L6c,0.002798068907735558,100.0,0.11932389460623889,adam,relu,0.09650328611585614,148.0,50.0,0.7,0.15,200.0,61.0,0.6528397637192404,0.19031282154878032,0.6071428571428571,0.17380544678845172
Kmnq9,0.07270919111704818,100.0,0.22098487122589763,adam,relu,0.0027328804759719997,103.0,43.0,0.7,0.15,200.0,32.0,0.8315073669129769,0.10969660390311144,0.5345238095238095,0.10357142857142856
FpkaH,0.0027775528609011906,30.0,0.3263317685086743,SGD,relu,0.006939188767023996,125.0,169.0,0.7,0.15,200.0,59.0,0.5125935374149659,0.1167929126073356,0.5794642857142858,0.1783234885864244
w0QRP,0.00030731567641948787,5.0,0.10085547640641934,SGD,tanh,0.09559934979092077,126.0,28.0,0.7,0.15,200.0,50.0,0.4726793272864701,0.22900296943379753,0.4946428571428571,0.19272206468821124
V4BOA,0.0001211861563046505,50.0,0.1816883452153066,SGD,relu,0.05366500183085783,15.0,58.0,0.7,0.15,200.0,56.0,0.4648677851596446,0.0920294640484139,0.5095238095238096,0.13602720816272096
d3F4n,1.1560721076686679e-05,70.0,0.27112347038345697,SGD,relu,0.022554659942104184,89.0,14.0,0.7,0.15,200.0,22.0,0.4475289115646259,0.15029290907464668,0.47738095238095235,0.14806480318105003
fwCc5,0.0005382057688952304,5.0,0.011213606200345217,adam,relu,0.030591067534905626,154.0,71.0,0.7,0.15,200.0,49.0,0.6709705215419501,0.17577246713227812,0.6779761904761904,0.17828250435907675
P3V6G,0.0001975328717005862,10.0,0.3420396955837643,adam,elu,0.037525199650300524,172.0,161.0,0.7,0.15,200.0,66.0,0.8615850581367299,0.0632251209167996,0.8630952380952381,0.014085904245475307
VnFQF,2.012723078812511e-05,70.0,0.361840071731532,adam,tanh,0.005718831386671986,185.0,190.0,0.7,0.15,200.0,27.0,0.7824701575974207,0.15497973936530296,0.8083333333333332,0.06315136766607067
