,learning_rate,batch_size,dropout,optimizer,activation,regularization,layer_1,layer_2,train_frac,test_frac,epochs,mean_val_nni,std_val_nni,mean_test_nni,std_test_nni
hiBZ5,4.141771730819197e-05,5.0,0.2515153958955571,adam,elu,0.05370136160449627,147.0,133.0,0.7,0.15,200.0,0.8802956860034963,0.04013380811668936,0.8797619047619047,0.013256581816261959
R6O0r,0.0001775251826528873,50.0,0.056032564875922834,SGD,elu,0.02632676395830229,172.0,160.0,0.7,0.15,200.0,0.5635075585789872,0.1253871964550893,0.6226190476190475,0.07128954724561842
Ui3ID,3.887883423493911e-06,10.0,0.23526299352047478,SGD,relu,0.015649326315748138,142.0,184.0,0.7,0.15,200.0,0.5082496220710506,0.11087623480539069,0.5035714285714287,0.15690367800767321
JkVT7,3.0588655116839946e-05,70.0,0.39859930667389076,adam,tanh,0.049485701731283416,103.0,66.0,0.7,0.15,200.0,0.8482084814013253,0.06328795067028169,0.8267857142857142,0.03086640991062897
dLpWt,0.004111607742995495,10.0,0.10154981795814343,SGD,tanh,0.025940925408795546,129.0,191.0,0.7,0.15,200.0,0.8499208597042942,0.06570125622011515,0.8494047619047619,0.013844884940015494
PFvTd,0.002663818817539019,30.0,0.25999341489183486,SGD,tanh,0.05186454094066581,38.0,71.0,0.7,0.15,200.0,0.7661172734728966,0.1655808669047064,0.8226190476190476,0.03618734322278728
jcBGz,0.010654588832926859,70.0,0.31271872937349093,adam,relu,0.08073395944193063,181.0,12.0,0.7,0.15,200.0,0.8707415088032242,0.05278623322444078,0.8773809523809524,0.013095238095238094
YDuI0,0.14773945888194573,100.0,0.15895961454991633,adam,elu,0.0882601932182675,129.0,181.0,0.7,0.15,200.0,0.8365738055096454,0.08482385337045278,0.7270833333333332,0.1346215537228618
ATTMI,0.06162544495397054,70.0,0.10895980817107837,adam,relu,0.027168187847993987,185.0,59.0,0.7,0.15,200.0,0.8163060568652283,0.07594943615707914,0.8446428571428573,0.04254599352025816
QUIj1,9.278676252258434e-06,100.0,0.2947576445341246,SGD,elu,0.0759348063122304,118.0,51.0,0.7,0.15,200.0,0.4239433076859071,0.19301073462893856,0.4648809523809524,0.16531016851379396
TzDb0,0.005459829884052604,100.0,0.015663934586699037,adam,elu,0.03896791626605664,60.0,197.0,0.7,0.15,200.0,0.8764064498560336,0.055438113471124234,0.8755952380952381,0.02137062270359076
QsbJo,2.1107890353244497e-05,100.0,0.17735682573106393,adam,tanh,0.013277882116080598,136.0,111.0,0.7,0.15,200.0,0.7938656805203322,0.07214762067537038,0.8029761904761905,0.04353384405530129
bhNx9,0.002096115971190205,30.0,0.3782843911032152,SGD,elu,0.007821737637048742,102.0,81.0,0.7,0.15,200.0,0.8260709126575719,0.059075691424680145,0.8464285714285713,0.02925763268439169
TUPCY,1.004704513304832e-06,10.0,0.372125761216332,adam,relu,0.03480809738488299,32.0,117.0,0.7,0.15,200.0,0.5101466933870793,0.18019075952771457,0.5404761904761906,0.13764808558368186
ao2vs,0.12852893608497337,30.0,0.18206942453279007,SGD,elu,0.014145548097940774,79.0,165.0,0.7,0.15,200.0,0.8498923755861776,0.040298924460787505,0.8577380952380951,0.008183170883849743
FiSpX,9.59683506904888e-06,30.0,0.2702566225419725,SGD,tanh,0.01600448904592341,134.0,121.0,0.7,0.15,200.0,0.4431776266061981,0.16899620238725124,0.5214285714285715,0.13098484446094538
ijqgm,2.9537950306823307e-06,50.0,0.09914652426926152,adam,tanh,0.029438292020968294,58.0,43.0,0.7,0.15,200.0,0.531380574452003,0.20076246151545252,0.5827380952380952,0.11635191994280289
ZtMUE,1.8091680510961726e-05,100.0,0.10456054116751186,adam,relu,0.046321406395671054,87.0,63.0,0.7,0.15,200.0,0.8315988478872052,0.07354997545840963,0.7773809523809524,0.07982406959162004
kWWrU,3.333782993179815e-06,30.0,0.0014581719266096194,adam,relu,0.01828183625233587,25.0,127.0,0.7,0.15,200.0,0.5613104686318972,0.1711721875833231,0.6410714285714285,0.13737110016665707
ySlNI,0.09331587036308382,10.0,0.15425362302082443,adam,tanh,0.019366956698944417,97.0,31.0,0.7,0.15,200.0,0.7843040510385562,0.09361444980909019,0.48690476190476195,0.2145798246196199
sNe0e,0.0010819529633883753,70.0,0.06478611356738964,SGD,elu,0.059010540711038055,130.0,41.0,0.7,0.15,200.0,0.7177439531368103,0.09416466050203436,0.7642857142857143,0.06671979175810501
JpFK7,3.556961798798558e-05,30.0,0.07247786452709888,adam,relu,0.08805776294717899,190.0,25.0,0.7,0.15,200.0,0.8488642371533874,0.06562343490378691,0.8458333333333332,0.025035405767634633
GlJ6s,9.077932918824819e-05,30.0,0.2839868665968178,adam,elu,0.07532384585229683,165.0,102.0,0.7,0.15,200.0,0.8704644059961888,0.0483731780368798,0.8625,0.014689241284825105
xHOKE,2.0203552349531994e-05,100.0,0.004820464926473367,SGD,elu,0.07463301954409408,74.0,184.0,0.7,0.15,200.0,0.4656216931216931,0.14614585789883056,0.5196428571428571,0.14816646771181058
N1VMe,0.0003887205135595295,70.0,0.27018410966514156,SGD,relu,0.049550850572808836,107.0,81.0,0.7,0.15,200.0,0.4786306431663575,0.204068109194595,0.5494047619047618,0.15487747516319206
HJubh,0.0018150757159555377,5.0,0.2904396699406368,SGD,relu,0.045836999598996855,103.0,53.0,0.7,0.15,200.0,0.8425517950337893,0.06326551656251948,0.8499999999999999,0.009144221128415009
Ptm9B,0.0001290280702776427,5.0,0.17298952602317305,SGD,relu,0.089132741775903,24.0,190.0,0.7,0.15,200.0,0.657572197460264,0.190162946273698,0.7220238095238095,0.11609584602755006
ziDcU,0.00047465784537074185,5.0,0.3390701829071423,adam,tanh,0.0055585398491767805,28.0,74.0,0.7,0.15,200.0,0.8858609668967805,0.07321311359759482,0.8964285714285716,0.009671474291233287
vATqm,2.847127293149665e-06,50.0,0.1883315523764557,adam,relu,0.09592685333887573,76.0,133.0,0.7,0.15,200.0,0.5354152781885702,0.14076728330442168,0.6327380952380953,0.06849377630332736
RRBps,1.8031095528056927e-06,100.0,0.20684402060201745,SGD,tanh,0.010065669422173396,160.0,144.0,0.7,0.15,200.0,0.4077927403284547,0.1485795093995904,0.42738095238095236,0.15006140088737402
lzxKM,0.0015911461869269887,70.0,0.26152243093140304,SGD,tanh,0.08757296162532331,152.0,107.0,0.7,0.15,200.0,0.7103198241929575,0.189921469118085,0.7464285714285713,0.16273421983054107
iKF3D,2.3267836332429288e-05,30.0,0.38998423422521356,adam,elu,0.06968728814752845,71.0,126.0,0.7,0.15,200.0,0.7673833408245327,0.1376034260890312,0.8095238095238095,0.06259912773873766
QSp2H,0.09952682030965082,50.0,0.05390664875334972,SGD,relu,0.07802650986492196,59.0,108.0,0.7,0.15,200.0,0.8699731670763784,0.03485977183313031,0.8660714285714285,0.009689774164345065
OaK9Y,0.00013305733267200326,50.0,0.1918265466062292,SGD,elu,0.004135549354644219,65.0,66.0,0.7,0.15,200.0,0.45557678829107395,0.19233554800007044,0.5047619047619047,0.14376694418524313
oOCrF,0.0019322733753603684,30.0,0.08157953669370205,adam,elu,0.06886410552122758,115.0,47.0,0.7,0.15,200.0,0.8989967814221812,0.046090234843656555,0.8833333333333334,0.015338212769910884
wewqB,8.914351504609336e-06,5.0,0.3213719918447894,SGD,relu,0.008015101752257859,26.0,121.0,0.7,0.15,200.0,0.40559202569916863,0.1902898477708667,0.4946428571428571,0.19701301941393143
afiza,0.031753291088330984,50.0,0.08109542248359869,SGD,tanh,0.007608702600220241,115.0,153.0,0.7,0.15,200.0,0.8503142911300701,0.05048076063184,0.8607142857142855,0.009297916280841298
ManOG,0.22087211876245455,10.0,0.2856659417460776,SGD,tanh,0.016019868057054576,173.0,80.0,0.7,0.15,200.0,0.874945083182826,0.04579946887688533,0.8619047619047618,0.011230929919115045
nIG7B,5.800252680886507e-05,100.0,0.2746277553845271,adam,elu,0.07353384386551885,131.0,187.0,0.7,0.15,200.0,0.8194599711711182,0.06435768944814271,0.8476190476190476,0.03118047822311616
ydmTV,0.041443668909817086,70.0,0.2525651893012452,SGD,elu,0.0826395569539202,130.0,126.0,0.7,0.15,200.0,0.8739054990584989,0.03765053976494704,0.8547619047619047,0.010031130682352823
fGvge,0.04500383492617088,50.0,0.10839759288388079,SGD,tanh,0.014757367466445782,163.0,114.0,0.7,0.15,200.0,0.8482190307233257,0.06287008437795882,0.8613095238095237,0.014098475336103599
CZQpl,4.354833813827012e-06,50.0,0.26042635775942685,SGD,tanh,0.07828496062724884,60.0,80.0,0.7,0.15,200.0,0.3927796847441357,0.14865536825374645,0.5029761904761905,0.1456874878097237
YrO6M,0.02156738258297225,10.0,0.1960083250132593,adam,relu,0.0029861216639212487,117.0,135.0,0.7,0.15,200.0,0.9074526934088187,0.06090089178502044,0.8586309523809523,0.037392372004554385
JRAiA,5.506023931932629e-06,30.0,0.09844723465664657,adam,tanh,0.03585340385317846,59.0,163.0,0.7,0.15,200.0,0.7360693587024695,0.19386496931593247,0.7767857142857142,0.07995933277585038
z3Qv4,0.0839650054520622,70.0,0.15916913835968582,SGD,tanh,0.058882507715657895,159.0,99.0,0.7,0.15,200.0,0.8696903715933715,0.04200887165750479,0.8636904761904761,0.012037945485807552
d5muD,2.1215145704828468e-05,100.0,0.399969153069745,SGD,elu,0.08102015456962894,69.0,45.0,0.7,0.15,200.0,0.40376908541194256,0.13265633615698458,0.48571428571428577,0.14357952279165495
vWnwD,0.000847270395107888,10.0,0.31507455548112995,adam,elu,0.03431857853472039,117.0,70.0,0.7,0.15,200.0,0.8748282542237874,0.06828061396656036,0.8785714285714284,0.024426529200813302
wCem9,3.364498092427672e-05,100.0,0.08418970559037381,SGD,relu,0.09601150778422861,40.0,190.0,0.7,0.15,200.0,0.3988427815570673,0.16889101743038254,0.4779761904761905,0.16724072057002157
G8CFy,3.6558711190670535e-05,30.0,0.14447792631054895,SGD,elu,0.09324365144752667,63.0,15.0,0.7,0.15,200.0,0.49341132855930664,0.16067239806306946,0.5261904761904762,0.17142857142857143
CxSap,0.004392227895045821,30.0,0.07499937207867417,SGD,elu,0.015500731677505743,126.0,56.0,0.7,0.15,200.0,0.8473513947361244,0.06408206637603524,0.8380952380952381,0.020756661635907985
MMn6l,0.025159626259127457,30.0,0.3924795798481579,SGD,relu,0.05337506577785716,40.0,26.0,0.7,0.15,200.0,0.8421760621945635,0.05813781760590317,0.8476190476190475,0.014136121532187986
oVDxG,1.8319296153919234e-05,30.0,0.2635041693709988,adam,elu,0.006997561424941745,162.0,116.0,0.7,0.15,200.0,0.7713297451854343,0.1126738394569142,0.8363095238095237,0.043190666508742204
JXVpA,0.006553485697449228,30.0,0.06899442330152099,adam,relu,0.008266303697860878,156.0,153.0,0.7,0.15,200.0,0.8959571990935808,0.06161774178008763,0.8773809523809524,0.009297916280841253
JnoIg,4.4472805923562305e-05,30.0,0.2790300487732802,adam,relu,0.024263428394522002,99.0,132.0,0.7,0.15,200.0,0.8310961504991834,0.07135381418589802,0.8482142857142856,0.018870080338270652
cgo1Y,0.005029611873192691,70.0,0.33867807999436944,adam,tanh,0.04367811634414215,156.0,96.0,0.7,0.15,200.0,0.8916955745603824,0.06354695044368085,0.8779761904761905,0.016463472245165846
BWxMj,1.3188315387719043e-06,100.0,0.3195317747395552,SGD,tanh,0.005509451118317011,135.0,193.0,0.7,0.15,200.0,-1,-1,-1,-1
TU02u,1.1134685569114655e-05,5.0,0.04306557407970027,SGD,elu,0.0890649434256145,38.0,169.0,0.7,0.15,200.0,0.3833841451670512,0.13890927194427694,0.43154761904761896,0.16624628105229547
Z2Xh7,0.0018382223847410472,100.0,0.1288289379755507,adam,relu,0.058982481217008324,36.0,80.0,0.7,0.15,200.0,0.856257158608685,0.05260739408824537,0.8708333333333333,0.00706806076609401
oa6NL,0.1721603423116557,50.0,0.24731272544573485,adam,tanh,0.03170666395480234,43.0,47.0,0.7,0.15,200.0,0.8241819724553965,0.070081654530233,0.5470238095238095,0.18312546193049245
r6Bb6,0.4946426587507613,50.0,0.26111514567470334,adam,relu,0.030000694987658717,60.0,124.0,0.7,0.15,200.0,0.6866383649419363,0.07013701355666398,0.519047619047619,0.06258780680045198
oTaYx,0.08755435756898619,100.0,0.19957188212526022,adam,tanh,0.003170374299203471,108.0,148.0,0.7,0.15,200.0,0.7936358572573388,0.09161452055096479,0.6434523809523809,0.1338544768584775
hlScx,0.00040163270783269287,100.0,0.1638937070944825,adam,relu,0.012641077904362898,158.0,36.0,0.7,0.15,200.0,0.8613872135235953,0.061989984576788594,0.856547619047619,0.016071428571428584
vUrmG,0.005607595193269915,30.0,0.029194903771721493,adam,elu,0.035918897525750317,34.0,27.0,0.7,0.15,200.0,0.9102261963401121,0.05940690357471238,0.8529761904761906,0.02779832006865622
fUH1f,0.0002259471015322896,100.0,0.3049099959021194,adam,tanh,0.055450506149529434,72.0,119.0,0.7,0.15,200.0,0.8407317751066264,0.061425818930044354,0.8464285714285713,0.007896725691322395
ESz1B,1.3556087791250921e-06,50.0,0.16972630922602458,SGD,relu,0.06214318723560913,29.0,101.0,0.7,0.15,200.0,0.39606035413445884,0.1361069588773817,0.42976190476190473,0.11820535380825288
O0a8P,3.538061056288732e-06,50.0,0.38359703780787974,SGD,elu,0.0912298955817687,64.0,38.0,0.7,0.15,200.0,0.40421330653473514,0.11081164487207325,0.4428571428571428,0.09734281474647444
r6x3R,0.00016907407440292267,50.0,0.26549194330940906,adam,tanh,0.08514025812466645,125.0,129.0,0.7,0.15,200.0,0.813779440080352,0.1279755432848789,0.8499999999999999,0.008748177652797055
n3kjr,0.18672999038930538,50.0,0.3883050197684683,adam,elu,0.08042551207667273,98.0,129.0,0.7,0.15,200.0,0.7967421196045487,0.0388318942546833,0.7419642857142857,0.10273721582694857
apRqo,0.00016425697723664677,10.0,0.2608124789023762,SGD,tanh,0.02011390490806321,98.0,167.0,0.7,0.15,200.0,0.7033921119480786,0.19413590914320378,0.6898809523809525,0.12393108729892177
bBXyq,0.12157739718998367,100.0,0.27791873550490875,adam,relu,0.020842336799768636,69.0,54.0,0.7,0.15,200.0,0.8361305330867245,0.08363872050012179,0.6488095238095237,0.16349013714383706
DIOYo,0.0212518889564424,30.0,0.38714813271424386,SGD,tanh,0.009970565022869249,192.0,152.0,0.7,0.15,200.0,0.8658370361852586,0.03297881818103187,0.8625,0.016290395456433373
PPAz6,0.001633030109287724,50.0,0.15717831904172908,adam,elu,0.04665335936778995,130.0,62.0,0.7,0.15,200.0,0.8723378660016694,0.07686039613137828,0.8714285714285713,0.016666666666666653
dzIof,0.026802708971008296,30.0,0.19733068488585023,adam,tanh,0.0678449110872188,45.0,35.0,0.7,0.15,200.0,0.8728157540593114,0.058732460463854955,0.8386904761904761,0.03413678799747539
N7lFJ,0.43878608277483144,10.0,0.32821899139047495,adam,elu,0.05892362370975567,191.0,45.0,0.7,0.15,200.0,0.5782963200698102,0.158023337742897,0.5041666666666667,0.01249999999999999
BAxJE,0.00017452315846611707,70.0,0.3159501290395012,SGD,relu,0.07250627722936673,156.0,136.0,0.7,0.15,200.0,0.4600613144350424,0.17790038320501952,0.5571428571428572,0.14840898475958123
ahoB0,0.45023280035139,50.0,0.1680034049833089,adam,elu,0.04663805809302532,27.0,186.0,0.7,0.15,200.0,0.7404489303921047,0.10597383776428773,0.586607142857143,0.10268892287365947
p4ScD,0.0067710161816077,5.0,0.010495926596276873,SGD,tanh,0.056311094468950135,121.0,111.0,0.7,0.15,200.0,0.8426995240784061,0.07640919565987707,0.8678571428571429,0.012710807442894406
Pwb0s,0.002652715789937776,10.0,0.18870343834661535,adam,relu,0.0747227215082877,104.0,115.0,0.7,0.15,200.0,0.8781940973288931,0.0575001074838288,0.8863095238095238,0.01173993031149763
qpFKC,0.04159097182982759,50.0,0.16230978378481306,adam,elu,0.008364847342098525,120.0,102.0,0.7,0.15,200.0,0.873754083053343,0.04019130980921028,0.8702380952380953,0.017003401020340127
uQRCB,0.0021245400971601457,50.0,0.32711731727982435,SGD,relu,0.06415144822891972,186.0,22.0,0.7,0.15,200.0,0.750746073174876,0.09057151683182821,0.7494047619047618,0.061712728706108444
lo5qo,1.1410515538272256e-05,30.0,0.25713621543660525,adam,elu,0.004673059599343987,113.0,25.0,0.7,0.15,200.0,0.7919446091109894,0.05901969196194889,0.7940476190476191,0.05648179125845932
nn8eG,0.11271686939701685,100.0,0.29702714448554746,SGD,elu,0.03341409632825506,159.0,35.0,0.7,0.15,200.0,0.8752338198195208,0.04929659090848803,0.8601190476190477,0.017906677329156347
ZuOJs,0.0004940729554082786,50.0,0.3749586782711069,SGD,elu,0.05967105201249191,35.0,92.0,0.7,0.15,200.0,0.5889727712855108,0.21118150335749958,0.706547619047619,0.11142405617632391
Ny9OX,1.2192680386784654e-06,100.0,0.3302009244937255,SGD,tanh,0.043715760296225516,136.0,90.0,0.7,0.15,200.0,0.484357709750567,0.11007051508022374,0.538690476190476,0.09821428571428568
PHZkB,0.09318436847099752,30.0,0.3817570066924706,SGD,relu,0.077151315634508,117.0,146.0,0.7,0.15,200.0,0.8350140057144154,0.04868320186712815,0.850595238095238,0.02654655133449732
bGJQo,0.145724922941827,10.0,0.3356725344816914,adam,tanh,0.04128212716644532,72.0,156.0,0.7,0.15,200.0,0.8239423137432587,0.059029198843993054,0.4845238095238096,0.09957392222060231
K5BC3,0.002126776675242689,30.0,0.2937306159702115,adam,elu,0.005388155641189951,112.0,118.0,0.7,0.15,200.0,0.8864653037959501,0.06933652004183605,0.8803571428571427,0.018907595445557833
EbYwY,0.02753237072902397,5.0,0.05589791722091944,adam,tanh,0.05848776928510491,117.0,110.0,0.7,0.15,200.0,0.8438206955335608,0.06093802433400772,0.5488095238095237,0.15041514735321035
ff5mU,0.014697964535622951,30.0,0.33598067065031856,adam,tanh,0.04566587826442556,47.0,192.0,0.7,0.15,200.0,0.8960566103939964,0.04829128619882798,0.8744047619047619,0.022658174179374175
zMmPV,0.014889808991195526,10.0,0.14252073449156066,adam,elu,0.03438501345811652,114.0,41.0,0.7,0.15,200.0,0.879599741300944,0.04705455697170426,0.8755952380952381,0.013946874421261867
sx2rE,0.0006563609201370289,10.0,0.2265522856011681,adam,elu,0.013214079550538538,104.0,176.0,0.7,0.15,200.0,0.8969053475341303,0.062250961299477776,0.8761904761904761,0.023630277668189512
e6wyA,0.047837327773024754,70.0,0.005077684690286244,adam,elu,0.01729977428859434,32.0,42.0,0.7,0.15,200.0,0.8173965065520503,0.10184769445717456,0.8684523809523809,0.022343243308480313
j1FW3,0.0012344178363900545,10.0,0.3317390101354952,adam,elu,0.08382638609796432,149.0,40.0,0.7,0.15,200.0,0.8820114940490255,0.056689966263906315,0.875,0.026884737596752892
rlJtp,0.0002869463691159146,30.0,0.29855082704933406,adam,relu,0.09176796492912388,46.0,25.0,0.7,0.15,200.0,0.8439953183817002,0.056482341964017795,0.8666666666666666,0.010378330817953987
hwGvi,0.11049944589559234,5.0,0.34478137765527594,adam,relu,0.08831322854765199,100.0,193.0,0.7,0.15,200.0,0.7777772190366349,0.09287394559661423,0.506547619047619,0.1266459099534466
hkoCw,5.50705898980869e-05,30.0,0.18709039386643936,adam,relu,0.08081016958163251,186.0,129.0,0.7,0.15,200.0,0.8514450647011438,0.07248385471654224,0.856547619047619,0.01607142857142858
xsysh,0.002676674274226146,30.0,0.1965262556114451,adam,tanh,0.07810321832745781,174.0,190.0,0.7,0.15,200.0,0.8853149261498675,0.047815004945451975,0.8880952380952379,0.010910894511799609
iswqI,0.030701733983582308,100.0,0.016299815020453724,adam,relu,0.084293734334915,149.0,88.0,0.7,0.15,200.0,0.8705266583408514,0.035710582141135254,0.850595238095238,0.011119965293017509
Z43tl,3.940714315653164e-05,70.0,0.3092475062797525,SGD,tanh,0.03282944012502933,115.0,17.0,0.7,0.15,200.0,0.4358849721706865,0.19073946274358303,0.5428571428571429,0.12931333564451192
TU0Un,3.3448612494091274e-06,70.0,0.04328026290368756,SGD,tanh,0.0865633266670055,27.0,97.0,0.7,0.15,200.0,0.5219174107331568,0.1593798762638595,0.5178571428571429,0.14401810008442492
SVDnF,0.35455253348786175,50.0,0.14333679560910384,adam,tanh,0.0844405213642177,24.0,123.0,0.7,0.15,200.0,0.7634643578135054,0.11186298260654909,0.6238095238095237,0.14582239997888152
uSpIQ,5.2718271639928976e-06,30.0,0.2785864034761553,adam,relu,0.02059033115074942,163.0,190.0,0.7,0.15,200.0,0.7402149823132049,0.14480793755754356,0.7654761904761904,0.1044706449020896
qD0UY,0.4799950040983925,10.0,0.24198883309506877,adam,elu,0.047997865470720616,129.0,32.0,0.7,0.15,200.0,0.5653448601662887,0.11105194276393948,0.5035714285714286,0.01071428571428571
ggwiA,1.583514031478495e-06,100.0,0.3230862035265915,SGD,tanh,0.08671357389248155,53.0,30.0,0.7,0.15,200.0,-1,-1,-1,-1
eoNiw,0.001935417406308109,70.0,0.37311493258367856,adam,relu,0.02955788099007577,101.0,103.0,0.7,0.15,200.0,0.860903174927359,0.06755844982339505,0.8869047619047619,0.004610694459770718
SjqxA,3.5620699405436892e-06,30.0,0.28710090122596704,SGD,tanh,0.06767257505518581,24.0,126.0,0.7,0.15,200.0,0.39966522366522367,0.15001192692465787,0.43809523809523815,0.12514730549461445
zIgpl,4.220934225630286e-06,5.0,0.06767694747233413,adam,tanh,0.08180874403698363,35.0,123.0,0.7,0.15,200.0,0.7779414113826696,0.09082563855832879,0.7874999999999999,0.05297619047619049
LFlJo,0.21822980524068986,10.0,0.32233452160383225,SGD,relu,0.02804070100831807,92.0,166.0,0.7,0.15,200.0,0.8480001143226332,0.05713007353183425,0.5809523809523809,0.15292406931237698
lPOCo,2.9185916387481857e-05,100.0,0.21427292391161587,adam,tanh,0.02309927986877568,200.0,16.0,0.7,0.15,200.0,0.7866198270597637,0.09663552581859212,0.8238095238095238,0.04733546512397866
mfhHq,0.0035652097287295105,70.0,0.28347949247213605,SGD,elu,0.042178825458505355,122.0,192.0,0.7,0.15,200.0,0.8221923095479327,0.0591615958687087,0.8357142857142857,0.03813242232868326
W0Iau,0.004591687215392276,70.0,0.09870242873737603,SGD,relu,0.05880142878375344,53.0,42.0,0.7,0.15,200.0,0.8171373780471176,0.05236477072134817,0.8095238095238095,0.029160592175990183
v79yQ,0.019307932664813187,50.0,0.30459457651318833,SGD,tanh,0.0532559292063238,12.0,195.0,0.7,0.15,200.0,0.841765046679676,0.0719449420850561,0.8607142857142858,0.02428104530282279
UmMWX,0.08809477602180055,50.0,0.28588134255417685,adam,relu,0.012908229439096931,13.0,76.0,0.7,0.15,200.0,0.7982855094775274,0.10209948641530375,0.5422619047619047,0.15108850141811242
YOLuh,0.23930560173574683,10.0,0.21750887156674206,adam,relu,0.0017458191782487864,101.0,139.0,0.7,0.15,200.0,0.6802290691690388,0.1759228389747853,0.5148809523809523,0.04464285714285715
mcGY3,0.0003927873679363852,50.0,0.06307155401200153,adam,tanh,0.01899799934562395,59.0,138.0,0.7,0.15,200.0,0.8792082058287953,0.04629318719787023,0.8767857142857143,0.010991776971797249
I4YhA,2.7743697433510343e-06,50.0,0.2567116772476865,adam,elu,0.006472721405316517,25.0,128.0,0.7,0.15,200.0,0.39777153688076106,0.1581249868761217,0.4511904761904762,0.1403247771560683
RFEJ3,0.00011189132264985715,100.0,0.19155434455267964,SGD,elu,0.09463153528205939,72.0,176.0,0.7,0.15,200.0,0.39225207860922146,0.18881693756990361,0.5113095238095238,0.14483868773519254
Zc34i,0.00014049146961259634,5.0,0.24564302217907505,SGD,elu,0.06885398187733255,15.0,11.0,0.7,0.15,200.0,0.6973405612602454,0.21991324081379315,0.7214285714285713,0.15904779726251778
ZhPxJ,0.09081379965496152,10.0,0.09640143736164593,SGD,tanh,0.0002435759673809823,104.0,113.0,0.7,0.15,200.0,0.8804058941660369,0.04938123623302049,0.8803571428571428,0.010463330851932707
H7CMw,3.6734016762370523e-06,70.0,0.3374019355154272,adam,relu,0.06918822066420743,21.0,106.0,0.7,0.15,200.0,0.37938055102809953,0.24789412699345512,0.519047619047619,0.15484887666100328
eTMkf,8.361594980346409e-06,10.0,0.20955558172837568,adam,elu,0.043911794269513596,11.0,31.0,0.7,0.15,200.0,0.7131832286535935,0.15077259059555798,0.7636904761904761,0.08597224740730601
mPojP,0.3854231605853883,30.0,0.09747277509385772,SGD,tanh,0.0735325710941739,90.0,36.0,0.7,0.15,200.0,0.8000158144720059,0.1689286121524658,0.6910714285714284,0.2597510200242304
wZZrQ,0.00032644105405983805,70.0,0.11978709930827841,adam,relu,0.08061032111002742,74.0,137.0,0.7,0.15,200.0,0.8301496032270448,0.06717421299703853,0.8553571428571429,0.0140984753361036
cOOrC,0.06540470537577,50.0,0.22211344105360584,SGD,tanh,0.01664481966224528,111.0,153.0,0.7,0.15,200.0,0.8609836860935051,0.04861061210518862,0.8636904761904762,0.013162704992557148
P5k8L,0.005590889362095263,5.0,0.39405373745183436,adam,relu,0.01410109315462841,85.0,48.0,0.7,0.15,200.0,0.8914419226721328,0.04074517024157162,0.8869047619047619,0.0075292325242104175
EAnfJ,0.005568649882802696,70.0,0.2144987963273901,SGD,relu,0.08632250951442874,180.0,120.0,0.7,0.15,200.0,0.8019012588075624,0.08626459932601409,0.831547619047619,0.036794189191727576
Rm6PC,0.029706727245222168,30.0,0.3206559546577894,SGD,relu,0.010977649928008893,177.0,37.0,0.7,0.15,200.0,0.8731220090424531,0.0446179508025721,0.8464285714285713,0.029378482569650144
iWmAf,7.898135865156114e-06,10.0,0.1875396479929724,adam,elu,0.06417832293698338,33.0,56.0,0.7,0.15,200.0,0.7770139458356717,0.09314142712502374,0.7946428571428571,0.05094417490661812
pyq28,0.0014086256348285154,10.0,0.18335535528986424,adam,elu,0.05148102832630213,104.0,185.0,0.7,0.15,200.0,0.8819539017580513,0.06379578106694558,0.8696428571428572,0.022501259727899747
NlUS5,0.35217243300792156,10.0,0.077482296236693,adam,elu,0.07351966812050419,163.0,138.0,0.7,0.15,200.0,0.7173169626945891,0.15936739163501376,0.5803571428571429,0.1591524640171213
gk2CM,3.931729787197571e-05,70.0,0.3548528162436825,SGD,elu,0.025785407761140078,46.0,164.0,0.7,0.15,200.0,-1,-1,-1,-1
QSEhV,0.01619039486816864,5.0,0.015284801062945564,adam,relu,0.07563303410292263,184.0,172.0,0.7,0.15,200.0,0.8798631341640458,0.04660160965843154,0.8738095238095239,0.014035507288751912
iR4kH,1.8685281229354144e-05,30.0,0.17731928818728315,SGD,relu,0.07613436070345227,169.0,178.0,0.7,0.15,200.0,0.5193058932634061,0.11289676637453946,0.5672619047619047,0.0699271770537246
RMPBn,0.016362437845693467,5.0,0.3502898368578218,SGD,relu,0.013045789304071131,56.0,122.0,0.7,0.15,200.0,0.8657062716881668,0.05821130433494053,0.8833333333333334,0.011040022018447226
vVPJz,0.00014690105562885936,50.0,0.118302939898931,SGD,relu,0.05636029767879416,191.0,188.0,0.7,0.15,200.0,0.3733894557823129,0.1907834738548399,0.45297619047619053,0.17225844930223036
kVGJ5,0.0009160949907975069,30.0,0.0593154944066793,adam,tanh,0.0033875505950033747,22.0,57.0,0.7,0.15,200.0,0.8945837586345053,0.05233685602543612,0.8916666666666668,0.014285714285714285
IJWAS,1.059103091357978e-06,70.0,0.05806828738589727,adam,relu,0.05943244035346203,44.0,73.0,0.7,0.15,200.0,0.4475152762307514,0.20379918283531093,0.5666666666666667,0.10530163994045705
YAy9X,0.051240594956750984,30.0,0.10689880809051809,adam,elu,0.026111378707839552,18.0,148.0,0.7,0.15,200.0,0.8708434731501997,0.0593640574882938,0.7982142857142857,0.12438767255600622
K8CiN,0.41810165848887243,100.0,0.25694755666940056,SGD,tanh,0.02941443799377357,12.0,99.0,0.7,0.15,200.0,0.8722827545785785,0.05340007319739336,0.7398809523809524,0.18789263500799977
