,learning_rate,batch_size,dropout,optimizer,activation,regularization,layer_1,layer_2,train_frac,test_frac,epochs,preweight,mean_val_nni,std_val_nni,mean_test_nni,std_test_nni
sLSbu,8.678322091505225e-06,100.0,0.07946524886495361,SGD,tanh,0.05364082900699915,98.0,36.0,0.7,0.15,200.0,60.0,0.38856178997762936,0.14889187190869793,0.44497607655502386,0.08751607603393269
wtn3f,1.931108134937057e-05,100.0,0.254375897181551,SGD,relu,0.095756398534109,83.0,41.0,0.7,0.15,200.0,20.0,0.4564946162486712,0.1282149112202866,0.5328548644338118,0.16325413697568128
j45wT,6.121945803563829e-06,50.0,0.17394847715615974,SGD,elu,0.09442593158009709,121.0,100.0,0.7,0.15,200.0,35.0,0.4756016890934367,0.14459411903969782,0.492822966507177,0.1355511765776234
mfQ8B,0.10428414931150697,5.0,0.12934948368583288,adam,tanh,0.07313748723319491,98.0,104.0,0.7,0.15,200.0,36.0,0.7198125051541976,0.07669341317769132,0.509250398724083,0.03326649434596881
MqVct,0.0011172437157436186,70.0,0.11440240391605255,adam,elu,0.01030914108950749,153.0,116.0,0.7,0.15,200.0,64.0,0.9028916268967135,0.05105899581856256,0.8883572567783092,0.01935024036759565
wCgah,0.42939126004262573,10.0,0.13352599546984517,adam,tanh,0.030196539804797886,116.0,100.0,0.7,0.15,200.0,14.0,0.6678529206663468,0.07059953480569596,0.5926634768740031,0.13986695244133704
AhQZa,2.8984188938967383e-05,70.0,0.21135814522649887,adam,tanh,0.08777830491062098,196.0,39.0,0.7,0.15,200.0,23.0,0.6931282653899796,0.12476262676329304,0.7634768740031899,0.10952200838383658
hLHFI,0.06560951558370062,70.0,0.0937659866392313,SGD,relu,0.054291235727252286,186.0,68.0,0.7,0.15,200.0,18.0,0.7196585051841135,0.13241701325683963,0.7782296650717703,0.1350908497403112
X4X5T,0.0028323261644144105,50.0,0.15939405867348913,adam,relu,0.04926442811447507,91.0,30.0,0.7,0.15,200.0,58.0,0.7753420471435037,0.1229635543215286,0.8097288676236044,0.1562441719696853
MoGuL,2.5581108712686253e-06,30.0,0.33757947779870046,adam,tanh,0.05057896064570945,15.0,68.0,0.7,0.15,200.0,43.0,0.43272959419027596,0.1272672017215337,0.484688995215311,0.2087078317134769
SGeDB,7.432210813414893e-05,30.0,0.2047094067437754,adam,relu,0.07959770535396006,34.0,116.0,0.7,0.15,200.0,56.0,0.6954924422838384,0.13302258042501164,0.7551036682615629,0.1728618403089757
nP8i2,7.70391949439812e-06,30.0,0.23960610349425646,SGD,tanh,0.009862873372714598,10.0,101.0,0.7,0.15,200.0,37.0,0.4063010051177917,0.1280480517454221,0.47192982456140353,0.12226615086595406
jqJqK,0.17788897728170772,5.0,0.2912137228644461,adam,elu,0.09698690344332767,145.0,47.0,0.7,0.15,200.0,20.0,0.7960519734424754,0.06209521540121144,0.5045454545454545,0.013636363636363624
JjhSc,0.06142883748295763,50.0,0.17833302191201306,SGD,relu,0.06364978168932482,128.0,70.0,0.7,0.15,200.0,18.0,0.7022388954411516,0.16569113111849934,0.7232854864433812,0.1834155051500197
ED99B,3.019620022423863e-06,10.0,0.2694815855298531,SGD,tanh,0.08781881277203912,187.0,75.0,0.7,0.15,200.0,25.0,0.3970370641542893,0.14315425871421641,0.4527910685805422,0.13665655883048125
OVw14,0.0423870853987541,10.0,0.1080129462955008,SGD,elu,0.04160220940199769,153.0,106.0,0.7,0.15,200.0,13.0,0.8680828035122511,0.05496537741886904,0.8803827751196172,0.020047536028670692
sHNjB,0.11501112774890501,100.0,0.240704785987092,SGD,relu,0.04209086825368533,44.0,131.0,0.7,0.15,200.0,66.0,0.6392545399193026,0.15284939500164682,0.682695374800638,0.18404455816603446
CEIR3,3.233364387978361e-05,5.0,0.31735071751849064,adam,tanh,0.08169285579047367,144.0,105.0,0.7,0.15,200.0,47.0,0.724512891279652,0.11302878266860437,0.8454545454545455,0.08643234567647483
oJkcU,0.0056362122121647006,5.0,0.015646266911743246,adam,relu,0.05698564370968087,53.0,28.0,0.7,0.15,200.0,69.0,0.7085220542176867,0.17650573564830319,0.6783094098883573,0.17916273461930804
IVO2z,0.006715512105003443,70.0,0.2358698090947466,SGD,relu,0.04837149151375143,168.0,77.0,0.7,0.15,200.0,25.0,0.639796940476473,0.16013147179705414,0.6440191387559808,0.171776036180761
PzOGn,0.26964823708746094,100.0,0.09617302603999903,adam,relu,0.0050238848258872815,67.0,163.0,0.7,0.15,200.0,24.0,0.515426385289399,0.04627915586819694,0.5,0.0
xCb7a,0.047370499501254194,10.0,0.33213445507675493,SGD,relu,0.0853738073194471,129.0,149.0,0.7,0.15,200.0,57.0,0.75509618591843,0.10465725671855668,0.782695374800638,0.13921044660292653
CPedR,0.0032509373243179264,50.0,0.004115049174204621,adam,tanh,0.08571335996478541,20.0,126.0,0.7,0.15,200.0,67.0,0.7977805532464506,0.1303843421539309,0.8011164274322169,0.13571443250258095
F75P4,0.001159673154242374,70.0,0.15872619452168976,adam,tanh,0.04330480022156759,79.0,15.0,0.7,0.15,200.0,60.0,0.8059628644335511,0.06568697471029958,0.8881977671451355,0.03548742897758595
fKoDl,1.699320723639742e-06,50.0,0.1326345139525628,adam,tanh,0.0801763113273323,67.0,199.0,0.7,0.15,200.0,10.0,0.46028265556960823,0.10600898590183376,0.4480063795853269,0.20742293623124403
ZANBW,3.455284559609114e-06,30.0,0.3400462958496593,adam,elu,0.09329362321519652,61.0,102.0,0.7,0.15,200.0,21.0,0.4853733187522433,0.1881695393922913,0.5401913875598086,0.1614158797762957
QUuYc,3.492926390383746e-05,100.0,0.2709572846701258,SGD,elu,0.011447780034706145,102.0,198.0,0.7,0.15,200.0,22.0,0.46740224025676086,0.09220465613823009,0.535566188197767,0.13509214426282096
jqE2A,0.0003373688715847618,5.0,0.2970800948622798,adam,tanh,0.04010893385176363,147.0,59.0,0.7,0.15,200.0,36.0,0.9034312020553508,0.04804990939838587,0.8987240829346093,0.010143590823705164
wAQSv,0.00012824945945259008,10.0,0.15564362007611643,SGD,elu,0.0365155821193544,171.0,145.0,0.7,0.15,200.0,63.0,0.5270180732483615,0.07506402698115307,0.49362041467304624,0.06313956687980082
PNAxk,0.06216566202753419,50.0,0.010590658073067295,adam,tanh,0.07227135196113497,119.0,184.0,0.7,0.15,200.0,17.0,0.804207039830364,0.05334398503672046,0.6637958532695375,0.150559903215455
oXvgG,0.4085110548305646,100.0,0.27474326842850566,adam,elu,0.0009438996206189044,195.0,67.0,0.7,0.15,200.0,31.0,0.5424836974225717,0.11193769913502291,0.5370813397129186,0.11124401913875598
qvCp7,0.0012671314156524054,30.0,0.30318008422856707,SGD,elu,0.0931442907255898,99.0,192.0,0.7,0.15,200.0,20.0,0.651324151740009,0.14967652391721079,0.7272727272727272,0.12634760284380755
FZNkV,0.0019234031785476287,100.0,0.07517030204807762,adam,relu,0.0018364095753087063,101.0,130.0,0.7,0.15,200.0,44.0,0.7440225107188982,0.170968808023214,0.7852472089314195,0.18748311652875907
u4a1G,0.00044686892231605004,100.0,0.15487775642811147,adam,relu,0.05233063379940606,199.0,13.0,0.7,0.15,200.0,59.0,0.6806008699326854,0.17319214170946695,0.7254385964912281,0.19304013070447787
hWnQ7,0.0009582931656984099,10.0,0.08711671822548483,SGD,relu,0.051816066674155115,133.0,158.0,0.7,0.15,200.0,11.0,0.5493191512851535,0.1648346748131013,0.5961722488038278,0.15826893297406452
WUt6g,0.454163237766196,5.0,0.05594127037810921,SGD,tanh,0.08597994600861719,123.0,168.0,0.7,0.15,200.0,42.0,0.7279402455296706,0.08273018983855841,0.5,0.0
s7KzG,0.0007818331039344569,30.0,0.36686299340259243,adam,relu,0.041890588756821445,125.0,33.0,0.7,0.15,200.0,44.0,0.8063559247247241,0.11053502425409853,0.8423444976076555,0.11512238030873777
YCaDi,2.326117485400344e-06,10.0,0.22884893056999003,SGD,tanh,0.09155442636482491,69.0,52.0,0.7,0.15,200.0,68.0,0.4349527607633344,0.15429407654863656,0.45996810207336525,0.15938305849104253
VkGVi,0.00018406811021950468,10.0,0.28135630988390387,adam,relu,0.016065106746412604,173.0,48.0,0.7,0.15,200.0,20.0,0.6898354610609376,0.15469233750154493,0.7354864433811803,0.1789247122093816
rhJlE,7.424289955955958e-05,30.0,0.04649388663779983,adam,relu,0.07931587827290065,172.0,105.0,0.7,0.15,200.0,68.0,0.7158174909613266,0.12955632783548035,0.7605263157894736,0.1469972134949066
YWfuw,0.0003301035215394888,100.0,0.2639592942478513,SGD,relu,0.07584736361816666,143.0,147.0,0.7,0.15,200.0,20.0,0.5122909156358311,0.11103603518092414,0.5223285486443381,0.08678639783357443
pVGsk,0.01732015413475204,100.0,0.16664656416070037,SGD,elu,0.0541339119311352,73.0,49.0,0.7,0.15,200.0,38.0,0.7524762909249189,0.07605525719512808,0.8486443381180223,0.053710131994676356
UUV0a,5.644807485223693e-05,10.0,0.2865295708825179,SGD,tanh,0.05066439651229461,57.0,162.0,0.7,0.15,200.0,62.0,0.5479150527046581,0.1255124326477495,0.5840510366826157,0.17010718965542596
Tlw00,3.2686599907637345e-05,5.0,0.07475794989219585,adam,relu,0.020038457321531047,83.0,128.0,0.7,0.15,200.0,11.0,0.6526315898157174,0.16862117988119335,0.6824561403508771,0.19109753410413238
eowFS,0.41065975543093214,100.0,0.09470152366459939,SGD,elu,0.02637697546725696,159.0,151.0,0.7,0.15,200.0,64.0,0.8298494705828471,0.07902709343170758,0.873444976076555,0.1246899142459449
dW20o,0.10047790013259641,70.0,0.27576076089537044,SGD,elu,0.08386318501215484,102.0,194.0,0.7,0.15,200.0,39.0,0.8015350931940335,0.06016670172219283,0.8698564593301435,0.019048164117172084
y1miK,0.00018512683033384734,5.0,0.22431583669395297,SGD,tanh,0.044987989126796774,26.0,89.0,0.7,0.15,200.0,29.0,0.5641574186580206,0.14933032155838763,0.6310207336523126,0.15519908669173818
F9Fae,5.440940448519974e-06,100.0,0.27844567510137685,SGD,tanh,0.07382589825306636,149.0,163.0,0.7,0.15,200.0,23.0,0.41234493750408313,0.1441649949911903,0.4835725677830941,0.15848294734161017
JO5e0,0.02338975680166705,70.0,0.2710979816968479,adam,tanh,0.020744223296425647,176.0,173.0,0.7,0.15,200.0,31.0,0.8949567983470184,0.04537882576112908,0.9051036682615627,0.00996650704942135
NC1Fu,2.5317217953025895e-05,30.0,0.2550640981197795,SGD,elu,0.09428320015768746,22.0,47.0,0.7,0.15,200.0,33.0,0.4020415003833141,0.11156668450197814,0.47464114832535886,0.13418605100161582
MFWVZ,0.19963833123921282,10.0,0.21964912980655013,adam,tanh,0.0693717671322772,60.0,19.0,0.7,0.15,200.0,22.0,0.6740870762510072,0.09929452380842566,0.5036682615629984,0.17064280248266342
tmmEu,0.23370827868963392,30.0,0.07304160353847977,SGD,elu,0.0230156455995593,57.0,32.0,0.7,0.15,200.0,22.0,0.8451702105927599,0.06250820127498302,0.8976076555023923,0.021466617363178637
fCPRx,0.042298168802328846,50.0,0.22901733685241976,SGD,tanh,0.06966748554243826,13.0,150.0,0.7,0.15,200.0,69.0,0.836533156535476,0.05210912505432228,0.9084529505582137,0.007315690552586762
wZ2iF,0.07259178119590785,10.0,0.38866948976048726,adam,tanh,0.00473044997335903,89.0,20.0,0.7,0.15,200.0,12.0,0.7790482892151631,0.03144934382829312,0.5860446570972886,0.17375678218701984
PJn8C,0.004868395460114498,30.0,0.20459366050242767,SGD,elu,0.09814841302550437,172.0,83.0,0.7,0.15,200.0,68.0,0.6368146131597606,0.17157004461834394,0.7475279106858054,0.11528806070140944
xHkIJ,3.258395134029552e-05,5.0,0.03673472965457565,SGD,relu,0.08677497864516034,143.0,94.0,0.7,0.15,200.0,29.0,0.5062550716271464,0.05949693138029785,0.4942583732057416,0.1310383753379018
rdjxC,0.005626256182029941,100.0,0.3485070784575147,adam,tanh,0.060524017969223014,23.0,200.0,0.7,0.15,200.0,26.0,0.7890365466317094,0.12689646745750574,0.8483253588516746,0.07151985353040352
ne4Lu,0.006167125292180951,30.0,0.3385569561758933,SGD,elu,0.041560234523995376,29.0,48.0,0.7,0.15,200.0,69.0,0.7331715774660157,0.13288246949522192,0.8004784688995216,0.12211834910605592
natpk,0.0022561689402451376,30.0,0.16036369829110708,SGD,tanh,0.03849533833471472,43.0,117.0,0.7,0.15,200.0,41.0,0.6163954992176827,0.09703684960245712,0.7199362041467305,0.13100148767408204
EutkA,2.040862081693407e-05,70.0,0.298840094109236,adam,relu,0.07718931081068818,169.0,134.0,0.7,0.15,200.0,26.0,0.5093089561253193,0.09717804034835571,0.5759170653907496,0.09082847092568255
jkZpW,0.001513492261809271,5.0,0.0925729344779426,adam,tanh,0.013892089733287972,132.0,70.0,0.7,0.15,200.0,55.0,0.9137231583145663,0.05927790783180932,0.8964912280701756,0.01819090961598301
WnALU,3.9523683679205315e-06,50.0,0.011968499812439415,SGD,elu,0.08804126640864765,180.0,187.0,0.7,0.15,200.0,13.0,0.4583315151765608,0.1139432828399325,0.48867623604465715,0.12836329694933682
MP6ak,0.2188006439866221,70.0,0.05868556196666411,adam,tanh,0.08248883934233044,21.0,82.0,0.7,0.15,200.0,42.0,0.6518286950306088,0.10631671664078457,0.5547846889952153,0.1947723844116688
mI0AE,0.19680153920251597,30.0,0.2032472539040455,adam,elu,0.09505670138754296,169.0,93.0,0.7,0.15,200.0,41.0,0.7114322312470018,0.11339466324291538,0.627511961722488,0.19900077314735296
P443P,0.09284668829064942,100.0,0.36607734894835614,SGD,elu,0.04165334494446665,36.0,197.0,0.7,0.15,200.0,68.0,0.7827943207862286,0.07704347866239797,0.8709728867623603,0.028747536312676375
xgSEs,3.9792049284480686e-05,10.0,0.17746843284922945,adam,relu,0.049584767754285025,112.0,149.0,0.7,0.15,200.0,38.0,0.7094843236514267,0.12363134566212401,0.7862838915470494,0.15141732760803683
WRuVd,0.0027519670957540984,30.0,0.3411535473223503,adam,tanh,0.054174427009894624,162.0,127.0,0.7,0.15,200.0,24.0,0.8043464557881521,0.08645318988462528,0.7902711323763955,0.1554565834460918
ccnqq,0.0003299336711767869,100.0,0.11132525087072508,SGD,tanh,0.07369673543899162,178.0,148.0,0.7,0.15,200.0,46.0,0.5148628288587682,0.0806008769571868,0.5513556618819776,0.10796175943179855
ubjGJ,0.0011698750160058819,70.0,0.03975279249399782,SGD,elu,0.06988864698933134,101.0,90.0,0.7,0.15,200.0,41.0,0.5536594654380893,0.14573161477010366,0.5755980861244019,0.15900476536389807
KVRM7,0.21137950988482082,30.0,0.3647490745655345,adam,elu,0.08284285615037036,192.0,180.0,0.7,0.15,200.0,55.0,0.7383688359924256,0.07667052134926523,0.6260765550239235,0.20788494821836861
zhdd7,0.10522217529923351,5.0,0.37087045742686264,adam,tanh,0.05981519591959455,113.0,82.0,0.7,0.15,200.0,18.0,0.6777783434457005,0.08070304225896925,0.498006379585327,0.13550671835665265
BeNjL,0.008294702680919494,50.0,0.19225623112625256,adam,elu,0.02782520849464422,73.0,86.0,0.7,0.15,200.0,60.0,0.8638332449187607,0.07356803799822019,0.874481658692185,0.06226247315878158
pr7SS,0.0002866160191761592,30.0,0.35060933724518994,SGD,tanh,0.09934371386005615,25.0,74.0,0.7,0.15,200.0,62.0,0.5227092617622888,0.10828038379813149,0.5937799043062201,0.12595652758841322
UpL7G,0.002387159907771351,50.0,0.13858539036381715,adam,relu,0.0806118526506524,178.0,158.0,0.7,0.15,200.0,62.0,0.722307182436233,0.18020392079046885,0.7600478468899522,0.17057244772851257
v4SrV,0.07949096151890829,50.0,0.19686910212893768,SGD,tanh,0.0413945023635147,21.0,168.0,0.7,0.15,200.0,61.0,0.8843300442176071,0.046798435911396034,0.9114832535885169,0.00856653843827481
qzYMD,0.07009359284425844,30.0,0.3730121481936192,adam,elu,0.09860288176659568,157.0,116.0,0.7,0.15,200.0,64.0,0.7767846255848363,0.06350597723122738,0.5887559808612439,0.12351442416746163
jkyfr,1.181793021046186e-06,70.0,0.1920305247233356,adam,tanh,0.06821978504508379,142.0,129.0,0.7,0.15,200.0,31.0,0.44415805296304356,0.07886387977559502,0.5409888357256778,0.11537793571090683
fPNGs,0.0012618818298801573,50.0,0.2625120158585494,SGD,relu,0.09202803083604359,61.0,71.0,0.7,0.15,200.0,35.0,0.5026357290488183,0.07162975027022513,0.5423444976076555,0.09878219967103857
h5N11,0.1427580423844243,10.0,0.20397093771046518,adam,tanh,0.06313049687401094,56.0,158.0,0.7,0.15,200.0,37.0,0.6719064339459508,0.07185451927200054,0.579665071770335,0.15955040708126547
FbnIT,2.713732107916601e-05,70.0,0.14539717635336752,SGD,tanh,0.044591523084713786,60.0,36.0,0.7,0.15,200.0,57.0,0.4447413534778403,0.14094061953839718,0.5031897926634769,0.1764480888223581
UrovD,1.1720114995858953e-06,50.0,0.07278660344667945,SGD,relu,0.050211864388893315,23.0,41.0,0.7,0.15,200.0,44.0,0.4776522817213219,0.044183162498005565,0.4889154704944179,0.027116638308173433
mh8i5,0.0707083865264711,5.0,0.13538380334474032,SGD,relu,0.09959741075406706,71.0,66.0,0.7,0.15,200.0,33.0,0.6141040323653557,0.13406198800208635,0.5692185007974482,0.1384925729458253
dbRDx,0.0032043365374485175,50.0,0.024704129525248187,SGD,elu,0.09727091523017778,24.0,80.0,0.7,0.15,200.0,40.0,0.5948036526556758,0.10826994248627797,0.6725677830940989,0.1405429488986672
EBP9z,1.3461791674506679e-05,30.0,0.1409944303545565,SGD,tanh,0.09789447458111324,64.0,183.0,0.7,0.15,200.0,63.0,0.43785726689748383,0.08681537811297162,0.4811802232854864,0.09834977079952352
AOJ6m,0.09878320353742272,100.0,0.1223181340870788,SGD,elu,0.08170418106730783,179.0,53.0,0.7,0.15,200.0,33.0,0.7191723101041692,0.12279236199416822,0.7947368421052632,0.08729504480681298
TFhHH,0.11799375808184885,30.0,0.11985112496429462,SGD,elu,0.0771844438881583,29.0,21.0,0.7,0.15,200.0,21.0,0.7809688511850006,0.06506761107126996,0.8445773524720893,0.06457109705581844
t0gqL,0.17090225959305852,5.0,0.24509892018549345,adam,elu,0.03480870311440143,129.0,100.0,0.7,0.15,200.0,20.0,0.7574909486486409,0.07963458853242396,0.520414673046252,0.0508534389808648
s4Zjt,0.3033725893343778,100.0,0.07165980084653918,SGD,tanh,0.004664971960015518,81.0,149.0,0.7,0.15,200.0,38.0,0.8655299088997147,0.06097185976169188,0.9119617224880383,0.00915642749244489
wCtRH,0.0625187786429182,30.0,0.2025080670858529,adam,relu,0.07727249863395719,183.0,182.0,0.7,0.15,200.0,47.0,0.5581431746207114,0.10734050827637635,0.49681020733652315,0.007141503405817579
CAE2j,1.0792972949447374e-05,50.0,0.3418871603666779,SGD,elu,0.05335079267998444,79.0,123.0,0.7,0.15,200.0,12.0,0.39179178590755964,0.10505652547901627,0.4398724082934609,0.13645417030656987
BjVET,0.002225723064467721,70.0,0.21788701555405413,adam,relu,0.0012163559908297873,151.0,99.0,0.7,0.15,200.0,26.0,0.7422808471662082,0.19690732349698828,0.773444976076555,0.18068614610986475
thgfV,0.00511904769161714,50.0,0.06591851829067,SGD,relu,0.04601886555035787,109.0,80.0,0.7,0.15,200.0,66.0,0.5985461164493862,0.06822550247187634,0.6283094098883573,0.10465269920035995
c13q3,8.3265324943547e-06,30.0,0.0862792355672145,SGD,relu,0.04257875501008962,93.0,18.0,0.7,0.15,200.0,20.0,0.44030598858340647,0.10008005683009978,0.4822966507177034,0.08554712312371716
CIt5C,0.0017964845522308306,100.0,0.10698104801019404,adam,relu,0.008038660218818083,199.0,179.0,0.7,0.15,200.0,58.0,0.7600487401043314,0.19562294384878634,0.7766347687400319,0.18237744159359795
rVIwo,7.997910919447197e-06,30.0,0.15858560681327447,SGD,relu,0.05787501884320814,84.0,85.0,0.7,0.15,200.0,56.0,0.4688988071884081,0.05081777520581997,0.48732057416267943,0.07976989238918841
uqObV,0.005359046085421612,30.0,0.352479141770327,SGD,tanh,0.05399208319988791,127.0,178.0,0.7,0.15,200.0,40.0,0.7271578128078242,0.061821773756236285,0.8473684210526315,0.036752239591870114
Eer57,0.0108274252086799,70.0,0.01897822661704436,adam,elu,0.00039252100794922033,38.0,35.0,0.7,0.15,200.0,28.0,0.9191322537983053,0.06195810686734145,0.9001594896331738,0.018089246416277925
clMnw,0.13206350235122957,10.0,0.053440386268406886,adam,tanh,0.0546488305659634,137.0,171.0,0.7,0.15,200.0,64.0,0.6531779870013923,0.10507814942754667,0.48580542264752796,0.1594281380647873
UUXIJ,0.00015752411536186614,100.0,0.3221508625901531,adam,tanh,0.0679008037721835,140.0,102.0,0.7,0.15,200.0,60.0,0.7201840913603677,0.08038020956824536,0.8282296650717704,0.07996794939068273
ltljP,0.002785864819001419,30.0,0.28274699534313735,adam,tanh,0.004845636675384391,79.0,98.0,0.7,0.15,200.0,38.0,0.8768118957925459,0.06935713441381967,0.8875598086124402,0.021041150027509975
xcZsh,0.1634006233203403,5.0,0.10730594752676953,SGD,tanh,0.07020367812962511,33.0,101.0,0.7,0.15,200.0,16.0,0.7840415495765509,0.08430047352490501,0.6650717703349281,0.2021926640112956
glWNI,0.029568460017533875,30.0,0.07344222922770083,adam,elu,0.09902042620546016,123.0,26.0,0.7,0.15,200.0,65.0,0.7916466802065135,0.07383360576257525,0.5458532695374801,0.11294650559095781
H1yIc,8.777328316674795e-06,10.0,0.02749681788986713,adam,tanh,0.06874901483636425,198.0,113.0,0.7,0.15,200.0,35.0,0.6909588083340884,0.1402808446246446,0.79792663476874,0.14260736810326424
kd0dh,2.126676700458115e-05,5.0,0.15757680092603962,adam,elu,0.027168654962275107,182.0,50.0,0.7,0.15,200.0,47.0,0.7778234959396644,0.07959936721447501,0.8633173843700159,0.07483123738626583
HzLXq,0.0032758706086787374,10.0,0.28082917789021183,adam,elu,0.09884891002432628,183.0,46.0,0.7,0.15,200.0,67.0,0.7957398283351833,0.0709094577150201,0.6919457735247209,0.1923751929453766
cmiL8,0.0003827028839930664,100.0,0.056890025340467304,adam,tanh,0.04512720446098776,182.0,198.0,0.7,0.15,200.0,23.0,0.8448604527959066,0.07715026527138764,0.9025518341307814,0.02087365320655118
OtryI,0.05074767022819681,50.0,0.3962963483659947,SGD,relu,0.09246947657862586,66.0,71.0,0.7,0.15,200.0,58.0,0.6776051608664718,0.16737826773254777,0.7133971291866028,0.17437629666101753
i1ERl,0.002852665952890017,100.0,0.2787548765474407,SGD,relu,0.08737456199456278,107.0,118.0,0.7,0.15,200.0,34.0,0.5422721607725997,0.07483484153036168,0.5470494417862839,0.08681350519014355
Q0yL6,0.03207237000492686,30.0,0.20271299108495225,SGD,elu,0.057643922611593956,196.0,71.0,0.7,0.15,200.0,66.0,0.7996345024268191,0.10196274027198367,0.8542264752791068,0.10935500643870379
mbVb0,0.0324350197225246,10.0,0.14353178137480738,adam,tanh,0.05527243523526392,132.0,149.0,0.7,0.15,200.0,25.0,0.7325989477442858,0.09583991274184492,0.5,0.0
v33rS,0.0037014204832248494,5.0,0.38196687001818885,adam,tanh,0.06292344348985664,178.0,157.0,0.7,0.15,200.0,49.0,0.7972105212035974,0.08618585967161674,0.6252791068580542,0.1913953513831318
Kwbsw,0.00041237203711129227,30.0,0.17518175343025574,adam,tanh,0.052397504609625146,56.0,133.0,0.7,0.15,200.0,16.0,0.8263336456766849,0.07802837005851855,0.89792663476874,0.020009434880462144
llnHE,0.0034434778117325197,5.0,0.26548330928919395,SGD,relu,0.023245497266489414,59.0,43.0,0.7,0.15,200.0,69.0,0.6214338830673969,0.15762599021856405,0.6964912280701755,0.18301398922105588
YecGA,0.023561488915353538,100.0,0.010588452173891661,adam,elu,0.09458321775558085,127.0,117.0,0.7,0.15,200.0,35.0,0.7897956343040964,0.12933348567947925,0.8483253588516746,0.09898243244639009
bbzIL,1.5746592762752065e-06,50.0,0.25590527127688334,SGD,relu,0.036193441931492674,77.0,97.0,0.7,0.15,200.0,39.0,0.42403396440288255,0.10456878726625063,0.4126794258373205,0.14474123569238442
S1eqt,4.999293409350076e-05,70.0,0.32913043619158433,SGD,elu,0.052884964118737166,137.0,199.0,0.7,0.15,200.0,32.0,0.40634858832566484,0.08270684473901922,0.4333333333333333,0.12749408147152705
PYlo9,0.012701380050294845,100.0,0.2024943840375959,SGD,elu,0.05210764977821967,124.0,117.0,0.7,0.15,200.0,68.0,0.6215317787616355,0.1790375777015923,0.728708133971292,0.1542347216787645
ICA5l,0.34193809625757654,50.0,0.37814250598601146,adam,elu,0.058899689107552805,183.0,145.0,0.7,0.15,200.0,21.0,0.7253762744036409,0.1027589607859274,0.6338118022328547,0.13643767168611257
EWllt,0.0014773392383413892,10.0,0.37893688370792056,adam,tanh,0.017127455372275748,65.0,182.0,0.7,0.15,200.0,39.0,0.8918523256180689,0.07658206908338641,0.8805422647527908,0.031941357992325406
c8PJv,0.09136934973776507,70.0,0.31953338531495956,adam,relu,0.09085478604327696,93.0,179.0,0.7,0.15,200.0,36.0,0.5982824745710923,0.10610786919526055,0.4957735247208931,0.01321961263666877
kvzhA,0.00012817685176404322,50.0,0.2556269206825023,SGD,tanh,0.05396379462550202,31.0,124.0,0.7,0.15,200.0,24.0,0.40986705057167605,0.09676849822721005,0.4480063795853269,0.14323989398496184
ZqXOi,5.218352100074499e-05,100.0,0.09005048685932003,adam,relu,0.06073582561777949,127.0,33.0,0.7,0.15,200.0,20.0,0.5938667859058133,0.16463526059222403,0.6204944178628389,0.18931642835958376
M3KZC,0.0003432824069600112,70.0,0.03230936464156216,SGD,tanh,0.02472878456952058,88.0,54.0,0.7,0.15,200.0,58.0,0.4486599578823031,0.11585722223404502,0.5298245614035089,0.13560896219837917
qRMyl,0.4030208014719861,5.0,0.2061908397574789,SGD,elu,0.09153232361340381,71.0,198.0,0.7,0.15,200.0,46.0,-1,-1,-1,-1
Iuv1P,0.30738263840957236,100.0,0.1494413123166083,SGD,relu,0.03429938829044712,138.0,24.0,0.7,0.15,200.0,70.0,0.7727918937420045,0.13634862375159806,0.7725677830940988,0.19174766759680537
VMElc,0.04307694476678621,70.0,0.3919773496493997,adam,tanh,0.08870564405413092,52.0,125.0,0.7,0.15,200.0,12.0,0.8256894657553644,0.03420735686743973,0.6547846889952152,0.21110200214609298
GwmY6,2.5762703696634724e-05,10.0,0.06606453410916027,SGD,tanh,0.026591549187112408,192.0,142.0,0.7,0.15,200.0,43.0,0.45127299878049776,0.07727912664658071,0.5730462519936204,0.11637072311865448
rYQxv,0.006075421280460634,70.0,0.1678514540191911,SGD,tanh,0.08340933142833819,110.0,83.0,0.7,0.15,200.0,16.0,0.6521081333105343,0.11474012103441773,0.7070175438596491,0.1362419595738581
xfcUH,4.8012209509913176e-05,100.0,0.10087887133568572,SGD,relu,0.08947045713830523,148.0,144.0,0.7,0.15,200.0,17.0,0.5057447125125937,0.04583077208652199,0.5301435406698565,0.12113854478090745
FS6r0,2.0879426833171968e-05,70.0,0.24020320682528407,adam,tanh,0.04196961744556436,37.0,35.0,0.7,0.15,200.0,23.0,0.5946548522570535,0.08703275898578075,0.6149920255183414,0.16258432971219255
yR5Em,0.0069239311311299805,5.0,0.23418161497418657,SGD,relu,0.04022693437583304,109.0,191.0,0.7,0.15,200.0,24.0,0.8409208525897846,0.08047890334628871,0.8770334928229666,0.024722950987045647
rTh9M,0.00012326239992870066,50.0,0.2501088756522269,SGD,relu,0.051159119666289415,51.0,176.0,0.7,0.15,200.0,36.0,0.49632980813462557,0.09929447871454697,0.509250398724083,0.0953150399791452
dH44R,0.0015513183461968757,10.0,0.1853556770059017,adam,elu,0.004478211965419399,168.0,177.0,0.7,0.15,200.0,28.0,0.9210432868767879,0.06081922826213052,0.9046251993620414,0.0125541745800028
