,learning_rate,batch_size,dropout,optimizer,activation,regularization,layer_1,layer_2,train_frac,test_frac,epochs,preweight,mean_val_nni,std_val_nni,mean_test_nni,std_test_nni
VJApT,0.013219377042443886,100.0,0.2933030597567942,SGD,elu,0.0212229003186467,105.0,49.0,0.7,0.15,200.0,13.0,0.7296242163421478,0.13320590893673126,0.7800637958532696,0.13948451248884064
wUcfo,1.4702088319933813e-06,10.0,0.32420148950778843,adam,tanh,0.02620787254689009,154.0,171.0,0.7,0.15,200.0,41.0,0.6112671968395909,0.11022850764873802,0.6446570972886763,0.14930444634543294
uU4vW,2.1423753332388578e-05,30.0,0.21687281231530375,adam,relu,0.032132710138933644,78.0,152.0,0.7,0.15,200.0,64.0,0.6385113023355963,0.1279985500594844,0.6590909090909091,0.1493419442511433
ERCbv,0.00010549286090273351,70.0,0.08884821038323842,SGD,tanh,0.07553049935162803,112.0,64.0,0.7,0.15,200.0,16.0,0.5013671403954465,0.09818919860308646,0.5129186602870813,0.18011626863169172
PcJNh,0.0004742113661700984,5.0,0.28969766576048234,adam,tanh,0.00755630563690447,16.0,140.0,0.7,0.15,200.0,27.0,0.8989577400271747,0.06730734348795835,0.8936204146730462,0.01687954974370688
y6jVk,3.396433564180371e-05,50.0,0.20627103567988492,adam,elu,0.08189710860369304,108.0,190.0,0.7,0.15,200.0,51.0,0.6740255482828494,0.1547690666834039,0.7556618819776715,0.11988020002975772
M96e2,0.0019766471189477924,5.0,0.35947373259005655,adam,tanh,0.05090528257448871,123.0,179.0,0.7,0.15,200.0,49.0,0.8765865069800908,0.05348220358644277,0.8329346092503987,0.1502377318196409
zmJSk,0.1369512795638579,30.0,0.19172525298153903,adam,elu,0.0453001341361936,200.0,158.0,0.7,0.15,200.0,32.0,0.7635008047820799,0.08115549932594254,0.6304625199362042,0.21361854756211812
uerw5,0.00015586556428588282,50.0,0.18088737206843095,SGD,relu,0.0418700621168808,32.0,105.0,0.7,0.15,200.0,55.0,0.4572358747290474,0.06886420022695357,0.483652312599681,0.08474232935559223
fdAgn,0.03639177216375569,50.0,0.3250642782838608,adam,relu,0.01825383549500983,175.0,174.0,0.7,0.15,200.0,66.0,0.7118023041130237,0.14157089177284643,0.6061403508771931,0.16214827524527378
Od7vm,0.001251779601735823,100.0,0.20543784243411195,SGD,tanh,0.04120633803912113,127.0,149.0,0.7,0.15,200.0,33.0,0.3990574452114015,0.19715487955331903,0.512280701754386,0.16506491290874717
OmIkA,2.948740905809578e-05,50.0,0.06746911977188819,SGD,relu,0.015094667092191195,71.0,139.0,0.7,0.15,200.0,47.0,0.44457242536608976,0.10465433292311653,0.490829346092504,0.12557580623126774
fDXeM,0.0005648935634712233,30.0,0.2932345746878053,SGD,elu,0.0206970329876542,166.0,148.0,0.7,0.15,200.0,36.0,0.5838530859497852,0.14570607046193323,0.6888357256778309,0.10450028038715288
tPuNv,0.22676609377884707,5.0,0.0831562016140301,SGD,relu,0.006142905069094262,181.0,28.0,0.7,0.15,200.0,66.0,0.6981900186520335,0.15007460589663255,0.5779904306220096,0.16488204585267305
Qu9Er,3.532362416977995e-05,50.0,0.3057846657148914,SGD,relu,0.06723498508920492,172.0,76.0,0.7,0.15,200.0,41.0,0.5120688279561099,0.10454110898244123,0.5792663476874003,0.11880329140748164
D0HEz,0.005141177569142327,50.0,0.24118836910231783,adam,tanh,0.05101130325259128,79.0,36.0,0.7,0.15,200.0,64.0,0.8598589058711432,0.07835414252422487,0.8556618819776715,0.1128105926436256
lfKjV,0.0006651223538658225,70.0,0.29461323550957724,SGD,tanh,0.07546907296474042,174.0,163.0,0.7,0.15,200.0,56.0,0.4132144290011115,0.0955441177700753,0.4669856459330144,0.08607654172573177
AYffn,0.02252657839049591,100.0,0.17306495586777731,adam,relu,0.035431950054467455,104.0,99.0,0.7,0.15,200.0,66.0,0.7957795014044626,0.1010153108129862,0.8103668261562997,0.15644819311120894
WnPVE,0.05026275492735184,70.0,0.039383210847075745,SGD,elu,0.016950728610576383,103.0,47.0,0.7,0.15,200.0,17.0,0.8405330316402002,0.0690124613105806,0.8861244019138755,0.022342215002025458
Eyveh,1.809980013931442e-05,30.0,0.27392775051857965,SGD,tanh,0.07674567664514356,59.0,177.0,0.7,0.15,200.0,40.0,0.3805657384592761,0.12754407202067047,0.4763955342902711,0.15040481264134192
XGgiW,0.00047016929568113815,100.0,0.03446984226123231,SGD,elu,0.015945469782762244,87.0,27.0,0.7,0.15,200.0,65.0,0.45947131130157165,0.18596157447359257,0.5312599681020733,0.20655163669594961
pOiWA,0.3574986043453781,10.0,0.18900867091072615,adam,elu,0.07670575473898601,199.0,199.0,0.7,0.15,200.0,41.0,0.7281047388210504,0.07501966001940634,0.5291068580542264,0.11977727198268154
NM6Gr,3.000487108066781e-05,5.0,0.17759220337558979,SGD,elu,0.013187224490318783,69.0,188.0,0.7,0.15,200.0,43.0,0.479074765321875,0.1460034185384182,0.5503987240829347,0.07981639530778863
nrLig,4.807231314946766e-05,100.0,0.2426193374092252,SGD,tanh,0.09927746192962408,103.0,40.0,0.7,0.15,200.0,24.0,0.4247880200975314,0.10920941534254017,0.5303030303030303,0.1302499213401356
WaFVE,0.1744209460707636,70.0,0.15509743400565662,adam,elu,0.030665894453229748,62.0,138.0,0.7,0.15,200.0,57.0,0.8554044717769337,0.0810915042957537,0.8277511961722487,0.14159410229461833
GzaV8,0.291077187750065,50.0,0.19055194569881628,adam,tanh,0.01593344221602382,22.0,28.0,0.7,0.15,200.0,56.0,0.7603745621652541,0.07682401695565262,0.5227272727272727,0.19993895791933458
obGNA,4.916065560231503e-05,30.0,0.17638750888353527,SGD,relu,0.006599375805503627,83.0,47.0,0.7,0.15,200.0,31.0,0.47484389488220763,0.10619061603397481,0.5452950558213716,0.08751011741341912
NpZN7,0.0002221642148611279,50.0,0.26787892783209166,SGD,elu,0.02921264498269376,162.0,192.0,0.7,0.15,200.0,62.0,0.49057029624883935,0.12209458992226897,0.4866028708133971,0.184151415911622
XSgXX,7.521472652644616e-05,10.0,0.2321699473862282,adam,elu,0.030958625232854475,88.0,164.0,0.7,0.15,200.0,18.0,0.7662887215384917,0.1744852987031464,0.8599681020733652,0.07685282322536202
oDSaS,9.055467688394968e-05,5.0,0.19556433249165175,adam,relu,0.0969889230574556,13.0,97.0,0.7,0.15,200.0,17.0,0.6753986378845364,0.14103534911784205,0.7436204146730463,0.1681750875694945
qlTXh,0.05476698908189673,50.0,0.2885911770760465,adam,relu,0.038510529643217974,31.0,95.0,0.7,0.15,200.0,47.0,0.727780846707863,0.12962470136084012,0.669457735247209,0.17791576137800497
tMb7N,7.068315932238482e-06,100.0,0.2965444286063242,adam,relu,0.030762765367278445,200.0,163.0,0.7,0.15,200.0,44.0,0.4685954251639455,0.1219749462657807,0.5142743221690591,0.11485770258513557
LFUfW,7.585070160226971e-06,5.0,0.20712289905194786,adam,relu,0.057183843791851374,29.0,26.0,0.7,0.15,200.0,55.0,0.5675748398565273,0.1079299810877845,0.5983253588516746,0.12832130415121745
MSp0G,0.31873302148906435,100.0,0.2711598509739849,adam,relu,0.076606561344578,199.0,56.0,0.7,0.15,200.0,36.0,0.5,0.0,0.5,0.0
OR4Tw,0.19710397901379237,70.0,0.05865115453293926,adam,relu,0.05048921412713683,190.0,128.0,0.7,0.15,200.0,38.0,0.5269408630585101,0.1033774517469029,0.5,0.0
zaKZ9,0.22408036885123486,100.0,0.0390667722362533,adam,relu,0.016168508002155992,176.0,124.0,0.7,0.15,200.0,11.0,0.49366666666666664,0.019000000000000006,0.5,0.0
IetAf,0.45062252724954815,50.0,0.018688599233731874,adam,relu,0.06900596771380829,168.0,68.0,0.7,0.15,200.0,50.0,0.5,0.0,0.5,0.0
OfNfY,1.4400820606328876e-05,100.0,0.33733413172410864,SGD,tanh,0.035603780227409024,177.0,106.0,0.7,0.15,200.0,20.0,0.4309294397581061,0.1314501655561009,0.5079744816586922,0.1383985019118005
ZDI37,1.1300096492673137e-05,70.0,0.321191132709338,SGD,tanh,0.021721652187924802,88.0,173.0,0.7,0.15,200.0,21.0,0.3872693235580401,0.11564400992562364,0.4513556618819776,0.12813083863418995
bucXn,0.20847905495632696,70.0,0.21145861077769967,adam,elu,0.07504014649967476,122.0,155.0,0.7,0.15,200.0,47.0,0.7595678908220945,0.08788381600011029,0.6406698564593303,0.16337033132966547
BnzxH,0.0013405539142070464,100.0,0.2519395211373427,adam,elu,0.0770612191669327,132.0,115.0,0.7,0.15,200.0,36.0,0.8411523714359708,0.05675935520120488,0.8751196172248804,0.04712938900044785
AheU3,0.0003891114107734978,5.0,0.37981805272650315,adam,tanh,0.07299858938549407,24.0,150.0,0.7,0.15,200.0,57.0,0.7267668879699445,0.1481931257568333,0.7684210526315789,0.12498086359475256
kjKtx,0.03188461757562519,70.0,0.1557006507002514,adam,elu,0.010553837172528058,97.0,13.0,0.7,0.15,200.0,14.0,0.8069750300215741,0.16632271422518866,0.7716905901116428,0.18442755637592165
xdM0Y,1.6710450759074716e-06,30.0,0.302557099561002,SGD,tanh,0.0037686728573348652,127.0,70.0,0.7,0.15,200.0,45.0,0.4951402591822207,0.11812942968712009,0.5274322169059011,0.15506633335399175
HIuUB,0.39872456202510503,10.0,0.006138376110289379,SGD,relu,0.07807966857233581,59.0,64.0,0.7,0.15,200.0,33.0,0.5794051476801225,0.08973860216799738,0.5,0.0
YZstD,0.00045265195236787774,100.0,0.2521308982080525,SGD,elu,0.0796487651379143,171.0,197.0,0.7,0.15,200.0,54.0,0.47264508119787,0.1625292163401138,0.5441786283891548,0.1317056081682652
yANGY,0.2436687972700339,50.0,0.009294445005611962,adam,elu,0.016957911709398876,118.0,15.0,0.7,0.15,200.0,44.0,0.6715546606617571,0.1787009995484891,0.4899521531100479,0.1932828142267067
Gxbch,0.0052655396834365995,50.0,0.03886904102740201,adam,relu,0.07158704854556305,109.0,171.0,0.7,0.15,200.0,26.0,0.7910418105545546,0.1394149892192198,0.7280701754385965,0.17456939966516585
GUI3h,0.0001944688818431506,100.0,0.32594033724563876,adam,tanh,0.005193938151320788,86.0,193.0,0.7,0.15,200.0,37.0,0.7924849327728472,0.13085869830019647,0.8917065390749601,0.054453273722061254
ZspmV,4.615598563809865e-06,50.0,0.33194209549612064,SGD,relu,0.04006599504829042,70.0,52.0,0.7,0.15,200.0,27.0,0.4541195422224834,0.10796961058609819,0.5507177033492823,0.08475654862586983
KOe0T,1.2579678850242418e-05,100.0,0.24228193009117316,adam,relu,0.06198884149705907,44.0,87.0,0.7,0.15,200.0,56.0,0.465570773566265,0.07698069403955966,0.5416267942583731,0.0841372439825768
lAnKG,0.0022871462933142183,10.0,0.12789091368931124,adam,relu,0.07301018291631725,26.0,164.0,0.7,0.15,200.0,59.0,0.7143256057667823,0.1490251231316019,0.6567783094098884,0.17135496715655293
lw4V5,0.008581641213185314,10.0,0.1165457116643916,SGD,relu,0.056658817261563944,62.0,122.0,0.7,0.15,200.0,44.0,0.6789130672910465,0.15048069958726,0.7216905901116427,0.1816890752898162
Ft4JG,0.21140432099745898,30.0,0.17224968151363484,adam,relu,0.01710845862351068,28.0,117.0,0.7,0.15,200.0,33.0,0.5103251308114322,0.01801041719078886,0.47671451355661876,0.06985645933014355
TrKIS,0.010129683013131005,70.0,0.20328481326334247,adam,elu,0.04599073114380098,195.0,160.0,0.7,0.15,200.0,25.0,0.8383184875059662,0.10503984095116556,0.8770334928229666,0.05739610668532652
c7IRk,0.001844011068433847,70.0,0.055806788094933335,SGD,relu,0.013060706341724316,28.0,153.0,0.7,0.15,200.0,59.0,0.5128481184603055,0.05796798778222347,0.5440191387559808,0.07550853045814523
OYCtu,8.251118833690544e-06,5.0,0.09759131503254613,SGD,relu,0.08108510440261484,97.0,149.0,0.7,0.15,200.0,31.0,0.5715227312138838,0.07075576264065406,0.5646730462519937,0.1015596184609862
JSMh4,3.489161442614814e-05,70.0,0.2063802578996135,SGD,tanh,0.03072051926530327,115.0,152.0,0.7,0.15,200.0,17.0,0.42675630057935726,0.16514240693073245,0.5277511961722487,0.12833604655105238
UmkZZ,3.2714361348285623e-06,70.0,0.12375032706366706,adam,tanh,0.03380865281023195,116.0,176.0,0.7,0.15,200.0,61.0,0.5183979878369195,0.125216986624626,0.6138755980861245,0.07427646430620691
JIrtg,0.0003816415683294911,100.0,0.3347108566994244,adam,elu,0.0552074959474883,154.0,192.0,0.7,0.15,200.0,53.0,0.7898749700881675,0.09843785891505083,0.8660287081339713,0.04630695738742574
wxRVu,1.919964274110057e-06,10.0,0.14271880514865118,adam,relu,0.03219893380830783,189.0,132.0,0.7,0.15,200.0,58.0,0.5295076027912775,0.1335364914938929,0.5747208931419457,0.14033005590807954
s1DJl,0.0001635050276589057,50.0,0.2584670918729212,adam,elu,0.08939859427534695,14.0,119.0,0.7,0.15,200.0,51.0,0.6898562062604225,0.12584380015483296,0.7748006379585327,0.10726623461987154
t2tYu,1.954831497704989e-06,100.0,0.03592450259909654,SGD,tanh,0.02835753603330761,149.0,194.0,0.7,0.15,200.0,68.0,0.353834534586188,0.08566733892293193,0.43317384370015943,0.1798491550742561
RrmNC,0.04789126096844997,10.0,0.24960047266461036,adam,tanh,0.03829611172748309,179.0,172.0,0.7,0.15,200.0,56.0,0.7273947252650352,0.10777087802851816,0.4890749601275918,0.03277511961722488
RX2ls,0.25940453442199046,5.0,0.3838321803309501,SGD,relu,0.061456850024871404,136.0,180.0,0.7,0.15,200.0,66.0,0.6207446472552434,0.11578309066917176,0.5,0.0
rjiLr,0.08230027444125178,100.0,0.1414779289137138,adam,tanh,0.0973774841892131,16.0,86.0,0.7,0.15,200.0,55.0,0.7116864711977116,0.14529731336765625,0.5970494417862839,0.18397391889801373
L9H17,0.17921337344886207,50.0,0.1564295871626556,SGD,relu,0.03811367148824257,146.0,56.0,0.7,0.15,200.0,23.0,0.6763282846877227,0.14736470584634337,0.7078149920255183,0.17313890756925773
laavs,0.02236528689579364,30.0,0.2499724249681392,adam,elu,0.05598732717355901,110.0,12.0,0.7,0.15,200.0,51.0,0.7873244508688245,0.0977095553544778,0.6676236044657097,0.18198556888233391
jQo3s,0.34866343643552805,10.0,0.02755883674597688,SGD,tanh,0.013880624511707275,39.0,200.0,0.7,0.15,200.0,55.0,0.9058506749224394,0.03715631689458956,0.9236044657097289,0.007148623550562967
apuYE,0.20652635282433943,100.0,0.3111065596470405,adam,tanh,0.04850149423057677,83.0,72.0,0.7,0.15,200.0,45.0,0.6563240584625694,0.10624910931982187,0.4642743221690589,0.07914430995941203
E5srh,0.0004702082696102988,100.0,0.23196213395018708,adam,elu,0.07790241051818526,26.0,149.0,0.7,0.15,200.0,29.0,0.7452021301124873,0.13123060580597715,0.8220095693779905,0.13441712102462122
v9LBD,0.00046658887339288784,30.0,0.3593290707442193,adam,tanh,0.07868863534441298,149.0,139.0,0.7,0.15,200.0,48.0,0.7996321769076511,0.12978522529136702,0.8328548644338118,0.1260509039393204
JYJAK,0.4077545839946943,10.0,0.21272743257688145,adam,tanh,0.06720142509678337,65.0,22.0,0.7,0.15,200.0,46.0,0.6214737558606658,0.11016808555205611,0.49011164274322166,0.1665610189946655
MLL9B,0.12439858722426879,30.0,0.3054021193106735,SGD,tanh,0.033543094733988345,138.0,79.0,0.7,0.15,200.0,25.0,0.8795792681884296,0.05415502256607669,0.9059011164274322,0.01100362890632239
m55Q0,0.0015922630098797917,30.0,0.03507059644717621,adam,elu,0.0017965903096426872,56.0,58.0,0.7,0.15,200.0,46.0,0.9011050659715313,0.07294463248791735,0.8963317384370015,0.014927411747110172
eurjQ,0.2246033668356029,70.0,0.20685694489169643,SGD,elu,0.019680936921144223,122.0,149.0,0.7,0.15,200.0,49.0,0.8472453039921438,0.05177054002820215,0.888835725677831,0.02236326760764311
EcFt1,0.00015628515580580094,30.0,0.26519669804232593,adam,elu,0.014307878838286037,97.0,115.0,0.7,0.15,200.0,23.0,0.8004734207777402,0.09474743652418365,0.8829346092503986,0.02233082695143496
f0iOV,3.546225158154881e-06,50.0,0.021640233216185845,SGD,tanh,0.040502471971794476,42.0,187.0,0.7,0.15,200.0,21.0,0.43556122545845144,0.07920657102022298,0.45614035087719296,0.11401891454666635
m50zK,0.0006695436878343464,10.0,0.2792423841466529,adam,relu,0.07646495729861887,118.0,71.0,0.7,0.15,200.0,30.0,0.7434733880703485,0.1662961784935055,0.7623604465709727,0.15936957203486768
J9GKL,0.014622761976529333,10.0,0.21160662011707565,adam,relu,0.05849460784338234,107.0,199.0,0.7,0.15,200.0,11.0,0.6641353593236876,0.14592818319834716,0.5952950558213717,0.14681202659863324
lT4VE,0.10220976517552871,5.0,0.03921741598865572,adam,elu,0.06683972696779376,85.0,189.0,0.7,0.15,200.0,51.0,0.713023031392919,0.0941226019149569,0.5156299840510367,0.03421452261747255
snrd7,1.1615545137641693e-06,5.0,0.33614147247230514,SGD,relu,0.04567439635064472,136.0,81.0,0.7,0.15,200.0,39.0,0.4042915164375353,0.11318559377569931,0.4568580542264752,0.1327019162063897
R7yBB,0.00011075333019254796,30.0,0.2608624073520187,SGD,tanh,0.013997538069979554,82.0,129.0,0.7,0.15,200.0,26.0,0.4775183412083345,0.12272561359102983,0.5481658692185007,0.13217649825126593
AoBrj,0.007511248791616715,50.0,0.045181796363813434,adam,relu,0.0955271939805198,154.0,180.0,0.7,0.15,200.0,43.0,0.7293317922504893,0.15289537558972724,0.714194577352472,0.17562814177100203
xWFph,0.0011317424557989546,100.0,0.325371729366693,adam,elu,0.05234080538429197,154.0,110.0,0.7,0.15,200.0,69.0,0.8203198830520627,0.10944342488478472,0.8548644338118022,0.06971722230283771
EnC8B,0.0012758563599682352,30.0,0.3573509649656431,SGD,elu,0.0993836178384118,149.0,43.0,0.7,0.15,200.0,31.0,0.6423270674876161,0.11932530592359043,0.7229665071770335,0.14442409345633234
krYnn,0.26108042482516075,10.0,0.38052574294842323,SGD,elu,0.09020955524297515,60.0,185.0,0.7,0.15,200.0,30.0,0.7324194115872235,0.11184635685867139,0.5830940988835727,0.1661897283707797
I0vik,0.0017338105767036329,5.0,0.21482554989399372,adam,tanh,0.03195609716661727,167.0,173.0,0.7,0.15,200.0,50.0,0.9121672613953538,0.03722029442117858,0.9,0.012639993652998121
V1Mog,0.005058686037425674,30.0,0.21027367319500817,adam,elu,0.015840683386305312,115.0,78.0,0.7,0.15,200.0,45.0,0.8872859766118447,0.05578549340755669,0.8982456140350876,0.014906949212820347
MrIIg,0.00020370044165723785,30.0,0.2107161926628252,adam,relu,0.01074568760059601,110.0,170.0,0.7,0.15,200.0,46.0,0.6722598672144529,0.18125658601174813,0.6900318979266348,0.19005518747404454
zc4GI,1.5618227505464457e-06,70.0,0.014867553622436615,adam,relu,0.0944063125979849,12.0,172.0,0.7,0.15,200.0,63.0,0.4278402658739635,0.12383554481223803,0.5440191387559808,0.14357867652066802
dGjkZ,0.0003562999037157846,5.0,0.2786305383152014,SGD,tanh,0.022181812245122046,98.0,101.0,0.7,0.15,200.0,64.0,0.6619415201647082,0.07551600692508412,0.6963317384370016,0.0966570339180798
pErYh,1.6845749828397241e-06,100.0,0.3863054930016929,adam,tanh,0.0476336479275698,137.0,162.0,0.7,0.15,200.0,61.0,0.5609344955740376,0.12658515057616465,0.5858054226475279,0.18550235052148703
iAi3d,3.302728611166547e-06,30.0,0.2888578288082761,SGD,relu,0.0697525739356956,84.0,16.0,0.7,0.15,200.0,62.0,0.4757127109092695,0.07876840907477266,0.48484848484848486,0.14938781900075154
u0MXc,0.0021732989066874276,5.0,0.12560064235655832,adam,elu,0.01338022931131535,29.0,177.0,0.7,0.15,200.0,44.0,0.9378278962876768,0.06084842884023594,0.9047846889952152,0.01755907705982887
fE32I,7.549397029052118e-06,30.0,0.14129407774457156,SGD,tanh,0.005962829090455069,142.0,114.0,0.7,0.15,200.0,27.0,0.44349918835342467,0.11966641372014607,0.39585326953748007,0.12372901067037366
gustB,2.8327493611279758e-05,50.0,0.26103012834225364,adam,elu,0.004905417602563589,25.0,43.0,0.7,0.15,200.0,32.0,0.6353889602476684,0.12112458242065106,0.7065390749601276,0.13894101212315813
dX2Fy,0.15061477294794878,30.0,0.20271904819504538,adam,tanh,0.08732005146933244,114.0,107.0,0.7,0.15,200.0,12.0,0.6766757415133281,0.12568623869221027,0.3564593301435407,0.145856299721833
M5uue,5.7483196645768135e-05,10.0,0.296670452888889,SGD,tanh,0.018817540564921055,166.0,92.0,0.7,0.15,200.0,25.0,0.48619251599217395,0.1428195651858165,0.48979266347687406,0.16276454288875455
YSXyz,0.0014298678012464989,10.0,0.2382558223911776,adam,tanh,0.036539760651785304,12.0,116.0,0.7,0.15,200.0,49.0,0.8798852998077249,0.08968296806976316,0.9019138755980862,0.012922597702682394
M1Xzw,0.0003666404826736735,5.0,0.3721014347993634,SGD,tanh,0.07945413544574001,25.0,64.0,0.7,0.15,200.0,12.0,0.6225942655830966,0.0810478990421591,0.6730462519936203,0.08907463886320337
hbSXh,0.0009384625903713146,30.0,0.0991774626169355,adam,tanh,0.012881512934775786,21.0,125.0,0.7,0.15,200.0,37.0,0.8520899517261913,0.06920968649205733,0.8947368421052632,0.0180864338147813
NBYGe,7.795566661106228e-06,50.0,0.3832028678091921,SGD,relu,0.008249060115885698,57.0,57.0,0.7,0.15,200.0,58.0,0.3777324431699922,0.15983258216914806,0.4551834130781499,0.1313132496926977
Mekai,2.7569010920322423e-06,10.0,0.2464310670734393,SGD,relu,0.006949491319161816,85.0,105.0,0.7,0.15,200.0,61.0,0.43948126451942054,0.051067912379882216,0.5649920255183413,0.1212736192938449
liiXr,1.2438398581371411e-05,30.0,0.12395706233751774,SGD,relu,0.09933183067287377,11.0,54.0,0.7,0.15,200.0,65.0,0.41835467604303955,0.1393048649768905,0.47001594896331733,0.09637331823366992
HJITe,0.00015176420604945994,30.0,0.2820203232006315,SGD,relu,0.025651788473742054,61.0,69.0,0.7,0.15,200.0,48.0,0.5134046373597307,0.051601443017987046,0.5371610845295056,0.06503403696915395
Ux2DR,9.15697021815295e-06,50.0,0.15853589725083062,SGD,tanh,0.0027430264817137175,42.0,29.0,0.7,0.15,200.0,65.0,0.4788420017871065,0.14928242314165002,0.5523125996810208,0.1464112226493808
sg2oQ,0.007419273668956991,70.0,0.32729380876413,SGD,relu,0.003581250544371817,55.0,16.0,0.7,0.15,200.0,40.0,0.5891212937596783,0.18903176000058108,0.6299043062200957,0.18188198396488647
Kf4aI,0.00013401655233328754,100.0,0.07225458924286264,SGD,elu,0.08464079269233209,116.0,175.0,0.7,0.15,200.0,20.0,0.48018803386794423,0.11121725870579034,0.4995215311004785,0.14441132370397888
jz3xd,0.08333153073177375,100.0,0.03279789988900408,SGD,elu,0.03213223572286197,152.0,181.0,0.7,0.15,200.0,11.0,0.834246843226292,0.044250023293051714,0.8896331738437002,0.020032304265527996
Bg0JO,0.0044095719290691855,100.0,0.21451440113235454,SGD,tanh,0.04745953427195058,155.0,28.0,0.7,0.15,200.0,39.0,0.5833626622590617,0.1016576464560061,0.6360446570972886,0.1326543458837263
v1BsF,0.002439211671373762,10.0,0.0929924072470866,adam,tanh,0.0657000997966941,173.0,198.0,0.7,0.15,200.0,48.0,0.8008348264656509,0.12421230724735445,0.7444976076555024,0.1996977078494464
YmTgw,4.873424176904507e-05,10.0,0.33030711851090644,SGD,tanh,0.0015169704789316453,96.0,192.0,0.7,0.15,200.0,50.0,0.4325959955685924,0.1773035815124363,0.4835725677830941,0.16780219538210306
OQBJj,7.07798427041397e-05,10.0,0.3621659688908428,adam,elu,0.04489259213196567,165.0,54.0,0.7,0.15,200.0,51.0,0.7960137907136001,0.07316469016049852,0.883572567783094,0.025746586898528982
s39Iz,0.02464583830822601,100.0,0.16265159928382666,adam,elu,0.020230133988148227,47.0,171.0,0.7,0.15,200.0,11.0,0.8371402448318023,0.12264268857655937,0.8553429027113237,0.1078061442345975
p0kJH,9.446859768768606e-06,5.0,0.2040322635526104,adam,elu,0.03260319513550715,83.0,107.0,0.7,0.15,200.0,49.0,0.7185620525600422,0.12355331890316923,0.7725677830940989,0.1434612574942534
xjkzU,3.3563943624875948e-06,70.0,0.2885613551617648,SGD,relu,0.05543615496170545,54.0,196.0,0.7,0.15,200.0,14.0,0.4553080411290704,0.11494873772501941,0.5252791068580541,0.14217320006321707
GqLh4,1.1238222576760093e-05,10.0,0.3783285120279441,SGD,elu,0.0062517968888586295,133.0,115.0,0.7,0.15,200.0,14.0,0.42793959788975533,0.17443269178351092,0.5084529505582138,0.1606762872110206
VeCtN,0.342126673339964,100.0,0.3421531367461033,SGD,relu,0.024105770930499062,117.0,145.0,0.7,0.15,200.0,62.0,0.6500839439644015,0.14110063649514593,0.7027113237639553,0.17987531862339282
vV2Bw,0.00032133137403668325,5.0,0.26657114776820157,SGD,elu,0.030584107208499613,25.0,74.0,0.7,0.15,200.0,32.0,0.6570311456239276,0.1392197958243585,0.7567783094098883,0.14402761636072128
Icwqo,0.002190003019004246,70.0,0.2071360647211692,SGD,relu,0.011168709599584548,189.0,127.0,0.7,0.15,200.0,22.0,0.539135755681739,0.1081200979912756,0.5661084529505583,0.13755851419773305
jbo8o,1.3060114345284647e-05,70.0,0.30705126972945473,SGD,relu,0.052789219784805386,24.0,57.0,0.7,0.15,200.0,59.0,0.45506941577204146,0.07853442370816441,0.5038277511961723,0.10071855572495016
qVDsi,0.00017518217805814523,5.0,0.3906332364690117,SGD,tanh,0.07879469200583099,123.0,149.0,0.7,0.15,200.0,67.0,0.5384651782232391,0.1679437300569837,0.6279106858054226,0.16398768756103047
eYXFd,0.12288882727251565,10.0,0.2577082754660011,SGD,elu,0.021997800933456615,130.0,132.0,0.7,0.15,200.0,21.0,0.8639056904439496,0.07873741058769244,0.8888357256778308,0.025358851674641147
tHnz9,4.167293749343933e-05,70.0,0.21685720241137174,adam,tanh,0.05152342168340743,41.0,80.0,0.7,0.15,200.0,63.0,0.6658797076533733,0.1353215941319509,0.7153110047846891,0.16673228106409124
oQCFR,0.04912714121308848,30.0,0.09552307768904261,SGD,elu,0.07388948582181433,26.0,89.0,0.7,0.15,200.0,40.0,0.8390267637477062,0.04574360829328577,0.8773524720893141,0.03111029166736697
u3INr,0.07183743643134902,70.0,0.19973703922620728,adam,relu,0.05834453110986786,102.0,16.0,0.7,0.15,200.0,31.0,0.6566083119086737,0.12386639593028512,0.4676236044657097,0.08725642702921463
NAQOg,1.3164715058607272e-06,30.0,0.0360873929307278,adam,elu,0.04627664020689651,122.0,184.0,0.7,0.15,200.0,32.0,0.4658455647654772,0.0943526437122775,0.5052631578947369,0.11206754451422724
VzEdN,0.010684802213112727,10.0,0.18297778189163735,SGD,tanh,0.023762297129874002,186.0,93.0,0.7,0.15,200.0,24.0,0.8213475066528435,0.073357920416387,0.9054226475279108,0.015315157597367993
NvuPK,0.00014251926292849971,30.0,0.021740633519978927,adam,tanh,0.0069388842755372165,76.0,171.0,0.7,0.15,200.0,43.0,0.8499303522277659,0.05312885890260184,0.901913875598086,0.01786355090857182
MVzlK,3.336226507792953e-05,50.0,0.39525537247857256,adam,tanh,0.08516772943303734,47.0,132.0,0.7,0.15,200.0,56.0,0.637199602660389,0.12050640102385653,0.7290271132376395,0.1386155772808209
zdQNs,0.027494571190252788,100.0,0.04123905977960889,adam,relu,0.052961405349416124,106.0,161.0,0.7,0.15,200.0,42.0,0.7899719855050187,0.05307079541004498,0.7188995215311005,0.187950344886314
jcL7R,0.11519843600751625,50.0,0.27818642665996157,SGD,tanh,0.0836216243045617,46.0,179.0,0.7,0.15,200.0,11.0,0.7996856144490552,0.13150518667214092,0.8838915470494418,0.08546858819936677
