learning_rate,trialJobId,layer_1,epochs,reward,activation,train_frac,dropout,preweight,intermediate,layer_2,batch_size,optimizer,test_frac,regularization
0.015383177431457,BhCaQ,51,200,0.874788280827953,tanh,0.7,0.313147740862061,3,"[0.8880952380952382,0.8747882808279526]",137,70,adam,0.15,7.786556053785E-05
0.015486841314324,nKB02,98,200,0.874275166948933,elu,0.7,0.290563195326263,7,"[0.8672619047619048,0.8742751669489334]",134,30,adam,0.15,0.00026186814126
0.002909442482496,DjGD3,116,200,0.873941133339611,elu,0.7,0.333312716996077,6,"[0.8505952380952382,0.8739411333396108]",69,30,adam,0.15,0.000347066961381
0.001596688541477,adBso,22,200,0.872795653046159,relu,0.7,0.252683832969455,4,"[0.7904761904761904,0.8727956530461591]",100,30,adam,0.15,8.28517904596062E-05
0.008140026065073,sr29b,145,200,0.869850868460656,elu,0.7,0.292057391246228,5,"[0.8529761904761906,0.8698508684606565]",53,30,adam,0.15,0.000178937070096
0.009875787318604,FFXWD,30,200,0.869790004903121,relu,0.7,0.284737046365922,2,"[0.8630952380952381,0.8697900049031209]",111,100,adam,0.15,0.000146387658834
0.000453724113586,ZYOEW,119,200,0.869745460938392,tanh,0.7,0.389761441168499,4,"[0.819047619047619,0.8697454609383917]",168,10,adam,0.15,0.000206179984813
0.002673866550058,ARwEC,30,200,0.868981691405133,elu,0.7,0.290306872425528,6,"[0.8625,0.8689816914051331]",168,30,adam,0.15,0.00018880689645
0.014648824934626,WDxuY,46,200,0.866752105492725,relu,0.7,0.288461373602956,4,"[0.8279761904761905,0.8667521054927247]",78,30,adam,0.15,0.000278014719017
0.000644940077051,u7yUl,89,200,0.865515081669037,tanh,0.7,0.382508764218203,6,"[0.7589285714285714,0.8655150816690368]",132,10,adam,0.15,0.000809082037849
0.000646880590377,iOs8b,139,200,0.864972476728549,elu,0.7,0.361281266199068,6,"[0.8345238095238094,0.8649724767285496]",119,5,adam,0.15,0.00010397778324
0.003483946775858,ARhEv,139,200,0.864818740638579,elu,0.7,0.399079274536151,8,"[0.8166666666666667,0.8648187406385788]",120,30,adam,0.15,6.82500573247309E-06
0.012984033366156,bikbb,133,200,0.863726570836784,elu,0.7,0.394775046246396,6,"[0.7916666666666666,0.8637265708367838]",126,100,adam,0.15,1.38225145139589E-05
0.014225807763468,dY14l,52,200,0.862989157528631,tanh,0.7,0.314636743928968,3,"[0.8136904761904763,0.8629891575286311]",136,70,adam,0.15,0.000109964183412
0.003675002188583,suRTY,42,200,0.862892843391826,elu,0.7,0.339688671369593,4,"[0.8125,0.8628928433918261]",136,70,adam,0.15,6.34837470581428E-05
0.009660861825244,OOD4B,61,200,0.861149054602887,relu,0.7,0.325751416431485,3,"[0.8517857142857144,0.8611490546028874]",114,70,adam,0.15,0.000109102721499
