learning_rate,trialJobId,layer_1,epochs,reward,activation,train_frac,dropout,preweight,intermediate,layer_2,batch_size,optimizer,test_frac,regularization
0.48227422378002,BcMzs,76,200,0.8609667954106,tanh,0.7,0.21908464117444,3,"[0.643154761904762,0.8609667954105997]",113,70,adam,0.15,0.003523425937625
0.013755852213013,Hsf7h,12,200,0.860582978966508,elu,0.7,0.323112458546699,3,"[0.8666666666666666,0.8605829789665081]",153,5,adam,0.15,0.000872103606909
0.065469361559169,wKZq3,10,200,0.859828467814526,relu,0.7,0.328516249775778,2,"[0.8648809523809525,0.8598284678145264]",185,100,adam,0.15,0.003624160457907
0.033971741217077,wHUJ5,154,200,0.859228468899521,elu,0.7,0.336098384448237,6,"[0.7315476190476191,0.8592284688995215]",101,30,adam,0.15,6.89459710657736E-05
0.017996877476178,pvFVr,37,200,0.857283269981446,relu,0.7,0.279353200339308,4,"[0.8375,0.8572832699814464]",62,30,adam,0.15,8.78123311602244E-06
0.000724235840862,muhua,114,200,0.855439133019634,elu,0.7,0.31757281326902,8,"[0.8720238095238095,0.855439133019634]",106,30,adam,0.15,4.69896804818383E-05
0.033338225672697,tc6eb,83,200,0.854875259816077,tanh,0.7,0.217042028001767,5,"[0.7529761904761905,0.8548752598160776]",174,10,adam,0.15,2.04288251961991E-05
0.014566458468859,TiCeE,11,200,0.851932302871562,elu,0.7,0.324696046286867,4,"[0.8541666666666666,0.8519323028715619]",158,70,adam,0.15,0.002396645324073
0.236735631931248,a7Wq5,85,200,0.851763469384885,tanh,0.7,0.287169711768994,4,"[0.6976190476190476,0.8517634693848848]",155,70,adam,0.15,2.3278610917482E-05
0.012501081096787,WL6mf,126,200,0.851043058415722,elu,0.7,0.309692692898278,6,"[0.8428571428571429,0.8510430584157221]",123,30,adam,0.15,0.000113352555938
0.011772067596916,iylOB,84,200,0.84839470279104,tanh,0.7,0.218708428421023,4,"[0.831547619047619,0.8483947027910401]",167,70,adam,0.15,7.09650587096943E-05
0.005770694243217,a1rIm,71,200,0.847129161338947,relu,0.7,0.133351527375177,6,"[0.8035714285714285,0.847129161338947]",66,70,adam,0.15,2.23420656463388E-05
0.44693447106229,h2hhl,145,200,0.845496132911371,relu,0.7,0.294847575053661,7,"[0.6190476190476191,0.8454961329113712]",154,30,adam,0.15,0.031611664585486
0.003327369277243,P4QPl,100,200,0.84417069167058,elu,0.7,0.369410877879865,6,"[0.8005952380952381,0.8441706916705798]",81,10,adam,0.15,7.07176755249744E-05
0.000749710911145,bnvwj,45,200,0.843313039897556,elu,0.7,0.147513764138108,2,"[0.8672619047619048,0.8433130398975562]",99,5,adam,0.15,8.95834934943151E-05
0.026626539047153,Jxq9z,53,200,0.842599402393659,tanh,0.7,0.299988994685671,2,"[0.7410714285714286,0.8425994023936587]",150,70,adam,0.15,0.000103038347197
0.120598326663293,fH3KF,84,200,0.836582406749299,tanh,0.7,0.319451805035423,4,"[0.7,0.8365824067492988]",89,30,adam,0.15,5.06602707660234E-05
0.024107155132273,pKyso,166,200,0.835439840504688,elu,0.7,0.311218686392899,6,"[0.8494047619047619,0.8354398405046884]",90,30,adam,0.15,0.000242392910224
0.047948321100162,DT4US,83,200,0.828164726055166,tanh,0.7,0.277942869276983,4,"[0.781547619047619,0.828164726055166]",126,70,adam,0.15,7.69498752166344E-05
0.238987372928648,MmGZj,101,200,0.827274502597801,relu,0.7,0.378597804638366,5,"[0.7375,0.8272745025978008]",135,30,adam,0.15,0.004163044068591
0.360144703325383,PZTOl,54,200,0.826995540792779,tanh,0.7,0.376412034137011,3,"[0.7339285714285714,0.826995540792779]",146,100,adam,0.15,0.003625675400444
0.324290739635876,pszxg,61,200,0.826238168526046,tanh,0.7,0.266800315826855,3,"[0.7517857142857143,0.8262381685260463]",178,70,adam,0.15,0.003475010122227
0.02747523397767,T74Kh,106,200,0.821245432337757,tanh,0.7,0.310940575934774,5,"[0.8488095238095237,0.8212454323377572]",106,70,adam,0.15,6.08350346226655E-05
0.085285252409279,yB9Ec,109,200,0.818376989429715,relu,0.7,0.333231621125232,6,"[0.7755952380952381,0.8183769894297155]",86,30,adam,0.15,0.000246057032412
0.371989602364812,gAsDI,55,200,0.815551758477767,relu,0.7,0.391136730496937,4,"[0.7139880952380953,0.8155517584777667]",93,30,adam,0.15,0.00211114660446
0.485568737443624,zl8z6,24,200,0.812736580661653,relu,0.7,0.311926885688294,2,"[0.7386904761904762,0.8127365806616528]",95,100,adam,0.15,0.004371274822046
0.121966471148887,nJJ8a,36,200,0.81005458607531,relu,0.7,0.378453776577395,5,"[0.7380952380952381,0.8100545860753103]",105,30,adam,0.15,6.71319926472016E-06
0.395505198509869,cdtFw,69,200,0.808470926190096,tanh,0.7,0.360809032576319,5,"[0.6919642857142858,0.8084709261900963]",152,5,adam,0.15,0.008058306871634
0.490202844115359,M9z5T,72,200,0.807900576942418,tanh,0.7,0.276875636404746,4,"[0.4752976190476191,0.8079005769424183]",161,70,adam,0.15,0.000120025660248
0.020919414264553,GaWSp,126,200,0.80663877553081,elu,0.7,0.319976308829677,5,"[0.8598214285714286,0.80663877553081]",90,10,adam,0.15,2.58914898688056E-05
0.092399168083195,kirZM,92,200,0.798700033911103,tanh,0.7,0.374310713666649,2,"[0.6738095238095239,0.7987000339111032]",150,70,adam,0.15,5.6640469804123E-05
0.000937450554091,pb0yO,21,200,0.796489112171543,relu,0.7,0.244725005491291,4,"[0.7357142857142855,0.7964891121715433]",98,30,adam,0.15,0.000221941764867
0.321498601541281,opvZu,20,200,0.793195976468247,elu,0.7,0.2317613922258,2,"[0.619047619047619,0.7931959764682471]",112,10,adam,0.15,0.017310234153558
0.404058534364793,DMMQc,72,200,0.792763025323013,elu,0.7,0.397345449336251,3,"[0.6178571428571429,0.7927630253230135]",175,5,adam,0.15,0.052448962125311
0.005387307702169,OVHqk,125,200,0.786874283877626,relu,0.7,0.010566865888111,6,"[0.7678571428571428,0.7868742838776264]",87,10,adam,0.15,0.000178354863823
0.046567694795804,VOx02,104,200,0.786512961973721,tanh,0.7,0.321847472071635,6,"[0.6877976190476189,0.7865129619737209]",92,30,adam,0.15,6.10503353079787E-05
0.107523450350848,z53G8,82,200,0.785026380377207,tanh,0.7,0.279506843465243,3,"[0.6589285714285713,0.7850263803772068]",117,70,adam,0.15,3.03779090800908E-05
0.00017732712152,CK7Wu,86,200,0.783798145009445,relu,0.7,0.366500094940558,3,"[0.787797619047619,0.7837981450094453]",159,10,adam,0.15,0.000158799532298
0.481744058853317,dq2Zr,125,200,0.783746271768341,tanh,0.7,0.310554256105963,5,"[0.4732142857142856,0.7837462717683407]",103,30,adam,0.15,0.005689445461611
0.032057414434516,xYJmB,57,200,0.783681647293072,relu,0.7,0.200734402212671,4,"[0.7244047619047619,0.7836816472930725]",82,10,adam,0.15,0.00029433419424
0.281896250636992,wzxwV,104,200,0.778551628735463,tanh,0.7,0.25520710303131,3,"[0.5154761904761905,0.7785516287354626]",123,70,adam,0.15,0.001907879778139
0.000952044506008,oKqOj,61,200,0.777967783002616,relu,0.7,0.373446355731176,3,"[0.7738095238095238,0.7779677830026165]",121,10,adam,0.15,0.000342161523096
0.000618781027626,zwQvp,45,200,0.772081972672839,elu,0.7,0.246114117548005,7,"[0.7452380952380953,0.7720819726728387]",179,5,adam,0.15,0.001982250947646
0.015038664910764,EmrKw,13,200,0.769672301121635,relu,0.7,0.333678006995059,3,"[0.7523809523809523,0.7696723011216349]",126,30,adam,0.15,0.006050946189408
0.002749030255838,ADdsI,66,200,0.757760211158788,tanh,0.7,0.262692877539701,4,"[0.5880952380952381,0.7577602111587882]",153,70,adam,0.15,0.002278111908532
0.229393870650694,MIxEb,156,200,0.75514092582727,relu,0.7,0.253413466120161,3,"[0.6607142857142857,0.7551409258272704]",187,100,adam,0.15,0.005411501038044
0.172105454087634,zyT4L,31,200,0.748501854676062,elu,0.7,0.357751488068735,2,"[0.6654761904761903,0.7485018546760616]",176,70,adam,0.15,0.011115554020058
0.474964761798881,WpwKw,62,200,0.748484275374087,tanh,0.7,0.207078157523189,4,"[0.5886904761904763,0.7484842753740872]",108,70,adam,0.15,0.006729520737713
0.193284614700582,LDjWn,79,200,0.742369389094888,relu,0.7,0.298869709310027,5,"[0.6994047619047619,0.7423693890948881]",189,30,adam,0.15,0.001609927796569
0.001434042004728,GRRCT,11,200,0.740051719038876,tanh,0.7,0.324960573215304,7,"[0.699404761904762,0.7400517190388763]",12,50,adam,0.15,0.001679766015693
0.00027026268408,rqRNT,92,200,0.735549724731612,elu,0.7,0.237710507870278,4,"[0.7047619047619047,0.7355497247316125]",70,10,adam,0.15,0.000806933458531
0.003287246540018,oMvPf,61,200,0.730483335985626,tanh,0.7,0.26705876497407,3,"[0.594047619047619,0.7304833359856259]",102,70,adam,0.15,0.005631741912805
0.004146656580989,FAXnd,78,200,0.727934033785838,tanh,0.7,0.093048565235855,5,"[0.5970238095238095,0.727934033785838]",85,30,adam,0.15,0.002158141147109
0.009506702678549,YflmA,48,200,0.726427204635781,elu,0.7,0.321243967296814,4,"[0.6464285714285714,0.7264272046357807]",156,30,adam,0.15,0.002136491905668
0.011626534361365,BeeC6,146,200,0.725835404868639,elu,0.7,0.370337099432344,6,"[0.5898809523809524,0.7258354048686393]",104,100,adam,0.15,0.004009414672267
0.000258203716044,CLBJj,122,200,0.722978621679121,elu,0.7,0.23082658738199,2,"[0.6738095238095239,0.7229786216791211]",88,50,adam,0.15,0.000102791103386
0.161805198647932,RBBvj,28,200,0.721041246185176,tanh,0.7,0.239310987284593,6,"[0.6065476190476191,0.7210412461851756]",123,50,adam,0.15,0.004344992398964
0.000451561429274,FVdKX,84,200,0.720188794979646,elu,0.7,0.183273984865603,2,"[0.6672619047619047,0.7201887949796459]",138,10,adam,0.15,0.001682067858313
0.344141643634299,PO3ev,34,200,0.719848321857308,elu,0.7,0.000777055795531,5,"[0.5005952380952381,0.7198483218573077]",182,70,adam,0.15,0.039706152871243
0.026734389390659,CgtfF,43,200,0.719265794175201,tanh,0.7,0.327434769787419,2,"[0.6482142857142856,0.7192657941752005]",146,70,adam,0.15,0.00178512265455
0.002832909918236,JvJxI,49,200,0.717152316639118,elu,0.7,0.241363765869745,5,"[0.5904761904761905,0.7171523166391177]",89,70,adam,0.15,0.005954809814127
0.38800515080712,dXJ1k,96,200,0.716545647058605,tanh,0.7,0.242456554705448,4,"[0.5196428571428571,0.7165456470586048]",132,70,adam,0.15,0.013779359601798
0.289548601083283,vF8nn,111,200,0.71598013757297,tanh,0.7,0.352975344018963,5,"[0.45178571428571423,0.7159801375729695]",78,30,adam,0.15,0.003263532308186
0.001828432516652,IqLxI,170,200,0.715472802294069,tanh,0.7,0.253268398550138,4,"[0.5952380952380951,0.7154728022940693]",188,10,adam,0.15,0.001833029822617
0.12982609449661,XUXbC,14,200,0.713068649999998,elu,0.7,0.340805952611124,4,"[0.7416666666666666,0.7130686499999983]",149,30,adam,0.15,0.004567063542274
0.326318262181528,jk56M,80,200,0.706361177104117,tanh,0.7,0.234686284729667,4,"[0.5672619047619047,0.7063611771041168]",142,70,adam,0.15,0.008186192896959
0.222272111819869,cE5mR,31,200,0.702521389299646,relu,0.7,0.335179389561527,5,"[0.5422619047619047,0.7025213892996456]",135,10,adam,0.15,0.008218267729258
0.002636480100243,ZZJym,149,200,0.70232072207051,elu,0.7,0.358297148157715,7,"[0.5916666666666666,0.7023207220705102]",105,30,adam,0.15,0.001909673426645
0.284906835802454,tevgu,180,200,0.702076038095414,tanh,0.7,0.243841877981008,4,"[0.5517857142857142,0.7020760380954139]",119,70,adam,0.15,0.006931638385712
0.103559857934825,HBhDa,22,200,0.702052670391111,elu,0.7,0.318791564186993,4,"[0.6797619047619048,0.7020526703911105]",159,70,adam,0.15,0.000381019800927
0.012089114818697,dGHUZ,45,200,0.701993721040576,tanh,0.7,0.318018138812238,2,"[0.5946428571428569,0.7019937210405759]",143,70,adam,0.15,0.003334009864624
0.002656167841782,UAJhz,123,200,0.700894068858236,elu,0.7,0.32628663876826,6,"[0.5958333333333332,0.7008940688582364]",37,10,adam,0.15,0.001915460914764
0.002401017559535,UNqI1,76,200,0.700595790006215,elu,0.7,0.295662534899266,10,"[0.5994047619047619,0.7005957900062152]",125,70,adam,0.15,0.001874663568686
0.011585497940777,gIpf9,18,200,0.699075678294888,relu,0.7,0.235778216575131,3,"[0.6428571428571429,0.6990756782948885]",84,30,adam,0.15,0.004263489518661
0.003810441069086,VqP1a,101,200,0.697285139814073,tanh,0.7,0.321154102100621,6,"[0.5958333333333332,0.6972851398140731]",167,30,adam,0.15,0.001735195934197
0.112445103443703,psuQR,69,200,0.687804388245495,relu,0.7,0.252088825959942,2,"[0.4976190476190476,0.6878043882454955]",105,5,adam,0.15,0.001564689977926
0.008811763730379,wAPPf,10,200,0.685576870023321,elu,0.7,0.324599821849754,4,"[0.6833333333333332,0.6855768700233212]",163,5,adam,0.15,0.007582393775036
0.002619763859562,wgBuc,40,200,0.682354828713586,relu,0.7,0.287344665278054,4,"[0.5898809523809524,0.6823548287135861]",78,70,adam,0.15,0.010521250747596
0.002849031604795,CoZKh,16,200,0.679547250245631,relu,0.7,0.321656472440105,2,"[0.644047619047619,0.6795472502456308]",92,10,adam,0.15,0.003426832523548
0.038246936215207,dkhfo,176,200,0.678372712237628,elu,0.7,0.350590713071108,5,"[0.669047619047619,0.6783727122376279]",102,30,adam,0.15,0.000316181883729
0.006507820920099,Fo51c,138,200,0.675134265672215,elu,0.7,0.333422046735019,6,"[0.5851190476190476,0.6751342656722155]",104,10,adam,0.15,0.002624398710103
0.013825657458826,Q1YmR,25,200,0.67373025212605,relu,0.7,0.212585972034482,4,"[0.6607142857142858,0.67373025212605]",89,30,adam,0.15,0.005025724993503
0.001310223881976,IW61k,157,200,0.672238562128408,elu,0.7,0.399548102738037,4,"[0.5940476190476189,0.672238562128408]",26,10,adam,0.15,0.003228312691776
0.134575443542179,QzQNO,41,200,0.668964218329543,elu,0.7,0.293906129314546,4,"[0.5178571428571428,0.6689642183295434]",166,70,adam,0.15,0.01030937498431
0.002590474423432,JasF7,123,200,0.668915718446733,elu,0.7,0.057506800672682,5,"[0.5892857142857143,0.6689157184467327]",112,30,adam,0.15,0.006118764579633
0.005644240282284,pfVCj,143,200,0.664237901387759,elu,0.7,0.350440660475254,2,"[0.5803571428571427,0.6642379013877591]",165,70,adam,0.15,0.001037700976561
0.024072605065693,JQgvq,27,200,0.663332231367427,relu,0.7,0.346505182239515,4,"[0.6488095238095237,0.663332231367427]",50,30,adam,0.15,0.001888653729349
0.002333350462648,S6537,130,200,0.662755169731924,elu,0.7,0.386948738616891,7,"[0.594047619047619,0.662755169731924]",113,30,adam,0.15,0.011055534752979
0.314372805389288,HiKYC,110,200,0.661659989605016,tanh,0.7,0.286704777296377,4,"[0.5101190476190476,0.6616599896050156]",80,100,adam,0.15,0.013774268263746
0.007476545808362,MxZNt,131,200,0.66078258926184,elu,0.7,0.366366121364484,7,"[0.5892857142857143,0.6607825892618402]",64,30,adam,0.15,0.004599835068462
0.003339834570628,xDFbJ,157,200,0.66014911193271,elu,0.7,0.342744328892198,6,"[0.5898809523809524,0.6601491119327102]",118,5,adam,0.15,0.007370288538207
0.007053462138729,Uu9hn,67,200,0.660077634246716,tanh,0.7,0.036194408771979,4,"[0.5732142857142857,0.6600776342467164]",131,70,adam,0.15,0.003197312879464
0.002282308552361,GPeIw,47,200,0.659049722303857,relu,0.7,0.290835139954393,3,"[0.5779761904761904,0.6590497223038569]",76,70,adam,0.15,0.002445945849051
0.002878523041923,xIXj6,113,200,0.658858887384325,elu,0.7,0.363345220260939,5,"[0.5934523809523808,0.6588588873843252]",10,10,adam,0.15,0.00340308531059
0.024097057942085,Ued0P,38,200,0.657032515583144,relu,0.7,0.271284134742639,4,"[0.6517857142857142,0.657032515583144]",81,10,adam,0.15,0.001597881495942
0.009926343389348,iHdn8,148,200,0.656266601632033,elu,0.7,0.389610629695269,6,"[0.5869047619047618,0.6562666016320333]",109,30,adam,0.15,0.007553234509414
0.006665074824754,LHDi6,105,200,0.655419324075798,elu,0.7,0.023858931163473,6,"[0.5892857142857143,0.6554193240757982]",138,30,adam,0.15,0.002013771862068
0.049435412336359,krqFN,47,200,0.653940099581938,tanh,0.7,0.349036117313573,5,"[0.5702380952380952,0.653940099581938]",144,70,adam,0.15,0.00207246164489
0.013789203019143,xNmNW,130,200,0.653821178222778,elu,0.7,0.336171908743657,6,"[0.5904761904761905,0.653821178222778]",113,30,adam,0.15,0.002219963916953
0.004262420320537,KvGYp,125,200,0.652965922191319,elu,0.7,0.328954983388366,5,"[0.5952380952380951,0.6529659221913191]",104,30,adam,0.15,0.001973311733963
0.000564972826291,PXORV,185,200,0.652392027480655,elu,0.7,0.398492333760909,5,"[0.600595238095238,0.652392027480655]",44,10,adam,0.15,0.003381682020672
0.069582424540833,lYkAt,58,200,0.651619529515007,tanh,0.7,0.353159724018972,3,"[0.5392857142857143,0.651619529515007]",156,70,adam,0.15,0.002747672654013
0.009653371256835,j86HU,163,200,0.650626629992653,elu,0.7,0.352242185155846,6,"[0.5851190476190476,0.650626629992653]",129,30,adam,0.15,0.003821542537772
0.032681424119005,JZ8a7,69,200,0.649226546328514,tanh,0.7,0.262714993749807,3,"[0.574404761904762,0.6492265463285142]",129,70,adam,0.15,0.003921195290311
0.174148887159613,GN1dv,107,200,0.648054023466288,tanh,0.7,0.288282416905453,3,"[0.48392857142857143,0.6480540234662878]",116,70,adam,0.15,0.004642502941375
0.017479150546197,YYcov,163,200,0.648034675568002,elu,0.7,0.324751512765483,7,"[0.5892857142857142,0.6480346755680022]",90,30,adam,0.15,0.003970784894554
0.003047204816856,yqpBo,143,200,0.647396629788001,elu,0.7,0.336519979357462,5,"[0.594642857142857,0.6473966297880006]",91,5,adam,0.15,0.00188796432962
0.015526740645019,vXw2C,90,200,0.64729043816866,tanh,0.7,0.259901974855887,3,"[0.5880952380952381,0.6472904381686602]",134,70,adam,0.15,0.003877248841869
0.021638253361157,mNdq1,113,200,0.64720944992994,elu,0.7,0.3935359024815,5,"[0.5910714285714287,0.6472094499299401]",82,100,adam,0.15,0.003264650300316
0.00194423933296,uHkSv,41,200,0.646845063827954,relu,0.7,0.261236562868188,2,"[0.6267857142857144,0.6468450638279544]",92,30,adam,0.15,0.002723336670199
0.207984446923214,C7uuB,57,200,0.645859604908083,elu,0.7,0.194942920582286,4,"[0.5910714285714286,0.6458596049080831]",117,10,adam,0.15,0.013467147953988
0.019928822249597,UNwJM,161,200,0.645821151769827,elu,0.7,0.39974007149698,6,"[0.5910714285714287,0.6458211517698272]",93,30,adam,0.15,0.003573151842255
0.009985154583291,P1BGN,64,200,0.645773904144201,tanh,0.7,0.28465632095594,4,"[0.5732142857142858,0.6457739041442007]",127,70,adam,0.15,0.011966798882312
0.293742515286914,rTaDu,46,200,0.645692122243957,tanh,0.7,0.2152728884021,4,"[0.518452380952381,0.6456921222439567]",128,10,adam,0.15,0.012208276104376
0.003357534887979,qBkDE,31,200,0.645388197952383,elu,0.7,0.313452098388788,9,"[0.5970238095238094,0.6453881979523828]",150,70,adam,0.15,0.003330345754814
0.000283223209884,o7PK1,69,200,0.644904742001085,tanh,0.7,0.289920470126103,5,"[0.5982142857142857,0.6449047420010853]",101,10,adam,0.15,0.003072450470796
0.005910708609805,Vz7Zb,101,200,0.64461713160942,elu,0.7,0.38437051869608,5,"[0.5940476190476189,0.6446171316094197]",87,10,adam,0.15,0.001593767926348
0.0132396082449,WSUT0,191,200,0.644433989171139,relu,0.7,0.337367992310844,3,"[0.5904761904761905,0.644433989171139]",83,30,adam,0.15,0.002163609753787
0.11692630578396,kyENk,28,200,0.644414510606644,elu,0.7,0.310013128296976,5,"[0.5482142857142855,0.6444145106066437]",134,5,adam,0.15,0.010330222300853
0.017813806169822,Kyf7S,139,200,0.644372439092865,elu,0.7,0.390875321376941,5,"[0.5892857142857143,0.6443724390928647]",84,100,adam,0.15,0.006981221419128
0.016528189277531,N5YHG,86,200,0.643407101265703,tanh,0.7,0.222310140056278,4,"[0.536904761904762,0.6434071012657026]",174,10,adam,0.15,0.010504992489555
0.002762786353217,dU3HL,133,200,0.642596755175429,elu,0.7,0.385000179588039,7,"[0.5952380952380951,0.642596755175429]",97,30,adam,0.15,0.002764859226971
0.372845106767144,ncNXG,114,200,0.642502753383172,tanh,0.7,0.363665351873866,5,"[0.5157738095238095,0.6425027533831724]",110,30,adam,0.15,0.016102677072965
0.004542739266477,RUq5X,30,200,0.64216736666728,relu,0.7,0.34512629801006,4,"[0.6261904761904761,0.6421673666672802]",119,50,adam,0.15,0.003468467152402
0.032724159322153,dDMet,17,200,0.641138665890673,relu,0.7,0.324389380374269,5,"[0.5940476190476189,0.641138665890673]",66,30,adam,0.15,0.005181307927376
0.01413274139616,PGj0N,122,200,0.639906256635852,tanh,0.7,0.348116536188978,6,"[0.5898809523809524,0.6399062566358519]",81,30,adam,0.15,0.007353652636554
0.022272719698868,HE5ht,104,200,0.639585852495028,tanh,0.7,0.289383115227075,5,"[0.5898809523809524,0.6395858524950281]",154,50,adam,0.15,0.001622387104919
0.076176350554345,hPlbA,142,200,0.639581069615507,elu,0.7,0.043188604043945,8,"[0.593452380952381,0.6395810696155072]",122,100,adam,0.15,0.024870420582223
0.044602965200265,DffnR,80,200,0.639328957211951,elu,0.7,0.303942581473472,3,"[0.5470238095238095,0.6393289572119507]",139,70,adam,0.15,0.004284859611729
0.032808715463178,wnU4c,79,200,0.638462143426039,tanh,0.7,0.316457457489949,5,"[0.5851190476190476,0.6384621434260394]",105,100,adam,0.15,0.022633515066391
0.000518541811375,kWH1r,112,200,0.638425182646103,elu,0.7,0.165096902656541,7,"[0.5892857142857143,0.6384251826461033]",108,5,adam,0.15,0.013072064967763
0.00088799549767,oJgCa,121,200,0.638423965630131,elu,0.7,0.343991215949647,6,"[0.5892857142857143,0.6384239656301312]",100,5,adam,0.15,0.019371551810589
0.001024330259459,MFWDW,146,200,0.637895313148818,tanh,0.7,0.336308571312084,3,"[0.6023809523809524,0.6378953131488175]",161,10,adam,0.15,0.002387218012696
0.044635064995672,fUZHi,20,200,0.637148719534044,elu,0.7,0.260518459607512,3,"[0.5952380952380951,0.6371487195340436]",111,70,SGD,0.15,0.000114451674731
0.00408560735003,AolyA,84,200,0.636887648474464,elu,0.7,0.346750997930196,4,"[0.5892857142857143,0.6368876484744642]",86,10,adam,0.15,0.002707960467298
0.006533918910047,WmYVf,55,200,0.636312063113991,tanh,0.7,0.32931798243296,2,"[0.586309523809524,0.636312063113991]",134,70,adam,0.15,0.006349929969021
0.028172169120601,fVN3i,128,200,0.636282423650868,elu,0.7,0.344145620887081,7,"[0.5738095238095238,0.6362824236508675]",139,30,adam,0.15,0.007998144462587
0.001394970171945,ZWnLt,147,200,0.636097718680858,elu,0.7,0.339682756770733,6,"[0.5898809523809524,0.6360977186808576]",83,30,adam,0.15,0.00629632575312
0.088171058941656,Vyycv,39,200,0.635650022053667,tanh,0.7,0.319067417972189,3,"[0.5708333333333333,0.6356500220536667]",121,70,adam,0.15,0.007997307937691
0.062441028681465,GQflI,19,200,0.635077437576421,tanh,0.7,0.29216015486083,5,"[0.5547619047619048,0.6350774375764211]",122,10,adam,0.15,0.014700808211338
0.006574068351385,nkHe6,118,200,0.634703765103348,elu,0.7,0.327667732377128,7,"[0.5892857142857143,0.6347037651033485]",107,30,adam,0.15,0.008209858863317
0.004341906510466,eOTic,128,200,0.634286893924743,elu,0.7,0.399710875684261,5,"[0.5898809523809524,0.6342868939247432]",41,10,adam,0.15,0.009051685674084
0.00442661988919,t5hx6,132,200,0.633501182704824,elu,0.7,0.281953899934456,6,"[0.5892857142857143,0.633501182704824]",99,30,adam,0.15,0.004562546346178
0.028381924331772,unyH0,108,200,0.633467779917287,elu,0.7,0.313677359477551,5,"[0.5880952380952381,0.633467779917287]",109,30,adam,0.15,0.00319218538363
0.00033013432961,DLjOc,58,200,0.633418834001889,elu,0.7,0.313170079431726,5,"[0.6,0.6334188340018895]",94,5,adam,0.15,0.00468021646612
0.010685808186411,eQbmg,127,200,0.632380826018811,tanh,0.7,0.393769772458183,4,"[0.5375,0.6323808260188112]",182,10,adam,0.15,0.010888030814861
0.010554013602785,bGqDf,132,200,0.632184517855064,elu,0.7,0.399560934650675,7,"[0.6196428571428572,0.6321845178550645]",97,30,SGD,0.15,0.014479199223952
0.006601440696839,RHa8A,135,200,0.632063732101532,elu,0.7,0.325314163566856,6,"[0.5895833333333333,0.6320637321015318]",101,30,adam,0.15,0.008455456792205
0.012927724593098,vkdRV,108,200,0.63180535690256,elu,0.7,0.384990748154973,5,"[0.5910714285714286,0.63180535690256]",95,10,adam,0.15,0.001957536878837
0.001223083245061,hLYmp,121,200,0.631356746899109,elu,0.7,0.377209055060222,5,"[0.5892857142857143,0.6313567468991088]",134,30,adam,0.15,0.01419750971173
0.055423015244595,oI5av,81,200,0.631222238664477,elu,0.7,0.33671113082379,4,"[0.5708333333333334,0.6312222386644766]",98,30,adam,0.15,0.002992111875085
0.000214262788317,WfLvU,33,200,0.631044815778819,relu,0.7,0.322210050051944,3,"[0.6053571428571428,0.631044815778819]",88,5,adam,0.15,0.001486456919169
0.008512750269815,Nz8YX,118,200,0.631001004765396,elu,0.7,0.314433889508391,8,"[0.5845238095238096,0.6310010047653956]",137,30,adam,0.15,0.006051387650148
0.040557525848017,egFeN,148,200,0.630976769981386,elu,0.7,0.314818395570799,5,"[0.5589285714285716,0.6309767699813856]",89,10,adam,0.15,0.001516495312557
0.002021059988915,Brfay,159,200,0.630796669329645,elu,0.7,0.352145671469801,6,"[0.5922619047619047,0.630796669329645]",91,30,adam,0.15,0.00350729381309
0.026206633772955,UaSxu,148,200,0.630619626728011,elu,0.7,0.348090297390809,5,"[0.519047619047619,0.6306196267280109]",86,10,adam,0.15,0.008609368947569
0.014998283433253,R6j2h,106,200,0.630538743272346,elu,0.7,0.355645357158963,5,"[0.5720238095238095,0.6305387432723464]",114,10,adam,0.15,0.003080513814814
0.036423460155756,hsIKn,66,200,0.629967152835236,tanh,0.7,0.341333230199788,3,"[0.5499999999999999,0.6299671528352355]",140,70,adam,0.15,0.00531329890319
0.000774809429685,PLpHq,49,200,0.629881002314897,relu,0.7,0.331478728748329,4,"[0.5922619047619047,0.6298810023148971]",119,50,adam,0.15,0.008647605243047
0.218010372897184,CGC8C,31,200,0.629630406183077,tanh,0.7,0.336881662872589,4,"[0.5017857142857143,0.6296304061830769]",120,70,adam,0.15,0.010167731503858
0.003394346926925,x0yIv,118,200,0.629594589508557,elu,0.7,0.364803502406684,6,"[0.5869047619047618,0.6295945895085572]",80,30,adam,0.15,0.010097850434642
0.058786104611467,q3iya,108,200,0.629479010509666,elu,0.7,0.355969163577882,5,"[0.536904761904762,0.6294790105096655]",102,30,adam,0.15,0.008727874962438
0.00042979542838,IQGgU,113,200,0.628535858615069,elu,0.7,0.384666242850309,5,"[0.6029761904761904,0.6285358586150688]",43,10,adam,0.15,0.005724709856839
0.015647309105675,shaci,128,200,0.628433300174746,tanh,0.7,0.278244991394505,2,"[0.5892857142857143,0.6284333001747464]",172,30,adam,0.15,0.011228233655665
0.047156503515732,rgSce,79,200,0.627733088962875,tanh,0.7,0.201168477221672,4,"[0.5196428571428571,0.6277330889628752]",60,5,adam,0.15,0.008566344755756
0.076323276628386,IeYCE,130,200,0.627638702076282,tanh,0.7,0.340215920083691,6,"[0.5375,0.6276387020762823]",92,30,adam,0.15,0.020627891634706
0.016898786276539,ZL8Fg,72,200,0.62746657020356,tanh,0.7,0.242948707763919,4,"[0.555952380952381,0.6274665702035604]",159,70,adam,0.15,0.008927096894905
