epochs,learning_rate,trialJobId,dropout,batch_size,optimizer,train_frac,preweight,activation,intermediate,layer_1,reward,layer_2,test_frac,regularization
200,0.006699662772556379,WwmMm,0.15745820049667092,5,adam,0.7,8,tanh,"[0.5328525641025641,0.7029286192590705]",98,0.7029286192590705,127,0.15,0.01550383129506995
200,0.015086651945349855,kmvVv,0.22821227089809307,50,adam,0.7,7,tanh,"[0.512820512820513,0.7376554729607291]",117,0.7376554729607291,104,0.15,0.019800599007959864
200,0.075928108869171,KXphs,0.18443469688043274,30,adam,0.7,9,tanh,"[0.527724358974359,0.718196840167886]",89,0.718196840167886,152,0.15,0.004109405474540237
200,0.0010476288631779305,LOOlm,0.1049082341274554,50,adam,0.7,6,tanh,"[0.5277243589743589,0.7046324167352923]",107,0.7046324167352923,49,0.15,0.021709024847630445
200,0.0006276298118148094,iGLqa,0.1368506186743123,10,adam,0.7,7,tanh,"[0.5665064102564104,0.7408659409035597]",65,0.7408659409035597,64,0.15,0.028872368737775794
200,0.0015189758485950385,DXHad,0.06437381887687814,30,adam,0.7,10,tanh,"[0.5411858974358974,0.7123081540516698]",80,0.7123081540516698,143,0.15,0.04073569238252236
200,0.009546516319621785,f0nZj,0.1179212480493645,70,adam,0.7,8,relu,"[0.5538461538461539,0.7191066612577026]",122,0.7191066612577026,132,0.15,0.007780782045591971
200,0.0003859141413287459,S3lOx,0.1620437732900365,100,SGD,0.7,6,tanh,"[0.48509615384615384,0.4720913236606169]",38,0.4720913236606169,89,0.15,0.03721611662032977
200,0.0001403169702442958,KJtlV,0.20929497595876131,50,adam,0.7,9,tanh,"[0.48878205128205127,0.600690389756118]",21,0.600690389756118,165,0.15,0.014145443930528903
200,0.0034786270721419103,Uc5mA,0.2710204243121431,30,adam,0.7,7,tanh,"[0.5227564102564102,0.6857841149590376]",76,0.6857841149590376,38,0.15,0.03451498060383561
200,0.029110692292707758,TpNPN,0.26251802540493374,5,adam,0.7,8,elu,"[0.4855769230769231,0.6589950974888299]",95,0.6589950974888299,70,0.15,0.02569769936088839
200,0.021666155818680297,LeV6H,0.14623115585109317,30,adam,0.7,9,tanh,"[0.548397435897436,0.7365643543219986]",112,0.7365643543219986,113,0.15,0.0011585415779900993
200,0.0055973256226555775,r84Lj,0.09667337714980906,50,adam,0.7,7,relu,"[0.5650641025641026,0.6723044876688877]",15,0.6723044876688877,100,0.15,0.005321649757186062
200,0.013115217082698234,ZBi7B,0.3112195911872476,10,SGD,0.7,10,tanh,"[0.5227564102564102,0.6489139323270019]",55,0.6489139323270019,44,0.15,0.022392218405965673
200,0.002415163072162685,vRwUz,0.32699308992952564,30,adam,0.7,6,tanh,"[0.529326923076923,0.7090338983851836]",153,0.7090338983851836,58,0.15,0.01225491433487888
200,0.00019006140892634477,XKUfB,0.2506681946560438,50,adam,0.7,8,tanh,"[0.47467948717948716,0.5921558707551589]",26,0.5921558707551589,93,0.15,0.03135776061948593
200,0.1327590735468065,CCPpC,0.08330036806803168,70,adam,0.7,5,elu,"[0.4865384615384615,0.6598735643603859]",129,0.6598735643603859,18,0.15,0.04736974903969866
200,0.0016718988467849354,HYDPo,0.1753167591463115,100,adam,0.7,7,tanh,"[0.5568910256410257,0.7133697396473834]",160,0.7133697396473834,26,0.15,0.039260176552741305
200,7.28970769529888e-05,k7brW,0.19454332965835175,30,SGD,0.7,8,tanh,"[0.45977564102564095,0.4588073101564104]",87,0.4588073101564104,67,0.15,0.027933735195959465
200,0.04999815864812646,dbCdw,0.2333929767362311,50,adam,0.7,6,relu,"[0.5368589743589743,0.7042261487464595]",63,0.7042261487464595,106,0.15,0.01781046702883277
200,0.18456080673307254,zEpBw,0.1254977375571278,5,adam,0.7,2,tanh,"[0.49599358974358976,0.5897368404889759]",141,0.5897368404889759,74,0.15,0.04350118078118449
200,0.007164612052814839,XUz5M,0.03476994774263273,30,adam,0.7,7,tanh,"[0.532051282051282,0.7186130495271323]",105,0.7186130495271323,54,0.15,0.0002739495931050875
200,0.03739460786898971,wEixE,0.016888116116163865,10,adam,0.7,9,tanh,"[0.540224358974359,0.6915489795699984]",46,0.6915489795699984,84,0.15,0.009697843822976518
200,0.0011478929383870768,VNXUi,0.05284767635940725,50,adam,0.7,3,elu,"[0.5410256410256411,0.7063036936286363]",12,0.7063036936286363,33,0.15,0.024271041979199486
200,0.000293156931648333,I6fVi,0.2783671087335668,30,SGD,0.7,6,tanh,"[0.46875,0.4907148850211488]",119,0.4907148850211488,62,0.15,0.0030373384632578
200,0.0005487303576965,vAPFj,0.18761744095774802,70,adam,0.7,8,tanh,"[0.5443910256410257,0.6767590581220235]",75,0.6767590581220235,77,0.15,0.015290868038481703
200,0.004298145276090569,s6HZk,0.165692029935398,50,adam,0.7,5,relu,"[0.5330929487179488,0.6822750414047909]",40,0.6822750414047909,50,0.15,0.05130480210193898
200,0.0007367846201030407,L7X44,0.223731456347757,100,adam,0.7,7,tanh,"[0.528525641025641,0.7149969846025493]",110,0.7149969846025493,97,0.15,0.03841443269474916
200,0.017199410625312533,cWLHH,0.0006648939150412951,30,adam,0.7,9,tanh,"[0.5570512820512821,0.7375163232943278]",69,0.7375163232943278,22,0.15,0.029525240692140506
200,0.010248126835775546,irPKY,0.20180703235033262,50,adam,0.7,8,tanh,"[0.5503205128205128,0.7347073069166531]",124,0.7347073069166531,39,0.15,0.020036794948839132
200,0.0029235042036513106,oDDXH,0.13341549319633075,5,SGD,0.7,3,elu,"[0.47868589743589746,0.6226268362581873]",101,0.6226268362581873,81,0.15,0.032317413389073305
200,0.0004546266483043088,yYOhR,0.10936698229120101,30,adam,0.7,4,tanh,"[0.544551282051282,0.7591132034300192]",34,0.7591132034300192,123,0.15,0.04152141445089541
200,3.8026947517643237e-06,dvHTB,0.06548542883072006,30,adam,0.7,4,tanh,"[0.4847756410256411,0.503346391680396]",32,0.503346391680396,137,0.15,0.04541333221042825
200,0.00011164742745989152,u4Z6F,0.07656247570228214,30,adam,0.7,4,relu,"[0.4522435897435898,0.5410724277686261]",18,0.5410724277686261,160,0.15,0.05429638789568216
200,0.0005094716901373568,Exbwq,0.11080901882851336,30,adam,0.7,5,tanh,"[0.5375,0.664755351705919]",27,0.664755351705919,147,0.15,0.05798786822011906
200,2.259877755411786e-05,cYq1o,0.09820591357191243,30,adam,0.7,4,tanh,"[0.5083333333333334,0.5143583501009693]",22,0.5143583501009693,183,0.15,0.06396639899399331
200,5.334051943668098e-05,ugtyo,0.1231710207401526,30,SGD,0.7,3,tanh,"[0.5214743589743589,0.4506347901616633]",52,0.4506347901616633,125,0.15,0.0482783938203028
200,3.374843451249777e-05,kwz10,0.08977215359931545,30,adam,0.7,5,elu,"[0.44791666666666663,0.5192565987377524]",43,0.5192565987377524,140,0.15,0.0595444940510482
200,0.00023163270205305895,wVZp5,0.03195047335567243,30,adam,0.7,3,tanh,"[0.49423076923076925,0.6107857838638072]",34,0.6107857838638072,120,0.15,0.05404760492043085
200,8.594611916777903e-05,rCDfi,0.04175137374232882,30,adam,0.7,5,tanh,"[0.45336538461538456,0.5652471364273373]",11,0.5652471364273373,111,0.15,0.06926460376465549
200,0.49721533256900974,Tp812,0.15016043146637514,30,adam,0.7,4,relu,"[0.4762019230769231,0.5899263656250258]",47,0.5899263656250258,14,0.15,0.04155280662681105
200,0.0004223507057867249,RrVCM,0.14163641493320928,30,adam,0.7,2,tanh,"[0.5067307692307692,0.6483029121919858]",17,0.6483029121919858,151,0.15,0.07414659433323484
200,0.08726759805530761,pARyc,0.07057701769124666,30,SGD,0.7,4,tanh,"[0.5325320512820513,0.7008852515773281]",30,0.7008852515773281,129,0.15,0.05033194582159015
