epochs,optimizer,batch_size,layer_2,preweight,trialJobId,dropout,reward,layer_1,regularization,train_frac,learning_rate,activation,test_frac
200,SGD,5,69,5,WeiiJ,0.049556040833899695,0.6257175269564814,162,0.026241026834252563,0.7,0.031568816559357366,tanh,0.15
200,adam,100,91,7,KYebd,0.3480498475425107,0.6028956406711659,53,0.036865647225396606,0.7,0.10422626061816186,elu,0.15
200,adam,30,78,6,J6mRB,0.37973563428909796,0.6052503372285386,85,0.005195949190085889,0.7,0.045162996475583486,relu,0.15
200,adam,50,21,9,WJCHN,0.2061153278585769,0.6151675741096675,177,0.08851039874370162,0.7,0.008034831701302272,tanh,0.15
200,adam,70,58,3,nF8Nl,0.18279442123521386,0.6598354166247261,31,0.020383700916638242,0.7,0.0044837018959937745,elu,0.15
200,adam,70,29,3,id8RN,0.19356069806944579,0.5437923564382825,31,0.020745369465331075,0.7,0.22687876651008537,tanh,0.15
200,SGD,70,44,2,RjSVV,0.24431881552142487,0.5401547641973913,17,0.0405569267699957,0.7,0.004009296018721981,elu,0.15
200,adam,70,58,3,N9rYs,0.17849528135783987,0.583815374409417,42,0.05886793233435249,0.7,0.014354500510150865,tanh,0.15
200,adam,70,34,3,deHAl,0.13728196787239397,0.6141541559499445,27,0.01722705973092825,0.7,0.021826203131054156,relu,0.15
200,adam,70,62,2,V2DHE,0.23178686557853018,0.5894733459103054,37,0.048034515069692446,0.7,0.0013072864588246054,tanh,0.15
200,adam,70,23,4,r92Ym,0.25690627128740073,0.6191496499035017,10,0.028785312986031663,0.7,0.0024633626777552293,elu,0.15
200,SGD,70,51,4,bXKX1,0.32305307608075273,0.6009081317451165,59,0.013672424396570569,0.7,0.006332246271024586,tanh,0.15
200,adam,70,37,2,dz3P4,0.22104459125559953,0.6507419898093578,92,0.05525540803194851,0.7,0.001930186513384775,elu,0.15
200,adam,100,66,3,kai0Z,0.12053915887234866,0.6137205071463553,32,0.031923740694107666,0.7,0.0008420348059240815,tanh,0.15
200,adam,70,13,5,MTf2m,0.2725591808716587,0.6244401641590356,69,0.02279853184509083,0.7,0.02518894441522473,relu,0.15
200,adam,10,42,4,hayTi,0.15805637555835428,0.6661660246018757,18,0.01950560831854856,0.7,0.004594915683250934,elu,0.15
200,adam,10,42,4,fv7xK,0.2023991025621376,0.5229018704256732,50,0.03947864378984135,0.7,0.4517330778327742,elu,0.15
200,SGD,10,59,3,Y8KLD,0.15568251672687228,0.5957347998199198,22,0.019049756101802432,0.7,0.10173099860213156,elu,0.15
200,adam,10,86,4,W5odz,0.09818456968256971,0.646154206591179,14,0.015748931763978534,0.7,0.04336887390039837,elu,0.15
200,adam,10,81,2,jQTOA,0.1785265098532939,0.5889929788904203,80,0.0839671588038042,0.7,0.21724892311813143,elu,0.15
200,adam,10,72,5,To24I,0.16784211325066695,0.5166991912795945,27,0.002904299152188502,0.7,0.33998158610849677,elu,0.15
200,adam,10,77,4,nru1c,0.1243664021561301,0.6104895552412586,65,0.036019392639126846,0.7,0.0032041449145813767,elu,0.15
200,SGD,10,96,2,o2Mr2,0.14107476701640262,0.5894690751444667,54,0.013244636798629215,0.7,0.010448963095232817,elu,0.15
200,adam,5,47,5,Rr6xB,0.084879844554958,0.603135986306653,72,0.033176635912342906,0.7,0.005027680453056872,elu,0.15
200,adam,10,64,3,swPW2,0.11338505712308991,0.5724489788837877,44,0.04282020289181004,0.7,0.01458636544057896,elu,0.15
200,adam,100,32,4,gq691,0.1612209563283014,0.5459050749610269,113,0.027726532086619803,0.7,0.16178310319484052,elu,0.15
200,adam,30,54,3,gY3fc,0.19169459642892955,0.6421939663536919,18,0.008940525798046028,0.7,0.0014978761488244634,elu,0.15
200,SGD,10,16,5,Xg8VK,0.1512613366028899,0.6600177630268245,148,0.02103507105619628,0.7,0.036911793874007115,elu,0.15
200,SGD,10,27,6,ANBZB,0.06900525235614434,0.6235455507155651,150,0.010613666428489738,0.7,0.08265113324515216,elu,0.15
200,SGD,10,10,5,j7MDP,0.15097865075233124,0.6109116671190176,124,0.06292049779792831,0.7,0.034601378192262125,elu,0.15
200,SGD,10,18,6,YFdMa,0.09040264125995695,0.5464318571494392,135,0.06790720724236582,0.7,0.00788205302237478,relu,0.15
200,SGD,10,23,5,FI5BT,0.1330564270791899,0.6316376125621563,146,0.005532003310017535,0.7,0.060669940749333004,elu,0.15
200,SGD,10,38,6,RSD43,0.10429322823272935,0.6659580534875902,140,0.0001065427017476056,0.7,0.1568603434693118,elu,0.15
200,SGD,10,50,6,Iab9Q,0.10387265382550592,0.6165295808035482,98,0.00015892399175256773,0.7,0.29424521527837455,relu,0.15
200,SGD,10,36,7,FuluR,0.07609034281771807,0.6690331097593286,142,0.003649723957596898,0.7,0.01909475818901188,elu,0.15
200,SGD,100,45,7,rmFCF,0.059296296339289456,0.4970874597244113,119,0.0021579873604046732,0.7,0.00033926738808344274,elu,0.15
200,SGD,10,66,7,URycR,0.07989664821224399,0.6039783626368238,107,0.09292013067458788,0.7,0.020032709075209973,elu,0.15
200,SGD,5,84,7,CuBji,0.016755983946248193,0.6116838998696569,92,0.004350164018012782,0.7,0.017260049538672485,relu,0.15
200,SGD,100,90,6,gCmsk,0.07593018439403679,0.59508369980199,130,0.007198269674091984,0.7,0.006237372773481532,elu,0.15
200,SGD,30,41,8,Rjugc,0.043995280950608825,0.5642545343375918,142,0.01670315131048069,0.7,0.0011426291627681692,elu,0.15
200,SGD,10,69,5,fVcRm,0.02305663944416167,0.5557941288109289,170,0.07900856127417724,0.7,0.0031981688360865875,elu,0.15
200,SGD,100,28,7,ap25b,0.010390348252130421,0.5759480581797943,103,0.011799852782932854,0.7,0.010629365573465598,relu,0.15
200,SGD,10,103,4,Ma29e,0.0281748017131484,0.5807960110767244,185,0.009196091394574482,0.7,0.0007678050823801723,elu,0.15
200,SGD,5,37,8,rgUgn,0.05035770765027116,0.5874129161888698,126,0.048395343888788495,0.7,0.12483463904025827,elu,0.15
200,SGD,10,73,6,i4DvT,0.11342887144297029,0.5756812430243061,163,0.02549076853106167,0.7,0.0020521040241846195,tanh,0.15
200,SGD,100,32,7,lLuaD,0.09015277526670853,0.6142865048918054,155,0.018720418656592082,0.7,0.025060781126905834,elu,0.15
200,SGD,30,15,4,EgJl0,0.12490456608121281,0.5082181233202683,120,0.01484141452654551,0.7,0.00024693605010129747,relu,0.15
200,SGD,10,48,6,sfg8E,0.1393022774134534,0.6416353666874732,116,0.029403841738279864,0.7,0.0729980658470606,tanh,0.15
200,SGD,100,55,5,PGD7w,0.03887377730609634,0.4716080365887283,135,0.052916062622595406,0.7,0.00018474839125591947,elu,0.15
200,SGD,10,36,6,B2jVr,0.09970602006752566,0.6700937199089088,129,0.003346689718428426,0.7,0.1511862535027827,elu,0.15
200,SGD,10,25,7,UTqga,0.06997743830939346,0.6569013377253059,127,0.0030156253596090215,0.7,0.2579790805304327,elu,0.15
200,SGD,10,21,6,i0h0Z,0.17190228942425448,0.6839843549443242,153,0.006479686462581037,0.7,0.17836685891638765,elu,0.15
200,SGD,10,20,6,QxHLH,0.16784995449897405,0.6163574265820667,152,0.006357053667582852,0.7,0.09144823438903128,elu,0.15
200,SGD,10,33,7,nsNXS,0.0593692197591816,0.6397790185458765,176,0.0002305822585878109,0.7,0.1714209520096191,elu,0.15
200,SGD,10,11,7,wKA8h,0.09875728890344083,0.6325594241881581,158,0.013044161163656205,0.7,0.050632929543218484,elu,0.15
200,SGD,10,14,6,JSWmK,0.11775055198411585,0.6282478353148405,166,0.010216878545635355,0.7,0.4075639805220516,elu,0.15
200,SGD,10,61,8,r4HIV,0.1315714100748179,0.6596694879472976,132,0.0047593174630080936,0.7,0.13252544976360553,elu,0.15
200,SGD,10,35,6,dTsz5,0.19976289114158585,0.6519418233881173,142,0.0017978629562322764,0.7,0.19563941990943098,elu,0.15
200,SGD,10,53,7,fyT1Q,0.2131794667985569,0.593653140098304,111,0.008794312941216385,0.7,0.05989275181920077,elu,0.15
200,SGD,100,29,6,B4bPG,0.17240887950824305,0.6236746758166001,145,0.023025713608976275,0.7,0.3255676701329776,elu,0.15
200,SGD,5,20,7,RKfXJ,0.14385810497888968,0.6426751326292195,137,0.0069511031253881184,0.7,0.040119165229693915,elu,0.15
200,SGD,10,45,8,MIu0p,0.10887475740713771,0.6447955211992644,191,0.01436022689348985,0.7,0.1082383136495758,elu,0.15
200,SGD,30,39,6,cjnCo,0.18681565647789722,0.6094345825235866,171,0.017186946906882508,0.7,0.015304344943007633,elu,0.15
200,SGD,10,25,5,xoj4r,0.09053756499440545,0.5881809782773826,182,0.003622047537693732,0.7,0.48880130760962925,tanh,0.15
200,SGD,100,56,8,nlU9E,0.03187574429074906,0.6102534707661379,161,0.011522256744721116,0.7,0.02951571136522942,elu,0.15
200,SGD,10,78,7,yYGQ8,0.001080180626156363,0.6477201927130648,123,0.0005878319225567953,0.7,0.07927531533381144,elu,0.15
200,SGD,10,51,6,w2IBA,0.07964157850599834,0.6176390249418453,152,0.07504004271880453,0.7,0.052261053564236756,tanh,0.15
200,SGD,100,11,5,KQ08f,0.06304933993872161,0.6732181686004596,106,0.024139304232844886,0.7,0.27753289430578715,relu,0.15
200,SGD,100,12,5,hQyHn,0.06274514172257847,0.6201062683135533,101,0.025476356641874483,0.7,0.39212632292641086,relu,0.15
200,SGD,100,17,5,sRSUi,0.04480942348594563,0.6026812829981398,86,0.03379640626317834,0.7,0.3007189859286858,relu,0.15
200,SGD,100,28,5,Elcrz,0.12248642200183765,0.5932635777065073,108,0.021477397078778403,0.7,0.466354799754762,relu,0.15
200,SGD,100,165,4,rDAm3,0.1595018996107134,0.45468508169529204,92,0.023796290018768797,0.7,1.4915145728080213e-05,relu,0.15
200,SGD,100,14,5,klIQO,0.22457310152352922,0.5789264592380865,77,0.038556806391874025,0.7,0.20349974011323763,relu,0.15
200,SGD,100,10,4,FsXwH,0.05092517792812143,0.480959088768287,115,0.016204431892572632,0.7,1.024193099509068e-05,relu,0.15
200,SGD,100,31,5,wTAnS,0.1460242785672833,0.6015950900026568,95,0.029911816348784218,0.7,0.26273072796724634,relu,0.15
200,SGD,100,22,6,sGoS9,0.18223605148972322,0.42663317895164254,84,0.035962095055994424,0.7,5.8094945597030326e-06,relu,0.15
200,SGD,100,42,5,vTJCL,0.09593646915506933,0.4799689823686332,130,0.02715991812411936,0.7,1.3471770741230204e-06,relu,0.15
200,SGD,5,64,5,bqVzu,0.1367126055969164,0.6518673474869187,118,0.01233911158702069,0.7,0.0881914102873308,relu,0.15
200,SGD,30,19,4,pgtOR,0.11100053386449904,0.5328369101168785,105,0.04541412841889235,0.7,0.4591810037482005,relu,0.15
200,SGD,100,129,6,cK95y,0.19550560244088694,0.6233640806718637,88,0.018764088522891565,0.7,0.12551399520210926,relu,0.15
200,SGD,50,26,4,DZIKH,0.1267669059103223,0.6447053205281892,111,0.008165580057806947,0.7,0.15747821762862924,relu,0.15
200,SGD,100,45,5,sHnTD,0.17256318040191865,0.4423642475668621,99,0.005650429953057931,0.7,2.5538476204571254e-05,relu,0.15
200,SGD,5,58,6,pA3Hl,0.012284883268591548,0.4611266132258465,126,0.05046664910618849,0.7,3.414252313625735e-06,tanh,0.15
200,SGD,100,152,5,xmCBV,0.08753017791334994,0.4746686982391049,133,0.07080729323448622,0.7,4.472528164313582e-05,tanh,0.15
200,SGD,30,50,4,Ng0EO,0.20498910720306968,0.6055756665171834,81,0.014123036258620554,0.7,0.06494660722409923,relu,0.15
200,SGD,100,10,3,gBxTi,0.10152887016014316,0.6120712736926666,95,0.0319998978927463,0.7,0.2511403720552985,tanh,0.15
200,SGD,50,71,6,Ha9b3,0.055357412757656564,0.4975794760280722,122,0.055886018000348966,0.7,0.00010589589925123129,relu,0.15
200,SGD,100,99,4,oNyb4,0.24500406079451986,0.6388677971064891,149,0.010322921783566221,0.7,0.0299738008062693,tanh,0.15
200,SGD,5,36,6,k3Tkk,0.07226651246968537,0.617888029193827,105,0.022334456753963523,0.7,0.012936120227501789,relu,0.15
200,SGD,100,22,5,Qj8vZ,0.1500946841968519,0.5946753902978237,138,0.04180042728190956,0.7,0.49386758336621134,tanh,0.15
200,SGD,30,31,4,XJ7lN,0.16498522703891677,0.4362243366832512,117,0.027439743996619418,0.7,1.9465312898210212e-06,relu,0.15
200,SGD,100,66,5,s9Vh7,0.11967080097680187,0.563117872388309,114,5.976691288230246e-05,0.7,0.008400702190027773,tanh,0.15
200,SGD,50,39,6,XcALB,0.02011810866577593,0.592414129279847,159,0.016319014203599776,0.7,0.0351440028869315,relu,0.15
200,SGD,100,81,3,ty2Y4,0.2184287228788678,0.6087754706175759,166,0.007728807646594498,0.7,0.13333395867171738,tanh,0.15
200,SGD,5,17,5,Kfkau,0.23231893521954106,0.6092284779929724,198,0.01969983463113396,0.7,0.33988778829036065,relu,0.15
200,SGD,10,76,4,EnBE2,0.03588572064546531,0.5816302526368229,154,0.09843505168312688,0.7,0.18590863443256828,tanh,0.15
200,SGD,100,195,6,zyOQA,0.13197441400695858,0.4270801266164204,145,0.024059169871982818,0.7,1.032730423980898e-06,tanh,0.15
200,SGD,30,47,7,K4Sg4,0.09462407741012784,0.6251450769442007,174,0.0025028544507413016,0.7,0.0455974424637248,relu,0.15
200,SGD,10,176,6,deKle,0.15629644480758909,0.6222450538691051,129,0.01169839032889464,0.7,0.024267717884099087,elu,0.15
200,SGD,50,61,5,flN7y,0.06448844667045348,0.6173839848912331,136,0.01783169445266139,0.7,0.09489119450386505,elu,0.15
200,SGD,100,34,4,eM9c3,0.18867860828125224,0.6020512005156248,102,0.005180293516236032,0.7,0.07371835035822469,tanh,0.15
200,SGD,10,114,3,EbEr6,0.08488082182710277,0.5760486934057185,121,0.014586497032172178,0.7,0.006441943221548484,relu,0.15
200,adam,100,87,6,JXW2w,0.007243389933317974,0.6572413971477439,110,0.010207481590300702,0.7,0.0025479835761918054,elu,0.15
200,SGD,10,94,7,NvBBP,0.2982632263225746,0.4961669972815816,73,0.03502711423334829,0.7,7.495610874597752e-05,elu,0.15
200,SGD,100,107,5,FozT6,0.1406474890225071,0.6283277471715785,140,0.021355838896982546,0.7,0.22116284625048932,tanh,0.15
200,adam,5,24,7,oDujV,0.10691459366749556,0.6148219468503007,188,0.0374523358875096,0.7,7.237682141035779e-06,relu,0.15
200,SGD,30,42,5,fGO69,0.11648962303378037,0.5323968238441654,147,0.029202152593175896,0.7,0.00045961642354789054,elu,0.15
200,adam,10,14,4,Tu192,0.26982012280475587,0.529597373785999,125,0.0013303669661111376,0.7,0.35826212820426534,tanh,0.15
