,learning_rate,batch_size,dropout,optimizer,activation,regularization,layer_1,layer_2,train_frac,test_frac,epochs,mean_val_nni,std_val_nni,mean_test_nni,std_test_nni
rFuMo,0.015063506384868756,70.0,0.05029338542751567,SGD,tanh,3.430580750946798e-05,49.0,191.0,0.7,0.15,200.0,0.5303028757378403,0.13734850620005598,-1,-1
MF2c2,0.008672235879083176,5.0,0.05929352368994373,SGD,relu,3.9280255034246905e-05,125.0,163.0,0.7,0.15,200.0,0.6301565176072864,0.03490565490191844,-1,-1
NBTbF,0.01812873739841795,5.0,0.005185549391784387,adam,relu,3.1897398055965085e-05,79.0,145.0,0.7,0.15,200.0,0.5586749576185913,0.04999503899648715,-1,-1
KhSma,0.003212766426124416,50.0,0.05461232487079361,SGD,relu,2.6315090609083206e-05,111.0,181.0,0.7,0.15,200.0,0.5030991852970518,0.021282055271335386,-1,-1
cdM2C,0.005033777228347462,5.0,0.02820067954487185,SGD,relu,1.0420636612662693e-05,63.0,126.0,0.7,0.15,200.0,0.6553309017748817,0.07187146621453003,-1,-1
QiiRq,0.04890356827728787,10.0,0.03294621037233313,SGD,relu,1.4364451961427978e-05,99.0,154.0,0.7,0.15,200.0,0.5793109824877734,0.064566220912065,-1,-1
pTthG,0.0020659950629048547,5.0,0.038455413181770697,SGD,relu,1.891827617614618e-05,36.0,186.0,0.7,0.15,200.0,0.5521181838128846,0.07965606784022548,-1,-1
N2g8V,0.03221588611295687,5.0,0.0011610270001497034,SGD,tanh,2.48065538520319e-05,55.0,96.0,0.7,0.15,200.0,0.5715777108002267,0.05396268472062299,-1,-1
XW4Xa,0.0004597366013178255,100.0,0.021648229416766133,SGD,relu,4.30133786082755e-06,43.0,90.0,0.7,0.15,200.0,0.4586540099219879,0.027382760157558063,-1,-1
P2VnH,0.012750861987683878,5.0,0.0076604658351945515,adam,relu,2.779479548803766e-05,58.0,173.0,0.7,0.15,200.0,0.667684138142434,0.040568808690546604,-1,-1
QgVtg,0.00019878980378080734,70.0,0.05093605535771674,SGD,relu,1.6994108730963567e-05,85.0,166.0,0.7,0.15,200.0,0.46703114754567,0.048844835597333505,-1,-1
rC7XZ,0.0010117451265102078,5.0,0.045302851708031645,SGD,relu,1.206423782888902e-05,66.0,195.0,0.7,0.15,200.0,0.5070658596391605,0.03409787794409318,-1,-1
CJ1Yn,0.0606451587452903,5.0,0.024920185112098918,SGD,relu,2.7636064159610632e-06,72.0,140.0,0.7,0.15,200.0,0.624651635862695,0.03988948878316819,-1,-1
cuPx6,0.023829862632587583,50.0,0.04211044953979201,SGD,relu,9.351566426285117e-06,196.0,149.0,0.7,0.15,200.0,0.4974413448722338,0.05637698705014069,-1,-1
C0Isq,0.10444926775684382,5.0,0.016851721045891412,SGD,tanh,4.1259321702926674e-05,107.0,131.0,0.7,0.15,200.0,0.6516988330146225,0.02161875832071714,-1,-1
OrGGm,0.036826786167630576,10.0,0.03497263893938566,SGD,relu,3.0256582396271593e-05,50.0,178.0,0.7,0.15,200.0,0.5931190392043065,0.07407897963064117,-1,-1
sF8BK,0.005874644955223559,5.0,0.05720377235395953,adam,relu,8.404820581331989e-06,117.0,161.0,0.7,0.15,200.0,0.6280201668548527,0.029019624625256348,-1,-1
UK9YG,7.499408573043383e-05,5.0,0.013153627430401674,SGD,relu,2.213327930790436e-05,25.0,113.0,0.7,0.15,200.0,0.49523834333768485,0.016094953945852686,-1,-1
jlesd,0.07650708646014583,100.0,0.061332183139802696,SGD,relu,5.7784144703179895e-06,29.0,120.0,0.7,0.15,200.0,0.6135217582219269,0.05395765454634644,-1,-1
x179X,0.018295009416408235,5.0,0.028918682818898485,SGD,relu,1.4186767120773648e-05,132.0,105.0,0.7,0.15,200.0,0.6109194559728787,0.0501268188652462,-1,-1
DnEHg,0.02672596532831317,70.0,0.04740523602589221,SGD,relu,1.4340765335501139e-06,96.0,135.0,0.7,0.15,200.0,0.4792971071163149,0.07481029352301277,-1,-1
MLNGh,0.0015718819390204506,5.0,0.020190185650720893,SGD,tanh,1.9030023753434447e-05,69.0,156.0,0.7,0.15,200.0,0.513436803500251,0.03355897185742321,-1,-1
ljrYU,0.0006681818261216345,5.0,0.04051871796181366,SGD,relu,1.1287263249106012e-05,91.0,146.0,0.7,0.15,200.0,0.5427770737829152,0.07698381533825253,-1,-1
AozEl,0.2027626236326849,50.0,0.03127967699589156,adam,relu,3.3137801126080513e-07,78.0,151.0,0.7,0.15,200.0,0.5336062316327476,0.055934044834697716,-1,-1
gjN9F,0.0038762941173648923,5.0,0.05288361166330522,SGD,relu,3.514591955315451e-05,34.0,171.0,0.7,0.15,200.0,0.5797056988007713,0.04859556550440395,-1,-1
jUXKb,0.008573899016730615,10.0,0.036219710957756786,SGD,relu,1.7137992627213192e-05,47.0,187.0,0.7,0.15,200.0,0.5364350307685491,0.07788317278248448,-1,-1
qrHxM,0.09510186272703693,5.0,0.06580496776614969,SGD,relu,3.7990422647639773e-05,39.0,164.0,0.7,0.15,200.0,0.6097354480719752,0.07394870278986232,-1,-1
A1fPv,0.04827363406764001,5.0,0.003201648286101297,SGD,relu,3.7411793185541565e-06,54.0,85.0,0.7,0.15,200.0,0.6250332469654786,0.039547249162002786,-1,-1
nT06Q,0.013192641473116985,100.0,0.009180877942308971,SGD,tanh,2.48463202688237e-05,19.0,143.0,0.7,0.15,200.0,0.5293213926319194,0.04967107191532191,-1,-1
NwTLA,0.12486593874316702,5.0,0.013674434985879069,SGD,relu,7.573088676588408e-06,140.0,200.0,0.7,0.15,200.0,0.6438712655728688,0.0618023913763465,-1,-1
Az4Ib,0.00013720835932824602,70.0,0.00021741973254610705,adam,relu,2.1223689241906082e-05,82.0,180.0,0.7,0.15,200.0,0.5546681281439997,0.03790423855320837,-1,-1
ricmZ,0.05970744150782086,5.0,0.025915368260702887,SGD,relu,1.3447345547201511e-05,60.0,123.0,0.7,0.15,200.0,0.6357772410585187,0.016736931131890627,-1,-1
aMC3u,0.002750852600177276,5.0,0.04793119266925628,SGD,relu,1.580458332217525e-05,42.0,116.0,0.7,0.15,200.0,0.5924020969134378,0.06861829782662122,-1,-1
W1bLY,0.376086018916829,50.0,0.044183722111988726,SGD,relu,1.0413505102768361e-05,146.0,175.0,0.7,0.15,200.0,0.6109061121602105,0.03667747060355534,-1,-1
FjzGv,7.96149570505227e-06,5.0,0.022801690815659543,SGD,relu,6.141504822626622e-06,74.0,101.0,0.7,0.15,200.0,0.5082642279599846,0.03699074150200286,-1,-1
Ja6A7,0.039643472314917765,10.0,0.038311573205545096,SGD,tanh,2.7869378067971037e-05,63.0,191.0,0.7,0.15,200.0,0.5987063570055055,0.025053172057179093,-1,-1
C6vQj,0.2593071804979846,5.0,0.033683807401414356,SGD,relu,2.6857127052166526e-06,86.0,138.0,0.7,0.15,200.0,0.626774492589419,0.09151787054414925,-1,-1
Frxax,0.0003065740555709865,5.0,0.029358840091945386,adam,relu,1.1585832377853057e-07,52.0,158.0,0.7,0.15,200.0,0.6025652585239228,0.07865255828236073,-1,-1
kzkX3,0.03199652471281911,30.0,0.020071485962051855,SGD,relu,3.0633246553319254e-05,32.0,130.0,0.7,0.15,200.0,0.587850284605395,0.03756277064291966,-1,-1
RHH0J,0.1920837934671431,100.0,0.017570472985432968,SGD,relu,1.999945463258749e-05,103.0,183.0,0.7,0.15,200.0,0.6134742173986363,0.02916470175445795,-1,-1
u6q0y,0.019893047262451263,5.0,0.04272146054019312,SGD,relu,2.298293647082094e-05,14.0,167.0,0.7,0.15,200.0,0.6205171497210301,0.058095046400382204,-1,-1
xUDl4,0.007312828930559112,5.0,0.05733539800394753,SGD,relu,3.314370872307646e-05,68.0,195.0,0.7,0.15,200.0,0.526510593438484,0.09076096235682962,-1,-1
uLhUl,0.08245141332756488,70.0,0.06381726126118575,SGD,tanh,1.2965200592552367e-05,22.0,148.0,0.7,0.15,200.0,0.6046948214381557,0.08125049446775537,-1,-1
AYf5C,0.010264480731552408,5.0,0.03199858408437472,SGD,relu,8.219161221420512e-06,57.0,108.0,0.7,0.15,200.0,0.6490829243711453,0.04445210185433817,-1,-1
y7zV5,0.13596872516504083,50.0,0.05117195277762661,adam,relu,4.8079756820448665e-06,122.0,127.0,0.7,0.15,200.0,0.5595103300757507,0.07926949158199953,-1,-1
JLc7t,0.06816979194069783,5.0,0.009965189015757957,SGD,relu,1.575748891918385e-05,189.0,161.0,0.7,0.15,200.0,0.6115551020351503,0.058685716747381225,-1,-1
WzP8v,0.02671056116629429,5.0,0.023686200526768945,SGD,relu,9.988519291275598e-05,114.0,170.0,0.7,0.15,200.0,0.6613757157737771,0.09571307625339641,-1,-1
xeBMu,0.4985175659318475,10.0,0.05478668764718423,SGD,relu,1.0533953633724483e-05,46.0,153.0,0.7,0.15,200.0,0.6608216009573014,0.07613054571252768,-1,-1
jaWeJ,3.930983641026187e-05,5.0,0.015495711084350779,SGD,relu,1.9585659822865206e-06,179.0,142.0,0.7,0.15,200.0,0.4724129039435668,0.025904471295959658,-1,-1
mdCVJ,0.33387823002120304,30.0,0.026740843264460086,SGD,tanh,2.5709595851046825e-05,36.0,134.0,0.7,0.15,200.0,0.6205994413551718,0.01089298760364015,-1,-1
EMGsN,0.01571901299584955,100.0,0.03893571186800722,SGD,relu,1.8783088578135132e-05,89.0,77.0,0.7,0.15,200.0,0.4957299973018342,0.020636460195563585,-1,-1
FzD12,0.10975583183254257,5.0,0.00644447079507438,adam,relu,4.741797932814925e-05,77.0,187.0,0.7,0.15,200.0,0.4930121399378999,0.00478333128467333,-1,-1
yYE4m,0.049223572902558216,70.0,0.036764219351287236,SGD,relu,6.308007737210486e-06,26.0,93.0,0.7,0.15,200.0,0.5838480219935805,0.08987937659971394,-1,-1
rrW4Z,0.004599607836147127,5.0,0.012237776193737348,SGD,relu,1.2709741401008955e-05,94.0,177.0,0.7,0.15,200.0,0.594300045052646,0.08840798630819441,-1,-1
QW6HN,0.180179996782802,5.0,0.059414310932447964,SGD,relu,8.95409066490691e-06,64.0,157.0,0.7,0.15,200.0,0.6387975903015999,0.0579651145549395,-1,-1
iWnKM,0.0020874562919051287,50.0,0.07217218723492594,SGD,relu,1.731876249355209e-05,153.0,121.0,0.7,0.15,200.0,0.47770316988864325,0.0542119266007082,-1,-1
bjgdV,9.695028537494015e-05,5.0,0.048848076492466766,SGD,tanh,3.5446072021910635e-06,40.0,200.0,0.7,0.15,200.0,0.49687659158598557,0.023923135615422576,-1,-1
uamKg,0.2463527559388502,5.0,0.00496146947461968,SGD,relu,2.257961260975387e-05,49.0,162.0,0.7,0.15,200.0,0.6386228361205125,0.02695200577915151,-1,-1
XyynT,0.49045229285184977,10.0,0.029899290825134574,adam,relu,1.4311570590101024e-05,72.0,173.0,0.7,0.15,200.0,0.49744317671076266,0.006298036795268988,-1,-1
njqm9,0.059517802129620274,5.0,0.04101012764241273,SGD,relu,1.7210307545502594e-07,81.0,138.0,0.7,0.15,200.0,0.6485246869797557,0.04480310528824416,-1,-1
rDtNd,0.005778930544455729,30.0,0.018316699036971987,SGD,relu,4.005452621049166e-05,57.0,146.0,0.7,0.15,200.0,0.47791801247691923,0.04415459177508786,-1,-1
EAHxn,0.010708721549314319,100.0,0.04648757505127788,SGD,relu,4.271674935156619e-05,30.0,166.0,0.7,0.15,200.0,0.5342018228070422,0.013691120365495106,-1,-1
AW7A8,0.02171350988506107,5.0,0.033533033500129344,SGD,relu,5.254755506566701e-06,53.0,192.0,0.7,0.15,200.0,0.633501158436607,0.09915598148490144,-1,-1
NypDU,0.09280343044283187,5.0,0.06131080074358093,SGD,tanh,2.1191298144278018e-05,98.0,151.0,0.7,0.15,200.0,0.6062179676062917,0.10245304564035881,-1,-1
Pcu20,0.312166773661742,70.0,0.04378021872054233,SGD,relu,2.890165280204028e-05,44.0,180.0,0.7,0.15,200.0,0.603135301370971,0.06259947204340875,-1,-1
T9bOs,0.1538411940335735,5.0,0.02263649463496118,adam,relu,3.64680496445937e-05,130.0,130.0,0.7,0.15,200.0,0.5153891611896364,0.027595600075964725,-1,-1
f29Yq,0.034830562101721564,50.0,0.025943847579455573,SGD,relu,1.1227849546866057e-05,161.0,112.0,0.7,0.15,200.0,0.5798795673674443,0.07998798860874308,-1,-1
PTA4Z,0.0030282978846122664,5.0,0.036075297283688385,SGD,relu,7.437663731839791e-06,67.0,184.0,0.7,0.15,200.0,0.585711122986085,0.06199838965354698,-1,-1
lhCtf,0.043763651575000714,5.0,0.05393039917736614,SGD,relu,1.8370513178757006e-06,119.0,156.0,0.7,0.15,200.0,0.576641717306912,0.05124695825482389,-1,-1
xRaWg,0.3831005690987915,10.0,0.0659492779105668,SGD,relu,2.361164964272339e-05,107.0,170.0,0.7,0.15,200.0,0.6794640082653002,0.062495354841384125,-1,-1
JzNBD,0.01374177885188099,5.0,0.01198358025410738,SGD,relu,1.6129918335443653e-05,17.0,116.0,0.7,0.15,200.0,0.6348397798153101,0.07060643159410132,-1,-1
I9D5e,0.06958089551117537,100.0,0.027493007444999697,SGD,tanh,2.7410211694288103e-05,60.0,125.0,0.7,0.15,200.0,0.6207809119841967,0.03259221853282915,-1,-1
OYzpj,0.11419548175166748,30.0,0.0031940086043496137,adam,relu,9.557052831066623e-06,39.0,197.0,0.7,0.15,200.0,0.5427230762310943,0.06355124005908332,-1,-1
Fj44p,0.21896871213960234,5.0,0.016504631295628073,SGD,relu,3.359427379297e-05,34.0,144.0,0.7,0.15,200.0,0.6266595129430181,0.03166576063787553,-1,-1
OzG6v,0.0014285936268438912,5.0,0.04068292995333738,SGD,relu,4.4850331846964695e-05,84.0,99.0,0.7,0.15,200.0,0.5125231604413615,0.090498231960895,-1,-1
oIFV5,0.0004145676949515122,5.0,0.007969456398803122,SGD,relu,1.8956212552649993e-05,74.0,135.0,0.7,0.15,200.0,0.5024564248777679,0.018508443709859407,-1,-1
NJwh9,0.025604716564880902,70.0,0.05123750956541785,SGD,relu,3.873688496391891e-06,48.0,88.0,0.7,0.15,200.0,0.5241007016811298,0.005635203620547835,-1,-1
NoKLr,0.007184736019401702,5.0,0.019651921135645487,SGD,tanh,1.8052427504771366e-07,112.0,176.0,0.7,0.15,200.0,0.570808424309937,0.06820341805102303,-1,-1
a16XM,2.6467709850488216e-06,5.0,0.045636584343217976,SGD,relu,1.3393811836860958e-05,26.0,150.0,0.7,0.15,200.0,0.4857484311018707,0.03603946843471585,-1,-1
WoIYZ,0.0009447439949444669,10.0,0.03390483354521424,adam,relu,6.7842435194716425e-06,62.0,163.0,0.7,0.15,200.0,0.5752321649349952,0.07437078701231085,-1,-1
hyk9U,0.004025755365883596,50.0,0.031042088390614307,SGD,relu,2.0684993064217935e-05,70.0,141.0,0.7,0.15,200.0,0.5356245342984437,0.013724674569773651,-1,-1
N5Zxi,0.018953664109804366,5.0,0.023026448429125004,SGD,relu,1.1664111093381414e-05,91.0,189.0,0.7,0.15,200.0,0.5875344356707755,0.03747946149758246,-1,-1
B8HAR,0.0854314529122485,30.0,0.05631088313841728,SGD,relu,2.616547023373732e-05,12.0,168.0,0.7,0.15,200.0,0.5869028590832893,0.04787712133971332,-1,-1
YWQL6,0.1365682467521888,100.0,0.0685540057445784,SGD,relu,1.7550906006762858e-05,21.0,104.0,0.7,0.15,200.0,0.5891640516915322,0.0428731278936722,-1,-1
DUFCY,0.04864189857899875,5.0,0.07551442257626757,SGD,tanh,3.127003499168892e-05,136.0,155.0,0.7,0.15,200.0,0.6343531880273405,0.04850281528412534,-1,-1
nCeY7,0.4943155693056627,5.0,0.04871669871458012,SGD,relu,8.5912929948153e-06,52.0,181.0,0.7,0.15,200.0,0.6588214229602894,0.0545700877324767,-1,-1
tlP83,0.2956364180587955,70.0,0.014704495011271683,adam,relu,1.8114725864881805e-06,102.0,147.0,0.7,0.15,200.0,0.5115271296694835,0.026393057677008346,-1,-1
ZtMBV,0.00022843957315570802,5.0,0.0636475835970679,SGD,relu,1.5390899823896848e-05,45.0,159.0,0.7,0.15,200.0,0.47486000104730375,0.037903554130967194,-1,-1
QBdco,0.2346471620850175,5.0,0.07429168681500675,SGD,relu,4.839392372145039e-06,42.0,169.0,0.7,0.15,200.0,0.6342152398163108,0.044170466778676316,-1,-1
XqxMl,0.16286052480310936,5.0,0.08219064932051967,SGD,relu,5.61566888100935e-06,38.0,174.0,0.7,0.15,200.0,0.6296544220068302,0.0733242176021152,-1,-1
gSqfC,0.10230846734950759,5.0,0.07980878642360677,SGD,relu,6.834436332189521e-06,56.0,185.0,0.7,0.15,200.0,0.659154851592073,0.02578543330014244,-1,-1
OpSBb,0.13541705450717637,5.0,0.0722312169233126,SGD,relu,1.9753152629244535e-07,32.0,178.0,0.7,0.15,200.0,0.6376162867411381,0.05637876567982127,-1,-1
aBodQ,0.49788859310428335,5.0,0.06998481054693598,SGD,relu,9.131527270586135e-06,45.0,165.0,0.7,0.15,200.0,0.5997491165924032,0.09267245298764965,-1,-1
HEfrz,0.38024412114652484,5.0,0.05923519237920439,SGD,relu,3.192766869239739e-06,50.0,172.0,0.7,0.15,200.0,0.6275516430771637,0.06123848818309059,-1,-1
jzheu,0.19518107366471127,5.0,0.03742631499358683,SGD,relu,1.2605756362265026e-05,28.0,194.0,0.7,0.15,200.0,0.7043814269649687,0.01288765863196253,-1,-1
u4bqd,0.19890489174241574,5.0,0.0377762395085098,SGD,relu,1.1820613885695423e-05,15.0,195.0,0.7,0.15,200.0,0.6441995378636789,0.048968709451908635,-1,-1
S9ejq,0.29044322421068397,5.0,0.02945048337541164,SGD,relu,1.348517401684536e-05,10.0,190.0,0.7,0.15,200.0,0.6503025533327131,0.05093598967960834,-1,-1
hq505,0.058919723503562546,5.0,0.04324715429433559,SGD,relu,1.5153345274376736e-05,24.0,199.0,0.7,0.15,200.0,0.6411380151400065,0.05156566981434546,-1,-1
btvCj,0.06983822587402888,5.0,0.025116807844320025,SGD,relu,1.0292231926702472e-05,28.0,192.0,0.7,0.15,200.0,0.5813534725836779,0.037411757413257876,-1,-1
CoFqp,0.03691637307111271,5.0,0.034388578176386665,SGD,relu,1.9338771391681966e-05,21.0,199.0,0.7,0.15,200.0,0.6731079110533159,0.031269281229932035,-1,-1
gJ2UL,0.1777579108085417,5.0,5.7627815957729533e-05,SGD,relu,1.779369261076795e-05,37.0,187.0,0.7,0.15,200.0,0.6106806763661781,0.03516724811609883,-1,-1
jQD6b,0.3991452965288488,5.0,0.04017704203226349,SGD,relu,2.2630475231566324e-05,33.0,181.0,0.7,0.15,200.0,0.6199028408350373,0.049403200182430135,-1,-1
eS0tQ,0.09113703685731182,5.0,0.02079964401025996,SGD,relu,7.518455314011528e-06,30.0,185.0,0.7,0.15,200.0,0.698702015471205,0.08257610485909388,-1,-1
KE3WB,0.22795483156752736,5.0,0.03123848503511972,SGD,relu,1.2319405992589369e-05,18.0,153.0,0.7,0.15,200.0,0.6518736183958984,0.057675023127606244,-1,-1
tMbhv,0.11818743521516677,5.0,0.05249542074561975,SGD,relu,2.4634869093552436e-05,26.0,196.0,0.7,0.15,200.0,0.6018101722135788,0.02397824892144984,-1,-1
eU2jx,0.030289329210602334,5.0,0.045144169293286296,SGD,relu,2.103655279231146e-06,41.0,161.0,0.7,0.15,200.0,0.6104981497349004,0.0786520465846377,-1,-1
CnRMC,0.2699766327268784,5.0,0.03746834094258146,SGD,relu,1.465034400555679e-05,54.0,177.0,0.7,0.15,200.0,0.6621030592495674,0.05815151502909783,-1,-1
LAkUy,0.045652788393962994,5.0,0.028763916255835062,SGD,relu,9.77671285772572e-06,35.0,193.0,0.7,0.15,200.0,0.6266481097649461,0.054982211450795376,-1,-1
gd6KW,0.35223419768014685,50.0,0.04851762713278035,SGD,relu,8.697105743334175e-08,65.0,183.0,0.7,0.15,200.0,0.6538504738220474,0.05026966899306117,-1,-1
isJQn,0.08204471148079609,5.0,0.025808161130936196,SGD,relu,4.7927632523027255e-06,50.0,200.0,0.7,0.15,200.0,0.6632208395686856,0.04514038616194011,-1,-1
zqYBD,0.16283943677521678,5.0,0.01862535099323146,SGD,relu,1.6451748144439922e-05,42.0,166.0,0.7,0.15,200.0,0.6306024688804756,0.026935807721892573,-1,-1
TJTK8,0.11208041169026992,10.0,0.03295501105817644,SGD,relu,2.0420655366931328e-05,58.0,138.0,0.7,0.15,200.0,0.6456933273097878,0.027854207298746422,-1,-1
quMIQ,0.06431828245365628,5.0,0.04122493906830605,SGD,relu,7.723028956229139e-06,28.0,128.0,0.7,0.15,200.0,0.649905772844319,0.03738644577781882,-1,-1
Er5Rh,0.4532306244260952,5.0,0.010499227582204295,SGD,relu,1.1015601804948032e-05,46.0,132.0,0.7,0.15,200.0,0.6348410639339186,0.03567310397390258,-1,-1
Yq8fJ,0.022880148265494376,100.0,0.01449837239691118,SGD,relu,2.398969816400162e-05,15.0,188.0,0.7,0.15,200.0,0.45192833835981727,0.06738725399246567,-1,-1
McwfZ,0.015413936564186216,30.0,0.03731279473495895,SGD,relu,3.4082558938751596e-06,10.0,159.0,0.7,0.15,200.0,0.5948601870524405,0.05761066570724573,-1,-1
GL6Wh,0.04099419859732192,5.0,0.05438785154829634,SGD,relu,2.9411534332444254e-05,61.0,142.0,0.7,0.15,200.0,0.5937070122969825,0.05267384468873002,-1,-1
zGB1X,0.00977003260254308,70.0,0.022134482285125892,SGD,relu,1.3932380204298756e-05,22.0,174.0,0.7,0.15,200.0,0.5341042796027086,0.046343265298633515,-1,-1
F3dJS,0.20383643530176018,5.0,0.04401157743431925,SGD,tanh,1.7801959187050406e-05,78.0,121.0,0.7,0.15,200.0,0.6148927016060446,0.03546642614948129,-1,-1
ISLoz,0.030845420336197072,5.0,0.028201850832239826,SGD,relu,2.6964460528752612e-05,36.0,149.0,0.7,0.15,200.0,0.6208842111582266,0.06518728251186497,-1,-1
hPPWp,0.07971001317070929,50.0,0.050587268177579636,SGD,relu,5.569728090009333e-06,69.0,180.0,0.7,0.15,200.0,0.6094122830917371,0.056342540289734344,-1,-1
ynFjF,0.28704825473797496,5.0,0.03522284833298216,SGD,relu,2.1246818944636016e-05,32.0,69.0,0.7,0.15,200.0,0.6657595131749261,0.021034454785590385,-1,-1
Pt0pw,0.05377986389249847,10.0,0.02483252434215176,SGD,relu,3.0910377983862496e-07,53.0,196.0,0.7,0.15,200.0,0.6685399754950208,0.05898451649537268,-1,-1
FK131,0.1385335434585352,5.0,0.057330482969049607,adam,relu,1.2041011216221608e-05,66.0,155.0,0.7,0.15,200.0,0.4978258989409331,0.018327565068503422,-1,-1
TkOkd,0.012524285834936099,5.0,0.0068581198723736796,SGD,relu,2.9533009803363584e-06,18.0,74.0,0.7,0.15,200.0,0.6672793507311181,0.06028789949518665,-1,-1
ZyPPV,0.19826133976195087,30.0,0.03143095576298979,SGD,tanh,9.142359623276752e-06,47.0,190.0,0.7,0.15,200.0,0.6186463775602533,0.0977421373061467,-1,-1
joTsv,0.3877168908613067,100.0,0.017048306468855818,SGD,relu,6.902893267378468e-06,42.0,108.0,0.7,0.15,200.0,0.5876442723591616,0.0699352225674057,-1,-1
xC8Ni,0.4866869915892988,5.0,0.0395044580196451,SGD,relu,1.4695953620683051e-05,38.0,163.0,0.7,0.15,200.0,0.6532475697044925,0.07745724749275291,-1,-1
Pv5yw,0.1098572383725072,5.0,0.04589441050166096,SGD,elu,1.849167942953518e-05,170.0,169.0,0.7,0.15,200.0,0.622889193823918,0.02418916802700551,-1,-1
t5NKu,0.02059536382145621,5.0,0.02196779287090861,SGD,relu,1.0212420032106112e-05,56.0,82.0,0.7,0.15,200.0,0.6666565520338874,0.06088434734192875,-1,-1
Lw6zm,0.15934693287556695,70.0,0.012244918980742064,SGD,relu,1.6468059430165798e-05,127.0,200.0,0.7,0.15,200.0,0.6328051069080601,0.06011574033394783,-1,-1
OyaBF,0.054770094920032514,5.0,0.00017895349495690438,adam,relu,1.2800048332641549e-05,87.0,134.0,0.7,0.15,200.0,0.5697843003745791,0.08003210196549655,-1,-1
yPqMo,0.30572159495957424,50.0,0.027926865294728383,SGD,relu,5.076745906893421e-06,61.0,64.0,0.7,0.15,200.0,0.5367228270462379,0.04365729478125597,-1,-1
lt9EW,0.02799987374120458,5.0,0.041782205502141366,SGD,relu,2.117056246461851e-06,25.0,144.0,0.7,0.15,200.0,0.6476809293229144,0.04050642214997818,-1,-1
jiVBT,0.4975613368101642,10.0,0.06141861228969703,SGD,tanh,2.0317452068596816e-05,51.0,172.0,0.7,0.15,200.0,0.5941399919737155,0.0482840925826052,-1,-1
HBS2D,0.03721621449847393,5.0,0.04799577167649163,SGD,relu,3.194151601998885e-05,30.0,116.0,0.7,0.15,200.0,0.5764659136139997,0.03637245403304676,-1,-1
P9QDx,0.09048868132725638,5.0,0.0349297011176657,SGD,relu,5.1896554844765075e-05,75.0,153.0,0.7,0.15,200.0,0.594639385973192,0.06666443777657007,-1,-1
qgAaV,0.005623755200122555,30.0,0.01868389281272386,SGD,relu,2.420005220302743e-05,81.0,193.0,0.7,0.15,200.0,0.49369364427506063,0.07194765194434827,-1,-1
uAopp,0.23703178553070198,100.0,0.003762889542399136,SGD,elu,3.8248072698291564e-05,47.0,178.0,0.7,0.15,200.0,0.6240910254023102,0.07831734033213637,-1,-1
N1G2k,0.07381943883416511,5.0,0.052501822095617885,adam,relu,6.498639278158101e-08,71.0,184.0,0.7,0.15,200.0,0.49708048131288185,0.016382675673380694,-1,-1
DrKOU,0.01785740378933619,5.0,0.03163305651709662,SGD,relu,8.494929726145335e-06,57.0,158.0,0.7,0.15,200.0,0.6053886973875181,0.06111213969476626,-1,-1
L7mYZ,0.00927878943472918,70.0,0.055733955785341995,SGD,relu,1.6285144538268226e-05,41.0,126.0,0.7,0.15,200.0,0.4974475742867986,0.05188172535480885,-1,-1
L0Ybe,0.14705036876905725,5.0,0.025103698052734318,SGD,relu,3.409478690301396e-05,34.0,148.0,0.7,0.15,200.0,0.6334284480086307,0.03956230420568846,-1,-1
ISRy1,0.3304882692853328,5.0,0.039063087493463385,SGD,tanh,2.1965110003018234e-05,64.0,96.0,0.7,0.15,200.0,0.6336390373841696,0.06354022965641608,-1,-1
nmFYH,0.10531250705151918,50.0,0.009394164824405173,SGD,relu,4.273432260044895e-06,12.0,175.0,0.7,0.15,200.0,0.5799366012006739,0.05689879242564552,-1,-1
jM3MM,0.047909022001381,5.0,0.036229000478986854,SGD,relu,2.5668409130462262e-05,20.0,141.0,0.7,0.15,200.0,0.6441990197270854,0.03820782199215817,-1,-1
YYxyW,0.06375115284295124,10.0,0.019622238800371686,SGD,elu,1.075867578781577e-05,37.0,166.0,0.7,0.15,200.0,0.6285417481358125,0.05663429220273973,-1,-1
lvx6x,0.0012553716779578168,5.0,0.0429248846875467,adam,relu,2.0459838020024978e-07,49.0,161.0,0.7,0.15,200.0,0.6047392903892512,0.03634911947914123,-1,-1
mmm7f,0.2299338110819177,5.0,0.01644132791958308,SGD,relu,5.8404805390746775e-05,99.0,151.0,0.7,0.15,200.0,0.6223770357621258,0.08293803290431545,-1,-1
A7Zfg,0.0007122192452720353,30.0,0.04988144866458488,SGD,relu,7.755243712289529e-06,24.0,189.0,0.7,0.15,200.0,0.4978663372816892,0.020211031463815636,-1,-1
CF3jV,0.002424824062449638,100.0,0.03229602017816823,SGD,relu,2.084399709468795e-06,29.0,135.0,0.7,0.15,200.0,0.48596389891276387,0.03566357265162681,-1,-1
Fr1Eg,0.02502879919855202,5.0,0.014364964399234091,SGD,relu,1.3628697281932042e-05,95.0,123.0,0.7,0.15,200.0,0.6308110443618464,0.07812522111736081,-1,-1
upiDp,0.01275589143297767,5.0,0.06532586536903043,SGD,relu,2.8153217869341555e-05,109.0,200.0,0.7,0.15,200.0,0.5623990063577786,0.11482362844261104,-1,-1
