,learning_rate,batch_size,dropout,optimizer,activation,regularization,layer_1,layer_2,train_frac,test_frac,epochs,preweight,mean_val_nni,std_val_nni,mean_test_nni,std_test_nni
SfnuH,0.26026113513845434,30.0,0.06630960220099197,adam,relu,2.8660697741475156e-05,199.0,74.0,0.7,0.15,200.0,57.0,0.5058026717744344,0.012522221560608492,-1,-1
fUk2A,0.07359549490938637,10.0,0.07065536285670965,SGD,relu,4.959984128714068e-05,169.0,65.0,0.7,0.15,200.0,21.0,0.5566409830799305,0.03650197801646348,-1,-1
YdtT9,0.0017296683118776658,30.0,0.028100434090751886,adam,relu,4.435964480719508e-05,105.0,165.0,0.7,0.15,200.0,19.0,0.5708414790215273,0.07574916556044971,-1,-1
oGRrC,0.038150039635184506,30.0,0.0318684507350201,adam,relu,5.955523126949434e-05,178.0,95.0,0.7,0.15,200.0,13.0,0.4837733701931004,0.01410661016325582,-1,-1
nnuqo,0.0007912469431834923,30.0,0.017559827394336175,adam,relu,4.671876835609086e-05,178.0,153.0,0.7,0.15,200.0,15.0,0.6081598938388761,0.07740980517285061,-1,-1
Xyuvp,0.0029743876568398193,30.0,0.008854481496300012,adam,relu,5.175717793677538e-05,190.0,109.0,0.7,0.15,200.0,10.0,0.5443542058037693,0.08575695594007889,-1,-1
VFNmG,0.005287016090600488,30.0,0.14926693779799416,adam,relu,3.951992552630598e-05,133.0,60.0,0.7,0.15,200.0,26.0,0.6010271563504468,0.04775112095690224,-1,-1
GkAOD,0.003972675130942601,30.0,0.04837321717727165,adam,relu,5.473978133061201e-05,87.0,90.0,0.7,0.15,200.0,23.0,0.5772645932437945,0.03384443630572672,-1,-1
RYQDb,0.0012489003973635044,30.0,0.014623753014892556,adam,relu,4.785660065792186e-05,174.0,136.0,0.7,0.15,200.0,25.0,0.6032480222160636,0.01969533258328163,-1,-1
l4Hzp,0.009518824761843866,30.0,0.03800150327852919,adam,relu,4.1961786296337794e-05,164.0,31.0,0.7,0.15,200.0,16.0,0.6108663551264002,0.03907146821951306,-1,-1
WBTJl,5.746326263554138e-05,30.0,0.043308695982899374,adam,relu,6.205531712604172e-05,67.0,84.0,0.7,0.15,200.0,12.0,0.5549502954274622,0.07319098920684526,-1,-1
TEmEw,0.018848704946698838,30.0,0.019274134018875178,adam,relu,6.973769037984928e-05,145.0,171.0,0.7,0.15,200.0,14.0,0.5638838574294706,0.059142594582371984,-1,-1
K9JCR,0.028415049597478894,30.0,0.026430905866703477,adam,relu,3.1008331151376e-05,100.0,183.0,0.7,0.15,200.0,18.0,0.5455721818952366,0.05752355911343042,-1,-1
RPHqw,0.0009717355679915557,100.0,0.05316220370541973,adam,elu,6.629512939720141e-05,110.0,191.0,0.7,0.15,200.0,31.0,0.5965628199869346,0.05680863889199263,-1,-1
gJhH7,0.00034064277850238874,5.0,0.00016761592837180941,adam,elu,3.5380400960757845e-05,81.0,50.0,0.7,0.15,200.0,11.0,0.5371259291147721,0.07991368820425471,-1,-1
vTYo3,0.05333175456437158,30.0,0.034910664753248104,adam,elu,7.69655054227414e-05,19.0,158.0,0.7,0.15,200.0,20.0,0.5533134153744438,0.07471151705370542,-1,-1
ssOy4,0.00019669949672366057,10.0,0.07500808847042398,adam,relu,8.214359446505478e-05,156.0,113.0,0.7,0.15,200.0,17.0,0.638689284321553,0.09178034928956375,-1,-1
G1BG1,0.00017774167818511086,10.0,0.0833883159947555,adam,relu,6.337901875561131e-05,150.0,99.0,0.7,0.15,200.0,22.0,0.6597706820311617,0.05566106804100516,-1,-1
dHSgD,0.0002065691502409313,10.0,0.09068463622678453,adam,relu,7.291331161383352e-05,148.0,104.0,0.7,0.15,200.0,22.0,0.6199740113815769,0.08715029476892827,-1,-1
Zv94K,0.00013567159387393285,10.0,0.07564382508463824,adam,relu,6.339965153065962e-05,182.0,98.0,0.7,0.15,200.0,29.0,0.5297466613145708,0.04883247642589934,-1,-1
c9Vex,1.8248480461371486e-05,10.0,0.08080401828748472,adam,relu,6.801837761600768e-05,157.0,123.0,0.7,0.15,200.0,27.0,0.55672508636456,0.07651748705293486,-1,-1
i132E,6.96788816391455e-05,10.0,0.0850575930664846,adam,relu,8.191527767297485e-05,153.0,113.0,0.7,0.15,200.0,17.0,0.7031206606151652,0.0646986412672301,-1,-1
V8fFB,6.840093824267748e-05,10.0,0.08453829491494998,adam,relu,8.05943354212755e-05,187.0,113.0,0.7,0.15,200.0,24.0,0.5326274334556109,0.06601100041825825,-1,-1
OHLcD,3.0302046792249856e-05,10.0,0.10952071398531077,adam,relu,9.397883041681191e-05,195.0,116.0,0.7,0.15,200.0,17.0,0.5193940742995642,0.060328169191783194,-1,-1
y3L0u,5.814022140655714e-06,10.0,0.09594579824122978,adam,relu,5.709746935266978e-05,173.0,110.0,0.7,0.15,200.0,21.0,0.46021746142993364,0.035280025389715156,-1,-1
FCm9k,0.0001796277557918457,10.0,0.10212491137783099,adam,relu,9.769776664129981e-05,141.0,129.0,0.7,0.15,200.0,10.0,0.5705277751853783,0.062223431577956116,-1,-1
I6Vll,2.1060317946017887e-05,10.0,0.09380615457280421,adam,relu,9.198268433902501e-05,182.0,99.0,0.7,0.15,200.0,15.0,0.5243816904552459,0.07715738336216868,-1,-1
oSln1,1.2656953985111905e-05,10.0,0.08920405944836506,adam,relu,8.885265665638429e-05,153.0,106.0,0.7,0.15,200.0,23.0,0.5669256171179248,0.09256760388465517,-1,-1
a0edS,4.7402747467116174e-05,10.0,0.10021041086469862,adam,relu,8.257246252074093e-05,163.0,94.0,0.7,0.15,200.0,19.0,0.6389837393264257,0.09068100130544073,-1,-1
F046f,2.9946228407982734e-06,10.0,0.11810631349702021,adam,relu,7.386972570732467e-05,164.0,82.0,0.7,0.15,200.0,14.0,0.47180027854280243,0.04749761355078865,-1,-1
a0ZTq,4.491931644114919e-05,10.0,0.10690087314712726,adam,relu,8.490633523142811e-05,135.0,92.0,0.7,0.15,200.0,19.0,0.5633889331980817,0.06608913469319835,-1,-1
Be9qh,8.673596737871805e-06,10.0,0.11303511531972832,adam,relu,7.134436111525947e-05,161.0,119.0,0.7,0.15,200.0,21.0,0.4848227422006854,0.015799280188875203,-1,-1
hbNwy,8.533642368288256e-05,10.0,0.08530336242226899,adam,relu,5.882965229910412e-05,190.0,73.0,0.7,0.15,200.0,32.0,0.5431398871900927,0.0665344705149546,-1,-1
yBh12,0.00042568767714560777,10.0,0.13118047818647413,adam,relu,6.501716052900426e-05,170.0,102.0,0.7,0.15,200.0,26.0,0.5579297605525313,0.056528847257481266,-1,-1
Q25pl,4.022858787182961e-05,10.0,0.10076840358677103,adam,relu,6.153183106680219e-05,186.0,77.0,0.7,0.15,200.0,34.0,0.5326945309559178,0.07648749927276,-1,-1
XpGBm,4.7702929558557505e-06,10.0,0.11949406066337263,adam,relu,5.3468189634562526e-05,150.0,125.0,0.7,0.15,200.0,11.0,0.4734154261967737,0.03670856883323266,-1,-1
PwW8P,0.0005891569593939544,70.0,0.10848752998264459,adam,relu,7.99545495104602e-05,140.0,142.0,0.7,0.15,200.0,28.0,0.5353329614724919,0.0737891998782067,-1,-1
sSwkV,1.2644263155506125e-06,10.0,0.08126729380921588,adam,relu,8.615835142448445e-05,174.0,95.0,0.7,0.15,200.0,16.0,0.4688231096312725,0.01765817202452111,-1,-1
ottf0,1.4119502972671448e-05,50.0,0.10048218811290731,adam,relu,9.614710691146548e-05,145.0,88.0,0.7,0.15,200.0,24.0,0.4889438179384851,0.023026085820398376,-1,-1
qMj5U,3.458355060678366e-05,10.0,0.06892514207551903,adam,relu,6.714284534248117e-05,130.0,133.0,0.7,0.15,200.0,19.0,0.5191553395379478,0.12326677709142754,-1,-1
MPpEz,6.70391810521009e-05,10.0,0.09350236531615264,adam,relu,7.63464394850744e-05,199.0,121.0,0.7,0.15,200.0,25.0,0.5820256632995172,0.07228375657082714,-1,-1
kIMWa,1.846192756827974e-06,5.0,0.08784527028184547,adam,relu,7.820713152345285e-05,167.0,79.0,0.7,0.15,200.0,36.0,0.47143252928970797,0.027795815262086916,-1,-1
f4Tzf,0.00012601680645762356,10.0,0.07866804267355046,adam,relu,5.0478547611109426e-05,154.0,88.0,0.7,0.15,200.0,30.0,0.6156264058302334,0.08187133616238657,-1,-1
XDiEN,0.0002762141821765185,100.0,0.1102956780139893,adam,relu,6.968525837062654e-05,179.0,70.0,0.7,0.15,200.0,17.0,0.5364979104460493,0.06392638652598069,-1,-1
n67ww,2.2631237496297023e-05,70.0,0.09821518716425935,adam,relu,8.293776226769274e-05,192.0,102.0,0.7,0.15,200.0,13.0,0.48731958138358394,0.044962227735846606,-1,-1
n6mK1,5.652882344232168e-05,10.0,0.08294600055444987,adam,relu,7.452982897861186e-05,160.0,108.0,0.7,0.15,200.0,12.0,0.5764101139280374,0.06254729919614999,-1,-1
nNjm7,9.135966327038462e-05,50.0,0.10507990023695933,adam,relu,5.605759998488438e-05,161.0,127.0,0.7,0.15,200.0,15.0,0.4896118188387474,0.07691598464067868,-1,-1
KfQFk,0.0020223925912919694,10.0,0.12288180765302315,adam,relu,8.922770968135703e-05,136.0,117.0,0.7,0.15,200.0,20.0,0.6336679264654199,0.08598696809447734,-1,-1
zqbyt,0.0006999232709404794,10.0,0.11623670395013491,adam,relu,9.969338906751763e-05,121.0,138.0,0.7,0.15,200.0,23.0,0.5816060364590884,0.04328676405385438,-1,-1
i8iHW,7.091152519161738e-06,5.0,0.076343837671615,adam,relu,5.920765082634941e-05,146.0,55.0,0.7,0.15,200.0,18.0,0.49166788841608244,0.015564316334926621,-1,-1
NXBnZ,0.0014669189929284931,100.0,0.09177046039178167,adam,relu,4.530779979746363e-05,176.0,65.0,0.7,0.15,200.0,27.0,0.5701498253852668,0.02763476116432842,-1,-1
GtFDK,1.0239055705021745e-05,70.0,0.07213911530910874,adam,relu,9.226557215076348e-05,127.0,93.0,0.7,0.15,200.0,22.0,0.5046972454871411,0.03695498119228652,-1,-1
K65Et,0.00023056656789815897,10.0,0.06445840389822258,adam,tanh,8.663961464173814e-05,151.0,111.0,0.7,0.15,200.0,29.0,0.6242164456361549,0.06263753465826843,-1,-1
ltvde,0.0001462310662094265,50.0,0.08670331067837427,adam,relu,7.113010202047757e-05,170.0,82.0,0.7,0.15,200.0,33.0,0.547854225810121,0.06889529728499985,-1,-1
RARrI,0.0004122483764463727,10.0,0.13475113799018668,adam,relu,6.386303026785876e-05,164.0,98.0,0.7,0.15,200.0,10.0,0.6227222882652144,0.06242220923930626,-1,-1
Lfenx,0.002499707680533,10.0,0.09531061839842812,adam,relu,6.888233881436302e-05,195.0,76.0,0.7,0.15,200.0,20.0,0.5871047763651009,0.06880985769719593,-1,-1
S9PGi,3.4158255551844165e-06,5.0,0.06113033703984813,adam,relu,6.111919309939538e-05,186.0,105.0,0.7,0.15,200.0,31.0,0.4830654900503082,0.018681270516843224,-1,-1
aEcdU,0.001037247463249864,10.0,0.111310472562894,adam,tanh,4.7926557027059706e-05,139.0,146.0,0.7,0.15,200.0,14.0,0.5991829657336515,0.05834495572652509,-1,-1
FA8ps,0.0066091690420142565,100.0,0.07948185313713026,adam,relu,5.465751095422475e-05,142.0,113.0,0.7,0.15,200.0,24.0,0.5730935596874869,0.0938777040924645,-1,-1
VWoiJ,2.52014842665723e-06,10.0,0.09916378386704709,adam,relu,7.300913303071808e-05,114.0,61.0,0.7,0.15,200.0,16.0,0.503952284559501,0.03208324004617738,-1,-1
KASyG,2.2821199458199113e-05,70.0,0.06732996280487775,adam,relu,7.8698154660772e-05,179.0,91.0,0.7,0.15,200.0,18.0,0.48014026122561715,0.0532983854560008,-1,-1
llSxW,0.0005000936710119117,50.0,0.12655098474960125,adam,relu,8.223904471395129e-05,132.0,123.0,0.7,0.15,200.0,39.0,0.5565104586021716,0.06382232343334952,-1,-1
g34AS,0.10536435237528428,10.0,0.10436486774973452,adam,relu,6.577706696810706e-05,156.0,134.0,0.7,0.15,200.0,26.0,0.488641469718152,0.010803324704631065,-1,-1
ZZkVf,0.00011482228697900984,10.0,0.12207532806449366,adam,tanh,4.317726949891134e-05,123.0,69.0,0.7,0.15,200.0,21.0,0.6097872969179287,0.08503640007622673,-1,-1
HPUpQ,3.327195466956082e-05,5.0,0.1434986719349049,adam,relu,9.452137783113392e-05,148.0,86.0,0.7,0.15,200.0,35.0,0.553784705102357,0.050244778482362785,-1,-1
ZEDyv,1.734539983047928e-05,10.0,0.0832514699921808,adam,relu,7.677868089176875e-05,172.0,130.0,0.7,0.15,200.0,11.0,0.4674048951739337,0.04519811148254312,-1,-1
v9hG4,5.361526053488588e-05,100.0,0.0912519592552106,adam,relu,8.805671927154537e-05,183.0,116.0,0.7,0.15,200.0,22.0,0.5271747914338919,0.039300752824844035,-1,-1
PYTFc,0.0007718242726812128,70.0,0.129903018932905,adam,relu,8.392853112133796e-05,167.0,97.0,0.7,0.15,200.0,12.0,0.589610367059795,0.06941699495349148,-1,-1
HsNQ1,0.00415378737859058,10.0,0.074496028708152,adam,relu,5.073094865802927e-05,158.0,140.0,0.7,0.15,200.0,28.0,0.5525227617583937,0.07631622811258222,-1,-1
u9mW2,5.4678267654684854e-06,50.0,0.11616193115886601,adam,tanh,9.006708296988868e-05,118.0,102.0,0.7,0.15,200.0,13.0,0.47832058271373923,0.02273615651946368,-1,-1
tGaOx,0.013404232079032767,10.0,0.05486759547197996,adam,relu,5.250048773287751e-05,199.0,148.0,0.7,0.15,200.0,15.0,0.5057496030052029,0.00581851074934558,-1,-1
gyreQ,9.473650463432266e-05,10.0,0.0695280013332296,adam,relu,4.052450829268739e-05,152.0,109.0,0.7,0.15,200.0,19.0,0.5076703519825738,0.0620175793544281,-1,-1
etq3D,0.008332330458135175,5.0,0.10622724013312185,adam,relu,6.724437314768346e-05,137.0,72.0,0.7,0.15,200.0,18.0,0.5013211293120156,0.026889264466934775,-1,-1
Rv0IT,0.00031995271942968036,10.0,0.0590296100798893,adam,relu,6.237604548501178e-05,163.0,94.0,0.7,0.15,200.0,25.0,0.6150991945037914,0.08548307263035358,-1,-1
mwOTK,7.141092065208921e-05,100.0,0.08696420545757425,adam,relu,8.049522407208666e-05,127.0,43.0,0.7,0.15,200.0,43.0,0.5092582699816801,0.05000887028753472,-1,-1
BjAmu,2.7992709505212786e-05,70.0,0.0723276612967785,adam,tanh,9.651640753338735e-05,187.0,124.0,0.7,0.15,200.0,29.0,0.49093028932989585,0.06251457604896282,-1,-1
DJCIJ,0.00018080148692618526,10.0,0.06250223729798572,adam,relu,5.727791352109556e-05,168.0,120.0,0.7,0.15,200.0,33.0,0.5807220183232331,0.07475719274819943,-1,-1
D5ljh,1.3741457355914914e-05,50.0,0.09046040331480987,adam,relu,7.582000521028551e-05,175.0,128.0,0.7,0.15,200.0,14.0,0.47102670970568106,0.015889757755329185,-1,-1
V4HSk,0.00023988434082503646,10.0,0.10231652619384793,adam,relu,3.864679162640898e-05,132.0,82.0,0.7,0.15,200.0,37.0,0.5856157873173363,0.10167819702689475,-1,-1
ezoFa,0.001163571590512844,10.0,0.09442175794068726,adam,relu,6.424190960329882e-05,143.0,106.0,0.7,0.15,200.0,23.0,0.5998226449474713,0.08013567743968983,-1,-1
G6qSL,4.3615593660657954e-05,5.0,0.07758058183717631,adam,relu,3.331656922230665e-05,181.0,89.0,0.7,0.15,200.0,16.0,0.5790355918682601,0.018803694375938974,-1,-1
inSKw,0.0029910963454919163,10.0,0.08337372100878016,adam,tanh,4.926920311590354e-05,193.0,57.0,0.7,0.15,200.0,20.0,0.5973918703917456,0.04645869444679944,-1,-1
bI9FJ,0.0016705440714110736,100.0,0.0979122372767882,adam,relu,7.302898315108068e-05,154.0,144.0,0.7,0.15,200.0,31.0,0.6047878797244228,0.040654901370009204,-1,-1
g2UpG,0.0005604473577046084,70.0,0.11267341005211051,adam,relu,7.076373233882503e-05,148.0,100.0,0.7,0.15,200.0,10.0,0.5787744677416145,0.033390858537104065,-1,-1
FTXlb,0.00035873447328978083,10.0,0.10711279522089065,adam,relu,5.994111859677354e-05,188.0,113.0,0.7,0.15,200.0,27.0,0.5755445657051177,0.054932926011807375,-1,-1
Jy31c,0.0001072983833949702,50.0,0.12050390214948697,adam,relu,9.14103477229383e-05,160.0,66.0,0.7,0.15,200.0,17.0,0.5697562885616214,0.0809103359998482,-1,-1
OEWcl,9.894901754588817e-06,10.0,0.06662409986518489,adam,relu,5.3888915760935774e-05,171.0,79.0,0.7,0.15,200.0,12.0,0.4843080720507227,0.04210900921682329,-1,-1
PHv5p,4.172461616080865e-06,10.0,0.13463534201639446,adam,tanh,8.560668876295506e-05,196.0,152.0,0.7,0.15,200.0,22.0,0.5044292374731542,0.049352051637922376,-1,-1
OBIyw,0.0001534718910576167,5.0,0.0503160826539389,adam,relu,1.9230193061641927e-06,125.0,137.0,0.7,0.15,200.0,41.0,0.5988703625597811,0.053357542432541455,-1,-1
vD0jo,6.909118448118013e-06,10.0,0.08043269495284049,adam,relu,9.327706282029232e-05,107.0,117.0,0.7,0.15,200.0,21.0,0.48719869304117036,0.028636261086457084,-1,-1
Pynyj,8.049962918285244e-05,100.0,0.057238669873174705,adam,relu,4.5821865710878005e-05,135.0,48.0,0.7,0.15,200.0,26.0,0.4677104857105482,0.037890665727320645,-1,-1
zb62A,0.0052200550193878675,10.0,0.12558097894479409,SGD,relu,6.892007738861682e-05,165.0,86.0,0.7,0.15,200.0,24.0,0.5775768205677891,0.07583014967974305,-1,-1
rvBSo,0.0008346888685215768,70.0,0.11552419075079152,adam,relu,5.8480676612738537e-05,178.0,133.0,0.7,0.15,200.0,19.0,0.560948146264288,0.050639209083960225,-1,-1
jezbA,0.4191605289844406,50.0,0.07459132558582698,adam,tanh,9.776578099207174e-05,140.0,76.0,0.7,0.15,200.0,15.0,0.5195293073318632,0.024920013034572436,-1,-1
Doms3,0.00026013301177429455,10.0,0.0891423392866838,adam,relu,7.913286361717486e-05,147.0,97.0,0.7,0.15,200.0,30.0,0.6066628052576541,0.029413139218080957,-1,-1
FgCZB,1.0031224209457517e-06,30.0,0.09713219086597968,adam,relu,7.50278344550562e-05,112.0,104.0,0.7,0.15,200.0,28.0,0.4721945381268342,0.05346894244355162,-1,-1
FuUku,4.045209220580113e-05,10.0,0.09338598894691229,SGD,relu,2.638829605247972e-05,200.0,110.0,0.7,0.15,200.0,13.0,0.45187677170289964,0.03566882511118863,-1,-1
jwhla,2.1045867425225126e-05,5.0,0.06370782256878754,adam,relu,8.274736843801594e-05,154.0,92.0,0.7,0.15,200.0,48.0,0.5590983641314925,0.057964210852953106,-1,-1
qdCxb,0.00203486615072957,10.0,0.10124491623875484,adam,relu,6.580579103158401e-05,118.0,127.0,0.7,0.15,200.0,32.0,0.5716217736760134,0.06958515873921127,-1,-1
W1w7E,1.586599378910402e-05,30.0,0.08755645023585075,adam,tanh,5.5238794423111315e-05,129.0,63.0,0.7,0.15,200.0,11.0,0.502707929473573,0.04561328304526665,-1,-1
k3uNm,5.469716986291784e-05,100.0,0.1103705273684385,adam,relu,4.2709928227887695e-05,183.0,119.0,0.7,0.15,200.0,25.0,0.4855381368088921,0.022694890519319322,-1,-1
DiVui,0.03489152167073028,10.0,0.07034753737188236,adam,relu,9.951159620727394e-05,162.0,51.0,0.7,0.15,200.0,17.0,0.49547762435153214,0.01021099066897644,-1,-1
ZpOmb,0.015534639923038886,70.0,0.08484786819024123,SGD,relu,1.7228676720726038e-05,191.0,101.0,0.7,0.15,200.0,19.0,0.5785097818984705,0.06955165456308773,-1,-1
xQayN,0.0014002721934997574,50.0,0.1420091791132343,adam,relu,8.761347138703871e-05,171.0,72.0,0.7,0.15,200.0,39.0,0.6194020671536626,0.0526952297697971,-1,-1
GCAJd,2.7379750353376865e-05,10.0,0.1494012423673986,adam,relu,6.170452791184848e-05,175.0,83.0,0.7,0.15,200.0,34.0,0.5114311526424389,0.0882297206421956,-1,-1
Uufvv,0.00014778093072743945,30.0,0.052440627669262344,adam,tanh,3.619974168054987e-05,150.0,141.0,0.7,0.15,200.0,22.0,0.5833667253763322,0.11255621750061735,-1,-1
KhD5A,0.000584744526255057,10.0,0.046945820231320594,adam,relu,8.444428545525933e-05,143.0,123.0,0.7,0.15,200.0,52.0,0.5760214059799896,0.07533795347881346,-1,-1
zGAdr,0.022387031862428686,5.0,0.07763489311023934,adam,relu,7.211589110781453e-05,156.0,156.0,0.7,0.15,200.0,14.0,0.4990595385638633,0.002953664452716447,-1,-1
IpRfx,0.05139699760211477,10.0,0.10362893030456763,SGD,relu,4.866216204864704e-05,159.0,107.0,0.7,0.15,200.0,10.0,0.5477409761320919,0.05016952219092699,-1,-1
zlTS6,0.003656764788591621,30.0,0.1187479458512555,adam,relu,7.805311995692144e-05,136.0,94.0,0.7,0.15,200.0,36.0,0.5625151426877298,0.015066898646112164,-1,-1
fiiPV,1.1300948816635656e-05,100.0,0.060264162918399894,adam,relu,5.173296087053679e-05,167.0,39.0,0.7,0.15,200.0,16.0,0.48895925106959204,0.01256322943883081,-1,-1
dpz6D,0.1588799471692436,10.0,0.0822214268549788,adam,tanh,6.741089834721261e-05,177.0,58.0,0.7,0.15,200.0,23.0,0.4936491109797457,0.04451655792632013,-1,-1
nQXvV,6.574946013498397e-05,30.0,0.12365801556508528,adam,relu,2.3828349001902268e-05,121.0,87.0,0.7,0.15,200.0,20.0,0.5436550824122606,0.04700166440296091,-1,-1
bPYqJ,2.348210776079829e-06,70.0,0.09548174380231418,adam,relu,8.127703977669286e-05,132.0,114.0,0.7,0.15,200.0,27.0,0.49804484069837895,0.019164567248726776,-1,-1
RnCX0,0.00022340436994349133,10.0,0.07372900446313194,adam,relu,9.013240181535975e-05,151.0,112.0,0.7,0.15,200.0,18.0,0.6104305814487432,0.06162768000492121,-1,-1
G4okp,0.0001838411161549521,10.0,0.07541432947350936,adam,relu,8.050780136273502e-05,156.0,117.0,0.7,0.15,200.0,17.0,0.5354887844469771,0.0712360246664045,-1,-1
pCJX8,0.0004706585363768322,10.0,0.09212198515793898,adam,relu,8.556130755345233e-05,145.0,131.0,0.7,0.15,200.0,15.0,0.5753535222647036,0.0631288940391968,-1,-1
tPIHY,0.0001073162459456147,10.0,0.0683337766896844,adam,relu,9.540892835295106e-05,163.0,98.0,0.7,0.15,200.0,13.0,0.6029101152581646,0.0682519383675856,-1,-1
bZbMt,0.0003276458228532128,10.0,0.08555477033149082,adam,relu,8.300621916257226e-05,168.0,103.0,0.7,0.15,200.0,21.0,0.5799334087078074,0.07174719073851007,-1,-1
p64Bv,3.8669680942970825e-05,10.0,0.07983057418657699,adam,relu,7.791336270036043e-05,184.0,136.0,0.7,0.15,200.0,11.0,0.5453452447229061,0.06089373801270559,-1,-1
UslKN,0.0001267216445083128,10.0,0.06513318551150489,adam,relu,7.413560998249981e-05,140.0,122.0,0.7,0.15,200.0,17.0,0.5506171441887467,0.07700628478143191,-1,-1
C705f,0.0010022391530958973,10.0,0.09972506043185793,adam,relu,8.850747279065661e-05,158.0,109.0,0.7,0.15,200.0,19.0,0.5686893552419485,0.06817825380919845,-1,-1
HYAGe,9.164034125737714e-05,10.0,0.056201048220307775,adam,relu,7.55500107772644e-05,172.0,114.0,0.7,0.15,200.0,25.0,0.5139276783511321,0.052550960022428574,-1,-1
YlLEF,0.00018528278994844755,10.0,0.07179120870591434,adam,relu,9.359112753448284e-05,181.0,89.0,0.7,0.15,200.0,23.0,0.6080911353634768,0.06096897931821377,-1,-1
NuqTL,0.00038422407354427295,10.0,0.07618274618472523,adam,relu,9.156061294679084e-05,125.0,126.0,0.7,0.15,200.0,14.0,0.6163416026747023,0.08767053815381581,-1,-1
RVKkv,5.397059153367149e-05,10.0,0.10864855676334513,adam,relu,7.033921274682899e-05,148.0,79.0,0.7,0.15,200.0,21.0,0.6006464947491896,0.04360049098398311,-1,-1
kClsz,0.00025998374594632444,10.0,0.08166961926490486,adam,relu,6.47966909149751e-05,163.0,95.0,0.7,0.15,200.0,16.0,0.544634640655539,0.052700354004046136,-1,-1
iW7yG,7.152894568533631e-05,10.0,0.08964854594595416,adam,relu,8.797019969215222e-05,152.0,105.0,0.7,0.15,200.0,13.0,0.5529417243162273,0.0364722278073597,-1,-1
TqoL0,3.276657001778685e-05,10.0,0.0952899248781664,adam,relu,5.612647224281798e-05,143.0,146.0,0.7,0.15,200.0,24.0,0.48845599561809044,0.060286324128369845,-1,-1
Z87Jj,0.0006868915312607876,50.0,0.08753007427074128,adam,relu,8.213277603663786e-05,187.0,111.0,0.7,0.15,200.0,12.0,0.5463148048981314,0.07068591661672993,-1,-1
SNQzR,2.2916945287163438e-05,10.0,0.1057118954261184,adam,relu,7.198003468322526e-05,174.0,99.0,0.7,0.15,200.0,18.0,0.524190919689561,0.036563003059982356,-1,-1
ejN7T,0.0008740167435397318,10.0,0.06813929252767496,adam,relu,8.627640736834538e-05,138.0,120.0,0.7,0.15,200.0,17.0,0.6069137077135899,0.06411487606554148,-1,-1
Zxf7D,0.002524367187479045,5.0,0.09177926580985665,adam,relu,8.057803204339679e-05,166.0,131.0,0.7,0.15,200.0,20.0,0.5756512113882235,0.05122672440860486,-1,-1
rE1Za,0.00013450234695606782,30.0,0.0789909026237517,adam,relu,6.846358161063312e-05,155.0,91.0,0.7,0.15,200.0,15.0,0.5403141402272025,0.08150776363611792,-1,-1
zNzvC,4.6183082131799376e-05,10.0,0.06314687022928615,adam,relu,6.034775194569266e-05,159.0,83.0,0.7,0.15,200.0,26.0,0.6132377988634653,0.09897714283918552,-1,-1
nxwKl,0.006376589999939594,100.0,0.043431534107563896,adam,tanh,4.669867162538994e-05,130.0,107.0,0.7,0.15,200.0,28.0,0.5778204331794216,0.1034119910089199,-1,-1
RdEtW,0.01021634997821857,70.0,0.05868050728469072,adam,relu,7.621952258560094e-05,190.0,68.0,0.7,0.15,200.0,10.0,0.5936657955049351,0.0917424951683312,-1,-1
DMwZl,1.6901835371938778e-05,10.0,0.0836499381159058,SGD,relu,6.275939941206186e-05,196.0,101.0,0.7,0.15,200.0,22.0,0.4817832191346233,0.01414561169899177,-1,-1
pXG3z,0.00044148158998735663,50.0,0.07254009529474417,adam,relu,9.66923641272887e-05,170.0,116.0,0.7,0.15,200.0,20.0,0.5348155082833188,0.043097980670905284,-1,-1
B4pzP,0.0013475005268653556,30.0,0.1118454455372074,adam,relu,2.9620039041202506e-05,116.0,128.0,0.7,0.15,200.0,29.0,0.5484583717212608,0.05561299227313559,-1,-1
tiH5g,8.242814681403752e-06,10.0,0.09944307993593099,adam,relu,9.924118245600165e-05,177.0,76.0,0.7,0.15,200.0,24.0,0.5129447469687245,0.03454048238843472,-1,-1
KdajX,0.00031119690773874075,10.0,0.05451926087747601,adam,relu,5.754006743054783e-05,134.0,135.0,0.7,0.15,200.0,12.0,0.5841880871777259,0.04119420887677628,-1,-1
xnx8z,0.00017011278555254238,10.0,0.07012539091596229,adam,tanh,7.413171281211677e-05,104.0,140.0,0.7,0.15,200.0,16.0,0.5701540802615254,0.07849152029486359,-1,-1
ZwM2t,7.568654410289961e-05,5.0,0.08597266227853943,SGD,relu,4.416444047477868e-05,146.0,95.0,0.7,0.15,200.0,19.0,0.47952389976294363,0.07653438455266445,-1,-1
otFgA,0.0006221067114055318,30.0,0.07603568460097765,adam,relu,8.371492467481203e-05,180.0,86.0,0.7,0.15,200.0,18.0,0.5537035875802353,0.051441942027637994,-1,-1
QnYAZ,0.001758281929048487,100.0,0.09679949568259309,adam,relu,9.207808107346849e-05,153.0,122.0,0.7,0.15,200.0,22.0,0.5634653802610969,0.09251880237819037,-1,-1
pLxdO,3.1569265614772685e-05,10.0,0.047798427757153754,adam,relu,7.885567910804988e-05,161.0,110.0,0.7,0.15,200.0,14.0,0.5525067663653696,0.08856099279889122,-1,-1
