,learning_rate,batch_size,dropout,optimizer,activation,regularization,layer_1,layer_2,train_frac,test_frac,epochs,preweight,mean_val_nni,std_val_nni,mean_test_nni,std_test_nni
OzOiV,1.6376004094605403e-05,100.0,0.24552799903896091,SGD,elu,0.03695969310251781,66.0,60.0,0.7,0.15,200.0,49.0,0.5026396350160016,0.04980099273731929,0.5518341307814991,0.07385248362338397
M7LCU,0.00024020462232349644,70.0,0.1531994691046478,adam,tanh,0.070451411874647,56.0,70.0,0.7,0.15,200.0,52.0,0.752597579664917,0.13598767111419702,0.8633173843700159,0.05689131810483418
tDRhd,0.00017251755158798196,100.0,0.0025502304440880863,SGD,elu,0.07086285739951258,75.0,74.0,0.7,0.15,200.0,39.0,0.46097555469548884,0.14399668750219283,0.5523125996810206,0.14231990191322627
XzNvc,0.3039874350854207,70.0,0.3886650604600734,SGD,elu,0.07869659284511639,151.0,11.0,0.7,0.15,200.0,37.0,0.6191011580729648,0.11785151461622934,0.6146730462519936,0.13732548287317875
RK0lh,0.0010816500782019865,30.0,0.011959217205629225,SGD,elu,0.03553159333107205,45.0,150.0,0.7,0.15,200.0,56.0,0.4610806986724999,0.1485225453409199,0.6017543859649124,0.18141067682975315
F3SNv,0.0944252982761414,10.0,0.23870044493919207,adam,tanh,0.06266853918277142,117.0,109.0,0.7,0.15,200.0,34.0,0.6449867896551572,0.07959620019182011,0.49888357256778315,0.13401694748754317
Fe4si,1.259720346504363e-05,70.0,0.12573371464070468,adam,relu,0.019373518314459284,105.0,183.0,0.7,0.15,200.0,22.0,0.5298505473644785,0.05640347731726554,0.5609250398724083,0.09491321737377159
QeHwD,0.003520359762232916,10.0,0.08164343490202826,SGD,tanh,0.04015589331147088,94.0,52.0,0.7,0.15,200.0,70.0,0.6788389297779963,0.1506467359853584,0.7610845295055821,0.14561639334906964
QNCEV,1.8005796602569374e-05,50.0,0.19031322847894297,SGD,elu,0.051047186565418096,183.0,183.0,0.7,0.15,200.0,12.0,0.4289139696216454,0.14626396001450992,0.5424242424242424,0.15262324592819326
vUiwC,0.291771850467752,50.0,0.01446707285726947,SGD,relu,0.08599540268178672,94.0,140.0,0.7,0.15,200.0,16.0,0.5976043873567093,0.1274104218780634,0.6016746411483254,0.1429441130003457
ATQHv,0.07191671162036252,30.0,0.26666559272109314,adam,relu,0.06592987594172837,148.0,29.0,0.7,0.15,200.0,61.0,0.5691906292248987,0.06974441274085551,0.5,0.0
gC9QC,0.003069587823579593,100.0,0.34477971094229476,SGD,relu,0.03447052762912577,25.0,12.0,0.7,0.15,200.0,46.0,0.49366828311992633,0.06332141829709587,0.5447368421052632,0.10641703010682807
hJQGY,0.01710802529778443,5.0,0.10870204745367436,SGD,tanh,0.005899471096560327,122.0,163.0,0.7,0.15,200.0,26.0,0.8406816081764713,0.07037013595863793,0.8666666666666666,0.015711145589824248
yRn1X,0.012131777977519497,30.0,0.35239329222380705,adam,relu,0.01922168631226421,190.0,169.0,0.7,0.15,200.0,18.0,0.7552825217178061,0.11546499584193706,0.6611642743221691,0.1784176709117695
H4eCF,0.006713877090757399,50.0,0.39976641392198087,adam,elu,0.027160453437468382,71.0,150.0,0.7,0.15,200.0,14.0,0.8227856002356775,0.11966745711916317,0.816267942583732,0.08732345075480026
kZRmQ,0.07507871092154678,50.0,0.22663434306178332,SGD,relu,0.07128723242651873,133.0,128.0,0.7,0.15,200.0,36.0,0.5187483031674208,0.05568399266834077,0.5330940988835725,0.08396962576596247
S4Blk,2.155455694307503e-06,5.0,0.25232509043345536,SGD,elu,0.09509891967606271,135.0,47.0,0.7,0.15,200.0,65.0,0.37161026410679077,0.14246373506814636,0.4154704944178628,0.1529508908298991
k5lHl,2.5727598642935933e-06,5.0,0.25561661967428856,adam,relu,0.014734676987034368,50.0,85.0,0.7,0.15,200.0,33.0,0.5450447246820098,0.12708232462290955,0.6003189792663477,0.11266325561127105
rVXZ7,0.0012824763929404626,100.0,0.10404862878860827,SGD,elu,0.07661704232915298,133.0,138.0,0.7,0.15,200.0,66.0,0.47237723599308373,0.12034299245470038,0.509090909090909,0.15703825832551788
ro8Z8,0.008074062106010348,5.0,0.26882608444722483,SGD,relu,0.059634408099321405,49.0,91.0,0.7,0.15,200.0,67.0,0.6433899880191847,0.10934859373986071,0.7147527910685805,0.15357909696337663
H006s,0.012829750837023165,10.0,0.06258505872694049,SGD,tanh,0.07246940483035068,24.0,26.0,0.7,0.15,200.0,29.0,0.6422448173094919,0.12075340025914431,0.7843700159489633,0.11005200741043115
OhLVL,1.5471140189607246e-05,10.0,0.34649571858867934,adam,elu,0.08186854424163556,41.0,112.0,0.7,0.15,200.0,49.0,0.6598942994148402,0.10783293784549237,0.7317384370015949,0.13252772810608573
loi17,0.0039135223896283895,10.0,0.05070007870350582,adam,relu,0.07907537104741036,146.0,192.0,0.7,0.15,200.0,12.0,0.574220980524207,0.12153271809878755,0.49736842105263157,0.02324954622991008
K6TaO,0.0097970496084497,5.0,0.16472768965812246,adam,relu,0.027503207061080438,30.0,179.0,0.7,0.15,200.0,16.0,0.7187639907782434,0.104096427543138,0.5792663476874003,0.15853911333877999
OJkbe,0.0016761567219391977,100.0,0.0631960356170393,SGD,elu,0.05924211020645788,49.0,124.0,0.7,0.15,200.0,44.0,0.450743291149511,0.06147288638746719,0.5405103668261564,0.09885900296704316
lnhck,0.000116434947102885,30.0,0.028580170677435436,adam,relu,0.04942967088205366,74.0,175.0,0.7,0.15,200.0,39.0,0.6911222286585449,0.15618051752457215,0.7587719298245614,0.17417051132994177
IOr4Q,1.0207008390293495e-06,5.0,0.23113254158821162,SGD,tanh,0.010561011934453536,175.0,151.0,0.7,0.15,200.0,57.0,0.4125450001850076,0.13080834176538123,0.533652312599681,0.14186546838650613
Xw1ep,0.3752992526057073,5.0,0.04020298441019521,adam,tanh,0.05626748908395423,34.0,30.0,0.7,0.15,200.0,64.0,0.688368187204552,0.07163354316256906,0.514274322169059,0.15029410190159903
XGnxV,0.0003305910153634231,30.0,0.06909159733796129,SGD,relu,0.0887393384138454,29.0,80.0,0.7,0.15,200.0,42.0,0.49917340976881147,0.08361401785309112,0.5426634768740033,0.0929259815747561
CRIHl,0.00014793266444414267,50.0,0.07562224554236296,SGD,elu,0.042041454283731385,19.0,72.0,0.7,0.15,200.0,51.0,0.4210268835389008,0.1199752824800746,0.49665071770334934,0.11026767679042475
DPE2I,6.6254673714956e-05,30.0,0.2713315594165564,SGD,relu,0.09791742019146536,200.0,41.0,0.7,0.15,200.0,60.0,0.4669400533920238,0.07094942117225156,0.5447368421052632,0.1546853972425739
VGy1v,1.878231168544144e-05,50.0,0.31890821652045975,SGD,tanh,0.03236101628355128,83.0,11.0,0.7,0.15,200.0,37.0,0.4676219290484499,0.10763958772235749,0.5320574162679426,0.18765255006229523
x9bOM,0.00015322843087191328,5.0,0.007816785992316166,adam,elu,0.051323690776273856,18.0,169.0,0.7,0.15,200.0,50.0,0.8287060096680559,0.13395682018361751,0.860127591706539,0.07937409842924999
eGrpx,0.17766673562819754,5.0,0.23277410869072215,SGD,tanh,0.022702400917994983,17.0,47.0,0.7,0.15,200.0,53.0,0.8008362072064937,0.14962402122466884,0.785805422647528,0.16420431762761445
MrQve,0.0026185163718287245,10.0,0.14251889999979844,SGD,relu,0.029859199034360198,132.0,200.0,0.7,0.15,200.0,29.0,0.6440804489628019,0.14815554251495025,0.6895534290271133,0.19006455602722677
v1uPl,3.2178226613592604e-06,30.0,0.22789712825923494,adam,elu,0.07600960088995981,100.0,92.0,0.7,0.15,200.0,60.0,0.5181279824691118,0.11115818798064878,0.5562998405103668,0.1396418949490655
vaLeZ,0.025401971420130665,50.0,0.2032922376967072,adam,relu,0.07595513438615818,117.0,190.0,0.7,0.15,200.0,52.0,0.6090142202641703,0.12444709248424707,0.5,0.0
tHC56,0.00026963438985858626,50.0,0.3984389403861053,SGD,tanh,0.08367695597842308,92.0,88.0,0.7,0.15,200.0,51.0,0.43681110102438303,0.11111790315237244,0.45797448165869226,0.12580691987585696
Suai9,0.0626598745791494,30.0,0.21177803595060174,SGD,tanh,0.08438615732804795,116.0,150.0,0.7,0.15,200.0,47.0,0.6317147222084343,0.12776266083825252,0.6786283891547049,0.17230528048076446
jGgVz,0.1520288694433117,70.0,0.18221735970028258,adam,tanh,0.09013735051630445,77.0,198.0,0.7,0.15,200.0,29.0,0.6695148244786956,0.10949315270418791,0.4597288676236044,0.06807540872456995
capL4,0.022164117440578262,10.0,0.18930973606510715,SGD,elu,0.09112476381861946,152.0,136.0,0.7,0.15,200.0,59.0,0.7132051677242802,0.04735926758389045,0.7824561403508772,0.09097677885247903
XYjTF,4.1257195711760805e-06,10.0,0.11188671090445741,adam,elu,0.08830350697005189,111.0,84.0,0.7,0.15,200.0,61.0,0.5388237182141071,0.1744119851100068,0.6548644338118021,0.1449833578020754
hsU0W,2.615509308820366e-05,5.0,0.24659738898400274,adam,tanh,0.051929236413940316,37.0,174.0,0.7,0.15,200.0,18.0,0.6727572370903709,0.16293436550973972,0.7649122807017544,0.16608255205056205
dwZHm,0.009114679006202542,100.0,0.14733353071408045,SGD,relu,0.005318864146150193,69.0,67.0,0.7,0.15,200.0,51.0,0.5363701886974449,0.1033727503562234,0.5348484848484848,0.1499283354909572
DUJLR,0.0004167098930622713,100.0,0.20274432918786123,SGD,relu,0.028080876807618116,95.0,93.0,0.7,0.15,200.0,38.0,0.5057982080506905,0.05700612266401651,0.511244019138756,0.05590612158414596
zAB5a,0.04920449093749902,5.0,0.1393380079559112,SGD,tanh,0.0669816753407241,23.0,17.0,0.7,0.15,200.0,23.0,0.700737655326552,0.13206367382315023,0.755023923444976,0.1429999562324419
Ig362,0.004087942313020184,50.0,0.06907370845070275,SGD,relu,0.05130422300358789,147.0,16.0,0.7,0.15,200.0,64.0,0.5206496544919229,0.051524896493937496,0.5483253588516745,0.15262632919831393
TcnYh,0.0005711718430445923,100.0,0.14581569033934347,SGD,elu,0.09202265513049185,38.0,91.0,0.7,0.15,200.0,35.0,0.4189638410573645,0.09529285447531015,0.42775119617224877,0.1233955120166778
OIiiN,0.00043404119978325025,5.0,0.20011453945870442,adam,elu,0.055209317929699055,94.0,74.0,0.7,0.15,200.0,30.0,0.77317823512069,0.13132267812334894,0.7669856459330144,0.1420128687545805
YLqIz,0.005759419136637933,50.0,0.18465747096900978,SGD,tanh,0.05133528122657127,57.0,65.0,0.7,0.15,200.0,43.0,0.5332922972844657,0.14087906243208959,0.6105263157894736,0.10425743509896712
Y9hyz,2.8072333064243736e-06,70.0,0.38398850855159755,adam,tanh,0.020558829832738813,156.0,38.0,0.7,0.15,200.0,62.0,0.47532456894319275,0.08775508158811564,0.49633173843700157,0.10667889477615093
dUBeV,0.00148147661171922,50.0,0.35015150897831115,SGD,tanh,0.004139672133968419,176.0,116.0,0.7,0.15,200.0,19.0,0.4979365675755815,0.15243463044660382,0.5814992025518342,0.18963337505002717
Tpzr7,0.12029288571458302,30.0,0.38581851042697624,adam,elu,0.015098770183782995,152.0,152.0,0.7,0.15,200.0,43.0,0.8086099565722791,0.12090863365214173,0.7198564593301435,0.16489409803543845
flYqv,0.00185835207007221,70.0,0.12323533110095562,SGD,elu,0.027060066834689225,129.0,81.0,0.7,0.15,200.0,31.0,0.48717861826638353,0.14208527202454765,0.49202551834130775,0.12934451923046675
TWPIM,2.413281165987411e-06,30.0,0.09736825713904405,SGD,elu,0.017176332362810697,77.0,200.0,0.7,0.15,200.0,40.0,0.44920604443049106,0.11721945883993587,0.48636363636363633,0.11606114959965251
skpqS,0.00013629530753217112,70.0,0.30966892316544914,adam,relu,0.045479217255385944,137.0,95.0,0.7,0.15,200.0,11.0,0.604397171455995,0.1316317767912052,0.6429027113237639,0.17711350692621247
UNeoZ,9.506238511361157e-06,5.0,0.2020148204280695,SGD,elu,0.004323451393930611,123.0,153.0,0.7,0.15,200.0,41.0,0.42522159649918845,0.07896428824831977,0.5454545454545454,0.1058463377473569
NL67t,1.841712749386239e-06,70.0,0.13219367387227052,adam,elu,0.0019813436848294063,199.0,160.0,0.7,0.15,200.0,66.0,0.535046919577053,0.09578160059003199,0.6003189792663477,0.12550567471942808
mkAsb,0.06283367895777027,5.0,0.13627121680524867,adam,relu,0.034937275614458675,192.0,142.0,0.7,0.15,200.0,35.0,0.49736478783049964,0.027890231683884256,0.5,0.0
j3dmn,0.0004065748144634983,100.0,0.0996464614006266,adam,relu,0.02361882595141107,36.0,167.0,0.7,0.15,200.0,27.0,0.6920047830279163,0.11074327511556954,0.7881180223285487,0.12940696840996804
qhUJa,0.07221424011244659,100.0,0.14841042318133554,adam,elu,0.05283033594563305,93.0,169.0,0.7,0.15,200.0,15.0,0.8155765273133853,0.11545025598902922,0.805103668261563,0.2047362401512173
m9ofW,0.001065599120033063,100.0,0.20673907791405854,SGD,tanh,0.03054876517700983,103.0,94.0,0.7,0.15,200.0,35.0,0.47723181537387604,0.1210146857602408,0.4822966507177034,0.13104225764584654
TLB6e,0.005586647794722144,5.0,0.09103872916305443,adam,tanh,0.0953676078195988,74.0,171.0,0.7,0.15,200.0,25.0,0.580698476888636,0.07255400674721085,0.5,0.0
Iw3zh,0.147129019677367,50.0,0.17597205731422694,SGD,tanh,0.07754909693374018,107.0,119.0,0.7,0.15,200.0,25.0,0.7208262907033383,0.10668627897293513,0.7796650717703348,0.13064724991915727
Lr71E,0.001632852909017507,50.0,0.03569274561527585,SGD,elu,0.08482295863339732,86.0,192.0,0.7,0.15,200.0,29.0,0.47821310083429236,0.09613854414641133,0.4913875598086125,0.13755821370686255
oc3XG,0.247063609304327,70.0,0.21980141967424804,adam,tanh,0.04821440152383162,117.0,163.0,0.7,0.15,200.0,23.0,0.6353683485119418,0.07306560175243677,0.4696969696969696,0.13516499412006952
TXgZ2,0.15993096974734825,70.0,0.04566029293709675,SGD,elu,0.09429758939698187,80.0,185.0,0.7,0.15,200.0,14.0,0.6459984318133545,0.06592745918102713,0.7129984051036684,0.12844781070689798
JrNcY,0.04134823286568172,70.0,0.05324597211505844,SGD,elu,0.08164928840636643,180.0,123.0,0.7,0.15,200.0,38.0,0.6434441831593232,0.08869480632570846,0.7800637958532695,0.11155259518308036
lPVtL,0.0036007123438820217,5.0,0.04431052987955689,SGD,elu,0.009168513065416784,139.0,106.0,0.7,0.15,200.0,42.0,0.7359074269111381,0.13626666259011963,0.8170653907496014,0.1502762240415312
qpjXs,1.8394440808066766e-05,70.0,0.09618314030486474,SGD,elu,0.0852447892673626,107.0,47.0,0.7,0.15,200.0,24.0,0.41038365509768376,0.08941904063732453,0.4092503987240829,0.10549778114889011
BYPWG,1.2976218882310709e-06,5.0,0.2611755674848467,SGD,relu,0.022129128602570727,18.0,195.0,0.7,0.15,200.0,65.0,0.48944365160414083,0.07539857505933224,0.5330143540669857,0.06699343009377746
mYj7M,1.7939343816534033e-06,70.0,0.18627425936647635,adam,elu,0.031164640892778463,153.0,22.0,0.7,0.15,200.0,68.0,0.42545379793770444,0.15767168739900977,0.5545454545454545,0.17493919059860868
IVKvf,0.00013200024529698055,50.0,0.08481090791093325,SGD,tanh,0.0752971188951079,192.0,153.0,0.7,0.15,200.0,49.0,0.48522165619816604,0.08939563637467808,0.5098883572567783,0.0846289024703913
DIboq,0.0004132614135010859,100.0,0.3379578832110114,adam,tanh,0.05525124104018503,127.0,75.0,0.7,0.15,200.0,44.0,0.7617435744775495,0.14590335785190103,0.8122807017543859,0.13898686541646887
lH61s,1.3169822419982884e-06,70.0,0.24763677619459995,SGD,tanh,0.031015647583806916,79.0,181.0,0.7,0.15,200.0,20.0,0.45848675472698963,0.12609643890124178,0.5240829346092504,0.20274789892858705
qWUC5,0.02418348657558809,100.0,0.007963073029824975,adam,relu,0.047407763229922274,61.0,187.0,0.7,0.15,200.0,28.0,0.7276939493290546,0.15538978978940574,0.6915470494417862,0.18737378073994934
PV2M1,0.21951543061505321,70.0,0.16101389298009142,adam,relu,0.06635852972424165,160.0,18.0,0.7,0.15,200.0,18.0,0.5391714075259071,0.08862837570025998,0.5073365231259969,0.022009569377990455
SqCBB,0.00020846061890682495,10.0,0.03661427070934225,adam,tanh,0.03136743566871132,127.0,36.0,0.7,0.15,200.0,52.0,0.7588795992679696,0.1008089205223453,0.8464114832535886,0.061473064852687165
SBDsL,0.0006402932154881382,70.0,0.2492340018728546,SGD,relu,0.02346634592950383,188.0,186.0,0.7,0.15,200.0,39.0,0.4971143804364024,0.02409907106693392,0.516347687400319,0.07615629984051034
OzLR9,0.0008251625449183802,100.0,0.04951558022515439,adam,elu,0.05148488342096387,122.0,37.0,0.7,0.15,200.0,28.0,0.7840553959983458,0.103100748602804,0.8401913875598087,0.0937679689483135
NlDoq,1.341909517789801e-05,5.0,0.2647895375925216,adam,relu,0.08250857683083876,130.0,186.0,0.7,0.15,200.0,32.0,0.6446208593883644,0.09135255327383421,0.6880382775119617,0.15902955970757815
bgSvi,0.001704331438004936,50.0,0.34345116556159416,adam,elu,0.04892016803582771,88.0,115.0,0.7,0.15,200.0,21.0,0.7406060006619032,0.1421397401242862,0.7875598086124402,0.14137800180166168
WEfk3,1.1636154091642808e-05,50.0,0.28706903508360504,SGD,relu,0.08325863336680184,113.0,81.0,0.7,0.15,200.0,53.0,0.47306860854314986,0.08387927412510542,0.49370015948963325,0.11903711003750622
oqsdh,5.259366955942392e-06,10.0,0.05155518806150031,SGD,tanh,0.015093769806158008,90.0,144.0,0.7,0.15,200.0,15.0,0.4214244282331768,0.08029350141460603,0.4221690590111643,0.1149499886665357
EZUWd,0.0008878847890776055,100.0,0.1333885134236068,SGD,relu,0.04566947253730556,191.0,128.0,0.7,0.15,200.0,49.0,0.5531589942591587,0.06291323341159838,0.5771132376395534,0.09002624709799018
y9Mke,0.0014021981109244089,100.0,0.04121366606812398,SGD,relu,0.0810824751180591,152.0,78.0,0.7,0.15,200.0,61.0,0.5033155382402382,0.10102687172017395,0.5834928229665072,0.15925383286543612
ZOLo7,0.4898408936959142,70.0,0.2329527516952149,SGD,tanh,0.09426426352642615,159.0,96.0,0.7,0.15,200.0,26.0,0.6623680814175459,0.11232827180372193,0.6722488038277512,0.1683594203600372
N4ms1,0.00024018566640250904,10.0,0.047123404212278036,SGD,tanh,0.09231247369692468,180.0,156.0,0.7,0.15,200.0,41.0,0.5437218725208718,0.10432896565636068,0.5660287081339713,0.16606608670304512
VpD8e,4.522153351803121e-06,10.0,0.08750232018120313,SGD,relu,0.03308200706824117,121.0,59.0,0.7,0.15,200.0,28.0,0.43661671833236715,0.10930010145358181,0.4869218500797448,0.138461988499031
TRPWj,0.2642105820020137,10.0,0.35034428698691045,adam,tanh,0.00564926789201986,197.0,54.0,0.7,0.15,200.0,52.0,0.6205403076134438,0.05841065347168253,0.45015948963317376,0.18053467404199383
RYOmZ,0.001559214600051032,70.0,0.11374759701983082,SGD,tanh,0.000477330332485193,81.0,19.0,0.7,0.15,200.0,49.0,0.5321479595788075,0.0911446814938669,0.5023923444976076,0.17495074987335046
bYWEB,0.0007049555251052437,50.0,0.07015739551558609,SGD,tanh,0.035049955365508235,24.0,31.0,0.7,0.15,200.0,44.0,0.45187007223050213,0.11976881467913413,0.5779904306220096,0.17594562082704357
bK4xm,4.2139771555497465e-06,70.0,0.12070465420060827,adam,tanh,0.0016966982354824302,184.0,25.0,0.7,0.15,200.0,38.0,0.4828445714783352,0.1202488742001948,0.48261562998405105,0.1759311629575494
xr2Ok,0.0005674521687445529,10.0,0.14307292484397724,SGD,relu,0.07058105829376658,19.0,48.0,0.7,0.15,200.0,61.0,0.5198860517199091,0.09373887258850437,0.559250398724083,0.16491762135855348
Ylm0i,9.590968908365937e-05,30.0,0.12063597442582226,adam,tanh,0.028822821275692356,18.0,131.0,0.7,0.15,200.0,50.0,0.7461483501045024,0.10063698682175981,0.8480063795853269,0.05819098986161177
WgS3K,2.296865288786572e-05,5.0,0.15763479051657267,adam,relu,0.05639891249674378,183.0,83.0,0.7,0.15,200.0,67.0,0.5705367469615599,0.09749469836376748,0.6393141945773524,0.14830565714362734
VH0Zx,1.2152860068891263e-06,30.0,0.31772498808685173,adam,tanh,0.008066844731711698,135.0,148.0,0.7,0.15,200.0,40.0,0.41628000717504143,0.174049043722732,0.44074960127591706,0.14427071571181596
Ax6dm,0.01829534348804654,10.0,0.08454103369501152,SGD,tanh,0.0029123658175483017,56.0,48.0,0.7,0.15,200.0,34.0,0.8399868717455886,0.0792123139857046,0.8755980861244019,0.02058590468933024
gdFde,8.424820919774447e-05,10.0,0.37578009892051506,adam,tanh,0.05742252301576381,83.0,18.0,0.7,0.15,200.0,64.0,0.6950090940642619,0.07830667193248325,0.7523125996810208,0.12732438103920046
xnSVF,1.033780034091405e-06,70.0,0.07297377009254245,adam,relu,0.057522904640576994,150.0,114.0,0.7,0.15,200.0,53.0,0.41143075615757096,0.14836554178684694,0.5104465709728868,0.16554280620534256
pkAEF,0.0013969214139302512,70.0,0.2508445615609564,SGD,tanh,0.007400099675704108,192.0,140.0,0.7,0.15,200.0,14.0,0.472733555724246,0.12874188558565086,0.523444976076555,0.16408034257218812
Xls6L,5.082331270757446e-05,30.0,0.26159765211983327,adam,tanh,0.07637195137458588,172.0,151.0,0.7,0.15,200.0,59.0,0.5959312966955029,0.20858864765972568,0.7146730462519936,0.1565509976358212
F38KB,5.116175859444212e-06,10.0,0.24418285963141956,SGD,relu,0.0702295110470174,160.0,56.0,0.7,0.15,200.0,18.0,0.4444924878597628,0.09187983557318785,0.5088516746411483,0.11171303893094395
OQzm1,0.012237722305680479,5.0,0.29021534356049633,adam,tanh,0.031091488233588017,106.0,117.0,0.7,0.15,200.0,31.0,0.7409307477967226,0.08526196942295883,0.5,0.0
dvkU1,0.0004192490113926547,100.0,0.25739917879794566,adam,relu,0.008926893291455896,38.0,93.0,0.7,0.15,200.0,18.0,0.6415720540814729,0.1522639118113403,0.6788676236044657,0.18944725179312735
MrT2C,0.0012145563611194404,100.0,0.11276730954355255,adam,tanh,0.08222503201142713,19.0,13.0,0.7,0.15,200.0,57.0,0.6952103245696513,0.13796582014943895,0.7318979266347687,0.1678668355796022
V0HhQ,0.004425235865671242,50.0,0.24901788726616783,SGD,tanh,0.0029775775407965277,195.0,27.0,0.7,0.15,200.0,43.0,0.6849940875630145,0.09734673458690568,0.7645135566188198,0.11403567325665802
wqopJ,0.017766284713169187,100.0,0.0017207153971306789,adam,elu,0.07553010254408116,191.0,132.0,0.7,0.15,200.0,18.0,0.7766528064249087,0.08286187047539258,0.7191387559808612,0.1727342677449822
oBWZ9,0.0005314837854451487,50.0,0.21212543720747,SGD,tanh,0.05776895436759688,185.0,176.0,0.7,0.15,200.0,23.0,0.4428891839447896,0.09846394512268815,0.5338118022328548,0.1152240578755136
nMgwa,0.03952753425044541,5.0,0.010550058520619255,SGD,elu,0.07791095225885457,192.0,22.0,0.7,0.15,200.0,31.0,0.6773933615259902,0.07192161406691175,0.6534290271132377,0.13455727395502237
qn7I6,0.04269308405703968,5.0,0.07656542222345074,adam,elu,0.02069310868027249,130.0,146.0,0.7,0.15,200.0,67.0,0.7999763595341427,0.037092738454166996,0.5,0.0
E7SuJ,1.5589755106779844e-06,5.0,0.00831191801407658,SGD,elu,0.021391702113033952,184.0,79.0,0.7,0.15,200.0,18.0,0.46621746623845894,0.1312134729821437,0.5250398724082934,0.07303092823813469
WQWqt,0.12724513630980464,5.0,0.11454866298306299,SGD,tanh,0.06831024694080387,105.0,24.0,0.7,0.15,200.0,45.0,0.725240010325169,0.11859973819672497,0.5794258373205742,0.15887128937399067
RKv4a,2.26245987134075e-06,30.0,0.06615321042786175,adam,elu,0.04691970385175535,134.0,127.0,0.7,0.15,200.0,47.0,0.4796754989449704,0.15922689687224542,0.5807017543859648,0.14245995790872376
DfntC,1.411545058044186e-06,30.0,0.08212762387152761,SGD,relu,0.029253809453340142,46.0,96.0,0.7,0.15,200.0,25.0,0.4794430025963531,0.046238550090337165,0.44760765550239234,0.08530164778493382
MeCdE,0.002478126688610295,5.0,0.16951855370636593,adam,elu,0.08229174644589342,143.0,91.0,0.7,0.15,200.0,25.0,0.7120869367029186,0.08339911055435324,0.5,0.0
NOD8I,0.014691834041908002,10.0,0.06776709444421129,SGD,tanh,0.024996773641075245,46.0,159.0,0.7,0.15,200.0,65.0,0.8339546138371178,0.0814165547222796,0.8562998405103668,0.06436132957958186
rpcB8,0.0032161120410694913,10.0,0.08247198672696099,adam,relu,0.08930301124992764,23.0,66.0,0.7,0.15,200.0,49.0,0.6331058908423951,0.1280760869238658,0.5590111642743222,0.1497513385499801
h5bcq,8.758061657331126e-05,5.0,0.026969081280925702,adam,elu,0.055774145735311066,68.0,14.0,0.7,0.15,200.0,61.0,0.7323774536709766,0.15067520587596098,0.8242424242424242,0.14427739344900395
mEsHA,0.001525427839977863,5.0,0.29632899279295977,SGD,elu,0.007367662528034414,65.0,61.0,0.7,0.15,200.0,66.0,0.6503335676401847,0.17376989235764387,0.7411483253588517,0.18909317174237675
BpxhB,1.3162459519521327e-05,100.0,0.294752070471755,SGD,relu,0.009752234588770071,199.0,166.0,0.7,0.15,200.0,25.0,0.4737402651704081,0.09378601305321578,0.5003189792663477,0.0849364283842766
MNHbY,0.008386199046721384,50.0,0.1312693845593844,adam,elu,0.06396277746193064,75.0,169.0,0.7,0.15,200.0,56.0,0.7395788038109048,0.16594969660747005,0.6741626794258373,0.18727886389644427
NgxlD,0.45334404102131665,50.0,0.28783154983196474,adam,elu,0.08717832500488225,110.0,155.0,0.7,0.15,200.0,38.0,0.7213747872716061,0.1422234476053496,0.660127591706539,0.19284295114518485
hBpwd,0.028696753584581625,10.0,0.3543990101395723,SGD,relu,0.06557186849943897,94.0,186.0,0.7,0.15,200.0,65.0,0.5913330501746328,0.14051565120334564,0.6444976076555025,0.15271405130382007
c3LBH,2.5553562406167177e-05,30.0,0.23049683938709653,adam,tanh,0.0035599559918872317,90.0,151.0,0.7,0.15,200.0,40.0,0.7347737644779262,0.06106740558403816,0.8424242424242425,0.03699884497288426
VELDl,0.006983233732401198,100.0,0.27251158783672114,adam,relu,0.0012307643731135688,41.0,169.0,0.7,0.15,200.0,24.0,0.6939519074486886,0.18303659621170051,0.7527910685805423,0.18307819090765523
tHL59,0.03670838162211294,30.0,0.032363250578725515,adam,relu,0.0746811504281901,170.0,116.0,0.7,0.15,200.0,40.0,0.6314792931955524,0.07578861480939968,0.5,0.0
X8RRj,2.673793514401925e-05,50.0,0.2043472889192387,SGD,tanh,0.0734816899796661,72.0,181.0,0.7,0.15,200.0,55.0,0.47286521313339136,0.10194637151463222,0.4759170653907496,0.16640998831816717
uyChI,0.0012457965187477895,10.0,0.15260470243357097,SGD,relu,0.03125219401265762,64.0,84.0,0.7,0.15,200.0,11.0,0.5713969403072784,0.08659176761383894,0.6197767145135565,0.11268357384591056
Gr5cX,0.0017582188330821566,10.0,0.1997346437564972,SGD,elu,0.032373440553497904,20.0,25.0,0.7,0.15,200.0,16.0,0.5857694247487363,0.048600661892730365,0.629505582137161,0.07990112273086669
Br9ne,0.16336464290194308,50.0,0.056956683197632654,SGD,tanh,0.021607681871409646,78.0,172.0,0.7,0.15,200.0,24.0,0.8150394189317829,0.12482016087904999,0.8566188197767145,0.0911980912364421
mn0z6,1.1315576038576695e-06,5.0,0.10935680353225014,adam,tanh,0.015761400706168306,140.0,51.0,0.7,0.15,200.0,15.0,0.5980034152663042,0.10595024897835632,0.6516746411483253,0.1683974900148011
CIGEU,0.019072591072690843,10.0,0.06123329333301646,SGD,elu,0.04645082377225634,40.0,44.0,0.7,0.15,200.0,22.0,0.7612309659822041,0.10481239218269087,0.8475279106858054,0.08922073031719807
