optimizer,layer_1,train_frac,epochs,layer_2,intermediate,reward,batch_size,learning_rate,preweight,trialJobId,activation,regularization,dropout,test_frac
adam,102,0.7,200,159,"[0.9509183673469387,0.9826955604558565]",0.9826955604558565,30,0.0007566833888867299,2,bjyBz,elu,0.008580086557886725,0.05174380660230402,0.15
adam,117,0.7,200,153,"[0.9167346938775511,0.9442803317397646]",0.9442803317397646,30,1.053304475712548e-05,3,ZS0oR,relu,0.01841751781544088,0.26036622156973765,0.15
SGD,127,0.7,200,132,"[0.9576530612244898,0.9700733709150269]",0.9700733709150269,70,0.04683336913457429,2,OqMHk,tanh,0.025467979409260662,0.2042370306785666,0.15
adam,141,0.7,200,172,"[0.9247959183673469,0.9858300892279805]",0.9858300892279805,5,0.009756659495688175,5,E6jqG,elu,0.011696066598797253,0.16832236313671117,0.15
adam,112,0.7,200,144,"[0.4957142857142857,0.9431941395722244]",0.9431941395722244,30,0.2869900298862796,4,ZWYdF,tanh,0.022084926314462988,0.14280836217759396,0.15
adam,72,0.7,200,191,"[0.9236734693877551,0.9811092260170682]",0.9811092260170682,10,0.005925736109806267,3,zABay,elu,0.03874562778490539,0.09725647581515506,0.15
SGD,96,0.7,200,200,"[0.9374489795918368,0.9775659881736469]",0.9775659881736469,30,0.14329039641696462,3,KAQIV,relu,0.02799768385983293,0.15941166965044945,0.15
adam,105,0.7,200,181,"[0.9285204081632653,0.9805608499991143]",0.9805608499991143,100,0.08476652738190087,2,PEzCX,elu,0.043225840964469325,0.17986955292160195,0.15
adam,81,0.7,200,176,"[0.9683673469387756,0.9827577418791217]",0.9827577418791217,50,0.012847230181787942,5,D72Ao,tanh,0.006604342049911276,0.3205509093768783,0.15
adam,88,0.7,200,150,"[0.9337755102040817,0.9840785467153325]",0.9840785467153325,30,0.02429101728166475,4,Zv06N,elu,0.03636321073586389,0.1420230418437533,0.15
adam,125,0.7,200,136,"[0.9559183673469388,0.9728265147246496]",0.9728265147246496,70,0.00011822099347601478,2,zY3fA,tanh,0.014692125276333994,0.10987377522385894,0.15
SGD,56,0.7,200,162,"[0.9338775510204081,0.9566933622184024]",0.9566933622184024,30,0.003957201681752462,5,hKLyd,elu,0.019273923905138463,0.22217285452816907,0.15
adam,50,0.7,200,118,"[0.9383673469387755,0.9823643620058556]",0.9823643620058556,5,0.0003652455082152371,4,gnBZq,relu,0.011583839881947985,0.1911457721383369,0.15
adam,132,0.7,200,188,"[0.9592857142857143,0.9798690172034001]",0.9798690172034001,30,0.001907604329960443,4,SBhzD,tanh,0.03144282583251951,0.2420556863023122,0.15
adam,114,0.7,200,168,"[0.9473469387755102,0.9844773506084342]",0.9844773506084342,10,0.000982889505272364,6,bmF4c,elu,0.02332894877001202,0.05961525997639003,0.15
SGD,156,0.7,200,194,"[0.9230612244897959,0.9444411491784177]",0.9444411491784177,100,0.0026708412674904566,3,FyFgM,elu,0.00047302077756797983,0.08933225599829664,0.15
adam,187,0.7,200,141,"[0.951734693877551,0.9518783550662591]",0.9518783550662591,50,2.5419453834859763e-05,5,QR9Oo,tanh,0.016978900410565614,0.06995106794760905,0.15
adam,75,0.7,200,134,"[0.9224489795918368,0.9782978343523953]",0.9782978343523953,30,0.05990116660419806,6,kxozd,relu,0.02721355062699192,0.036550475046946834,0.15
adam,147,0.7,200,145,"[0.9524489795918367,0.9772873947986245]",0.9772873947986245,30,0.00027176101974173275,2,GLCbz,elu,0.047763796863041386,0.2719928033657665,0.15
adam,163,0.7,200,155,"[0.9581632653061224,0.9756020424095129]",0.9756020424095129,70,6.008104954347525e-05,5,bboN6,tanh,0.039947651493750444,0.020131232570403307,0.15
SGD,66,0.7,200,188,"[0.9454081632653061,0.9829338875272164]",0.9829338875272164,5,0.039367177421585055,3,mUYRn,elu,0.003146161793545069,0.10187936135632683,0.15
adam,84,0.7,200,197,"[0.961326530612245,0.9854050756775635]",0.9854050756775635,30,0.0006422107680256132,4,tRgKZ,tanh,0.007479463147756902,0.17369212006596252,0.15
adam,100,0.7,200,129,"[0.9541836734693877,0.9868411898362262]",0.9868411898362262,30,0.009592320867274726,5,WX3h2,elu,0.004833533652870576,0.3372954458950861,0.15
adam,97,0.7,200,126,"[0.9474489795918368,0.9866050775338266]",0.9866050775338266,10,0.0015216670028997826,6,GSDWD,relu,0.005427701325179017,0.3807170607964783,0.15
adam,36,0.7,200,112,"[0.9414285714285715,0.9810969252135736]",0.9810969252135736,100,0.008907398140577982,5,lJRrW,elu,0.020685631203253473,0.3488589255071035,0.15
SGD,92,0.7,200,96,"[0.9442857142857145,0.9496179620901222]",0.9496179620901222,30,0.00014678679579634572,6,Z1XGk,tanh,0.0015438787346264155,0.29038836261721607,0.15
adam,77,0.7,200,119,"[0.9544897959183674,0.9786415962886614]",0.9786415962886614,50,0.00020857014616157543,5,TgBd7,elu,0.03359249340114232,0.3262884679193445,0.15
adam,70,0.7,200,103,"[0.9545918367346939,0.9676087435707468]",0.9676087435707468,30,8.087434979585515e-05,4,UUjzy,elu,0.013317401451891147,0.34002773123705565,0.15
adam,44,0.7,200,78,"[0.9113265306122449,0.9341821206218321]",0.9341821206218321,70,3.2297371699366226e-06,6,JTEfM,tanh,0.02534116175954381,0.3052632484499993,0.15
adam,49,0.7,200,168,"[0.9435714285714285,0.9850852471349866]",0.9850852471349866,30,0.005371602085336226,5,wUrgQ,elu,0.03018234278403676,0.24773015500380985,0.15
SGD,57,0.7,200,132,"[0.9313265306122449,0.9740806174595253]",0.9740806174595253,5,0.0033938877033702977,7,KsTn5,relu,0.05670607131919822,0.36089068391873835,0.15
adam,107,0.7,200,180,"[0.9515306122448978,0.9856459903831825]",0.9856459903831825,30,0.014518607740135065,6,sG8gW,tanh,0.04338099139750351,0.1977482768682251,0.15
adam,63,0.7,200,129,"[0.9155102040816325,0.9840876000215196]",0.9840876000215196,10,0.020068329929864456,5,ADp9T,elu,0.05163724652839591,0.29371424999881124,0.15
adam,83,0.7,200,108,"[0.9561224489795919,0.9793981041914922]",0.9793981041914922,30,0.0005522567529222582,7,oC0zx,elu,0.005457338047081185,0.38861192472767403,0.15
adam,122,0.7,200,174,"[0.9615306122448979,0.9773836584372149]",0.9773836584372149,100,0.0008633691125456224,4,lSV6z,tanh,0.009974331074267219,0.25999200877701817,0.15
SGD,99,0.7,200,139,"[0.9122448979591835,0.941077586102373]",0.941077586102373,50,0.0013418323932454154,6,qFwj1,elu,0.013478557243101786,0.0029901466315344905,0.15
adam,109,0.7,200,183,"[0.9510204081632653,0.9757736798481215]",0.9757736798481215,30,0.00041915413383359235,5,mYrdv,relu,0.07020238919029852,0.20982634975097741,0.15
adam,89,0.7,200,160,"[0.9564285714285715,0.9818964892029098]",0.9818964892029098,70,0.007106944827354986,4,f2axr,tanh,0.060397636612696655,0.07622101689089011,0.15
adam,28,0.7,200,69,"[0.9416326530612243,0.9837917434762498]",0.9837917434762498,30,0.027769636390754495,6,pk0aK,elu,0.01680842838255077,0.15777941657772937,0.15
adam,103,0.7,200,98,"[0.9433673469387756,0.9886664136611328]",0.9886664136611328,5,0.002193129967283968,7,tPVox,elu,0.003805495253803623,0.2252428931749701,0.15
adam,140,0.7,200,84,"[0.9579591836734693,0.9900530167631946]",0.9900530167631946,5,0.0002886553229358798,9,ZuArk,tanh,0.0038486042683237385,0.27967756926488146,0.15
SGD,172,0.7,200,63,"[0.938673469387755,0.9524701433416661]",0.9524701433416661,5,3.180533292239317e-05,9,UeVkn,tanh,0.0023155875721352372,0.31393647001273817,0.15
adam,142,0.7,200,75,"[0.9518367346938776,0.9637697857986044]",0.9637697857986044,5,6.240747328416114e-06,10,arCJ4,tanh,0.0842788618020398,0.2965420842332151,0.15
adam,152,0.7,200,92,"[0.958469387755102,0.9773324818451827]",0.9773324818451827,5,1.5362210997996137e-05,9,xFFaW,tanh,0.007997040931908457,0.2277700403766468,0.15
adam,200,0.7,200,83,"[0.9597959183673469,0.9831132640005226]",0.9831132640005226,5,0.0002543825033273064,10,uInUq,tanh,0.06574326758270531,0.28271069697764767,0.15
adam,186,0.7,200,57,"[0.9540816326530612,0.9768922628967094]",0.9768922628967094,5,0.00013766937387887725,9,N1Ocz,tanh,0.00018253098677763592,0.2526533403775649,0.15
SGD,177,0.7,200,37,"[0.9341836734693876,0.9591512970083427]",0.9591512970083427,5,4.735911235748498e-05,9,wpFnM,tanh,2.986337565584517e-05,0.2677471094437732,0.15
adam,138,0.7,200,86,"[0.9581632653061225,0.9829843296857954]",0.9829843296857954,5,8.793675599011593e-05,10,GrwRT,tanh,0.07518360955291782,0.28181321210092447,0.15
adam,147,0.7,200,98,"[0.9582653061224491,0.9755271586656491]",0.9755271586656491,5,6.216333616527135e-05,8,OvxnP,tanh,0.020633078743886476,0.26329066835006554,0.15
adam,118,0.7,200,65,"[0.9408163265306122,0.9518735114069969]",0.9518735114069969,5,1.722467253828939e-06,8,leG9o,tanh,0.03539740748744808,0.21634901423348016,0.15
adam,165,0.7,200,26,"[0.958469387755102,0.9783414852575556]",0.9783414852575556,5,8.004009782219566e-06,10,IKQ54,tanh,0.02330654362054814,0.24518383095251495,0.15
SGD,131,0.7,200,49,"[0.9495918367346938,0.9631489756617289]",0.9631489756617289,5,0.0003137777044171534,10,KtiMe,tanh,0.014716442119335888,0.2304397585072992,0.15
adam,161,0.7,200,72,"[0.9571428571428571,0.9862891007156194]",0.9862891007156194,5,0.00048110952067799266,9,d9UuC,tanh,0.045906964670857385,0.3005417376757702,0.15
adam,170,0.7,200,45,"[0.9545918367346937,0.982979127332821]",0.982979127332821,5,0.0010845419942212642,8,h3E1g,tanh,0.012249864662412572,0.37290547174691524,0.15
adam,125,0.7,200,102,"[0.9544897959183674,0.978838635881063]",0.978838635881063,5,2.539752883205596e-05,9,cvCX0,relu,0.006479634590938476,0.1855915991966024,0.15
adam,112,0.7,200,119,"[0.9527551020408163,0.9851241514483282]",0.9851241514483282,5,0.004492432091391943,9,VIjok,tanh,0.09331926097549444,0.20183064879423607,0.15
SGD,183,0.7,200,54,"[0.9578571428571427,0.9700307419667598]",0.9700307419667598,5,0.0017579283242416795,8,sM5hp,tanh,0.03248654285698952,0.3162374356702366,0.15
adam,157,0.7,200,107,"[0.9489795918367347,0.9829493772715268]",0.9829493772715268,10,0.0007031912153979243,10,ChFgZ,relu,0.029672877700261068,0.3476686009252565,0.15
adam,140,0.7,200,88,"[0.9598979591836734,0.9738089007486096]",0.9738089007486096,100,0.00020651218859629635,7,QEMy5,tanh,0.02506356208578992,0.27548919596883004,0.15
adam,104,0.7,200,77,"[0.9609183673469388,0.9851593344092819]",0.9851593344092819,50,0.002648448961530811,8,uJmad,tanh,0.01728026729992655,0.32812515982744483,0.15
adam,193,0.7,200,58,"[0.9650000000000001,0.9882109469641296]",0.9882109469641296,5,0.006569427095503924,10,XMQSx,tanh,0.0037915032744998416,0.23723676185030232,0.15
adam,197,0.7,200,38,"[0.4107142857142857,0.9515119936231378]",0.9515119936231378,5,0.10597311117037866,9,oBwBo,tanh,0.0033380516968632055,0.3081763833970924,0.15
SGD,179,0.7,200,12,"[0.838469387755102,0.9839139976436139]",0.9839139976436139,5,0.15795268830380008,7,mOplZ,relu,0.04165156735016588,0.25454315642116465,0.15
adam,167,0.7,200,80,"[0.9691836734693877,0.9856416069505871]",0.9856416069505871,5,0.006897994876154416,10,Dj6K2,tanh,0.004272438112491912,0.22576314149887486,0.15
adam,193,0.7,200,33,"[0.5579081632653062,0.9303502573999254]",0.9303502573999254,5,0.3552014826886135,10,nR2Fv,tanh,0.037586282121782465,0.39723138222338367,0.15
adam,135,0.7,200,73,"[0.9573469387755102,0.9827904105148291]",0.9827904105148291,5,0.00011030416575384841,8,o02Eq,tanh,0.020517790282781015,0.23772425001106537,0.15
adam,173,0.7,200,93,"[0.6109183673469387,0.9502027982943566]",0.9502027982943566,5,0.06510306578795483,7,z7OIT,relu,0.0551860441641683,0.28677305482578686,0.15
SGD,153,0.7,200,67,"[0.9195918367346939,0.9278263262872157]",0.9278263262872157,5,1.4215359836168109e-05,9,SmLCH,tanh,0.009005333719095062,0.2711860654456884,0.15
adam,80,0.7,200,58,"[0.9657142857142859,0.9750447006806116]",0.9750447006806116,5,0.011674508833676303,10,pNqDB,tanh,0.011594528509219802,0.1716783100242361,0.15
adam,94,0.7,200,52,"[0.9636734693877551,0.9830962557152997]",0.9830962557152997,70,0.003501895141147609,10,lDElp,tanh,0.0014463512056893252,0.20851137911844242,0.15
adam,120,0.7,200,99,"[0.9626530612244897,0.9876206047955314]",0.9876206047955314,5,0.002096539014971902,10,SRLv3,tanh,0.015343871169973808,0.1951999335285733,0.15
adam,129,0.7,200,58,"[0.9541836734693877,0.9869225433884262]",0.9869225433884262,10,0.0011908112211098604,9,DDWLK,tanh,0.006760114202081663,0.2389231057046966,0.15
adam,74,0.7,200,115,"[0.9623469387755103,0.986475565710568]",0.986475565710568,5,0.005179443154321952,9,UYm4H,tanh,0.010339576670014441,0.21792710503433693,0.15
adam,145,0.7,200,83,"[0.9576530612244898,0.9777934773780659]",0.9777934773780659,100,0.0003826570058410083,10,lufaK,tanh,0.00826471971247877,0.17830462070480635,0.15
adam,87,0.7,200,47,"[0.957857142857143,0.9841188851556317]",0.9841188851556317,50,0.0007622888253270753,9,uqgma,tanh,0.017993861065701985,0.26431251445726817,0.15
adam,103,0.7,200,40,"[0.9620408163265306,0.9789603666780204]",0.9789603666780204,5,0.020430305515137675,10,TnDxz,tanh,0.026771464117158403,0.16448586339459934,0.15
adam,108,0.7,200,90,"[0.9596938775510203,0.9791402099098894]",0.9791402099098894,70,0.00016267286746610816,8,NZ06T,tanh,0.0045000557411523385,0.1843151153335359,0.15
adam,92,0.7,200,24,"[0.9645918367346938,0.9875448196165196]",0.9875448196165196,5,0.0015605271887072728,10,bj13V,tanh,0.0018378310161427983,0.23008941453062862,0.15
adam,149,0.7,200,111,"[0.9547959183673468,0.9838045180690476]",0.9838045180690476,5,0.0005701108417485251,9,hyvcq,tanh,0.021662199093936886,0.25865229242775206,0.15
