learning_rate,reward,layer_2,preweight,test_frac,train_frac,dropout,batch_size,regularization,layer_1,activation,epochs,trialJobId,optimizer,intermediate
0.024896550873815274,0.5723206684924594,29,8,0.15,0.7,0.10650405031742553,70,0.05007305661826754,117,tanh,200,WlzYT,adam,"[0.5681818181818181,0.5723206684924594]"
0.021921544096601468,0.5707858250279235,72,8,0.15,0.7,0.11045186118963424,70,0.049895727416856474,156,tanh,200,eD11Q,adam,"[0.5520661157024793,0.5707858250279235]"
0.0009710400605778186,0.46890601138768667,96,9,0.15,0.7,0.06285730001923154,70,0.05471898609228613,137,tanh,200,fzoVM,adam,"[0.547107438016529,0.46890601138768667]"
0.13302299939390555,0.4692180056750324,10,10,0.15,0.7,0.03739054348834431,70,0.0848919716071099,30,tanh,200,SInSw,SGD,"[0.5245867768595042,0.4692180056750324]"
0.0005478054419151272,0.5038496739343856,52,3,0.15,0.7,0.08521405296712022,70,0.03279764333322563,169,tanh,200,NXxZd,adam,"[0.553202479338843,0.5038496739343856]"
0.010455079863171256,0.5424001392736832,31,4,0.15,0.7,0.15852719300030746,70,0.036343058053075805,195,tanh,200,UBob3,adam,"[0.5440082644628099,0.5424001392736832]"
0.20810821897041035,0.5265483067962727,22,8,0.15,0.7,0.0018654861942943857,70,0.06527624841777861,179,tanh,200,CWaLI,adam,"[0.5293388429752067,0.5265483067962727]"
0.006433985218912398,0.4922133815810293,77,3,0.15,0.7,0.12486668315795735,30,0.07832754699456433,124,tanh,200,Hj950,adam,"[0.5448347107438017,0.4922133815810293]"
0.0986785816513492,0.4831728034341835,56,2,0.15,0.7,0.14802533139076013,100,0.02465482637437332,187,tanh,200,sGE4x,SGD,"[0.5671487603305785,0.4831728034341835]"
0.0015190732824797682,0.4817799670949495,66,4,0.15,0.7,0.024919607737149657,70,0.045760786882098725,152,tanh,200,X67RA,adam,"[0.5411157024793388,0.4817799670949495]"
0.0378601932799504,0.5678689359283704,28,5,0.15,0.7,0.07355488709454547,50,0.06874899929478545,118,elu,200,BOf0x,adam,"[0.5268595041322314,0.5678689359283704]"
0.0029556755676228715,0.5183362057184793,123,10,0.15,0.7,0.09604771365032987,100,0.06112182406422409,131,tanh,200,T4RGB,adam,"[0.5611570247933885,0.5183362057184793]"
0.0254843697372198,0.49772995816518567,43,3,0.15,0.7,0.1077973895424632,5,0.056172887432252495,175,elu,200,ey1El,SGD,"[0.5291322314049587,0.49772995816518567]"
0.01532655989193379,0.5484429028722875,80,6,0.15,0.7,0.1718511991308048,100,0.03930316384060839,157,tanh,200,W7qDB,adam,"[0.5363636363636364,0.5484429028722875]"
0.38272907431257946,0.5432194915761317,13,8,0.15,0.7,0.15630296589666554,70,0.07408889094982173,143,elu,200,p55VX,adam,"[0.468801652892562,0.5432194915761317]"
0.05800627421883663,0.5468064451107068,38,5,0.15,0.7,0.2109701955711769,30,0.09240058532539318,165,tanh,200,X44ca,adam,"[0.5460743801652892,0.5468064451107068]"
0.00013277027851771515,0.487869384957221,136,4,0.15,0.7,0.13747122047095328,100,0.052386488223730154,182,elu,200,cmdfK,SGD,"[0.5163223140495867,0.487869384957221]"
0.16467129072742445,0.5110099592705949,70,2,0.15,0.7,0.3337272371512291,50,0.03482675598632315,148,elu,200,Hk7Ic,adam,"[0.5433884297520661,0.5110099592705949]"
0.08448343986502276,0.5338867935899436,155,3,0.15,0.7,0.12192324763314795,100,0.04920586870699477,189,tanh,200,KEVeR,adam,"[0.5351239669421487,0.5338867935899436]"
0.04544492184646983,0.5364432196452172,85,9,0.15,0.7,0.18350380905922653,70,0.01627798931902395,161,elu,200,tRUig,adam,"[0.5741735537190082,0.5364432196452172]"
0.24809725336313226,0.5203657536508097,105,7,0.15,0.7,0.3586304553921297,5,0.06521068549099135,112,tanh,200,fGbNM,adam,"[0.4758264462809917,0.5203657536508097]"
0.004104691019407829,0.44403422310370405,90,3,0.15,0.7,0.04388927206597798,100,0.021532410781981433,127,elu,200,hPXb7,SGD,"[0.5549586776859503,0.44403422310370405]"
0.1167222964487126,0.5151037963863161,35,9,0.15,0.7,0.022521131142295717,30,0.05903293937111679,196,tanh,200,cw5D8,adam,"[0.5111570247933883,0.5151037963863161]"
0.001037505405517762,0.42442580591928875,59,6,0.15,0.7,0.25237177802738037,100,0.09965840016815754,48,elu,200,zjGSm,adam,"[0.5235537190082644,0.42442580591928875]"
0.005399490613476614,0.5607612914321379,17,2,0.15,0.7,0.06675015397579366,70,0.03759070650161346,60,tanh,200,UEGqt,adam,"[0.5801652892561984,0.5607612914321379]"
0.00860293622836388,0.5574121035365524,50,4,0.15,0.7,0.19571225961984673,50,0.026984371774339325,171,elu,200,DVWbL,adam,"[0.5576446280991736,0.5574121035365524]"
0.0004574466370095958,0.45349970388419464,113,5,0.15,0.7,0.23437603704218082,100,0.03127903332524512,97,relu,200,BElgx,SGD,"[0.5380165289256198,0.45349970388419464]"
0.0002517746889341899,0.45604493060004747,100,8,0.15,0.7,0.30612041330256623,5,0.044512332783932476,139,relu,200,D9m2X,adam,"[0.5640495867768596,0.45604493060004747]"
2.264637582384394e-05,0.45897172164852484,28,2,0.15,0.7,0.3834410950914785,100,0.07265077262592888,69,elu,200,BUFRI,adam,"[0.5208677685950414,0.45897172164852484]"
0.011639533802239732,0.5476149697877636,42,7,0.15,0.7,0.1423751375107314,70,0.04070243191509632,22,tanh,200,G1qod,adam,"[0.5483471074380165,0.5476149697877636]"
0.039228155257091245,0.5035717330734333,182,10,0.15,0.7,0.3186886197384954,100,0.07695788987707328,85,relu,200,EK4L5,adam,"[0.5316115702479339,0.5035717330734333]"
0.0028599985100258986,0.4811287742938575,64,4,0.15,0.7,0.07843030335541808,30,0.053987347537629064,152,elu,200,xF9Ir,SGD,"[0.5409090909090908,0.4811287742938575]"
0.0665936191898366,0.5447839950191194,22,6,0.15,0.7,0.1270120939311864,70,0.06889292153863795,107,relu,200,XF0vy,adam,"[0.5448347107438016,0.5447839950191194]"
0.0018547823583771987,0.5005501826951033,56,3,0.15,0.7,0.26385082214951877,50,0.04668005348451678,166,tanh,200,qqcWK,adam,"[0.543801652892562,0.5005501826951033]"
0.49868436993178894,0.5858483120482152,81,5,0.15,0.7,0.05074428577158638,100,0.08645345186416205,113,elu,200,QjosA,adam,"[0.5225206611570247,0.5858483120482152]"
0.28403365263393,0.540500080410948,118,5,0.15,0.7,0.050670841667651734,100,0.09494253078109527,191,elu,200,xYdTV,adam,"[0.5561983471074381,0.540500080410948]"
0.37532698756047594,0.5236318441502593,147,4,0.15,0.7,0.28361169224525584,100,0.08827841931730485,52,elu,200,vTEVa,adam,"[0.5148760330578513,0.5236318441502593]"
0.48956038800275015,0.47345480241125726,132,4,0.15,0.7,0.017003833022867995,100,0.08110338351101644,135,elu,200,ACKog,SGD,"[0.5384297520661157,0.47345480241125726]"
0.2161405299496189,0.5171154720135914,91,5,0.15,0.7,0.20574342843004773,100,0.0854871064836433,77,elu,200,PkPdE,adam,"[0.5659090909090909,0.5171154720135914]"
0.15825126017258406,0.5710657117055804,80,3,0.15,0.7,0.2950904322125989,100,0.08003347231179327,13,elu,200,aoJJN,adam,"[0.5311983471074381,0.5710657117055804]"
0.11382159094302376,0.5445619236708386,95,3,0.15,0.7,0.3404606047247225,100,0.06350784373966921,39,elu,200,FHqCG,adam,"[0.5440082644628099,0.5445619236708386]"
6.995389581028887e-06,0.4486845720565487,165,2,0.15,0.7,0.09347230957519614,100,0.09166374459823722,177,elu,200,NG7ju,adam,"[0.49504132231404957,0.4486845720565487]"
0.07400485314057763,0.47247262912486476,110,4,0.15,0.7,0.23736377436202277,100,0.07541128410043373,112,elu,200,Jj5TX,SGD,"[0.5506198347107438,0.47247262912486476]"
0.016343755475434082,0.5357531338927309,126,2,0.15,0.7,0.3273924536596785,100,0.083479169753568,198,elu,200,Vt8Tr,adam,"[0.5456611570247933,0.5357531338927309]"
0.0008106761543951419,0.45483641021589233,100,5,0.15,0.7,0.2516836930382948,5,0.09523644517107077,158,elu,200,uqYkY,adam,"[0.549380165289256,0.45483641021589233]"
7.087696259465655e-05,0.5092656644168398,73,3,0.15,0.7,0.2700135291100995,100,0.005720184490906645,183,relu,200,AED2A,adam,"[0.4979338842975207,0.5092656644168398]"
0.030477267832598194,0.5409743938340089,69,4,0.15,0.7,0.011885230219183529,30,0.09840605792176205,122,elu,200,rWaSL,adam,"[0.5417355371900825,0.5409743938340089]"
0.4848842991701214,0.4714680109503533,142,5,0.15,0.7,0.16634478409773606,100,0.07208819945111983,172,elu,200,uNd0R,SGD,"[0.537809917355372,0.4714680109503533]"
0.006531204732527892,0.47391966171477795,83,3,0.15,0.7,0.3525981248193469,50,0.09017465135615044,93,relu,200,KXwhh,adam,"[0.5353305785123966,0.47391966171477795]"
0.34508176290796105,0.5734097699361619,76,2,0.15,0.7,0.033276379198906386,100,0.06720973919992869,142,elu,200,SlQul,adam,"[0.4965909090909091,0.5734097699361619]"
0.15997539115657614,0.5229077623931271,120,3,0.15,0.7,0.2153847041413981,100,0.05774490051832542,154,relu,200,PRx8c,adam,"[0.5216942148760332,0.5229077623931271]"
0.04885485058141282,0.550179661108148,103,6,0.15,0.7,0.1155847175763871,5,0.08737566928318992,97,elu,200,DsNii,adam,"[0.5115702479338844,0.550179661108148]"
1.754182201252253e-06,0.44534627720095143,98,2,0.15,0.7,0.17929786748946092,100,0.06999498480392144,146,relu,200,k6emk,SGD,"[0.45599173553719,0.44534627720095143]"
0.013121602041518604,0.48842508554957237,60,4,0.15,0.7,0.3738884825571347,30,0.06152351058252143,34,elu,200,qDxkJ,adam,"[0.547107438016529,0.48842508554957237]"
0.01781042521901096,0.511253088535524,107,4,0.15,0.7,0.14792269419634857,10,0.04827755183321925,45,elu,200,vTdHu,adam,"[0.5048553719008265,0.511253088535524]"
0.08569115016846596,0.5222325926155826,114,5,0.15,0.7,0.22388773630275843,100,0.009172411027960535,120,relu,200,ie3Po,adam,"[0.5326446280991737,0.5222325926155826]"
0.2830395644999427,0.5291296125759686,92,2,0.15,0.7,0.31254379243301905,50,0.028065437633585592,133,elu,200,rTdIl,adam,"[0.49524793388429744,0.5291296125759686]"
3.216907565602439e-05,0.4359970646709832,194,6,0.15,0.7,0.002993359359385536,100,0.017912685399217754,200,relu,200,R8XcB,SGD,"[0.5140495867768595,0.4359970646709832]"
0.0013008738070300117,0.5494806050894312,47,4,0.15,0.7,0.29920741182741095,5,0.02376872980684825,162,elu,200,ea6yA,adam,"[0.577892561983471,0.5494806050894312]"
0.004423173576665517,0.4786611950426293,86,3,0.15,0.7,0.0495663074528499,100,0.08565088177173161,62,relu,200,b2S16,adam,"[0.5489669421487603,0.4786611950426293]"
0.21268754229152181,0.5201508245022713,171,2,0.15,0.7,0.24302315864354032,10,0.07764974104304316,185,elu,200,D5MQe,adam,"[0.5159090909090909,0.5201508245022713]"
0.00019056518699837088,0.46347961068852195,53,5,0.15,0.7,0.06287608113851281,100,0.0518819347345421,168,elu,200,fxqwr,adam,"[0.49400826446281,0.46347961068852195]"
0.021055482810790716,0.4951020410610257,35,3,0.15,0.7,0.2767552753844601,30,0.033440148145206995,56,relu,200,eiLWt,SGD,"[0.5258264462809917,0.4951020410610257]"
0.11754674634113339,0.5790717703787275,155,4,0.15,0.7,0.19610472574572962,50,0.04276654000432411,71,elu,200,DdUKz,adam,"[0.552892561983471,0.5790717703787275]"
0.12926539661246308,0.5537375873002139,153,6,0.15,0.7,0.19850789353592396,50,0.04062015883478121,71,elu,200,OILDM,adam,"[0.5851239669421486,0.5537375873002139]"
0.008620332459888132,0.5661981814179338,164,5,0.15,0.7,0.38762423940181395,50,0.020128590694903206,27,elu,200,Ef8eG,adam,"[0.5725206611570248,0.5661981814179338]"
0.49805840386039185,0.512577714957623,183,4,0.15,0.7,0.15857337445395295,50,0.013264314316863899,86,elu,200,z0G3p,adam,"[0.5193181818181818,0.512577714957623]"
0.03235985836243366,0.5509684106154945,158,5,0.15,0.7,0.1898305644865274,50,0.04378516236653016,77,elu,200,HxB11,adam,"[0.5557851239669421,0.5509684106154945]"
0.3726781157308138,0.5373569045124644,179,6,0.15,0.7,0.2653693042873697,50,0.0312319099741956,53,elu,200,OcMWB,SGD,"[0.559297520661157,0.5373569045124644]"
0.06633143319056735,0.5666549410944329,187,4,0.15,0.7,0.17060433609169895,50,0.038141020343790626,64,elu,200,MTlkf,adam,"[0.5419421487603305,0.5666549410944329]"
0.10098518434626053,0.5318587116948232,148,3,0.15,0.7,0.20800011913656494,50,0.056641363226082014,89,elu,200,zHP9z,adam,"[0.5394628099173554,0.5318587116948232]"
0.045229664886676735,0.5423632874921236,133,4,0.15,0.7,0.254673196745968,50,0.0540325786180776,66,elu,200,EIvqc,adam,"[0.5508264462809918,0.5423632874921236]"
0.025896387790967857,0.5449094190436149,122,3,0.15,0.7,0.14041599697719584,50,0.04201731164398202,106,elu,200,wpOwJ,adam,"[0.5878099173553719,0.5449094190436149]"
0.1710139454236234,0.5322688478793756,161,4,0.15,0.7,0.18265737319896624,100,0.05982666155240956,80,elu,200,tGyIR,adam,"[0.5320247933884298,0.5322688478793756]"
0.2314961122343129,0.5441570849230182,173,4,0.15,0.7,0.2208381739541949,100,0.046991991895367236,129,elu,200,h8osc,adam,"[0.5180785123966942,0.5441570849230182]"
0.05965440926432992,0.5387202156857294,143,3,0.15,0.7,0.22950798045798323,50,0.036126417922959154,73,elu,200,c7XEU,adam,"[0.5636363636363637,0.5387202156857294]"
0.3290365111735723,0.524131538516882,137,5,0.15,0.7,0.28946933075474396,100,0.06363699116733455,114,elu,200,GkeYn,adam,"[0.5185950413223142,0.524131538516882]"
0.00354690651157259,0.5249802809975697,88,5,0.15,0.7,0.1307942108869281,5,0.034473690322714134,98,relu,200,NQtZN,adam,"[0.5524793388429752,0.5249802809975697]"
0.1340102217668686,0.5013328084728709,150,2,0.15,0.7,0.1535735700369817,10,0.044402763950194664,24,elu,200,JJ9Z1,adam,"[0.5001033057851239,0.5013328084728709]"
