regularization,epochs,dropout,train_frac,optimizer,activation,intermediate,learning_rate,trialJobId,preweight,layer_2,test_frac,layer_1,reward,batch_size
0.0902629525839093,200,0.39862930746545794,0.7,adam,relu,"[0.5,0.4774469532542386]",0.09991956113323656,xiupp,6,64,0.15,22,0.4774469532542386,10
0.059726968414040155,200,0.05680020231247447,0.7,SGD,tanh,"[0.5057851239669422,0.49759810180976877]",0.0005831216359871212,kU3eF,7,98,0.15,55,0.49759810180976877,70
0.033275532934497365,200,0.2236608403736472,0.7,adam,elu,"[0.5386363636363636,0.556618782151416]",0.013375841812856275,Rei3P,5,129,0.15,119,0.556618782151416,30
0.006014590747421871,200,0.09347201483462075,0.7,SGD,relu,"[0.556198347107438,0.620232650193829]",0.04271318038040799,r6hCo,9,149,0.15,171,0.620232650193829,5
0.03810051695463375,200,0.03490129755020949,0.7,adam,tanh,"[0.5688016528925619,0.5458483880892302]",6.613848752978554e-05,Dt7WR,10,79,0.15,101,0.5458483880892302,50
0.02819536622106702,200,0.3711010477945085,0.7,adam,elu,"[0.5338842975206612,0.5533009425027349]",0.0014676907015665239,SZosp,8,161,0.15,85,0.5533009425027349,70
0.0800239518708145,200,0.19745306211038016,0.7,SGD,tanh,"[0.5898760330578513,0.5347020420987636]",0.25627403672205784,kbtBO,9,182,0.15,136,0.5347020420987636,100
0.02233811720665735,200,0.16473268526701074,0.7,adam,elu,"[0.5227272727272728,0.5921497660971643]",0.009020089695822077,IrfzO,7,116,0.15,28,0.5921497660971643,30
0.05903139300798749,200,0.33803613892509865,0.7,SGD,relu,"[0.4845041322314049,0.4478045112257707]",0.00012790560570390778,d3yK9,4,199,0.15,37,0.4478045112257707,5
0.017439197942044425,200,0.2674304226439965,0.7,adam,tanh,"[0.5330578512396694,0.42729992342766077]",1.1359431646401471e-06,WEyyf,6,10,0.15,17,0.42729992342766077,10
0.04265468484247337,200,0.1435051080742206,0.7,SGD,relu,"[0.5130165289256199,0.46403136592484184]",0.00026523566013750185,bGRGj,10,28,0.15,69,0.46403136592484184,70
0.0317698055939939,200,0.20581726035664458,0.7,adam,elu,"[0.503202479338843,0.4726066804655426]",0.1716687671310026,OdTGS,8,70,0.15,60,0.4726066804655426,30
0.01309893477077024,200,0.30166236172255245,0.7,SGD,relu,"[0.5322314049586777,0.623255601226395]",0.003601487872954165,UYaUL,9,58,0.15,110,0.623255601226395,10
0.0025049443349233133,200,0.3757028674021934,0.7,adam,elu,"[0.5725206611570247,0.6111182686368375]",0.000791706515490304,hv15f,7,165,0.15,93,0.6111182686368375,50
0.007192804104524608,200,0.17268583213717426,0.7,SGD,tanh,"[0.5431818181818182,0.4932965479034797]",1.415046797253861e-05,x1hoT,2,184,0.15,144,0.4932965479034797,30
0.048402872792585996,200,0.06328584728217987,0.7,SGD,relu,"[0.5332644628099174,0.5430028980539328]",0.07296715855964268,xlYcM,8,86,0.15,53,0.5430028980539328,5
0.05456989765175961,200,0.24514002019153264,0.7,adam,elu,"[0.48946280991735536,0.5112295354128207]",0.03222596088392824,VmTdu,6,152,0.15,74,0.5112295354128207,10
0.06302473025891772,200,0.13225189717742375,0.7,SGD,relu,"[0.5181818181818182,0.5275460950853558]",0.015126625164335298,ssuwO,9,102,0.15,183,0.5275460950853558,100
0.0834415585070309,200,0.11353899849385496,0.7,adam,elu,"[0.5427685950413224,0.5888042835893307]",0.002263199131669634,l0GJN,10,141,0.15,44,0.5888042835893307,70
0.07257943175001454,200,0.21760271184463867,0.7,SGD,tanh,"[0.572107438016529,0.4495173068737728]",5.600020435080177e-06,PmzZW,5,44,0.15,85,0.4495173068737728,30
0.04011013468905648,200,0.1960478660461779,0.7,adam,relu,"[0.5066115702479338,0.488119597523281]",0.00763235091918414,uKNqm,7,19,0.15,63,0.488119597523281,10
0.025392705266371822,200,0.029776277583797278,0.7,SGD,elu,"[0.575,0.5731777829344091]",0.005495274446425882,A2eJm,10,113,0.15,15,0.5731777829344091,50
0.03383026500325191,200,0.10217866500574277,0.7,adam,relu,"[0.5295454545454545,0.5014138915630806]",0.04901573679813073,eNFXw,8,195,0.15,33,0.5014138915630806,30
0.022078700124732765,200,0.24314155336708368,0.7,SGD,elu,"[0.518595041322314,0.4564317235057588]",2.8353722343192962e-05,ihWUc,4,133,0.15,159,0.4564317235057588,10
0.009361467512194209,200,0.15487749400007575,0.7,adam,relu,"[0.5394628099173554,0.590928622120825]",8.551914363065918e-05,QoGPr,9,92,0.15,25,0.590928622120825,5
0.01360249872969099,200,0.21563270701478748,0.7,adam,elu,"[0.5723140495867769,0.6193059226678048]",0.0011196843678590146,UT9z7,3,37,0.15,164,0.6193059226678048,70
0.0026828690481032775,200,0.2733357133583655,0.7,adam,elu,"[0.4962809917355372,0.4980318675984673]",0.021177062831953967,qKVfT,3,53,0.15,193,0.4980318675984673,70
0.018568435282183132,200,0.26236056615579123,0.7,adam,elu,"[0.5546487603305785,0.6002971814852877]",0.00020185081863495488,D9vpI,5,64,0.15,153,0.6002971814852877,70
0.0005591200676186639,200,0.29104721295275343,0.7,adam,elu,"[0.5708677685950413,0.6261527969407797]",0.0005105550123298316,qHf0D,3,35,0.15,199,0.6261527969407797,70
0.01368026475715793,200,0.32609974169690326,0.7,adam,elu,"[0.5448347107438016,0.5852627579571592]",0.0005776348291765619,YlpEp,4,25,0.15,121,0.5852627579571592,70
0.00026806863729311904,200,0.29405489089670245,0.7,adam,elu,"[0.5462809917355372,0.56297299549924]",0.0003732283099355344,LjzmD,3,30,0.15,180,0.56297299549924,70
0.005489154721622294,200,0.23518917309516885,0.7,adam,elu,"[0.5272727272727272,0.5869255006053289]",0.0033827437043691456,V9igT,2,34,0.15,104,0.5869255006053289,70
0.0211727996543397,200,0.35123465948984944,0.7,adam,elu,"[0.5462809917355372,0.6090131851963688]",0.00017324462829851586,GOjhU,7,16,0.15,200,0.6090131851963688,30
0.009468753495651176,200,0.17448400421350851,0.7,adam,elu,"[0.5574380165289256,0.5558818970717051]",0.001887158624629059,sOsiw,5,45,0.15,41,0.5558818970717051,100
0.02787087065028724,200,0.19182465780015712,0.7,adam,elu,"[0.5278925619834711,0.5834983344608805]",0.0012134306275824957,waE7K,8,74,0.15,10,0.5834983344608805,10
0.03510917174768507,200,0.28989898183722984,0.7,adam,tanh,"[0.5483471074380165,0.5962955491511439]",0.01120544036972673,GqK2D,9,22,0.15,18,0.5962955491511439,70
0.01579970597669468,200,0.13391936229498885,0.7,SGD,relu,"[0.4911157024793388,0.44488081742119173]",3.594362104694547e-05,pdKzd,2,51,0.15,134,0.44488081742119173,30
0.02426624113319032,200,0.08657830902431309,0.7,adam,elu,"[0.5361570247933884,0.6497383744903571]",0.006137620803523663,M65By,6,10,0.15,48,0.6497383744903571,50
0.030727521226703962,200,0.03992928018787739,0.7,SGD,elu,"[0.5460743801652892,0.5908230787406571]",0.1003166668640504,NUC6t,6,168,0.15,49,0.5908230787406571,50
0.024033043905892885,200,0.08211323523835597,0.7,adam,relu,"[0.5663223140495868,0.570044544991472]",0.005975686356437932,NsMyt,7,16,0.15,75,0.570044544991472,50
0.03742719679786338,200,0.09476236903888716,0.7,adam,tanh,"[0.5136363636363637,0.5773053178829689]",0.018037959631328218,cOPBM,8,11,0.15,60,0.5773053178829689,50
0.04108667991510719,200,0.006618974218040113,0.7,SGD,elu,"[0.5297520661157024,0.5741842996652264]",0.029278394585216035,cW121,6,124,0.15,81,0.5741842996652264,50
0.04406774215809649,200,0.06756545640139641,0.7,adam,relu,"[0.4965909090909092,0.49246971396958344]",0.19185853825411225,K2Lxk,5,157,0.15,25,0.49246971396958344,50
0.04740229464422088,200,0.021504956944322334,0.7,SGD,elu,"[0.5735537190082645,0.5576077048495979]",0.0029976568209384713,Z8FTq,6,59,0.15,32,0.5576077048495979,10
0.01171261631385426,200,0.15376648381261626,0.7,adam,relu,"[0.5365702479338842,0.5142650380620639]",0.05699418169533868,E58i3,10,42,0.15,39,0.5142650380620639,50
0.016813479078767457,200,0.05175213431448956,0.7,SGD,elu,"[0.5229338842975205,0.48029882440029664]",0.0008058518465562954,DaZwg,7,187,0.15,66,0.48029882440029664,50
0.0519572873383442,200,0.11716217124339166,0.7,adam,tanh,"[0.5636363636363637,0.5793725186773735]",0.0002915073589531599,HwpGz,9,146,0.15,91,0.5793725186773735,5
0.029265142575603153,200,0.16605654647380327,0.7,SGD,relu,"[0.5041322314049587,0.4741180428993833]",0.007464931899124585,YwVRX,8,75,0.15,46,0.4741180428993833,100
0.007013949606816566,200,0.07726615142454848,0.7,adam,elu,"[0.6070247933884299,0.6049023737171669]",0.004678657424717061,zTH0Q,10,63,0.15,53,0.6049023737171669,30
0.02642849304799458,200,0.10574884546509776,0.7,SGD,elu,"[0.5270661157024793,0.5833154636723189]",0.039393724206078576,bCdXk,7,100,0.15,14,0.5833154636723189,10
0.05658299309691761,200,0.13874602375666992,0.7,adam,relu,"[0.5103305785123966,0.5064891405983096]",0.009879641061544603,V2bl3,8,86,0.15,21,0.5064891405983096,50
0.01981612840931985,200,0.12495520023780732,0.7,adam,tanh,"[0.5317148760330579,0.48726918713021716]",0.42215620231830114,hv7cY,9,176,0.15,98,0.48726918713021716,30
0.015715998172789132,200,0.15026346959494102,0.7,SGD,elu,"[0.5417355371900827,0.583233161841858]",0.0026794683685669876,l2N3z,6,50,0.15,29,0.583233161841858,10
0.023236444045620752,200,0.1832746265933887,0.7,adam,relu,"[0.5,0.5193699829995666]",0.024017572633509787,qHfOM,5,111,0.15,70,0.5193699829995666,5
0.0032683066024721524,200,0.20971320780786146,0.7,SGD,elu,"[0.5198347107438017,0.6222929912296976]",0.08521448401413077,fV1pc,4,119,0.15,59,0.6222929912296976,30
0.036639905482729364,200,0.041790331524084415,0.7,adam,relu,"[0.5210743801652892,0.5692593626024036]",0.01242479746600928,zdeSX,10,31,0.15,79,0.5692593626024036,100
0.03183945246321829,200,0.0870338535876328,0.7,SGD,elu,"[0.5334710743801653,0.5856962212392511]",0.1376976328487864,xazoc,9,22,0.15,35,0.5856962212392511,10
0.03954530551333535,200,0.2233878778981613,0.7,adam,tanh,"[0.5537190082644627,0.6090717381846231]",0.0017873563875302103,uGPtF,7,136,0.15,56,0.6090717381846231,50
0.02047862238105606,200,0.11409397720155323,0.7,adam,elu,"[0.5086776859504132,0.5088033143659685]",0.24650762804744628,KoEFk,8,12,0.15,51,0.5088033143659685,30
0.0078038507665495645,200,0.071756140774768,0.7,SGD,relu,"[0.5113636363636364,0.4633912904385622]",0.0013642479318173018,Xxswu,7,40,0.15,115,0.4633912904385622,10
0.010553216301214021,200,0.17264222730356316,0.7,adam,elu,"[0.524793388429752,0.5687555629893442]",0.0036453334302492257,mog7t,9,129,0.15,43,0.5687555629893442,50
0.09313961889315595,200,0.0015556519159065502,0.7,SGD,relu,"[0.5444214876033058,0.5295155630965268]",0.00091265643637963,iIOqN,6,95,0.15,12,0.5295155630965268,5
0.06934209089660531,200,0.19187081886174648,0.7,adam,elu,"[0.5535123966942149,0.6327121035797649]",0.0006565100351826117,LjDcZ,10,193,0.15,39,0.6327121035797649,30
0.049461034245235874,200,0.20389352093452592,0.7,adam,tanh,"[0.5545454545454545,0.6232697523304063]",0.00034213544029676116,f23Dh,8,169,0.15,27,0.6232697523304063,100
0.061532237128327866,200,0.25630257453346406,0.7,SGD,elu,"[0.5795454545454545,0.5620822814301423]",0.016472267119798583,QDDH0,7,107,0.15,63,0.5620822814301423,10
0.034746078288953625,200,0.16223069040156357,0.7,adam,relu,"[0.518595041322314,0.5291087806507417]",0.061393136269342764,sjfMm,4,26,0.15,19,0.5291087806507417,50
0.02528939087733304,200,0.017076270668503465,0.7,adam,elu,"[0.47603305785123967,0.6220115367411323]",0.10912537705525414,cW2qq,8,155,0.15,88,0.6220115367411323,30
0.017706440659901748,200,0.0977039955537989,0.7,SGD,relu,"[0.5638429752066115,0.6048710640135979]",0.006829838226139794,PB8iW,10,82,0.15,47,0.6048710640135979,10
0.012351265437202842,200,0.13251872444798563,0.7,adam,elu,"[0.5681818181818181,0.6092833748026172]",0.00438824439390517,cEoW2,6,57,0.15,97,0.6092833748026172,50
0.014789876225470636,200,0.0581330697798189,0.7,SGD,elu,"[0.509090909090909,0.45790102423125256]",6.055807616868551e-05,mxInV,9,19,0.15,105,0.45790102423125256,5
0.004836855660193359,200,0.26690549969700883,0.7,adam,tanh,"[0.5274793388429752,0.5763211163640288]",0.008682228878682797,EJ4t3,7,48,0.15,142,0.5763211163640288,30
0.0444799599928931,200,0.23826956418870138,0.7,adam,relu,"[0.5101239669421489,0.4979399867428899]",0.00010055759587559983,s2Wwv,5,67,0.15,123,0.4979399867428899,100
0.028541125715550526,200,0.048805073435783955,0.7,SGD,elu,"[0.5109504132231405,0.5170639995559614]",0.00045553207113865007,Icuyx,8,104,0.15,75,0.5170639995559614,10
0.07506474394816885,200,0.17813937897357615,0.7,adam,relu,"[0.5619834710743802,0.5498795080602228]",0.002262673668425591,dFIJB,4,180,0.15,83,0.5498795080602228,50
0.031357408657599416,200,0.22720333663901426,0.7,SGD,elu,"[0.5316115702479338,0.4175942400704019]",6.452553890494845e-06,lCXrT,9,187,0.15,23,0.4175942400704019,30
0.06513563165562354,200,0.14653588355828578,0.7,adam,elu,"[0.4898760330578512,0.4878115681534019]",0.03066800430374657,ALTn3,5,33,0.15,35,0.4878115681534019,10
0.0017277233177955958,200,0.10764267900023,0.7,adam,tanh,"[0.5574380165289256,0.6115631555711973]",0.0001424157611746339,FPep1,6,130,0.15,67,0.6115631555711973,50
0.042312318119852046,200,0.1259583088609276,0.7,SGD,relu,"[0.5785123966942148,0.6122973556317537]",0.019383672229593283,NhH0u,10,85,0.15,30,0.6122973556317537,5
0.026523528987851576,200,0.024325994110244192,0.7,adam,elu,"[0.5429752066115702,0.5432638420958021]",0.04643370136538401,TzyWK,7,199,0.15,57,0.5432638420958021,30
0.02290363958767619,200,0.30784850799653085,0.7,SGD,relu,"[0.5113636363636365,0.48966277892760185]",1.4211786083004343e-06,hXISF,9,139,0.15,15,0.48966277892760185,100
0.08792158232275238,200,0.16946604231230622,0.7,adam,elu,"[0.4821280991735537,0.4919213784521316]",0.2961100720154794,mSUFt,8,90,0.15,51,0.4919213784521316,50
0.0521650061528009,200,0.1591113501252649,0.7,adam,elu,"[0.5132231404958676,0.5343354486730459]",0.0061368043202853,izjhz,5,120,0.15,72,0.5343354486730459,10
0.05576895740456877,200,0.08867749502079839,0.7,SGD,tanh,"[0.5477272727272727,0.5790847516374892]",0.013015263582296913,K7Osq,6,150,0.15,89,0.5790847516374892,30
0.009168631793019362,200,0.21090492841042838,0.7,adam,relu,"[0.5530991735537192,0.5888937860024976]",0.001542899708187711,AenDv,7,75,0.15,41,0.5888937860024976,10
0.03301213156833684,200,0.24866580839205707,0.7,SGD,elu,"[0.5371900826446281,0.5118190600701433]",0.0026144959474856044,QxVUY,8,144,0.15,111,0.5118190600701433,50
0.018923026135396846,200,0.18896003659485494,0.7,adam,relu,"[0.5431818181818182,0.5907561702583604]",0.00022716678251348885,ZS4Hv,10,160,0.15,46,0.5907561702583604,30
0.005841391704024864,200,0.32382557907951803,0.7,adam,elu,"[0.49876033057851243,0.47319848919984897]",0.024362452393566898,vEExP,9,19,0.15,63,0.47319848919984897,5
8.161191491184994e-05,200,0.1209394930903711,0.7,SGD,elu,"[0.5429752066115704,0.5257749983947141]",0.000978169650061879,EuHR3,10,37,0.15,26,0.5257749983947141,10
0.01123411981040525,200,0.277740401734755,0.7,adam,tanh,"[0.5619834710743803,0.5768930637799203]",0.010142845769815922,iDsmr,3,55,0.15,126,0.5768930637799203,70
0.03873959806550439,200,0.383285724420035,0.7,SGD,relu,"[0.4964876033057851,0.4623650642322142]",0.004699581206218856,XbQbx,4,10,0.15,11,0.4623650642322142,100
0.04551259753417831,200,0.21632405217903122,0.7,adam,elu,"[0.48078512396694206,0.5346537375658488]",0.07315410660455787,fdL4t,8,62,0.15,32,0.5346537375658488,50
0.014328845883559444,200,0.19914114556986387,0.7,adam,relu,"[0.5092975206611571,0.48685437726812475]",0.19453023441769648,CmPbT,9,43,0.15,19,0.48685437726812475,30
0.004015787271658555,200,0.14150474558942305,0.7,SGD,elu,"[0.5516528925619835,0.6337440333207183]",0.036056912670979116,i1pnL,6,70,0.15,77,0.6337440333207183,10
0.021296029882333107,200,0.08309662744998188,0.7,adam,elu,"[0.5107438016528926,0.48738903112875265]",2.3768640893162755e-05,QtQYE,7,111,0.15,39,0.48738903112875265,50
0.029860669597738632,200,0.06263263864317167,0.7,SGD,tanh,"[0.5237603305785125,0.45392893239570176]",0.0006668290232458631,GWmd6,9,168,0.15,153,0.45392893239570176,30
0.017069520081033355,200,0.10889920749475626,0.7,adam,relu,"[0.5491735537190083,0.5257089237690573]",7.89594082762449e-06,ch1aF,8,47,0.15,117,0.5257089237690573,5
0.035053719438582695,200,0.15105020568134767,0.7,adam,elu,"[0.5570247933884298,0.5959483144842265]",0.0034655877818988486,telZW,7,28,0.15,107,0.5959483144842265,70
0.024117780800838786,200,0.09814091152279847,0.7,SGD,relu,"[0.4987603305785123,0.4591420043962547]",7.793224846037253e-05,BPBJA,5,95,0.15,97,0.4591420043962547,10
0.03647062711456757,200,0.1815696030629222,0.7,adam,elu,"[0.5694214876033058,0.4799479417412611]",3.7306403629002406e-06,ZeIPZ,6,177,0.15,176,0.4799479417412611,100
0.007434928837247549,200,0.037481933216785654,0.7,SGD,elu,"[0.4971074380165289,0.4755772617488766]",0.0012464697934321998,sh6yC,10,78,0.15,23,0.4755772617488766,50
0.041465422176060585,200,0.07181205880006354,0.7,adam,tanh,"[0.5830578512396695,0.5279003306762282]",4.067457624164339e-05,ImcE0,8,23,0.15,60,0.5279003306762282,30
0.04806157482173533,200,0.24093333229947972,0.7,adam,relu,"[0.5223140495867769,0.5798471976039513]",0.0020054984918024374,mLkuj,9,171,0.15,70,0.5798471976039513,10
0.02598845239040306,200,0.23024665729835941,0.7,SGD,elu,"[0.4946280991735537,0.4766178433484848]",0.00018492537465498565,lNWkJ,7,165,0.15,55,0.4766178433484848,50
0.02775908476220857,200,0.13687733924343123,0.7,adam,relu,"[0.5221074380165289,0.5021275062692748]",0.016074919082999285,U0yoE,10,16,0.15,81,0.5021275062692748,30
0.012630447839879185,200,0.2205137310498538,0.7,SGD,elu,"[0.5376033057851239,0.6421313575991912]",0.1227588395676502,eHTBp,5,32,0.15,94,0.6421313575991912,5
0.09993045460086909,200,0.22006267849682803,0.7,SGD,elu,"[0.5051652892561983,0.4669815663268535]",0.049220042058427775,e0FNZ,5,14,0.15,132,0.4669815663268535,5
0.012317527366650129,200,0.20650406665587237,0.7,SGD,elu,"[0.5212809917355372,0.6078962902433519]",0.12193842582402613,DOlgH,4,10,0.15,148,0.6078962902433519,5
0.01937708024979927,200,0.2626174098475411,0.7,SGD,elu,"[0.5088842975206612,0.6341554972132626]",0.08802336903735483,yRNkr,3,35,0.15,93,0.6341554972132626,5
0.01554744232543102,200,0.24977971649374908,0.7,SGD,elu,"[0.5425619834710743,0.55690684148371]",0.16167653922615696,PxPAS,4,32,0.15,66,0.55690684148371,5
0.009684220800350633,200,0.29878823072355476,0.7,SGD,elu,"[0.5380165289256198,0.6311117728014259]",0.007661099673826432,PH0dK,5,20,0.15,139,0.6311117728014259,5
0.022082785924295238,200,0.16041531935273684,0.7,SGD,elu,"[0.5444214876033059,0.6061107508944389]",0.05871536392474105,lNf9P,4,67,0.15,165,0.6061107508944389,5
0.004038907675164577,200,0.197848139320967,0.7,SGD,elu,"[0.5630165289256197,0.6295924993365535]",0.02481764594954966,Rhdiq,6,40,0.15,36,0.6295924993365535,5
0.002174631561265291,200,0.12868416630461976,0.7,SGD,elu,"[0.5483471074380166,0.6461711337154548]",0.005281603695334862,ho3AN,5,26,0.15,127,0.6461711337154548,5
0.00037246502078348387,200,0.1711438402959989,0.7,SGD,elu,"[0.53099173553719,0.5693817943627705]",0.00532684648136906,jAnSs,5,26,0.15,128,0.5693817943627705,5
0.007805416104280678,200,0.1259981848538866,0.7,SGD,elu,"[0.5543388429752066,0.5929710618572113]",0.012174634243681932,Rmr7j,3,28,0.15,102,0.5929710618572113,5
0.001400114288336979,200,0.04561981165955606,0.7,SGD,elu,"[0.5188016528925621,0.633585250037189]",0.20808208125914984,SarM1,2,50,0.15,158,0.633585250037189,5
