dropout,train_frac,test_frac,preweight,learning_rate,activation,intermediate,regularization,layer_1,layer_2,optimizer,batch_size,epochs,reward,trialJobId
0.24982165270820977,0.7,0.15,64,1.6973571981905953e-06,tanh,"[0.6448621553884711,0.6331038409707495]",0.011339813178688332,131,110,adam,70,200,0.6331038409707495,JpN7s
0.16113679283687055,0.7,0.15,19,0.0033556316901568457,relu,"[0.5,0.638666172422614]",0.06742727494494508,28,96,adam,5,200,0.638666172422614,iOXpP
0.30023446259949055,0.7,0.15,26,0.001831963571945478,relu,"[0.48959899749373426,0.6719777953100254]",0.06057162132487016,107,60,adam,5,200,0.6719777953100254,mnTiE
0.27184008543622995,0.7,0.15,15,0.00018060375592583554,elu,"[0.5692982456140351,0.5194808328615492]",0.09209976099275001,59,84,SGD,100,200,0.5194808328615492,lZ9fd
0.10515411828720003,0.7,0.15,49,0.0006736141848275063,relu,"[0.6776942355889725,0.6849328679731999]",0.08171578584934433,99,191,adam,10,200,0.6849328679731999,Uexsw
0.1115363700609015,0.7,0.15,42,0.028499152044024943,relu,"[0.4755639097744361,0.5669159013327139]",0.08053152904620098,168,191,adam,10,200,0.5669159013327139,X1zgh
0.030278675045479486,0.7,0.15,32,0.004661709533085218,tanh,"[0.5583959899749373,0.6887801105048377]",0.09533413260346268,119,169,SGD,10,200,0.6887801105048377,fhVl5
0.027064478382464716,0.7,0.15,31,0.004783099337264995,tanh,"[0.6077694235588973,0.6363841046742491]",0.09439287327217682,120,181,SGD,10,200,0.6363841046742491,iGRiS
0.0637968571606607,0.7,0.15,37,0.0005489942333920282,tanh,"[0.6483709273182958,0.6287986624401427]",0.0996117184742107,139,170,SGD,10,200,0.6287986624401427,gr0uK
0.041778713214923,0.7,0.15,46,0.0019267882292926502,tanh,"[0.6280701754385966,0.6431961151259395]",0.08727604139604178,148,196,SGD,10,200,0.6431961151259395,oL8TF
0.12800363574102513,0.7,0.15,49,0.012987133630715943,tanh,"[0.5741854636591479,0.6665470373112916]",0.08192265823066634,100,187,SGD,10,200,0.6665470373112916,fjy4a
0.0804268647721734,0.7,0.15,35,0.00039984630636420547,tanh,"[0.6590225563909774,0.61519574622598]",0.09551538601613693,133,160,SGD,10,200,0.61519574622598,pV7Ge
0.1046087507960679,0.7,0.15,28,0.0008242002085816469,tanh,"[0.6706766917293232,0.6422406406971145]",0.07101735396793346,112,166,SGD,10,200,0.6422406406971145,OSufg
0.0902706658620642,0.7,0.15,24,0.02029279542407771,tanh,"[0.5944862155388473,0.6490741882838889]",0.07528601042202675,156,148,SGD,10,200,0.6490741882838889,COpEB
0.006283721838716075,0.7,0.15,21,0.010244356726960745,tanh,"[0.6443609022556391,0.6130813717407696]",0.08408789210133007,76,174,SGD,10,200,0.6130813717407696,hPkg2
0.023320592420358235,0.7,0.15,40,0.00029605715163017973,tanh,"[0.680451127819549,0.6378834714390019]",0.07807008275826752,123,137,SGD,10,200,0.6378834714390019,hi5oR
0.059028752950780077,0.7,0.15,32,0.0041374111588085025,relu,"[0.6644110275689223,0.5893521187238566]",0.09162158689917241,144,154,SGD,10,200,0.5893521187238566,w1bxm
0.08575234050880053,0.7,0.15,53,0.4857342106309841,relu,"[0.5215538847117794,0.5704363452587418]",0.0878379597600482,94,200,SGD,70,200,0.5704363452587418,fxoSC
0.1353279340832722,0.7,0.15,38,0.0012810684950065802,tanh,"[0.6516290726817042,0.6317147571796098]",0.033992696615349455,67,188,SGD,30,200,0.6317147571796098,Wgfmm
0.04685471500475858,0.7,0.15,42,0.0027106597638142395,relu,"[0.5883458646616542,0.6504113094032182]",0.07340404854309235,163,178,adam,10,200,0.6504113094032182,wdAIj
0.1571418694504096,0.7,0.15,45,0.03507230679518939,elu,"[0.5922305764411029,0.6530319757777352]",0.054834241209060816,127,196,SGD,50,200,0.6530319757777352,EcLNx
0.18601150783387632,0.7,0.15,26,0.0006289850626697245,relu,"[0.6411027568922306,0.6483141888125863]",0.06578568201782914,178,144,adam,10,200,0.6483141888125863,b7LiQ
0.031950006952507236,0.7,0.15,14,0.10230377176973442,tanh,"[0.48571428571428565,0.6208749171946817]",0.058317194132427745,189,126,adam,70,200,0.6208749171946817,bhrNY
0.01383146564004381,0.7,0.15,34,0.052692968732732444,relu,"[0.6458646616541355,0.646436433102599]",0.04850540756594043,106,158,SGD,100,200,0.646436433102599,iLAeX
0.10681536990157801,0.7,0.15,60,0.00022211000308915748,relu,"[0.5924812030075188,0.6423583565004416]",0.0953347358662601,87,166,adam,10,200,0.6423583565004416,Eps4e
0.07074026351423224,0.7,0.15,30,0.008238800518594158,elu,"[0.7137844611528823,0.662168649957583]",0.08280096044927322,117,170,adam,30,200,0.662168649957583,UJskt
0.21796759904764879,0.7,0.15,11,9.160420931022753e-05,tanh,"[0.5373433583959899,0.7016437035935191]",0.04408717805263768,136,179,adam,50,200,0.7016437035935191,Wnkvn
0.23091103620270778,0.7,0.15,10,4.6569296952294935e-05,tanh,"[0.5057644110275689,0.4403147414464808]",0.036309643182623676,133,182,SGD,50,200,0.4403147414464808,U4MPJ
0.20868916365541462,0.7,0.15,11,8.817111317544834e-05,tanh,"[0.5523809523809524,0.676719541192181]",0.03060147611293454,169,122,adam,50,200,0.676719541192181,gYVyw
0.21418124569792768,0.7,0.15,16,0.00014024597711636115,tanh,"[0.5601503759398497,0.6361471798092605]",0.023837208124515466,147,152,adam,50,200,0.6361471798092605,Hq6NT
0.2182372269030531,0.7,0.15,20,2.291789513561548e-05,tanh,"[0.5572681704260651,0.5008526421627897]",0.013255940272736931,192,178,SGD,50,200,0.5008526421627897,y8ah6
0.19567965501559506,0.7,0.15,23,0.17140828393800042,tanh,"[0.5013784461152884,0.6105582496423404]",0.038289377173477974,110,136,adam,50,200,0.6105582496423404,QoJ8D
0.15458772353430433,0.7,0.15,17,0.0009378949032263458,tanh,"[0.6328320802005012,0.6639815334545374]",0.0436399332557022,136,196,adam,50,200,0.6639815334545374,SP2iV
0.1832848618673355,0.7,0.15,13,0.005112418156289985,tanh,"[0.6779448621553884,0.604911500306814]",0.04447057823502479,155,130,SGD,50,200,0.604911500306814,MwRT3
0.16824646293416817,0.7,0.15,22,6.665582018806201e-06,tanh,"[0.6656641604010025,0.647179779541921]",0.04979697769275032,142,116,adam,100,200,0.647179779541921,TfaFU
0.127241094947238,0.7,0.15,12,0.0013735785057954245,tanh,"[0.6097744360902256,0.6697102513858577]",0.007516085799473396,122,158,adam,70,200,0.6697102513858577,jUPCg
0.28542075720235505,0.7,0.15,27,0.0003655349356581873,tanh,"[0.6406015037593985,0.6087713770390318]",0.020066439769013573,116,102,SGD,50,200,0.6087713770390318,tooVl
0.2524370724158342,0.7,0.15,18,0.08053893637530575,elu,"[0.5714285714285715,0.6037050910060199]",0.02774039193997937,15,187,adam,30,200,0.6037050910060199,CtBAr
0.14074819346886916,0.7,0.15,25,0.01669508601449241,tanh,"[0.5,0.5760815613092314]",0.051691125184470874,127,109,adam,5,200,0.5760815613092314,SnzZJ
0.23538253550140228,0.7,0.15,33,9.040920544718338e-05,tanh,"[0.6206766917293234,0.614770030412564]",0.04113996311456391,90,150,SGD,50,200,0.614770030412564,EaVnp
0.00013709019155995483,0.7,0.15,36,0.002776151009946793,tanh,"[0.5,0.6570543978018433]",0.030915144114739807,102,144,adam,5,200,0.6570543978018433,aPPEM
0.0627619794804422,0.7,0.15,29,3.660164569590028e-05,elu,"[0.5571428571428572,0.6854247981774867]",0.05991512920736249,164,174,adam,100,200,0.6854247981774867,Ma474
0.3303234171155315,0.7,0.15,31,1.5293101596072515e-05,tanh,"[0.5343358395989976,0.47884908626903455]",0.05443659802584899,70,165,SGD,70,200,0.47884908626903455,JHYLd
0.039870246216249315,0.7,0.15,22,5.068175354758896e-05,tanh,"[0.5476190476190477,0.6932513389526342]",0.0160518092485111,62,89,adam,5,200,0.6932513389526342,xD4fk
0.03964609685659396,0.7,0.15,15,6.415237443837887e-05,elu,"[0.5097744360902255,0.6960939336544807]",0.0030642737400113293,30,89,adam,5,200,0.6960939336544807,j8SXZ
